system:index,Muni_code,count,double_area_km2,double_delay,double_harvest,double_plant,label,latitude,longitude,onset,onset_historicalRange,single_area_km2,single_delay,single_harvest,single_plant,total_planted_area_km2,year
2_+4285+4841,5102678,3080,0.239725297,55.68139687,228.234519,118.6813969,16351894,-15.26240527,-55.0103324,63,53,0.239780438,101.2681331,284.4125593,164.2681331,0.239770422,2006
2_+4285+4897,5104807,3136,0.239518266,66.01861667,229.5396618,120.0186167,22600578,-15.50944197,-55.0103324,54,35,0.239477578,73.5246507,227.1816963,127.5246507,0.239477578,2006
2_+4285+4953,5104807,3136,0.239236719,75.21996371,243.1878595,129.2199637,23955152,-15.76097025,-55.0103324,54,27,0.239226391,78.35103833,243.8121889,132.3510383,0.239236719,2006
2_+4285+5008,5105200,3080,0.238877328,74.98357383,231.8521354,128.9835738,25111188,-16.01249853,-55.0103324,54,38,0.238919344,82.77850352,247.0771289,136.7785035,0.238914109,2006
2_+4285+5064,5107800,3136,0.238633922,75.15973323,211.8097332,129.1597332,27941172,-16.25953523,-55.0103324,54,37,0.23863925,96.97731381,244.6397932,150.9773138,0.23863925,2006
2_+4285+5120,5107800,3136,,,,,29057802,-16.51106351,-55.0103324,75,43,0.238187047,63.1940522,257.4271473,138.1940522,0.238187047,2006
2_+4285+5175,5107800,3080,,,,,27404608,-16.76259179,-55.0103324,53,46,,,,,,2006
2_+4285+5231,5107800,3136,,,,,24931984,-17.00962849,-55.0103324,53,32,,,,,,2006
2_+4285+5287,5104609,3136,,,,,25078592,-17.26115677,-55.0103324,53,34,,,,,,2006
2_+4286+5317,5104609,1267,0.237115375,66.9147863,225.3647863,119.9147863,24095456,-17.50819348,-54.77227885,53,35,0.237115375,91.29670274,240.7850471,144.2967027,0.237115375,2006
2_+4340+3561,5106265,2866,,,,,6997200,-9.526662177,-54.7632957,55,40,,,,,,2006
2_+4340+3617,5104104,3080,,,,,11515000,-9.760224151,-54.7632957,55,40,,,,,,2006
2_+4340+3673,5106422,3080,0.244600906,40.79990703,217.4620169,95.79990703,6905250,-10.01175243,-54.7632957,55,40,0.244620781,47.90828828,208.3582883,102.9082883,0.244620781,2006
2_+4340+3728,5108055,3025,,,,,11257675,-10.26328071,-54.7632957,55,40,,,,,,2006
2_+4340+3784,5108055,3080,,,,,11220498,-10.51031741,-54.7632957,55,40,,,,,,2006
2_+4340+3840,5106190,6216,0.243951422,20.91689656,209.7168966,72.91689656,12113388,-10.76184569,-54.77677043,52,40,0.243969359,104.2615907,256.8644887,156.2615907,0.243969359,2006
2_+4340+3895,5106190,3025,,,,,17588844,-11.01337397,-54.7632957,52,40,0.243681563,90.03881195,256.0388119,142.0388119,0.243681563,2006
2_+4340+3951,5104623,3080,0.243670453,85.35941544,233.8288639,137.3594154,17982510,-11.26041068,-54.7632957,52,47,0.243677859,90.9399924,254.2681807,142.9399924,0.243677859,2006
2_+4340+4062,5107248,3025,0.243219172,60.21351449,217.6635145,112.2135145,18969600,-11.76346723,-54.7632957,52,47,0.243215297,89.03096734,243.8733322,141.0309673,0.243215297,2006
2_+4340+4118,5107248,3080,0.242995688,52.94209109,210.3920911,104.9420911,19370800,-12.01050394,-54.7632957,52,47,0.24298775,46.09758678,196.5064955,98.09758678,0.242995688,2006
2_+4340+4173,5103700,3025,0.242730969,53.15120453,216.8763605,105.1512045,20287200,-12.26203222,-54.7632957,52,29,0.242718797,65.33711845,229.9899488,117.3371184,0.242730969,2006
2_+4340+4229,5106240,3080,0.242459922,39.60449455,206.5937182,91.60449455,19860600,-12.50906892,-54.7632957,52,47,0.242588016,63.75886193,244.0088619,115.7588619,0.242588016,2006
2_+4340+4285,5106240,3080,0.242359766,60.28253453,231.9594308,112.2825345,20160800,-12.7605972,-54.7632957,52,57,0.242330406,79.36975013,243.2760269,131.3697501,0.242359766,2006
2_+4340+4340,5106240,3025,0.242122844,74.09520343,231.5452034,126.0952034,20393850,-13.01212548,-54.7632957,52,57,0.241890047,74.42372291,231.8737229,126.4237229,0.242122844,2006
2_+4340+4396,5106240,3080,0.241758891,69.60405419,224.7499201,121.6040542,20176600,-13.25916218,-54.7632957,52,57,0.241820266,76.18202565,229.3221992,128.1820256,0.241811516,2006
2_+4340+4452,5106240,3080,0.241635281,47.58840612,213.0677279,99.58840612,20117350,-13.51069046,-54.7632957,52,57,0.241626422,78.96315053,236.844557,130.9631505,0.241635281,2006
2_+4340+4507,5107768,3025,0.241389188,66.98666612,211.2606087,118.9866661,19358950,-13.76221874,-54.7632957,52,57,0.241389188,95.00442455,245.6736859,147.0044245,0.241389188,2006
2_+4340+4563,5107768,3080,0.240911828,60.58818615,219.0381862,113.5881862,11606650,-14.00925545,-54.7632957,53,65,0.240967703,65.60541678,233.9044628,118.6054168,0.240967703,2006
2_+4340+4619,5107701,3080,,,,,8638110,-14.26078372,-54.7632957,53,66,0.240879125,79.00975878,219.7933676,132.0097588,0.240879125,2006
2_+4340+4674,5106455,3025,,,,,8449566,-14.512312,-54.7632957,53,47,0.240519594,15.24313379,205.0431338,68.24313379,0.240519594,2006
2_+4340+4730,5106455,3080,,,,,15724098,-14.75934871,-54.7632957,63,66,,,,,,2006
2_+4340+4786,5106208,3080,0.239989344,42.01152802,221.461528,116.011528,9828358,-15.01087699,-54.7632957,74,50,0.240004156,63.60469209,242.3156607,137.6046921,0.239989344,2006
2_+4340+4841,5103601,3025,0.239730328,36.51948569,217.8346877,110.5194857,23493522,-15.26240527,-54.7632957,74,44,0.239795437,114.4193195,284.2829423,188.4193195,0.239790438,2006
2_+4340+4897,5103601,3080,0.239523344,54.21910055,225.3648581,108.2191005,22451754,-15.50944197,-54.7632957,54,35,0.239523344,71.1589101,230.6089101,125.1589101,0.239523344,2006
2_+4340+4953,5107404,3080,,,,,22739597,-15.76097025,-54.7632957,54,32,,,,,,2006
2_+4340+5008,5107404,3025,,,,,23316290,-16.01249853,-54.7632957,54,32,0.238665844,77.5560263,257.7495171,131.5560263,0.238665844,2006
2_+4340+5064,5107602,3080,,,,,27623340,-16.25953523,-54.7632957,54,43,0.238655219,82.54374333,250.5437433,136.5437433,0.238655219,2006
2_+4340+5120,5107800,3080,0.238273969,104.0620436,277.6292424,157.0620436,32262100,-16.51106351,-54.7632957,53,43,0.238290219,103.675813,263.2730736,156.675813,0.238284797,2006
2_+4340+5175,5107800,3025,0.238034063,67.88632481,234.8863248,120.8863248,26823608,-16.76259179,-54.7632957,53,28,0.238045016,78.27967696,243.6824352,131.279677,0.238045016,2006
2_+4340+5231,5107800,3080,0.237652234,50.5319349,226.3419173,103.5319349,25670904,-17.00962849,-54.7632957,53,35,0.237735828,95.93960587,242.0245049,148.9396059,0.237730266,2006
2_+4340+5287,5104609,3080,0.23738825,78.91475943,241.2397617,131.9147594,24845744,-17.26115677,-54.7632957,53,42,0.237416484,99.52184767,246.0388142,152.5218477,0.237410844,2006
2_+4341+5292,5104609,39,,,,,23345168,-17.5037019,-54.70490521,53,28,0.237115375,71.9657173,230.4157173,124.9657173,0.237115375,2006
2_+4356+5288,5104609,2,,,,,23345168,-17.5037019,-54.68244732,53,28,,,,,,2006
2_+4359+5288,5104609,1,,,,,23345168,-17.5037019,-54.66897259,53,28,,,,,,2006
2_+4360+5287,5104609,2996,0.237422125,89.13776162,243.8625315,142.1377616,22500016,-17.26115677,-54.51176742,53,23,0.237410844,87.69699042,245.6447557,140.6969904,0.237416484,2006
2_+4396+3561,5104104,2673,,,,,7492320,-9.544628483,-54.51176742,55,40,,,,,,2006
2_+4396+3617,5104855,3136,,,,,11218284,-9.760224151,-54.51176742,55,29,,,,,,2006
2_+4396+3673,5105606,3136,,,,,10810140,-10.01175243,-54.51176742,55,29,,,,,,2006
2_+4396+3728,5108055,3080,,,,,11658816,-10.26328071,-54.51176742,55,29,,,,,,2006
2_+4396+3784,5108055,3136,,,,,12109824,-10.51031741,-54.51176742,55,39,,,,,,2006
2_+4396+3840,5105580,3136,,,,,17787588,-10.76184569,-54.51176742,52,40,,,,,,2006
2_+4396+3895,5108303,3080,,,,,18039840,-11.01337397,-54.51176742,52,44,,,,,,2006
2_+4396+3951,5108303,3136,0.243479578,53.08979809,210.5397981,105.0897981,18100992,-11.26041068,-54.51176742,52,47,0.243483359,70.47943248,236.4794325,122.4794325,0.243483359,2006
2_+4396+4007,5108303,6216,0.243468234,63.7238208,222.9773235,115.7238208,18364710,-11.51193896,-54.52524215,52,47,0.243464453,95.28328775,261.2832877,147.2832877,0.243468234,2006
2_+4396+4062,5108303,3080,0.243191984,76.07453352,242.0745335,128.0745335,18429684,-11.76346723,-54.51176742,52,47,0.243184203,87.00816453,253.0081645,139.0081645,0.243188094,2006
2_+4396+4118,5107248,3136,0.242848063,78.79628963,244.7962896,130.7962896,18747300,-12.01050394,-54.51176742,52,47,0.243039188,90.41196085,233.6119609,142.4119609,0.243039188,2006
2_+4396+4173,5106240,3080,0.242722859,20.61288071,186.6128807,72.61288071,18669300,-12.26203222,-54.51176742,52,44,,,,,0.242722859,2006
2_+4396+4229,5106240,3136,,,,,20069950,-12.50906892,-54.51176742,52,47,,,,,,2006
2_+4396+4285,5106240,3136,0.242355578,9.085034534,175.0850345,61.08503453,20382000,-12.7605972,-54.51176742,52,50,,,,,0.242355578,2006
2_+4396+4340,5106240,3080,0.241985406,95.15126595,237.4313778,147.151266,20437300,-13.01212548,-54.51176742,52,58,0.242002672,127.4818417,293.4818417,179.4818417,0.241998359,2006
2_+4396+4396,5106307,3136,0.241877,67.02385646,220.0344184,119.0238565,20002800,-13.25916218,-54.51176742,52,58,0.241833375,104.1291835,265.0379249,156.1291835,0.241846469,2006
2_+4396+4452,5106307,3136,0.241639719,38.63293243,207.2111501,90.63293243,19718400,-13.51069046,-54.51176742,52,50,0.241639719,50.14454711,207.5945471,102.1445471,0.241639719,2006
2_+4396+4507,5106307,3080,0.241303141,63.69731055,214.6673738,115.6973105,19880350,-13.76221874,-54.51176742,52,65,0.241312234,89.94812402,254.8960693,141.948124,0.241309961,2006
2_+4396+4563,5106307,3136,,,,,19698650,-14.00925545,-54.51176742,53,65,,,,,,2006
2_+4396+4619,5106455,3136,,,,,8943207,-14.26078372,-54.51176742,53,66,0.240695672,56.9216081,215.3716081,109.9216081,0.240695672,2006
2_+4396+4674,5106455,3080,,,,,10647850,-14.512312,-54.51176742,53,66,,,,,,2006
2_+4396+4730,5107040,3136,,,,,21772400,-14.75934871,-54.51176742,54,65,0.240137,89.95964586,235.1596459,143.9596459,0.240137,2006
2_+4396+4786,5102678,3136,0.239895156,64.65507474,224.1050747,118.6550747,13625535,-15.01087699,-54.51176742,54,65,0.240009109,88.08635095,242.7801039,142.086351,0.240009109,2006
2_+4396+4841,5107040,3080,0.239780438,64.76520347,238.2957786,118.7652035,22699794,-15.26240527,-54.51176742,54,43,0.239795437,92.15962102,260.159621,146.159621,0.239790438,2006
2_+4396+4897,5107008,3136,0.239523344,49.35775808,214.0072419,103.3577581,23112240,-15.50944197,-54.51176742,54,42,0.239462297,48.29481438,207.7448144,102.2948144,0.239523344,2006
2_+4396+4953,5107404,3136,,,,,23749770,-15.76097025,-54.51176742,54,32,0.238997891,97.13717955,242.2772474,151.1371796,0.238997891,2006
2_+4396+5008,5107602,3080,,,,,23806255,-16.01249853,-54.51176742,54,32,,,,,,2006
2_+4396+5064,5107602,3136,0.238441313,44.22598471,226.4759847,98.22598471,24275515,-16.25953523,-54.51176742,54,37,0.238500375,54.34359486,236.5935949,108.3435949,0.238500375,2006
2_+4396+5120,5107602,3136,0.238284797,48.62690398,238.5553041,125.626904,31184595,-16.51106351,-54.51176742,77,30,0.238268547,51.37453201,239.999742,128.374532,0.238279391,2006
2_+4396+5175,5107602,3080,0.237951641,73.19753396,264.197534,150.197534,28539716,-16.76259179,-54.51176742,77,35,0.238023078,64.06469608,243.7715815,141.0646961,0.238023078,2006
2_+4396+5231,5106372,3136,0.237685719,48.36102034,215.7437779,101.3610203,24490312,-17.00962849,-54.51176742,53,29,0.237741391,84.59108552,246.0878608,137.5910855,0.237741391,2006
2_+4441+5323,5104609,1196,,,,,23345168,-17.50819348,-54.25574756,53,28,0.237098203,61.4568928,219.9068928,114.4568928,0.237098203,2006
2_+4452+3561,5104104,2444,,,,,11642136,-9.562594789,-54.26023914,55,38,,,,,,2006
2_+4452+3617,5104855,3136,,,,,11248380,-9.760224151,-54.26023914,55,29,,,,,,2006
2_+4452+3673,5105606,3136,,,,,11078144,-10.01175243,-54.26023914,55,29,,,,,,2006
2_+4452+3728,5106422,3080,,,,,11916960,-10.26328071,-54.26023914,55,27,,,,,,2006
2_+4452+3784,5106422,3136,,,,,12384240,-10.51031741,-54.26023914,55,39,,,,,,2006
2_+4452+3840,5105580,3136,,,,,17864028,-10.76184569,-54.26023914,52,40,,,,,,2006
2_+4452+3895,5105580,3080,0.243821141,73.14338593,239.1433859,125.1433859,18379998,-11.01337397,-54.26023914,52,40,0.243832078,64.72815619,230.7281562,116.7281562,0.243832078,2006
2_+4452+3951,5108303,3136,,,,,18055128,-11.26041068,-54.26023914,52,43,0.243483359,85.89066282,274.6906628,137.8906628,0.243483359,2006
2_+4452+4007,5108303,3136,,,,,18456438,-11.51193896,-54.26023914,52,46,,,,,,2006
2_+4452+4062,5108303,3080,,,,,18387642,-11.76346723,-54.26023914,52,47,0.243219172,132.1705124,266.8205124,184.1705124,0.243219172,2006
2_+4452+4118,5103700,3136,,,,,18950100,-12.01050394,-54.26023914,52,34,0.242840031,56.09735693,217.7217703,108.0973569,0.242840031,2006
2_+4452+4173,5106240,3080,0.242815891,35.46378057,201.4637806,87.46378057,19252300,-12.26203222,-54.26023914,52,26,0.242815891,85.10991584,251.1099158,137.1099158,0.242815891,2006
2_+4452+4229,5106307,3136,0.242363969,8.74970482,197.5497048,60.74970482,21216000,-12.50906892,-54.26023914,52,42,,,,,0.242363969,2006
2_+4452+4285,5106307,3136,0.242359766,18.24939967,207.0493997,70.24939967,20796000,-12.7605972,-54.26023914,52,39,0.242355578,21.875099,197.965712,73.875099,0.242359766,2006
2_+4452+4340,5106307,3080,,,,,20397800,-13.01212548,-54.26023914,52,57,,,,,,2006
2_+4452+4396,5106307,3136,0.241859563,52.48379415,232.7337941,104.4837941,20778800,-13.25916218,-54.26023914,52,51,0.241850844,84.43835618,250.4383562,136.4383562,0.241859563,2006
2_+4452+4452,5106307,3136,,,,,20066000,-13.51069046,-54.26023914,52,58,,,,,,2006
2_+4452+4563,5106307,6216,,,,,19908000,-13.77569347,-54.26023914,52,69,,,,,,2006
2_+4452+4619,5106307,3136,,,,,19745700,-14.26078372,-54.26023914,53,66,0.240733484,63.02411938,221.4741194,116.0241194,0.240733484,2006
2_+4452+4674,5106455,3080,,,,,21164100,-14.512312,-54.26023914,53,68,,,,,,2006
2_+4452+4730,5107040,3136,0.240283344,77.37720987,267.1772099,130.3772099,21868701,-14.75934871,-54.26023914,53,65,0.240181031,90.39253598,253.5724501,143.392536,0.240195688,2006
2_+4452+4786,5107040,3136,0.239919984,98.61930926,265.6193093,151.6193093,22178539,-15.01087699,-54.26023914,53,65,0.240038703,110.6927903,285.4866516,163.6927903,0.240038703,2006
2_+4452+4841,5107040,3080,0.239795437,94.05364019,238.0543347,147.0536402,22978256,-15.26240527,-54.26023914,53,42,0.239795437,109.0854893,287.5931441,162.0854893,0.239795437,2006
2_+4452+4897,5107040,3136,0.239523344,53.86603974,217.5643614,107.8660397,25599555,-15.50944197,-54.26023914,54,28,0.239523344,120.6528607,288.6528607,174.6528607,0.239523344,2006
2_+4452+4953,5107008,3136,,,,,23758460,-15.76097025,-54.26023914,53,32,,,,,,2006
2_+4452+5008,5107602,3080,,,,,23089330,-16.01249853,-54.26023914,53,55,,,,,,2006
2_+4452+5064,5107602,3136,,,,,25887519,-16.25953523,-54.26023914,54,35,,,,,,2006
2_+4452+5120,5107602,3136,,,,,27138726,-16.51106351,-54.26023914,75,35,0.238077891,43.85160977,247.1016098,118.8516098,0.238077891,2006
2_+4452+5175,5106372,3080,0.237841234,-13.47930649,177.5206935,63.52069351,27141918,-16.76259179,-54.26023914,77,35,,,,,0.237841234,2006
2_+4452+5231,5106372,3136,0.237746938,91.03337632,273.6898452,145.0333763,22952322,-17.00962849,-54.26023914,54,48,0.237696859,119.7372297,278.3631736,173.7372297,0.237696859,2006
2_+4452+5287,5104609,3121,0.237286313,57.91340774,228.9362903,110.9134077,20579020,-17.26115677,-54.26023914,53,48,0.237354328,92.11266487,242.9554325,145.1126649,0.237348656,2006
2_+4453+5316,5104609,1062,0.237115375,29.43541206,204.1643544,83.43541206,21708650,-17.50819348,-54.06710135,54,49,0.237115375,52.42162439,211.8716244,106.4216244,0.237115375,2006
2_+4498+5287,5104609,3035,0.237161078,52.80871308,227.3702124,106.8087131,20542417,-17.26115677,-54.01769401,54,48,0.237399547,85.91034229,243.0928851,139.9103423,0.237399547,2006
2_+4507+3561,5105606,2184,,,,,11270336,-9.580561094,-54.01320244,55,38,,,,,,2006
2_+4507+3617,5105606,3080,,,,,9737648,-9.760224151,-54.01320244,55,29,,,,,,2006
2_+4507+3673,5106422,3080,,,,,9886800,-10.01175243,-54.01320244,55,27,,,,,,2006
2_+4507+3728,5106422,3025,,,,,11193050,-10.26328071,-54.01320244,55,31,,,,,,2006
2_+4507+3784,5105580,3080,,,,,17761536,-10.51031741,-54.01320244,55,27,,,,,,2006
2_+4507+3840,5105580,3080,,,,,18081882,-10.76184569,-54.01320244,52,29,,,,,,2006
2_+4507+3895,5105580,3025,,,,,18357066,-11.01337397,-54.01320244,52,42,,,,,,2006
2_+4507+3951,5108303,3080,,,,,18716334,-11.26041068,-54.01320244,52,43,,,,,,2006
2_+4507+4007,5108303,3080,,,,,18609318,-11.51193896,-54.01320244,52,43,,,,,,2006
2_+4507+4062,5103700,3025,,,,,18444972,-11.76346723,-54.01320244,52,47,,,,,,2006
2_+4507+4118,5106240,3080,,,,,18334134,-12.01050394,-54.01320244,52,47,0.242948031,77.10400475,243.1040048,129.1040048,0.242948031,2006
2_+4507+4173,5106307,3025,0.242661766,37.64747698,203.647477,89.64747698,19784700,-12.26203222,-54.01320244,52,39,0.242690313,35.00277135,201.0027713,87.00277135,0.242690313,2006
2_+4507+4229,5106307,3080,,,,,20829900,-12.50906892,-54.01320244,52,27,,,,,,2006
2_+4507+4285,5106307,3080,,,,,21196000,-12.7605972,-54.01320244,52,30,0.242263016,23.22310924,189.2231092,75.22310924,0.242263016,2006
2_+4507+4340,5106307,3025,,,,,21262600,-13.01212548,-54.01320244,52,51,,,,,,2006
2_+4507+4396,5106307,3080,0.241648578,65.35100217,222.8010022,117.3510022,21594700,-13.25916218,-54.01320244,52,57,0.241763281,85.02417141,273.8241714,137.0241714,0.241763281,2006
2_+4507+4452,5106307,3080,0.241608656,38.10454216,209.7650974,90.10454216,20882800,-13.51069046,-54.01320244,52,57,0.241639719,113.2689479,259.8788888,165.2689479,0.241639719,2006
2_+4507+4507,5106307,3025,,,,,20026500,-13.76221874,-54.01320244,52,69,0.241357547,75.40286924,229.2822743,127.4028692,0.241357547,2006
2_+4507+4563,5106307,3080,,,,,19465600,-14.00925545,-54.01320244,52,51,0.241004844,79.17147639,230.3242265,131.1714764,0.241004844,2006
2_+4507+4619,5106307,3080,0.240799438,21.39288551,188.3928855,74.39288551,20148950,-14.26078372,-54.01320244,53,69,0.240874453,106.8726937,240.5827004,159.8726937,0.240874453,2006
2_+4507+4674,5107040,3025,,,,,21503800,-14.512312,-54.01320244,53,69,0.240466859,73.73760168,232.1876017,126.7376017,0.240466859,2006
2_+4507+4730,5107792,3080,0.240336688,75.29723973,227.2524483,128.2972397,19815649,-14.75934871,-54.01320244,53,69,0.240302766,88.64635589,238.8295866,141.6463559,0.240302766,2006
2_+4507+4786,5107040,3080,0.24006825,56.00649475,217.8704467,110.0064947,20133071,-15.01087699,-54.01320244,54,69,0.240078094,76.99428994,229.3604879,130.9942899,0.240078094,2006
2_+4507+4841,5107040,3025,0.239745375,57.37555224,224.3870233,111.3755522,20345976,-15.26240527,-54.01320244,54,69,0.239780438,79.28067584,229.8762358,133.2806758,0.239767922,2006
2_+4507+4897,5107040,3080,0.239518266,69.72029492,225.2854657,123.7202949,20369202,-15.50944197,-54.01320244,54,60,0.239482672,80.0076719,235.7586965,134.0076719,0.239513187,2006
2_+4507+4953,5107008,3080,,,,,20748952,-15.76097025,-54.01320244,54,54,,,,,,2006
2_+4507+5008,5107008,3025,,,,,25023171,-16.01249853,-54.01320244,54,32,,,,,,2006
2_+4507+5064,5107297,3080,,,,,27347574,-16.25953523,-54.01320244,76,35,,,,,,2006
2_+4507+5120,5107297,3080,,,,,25056459,-16.51106351,-54.01320244,54,60,0.238077891,93.62480797,261.624808,147.624808,0.238077891,2006
2_+4507+5175,5106372,3025,0.238023078,128.3560079,250.7560079,182.3560079,25964955,-16.76259179,-54.01320244,54,54,0.2380505,125.6990383,291.7126812,179.6990383,0.2380505,2006
2_+4507+5231,5106372,3080,0.237735828,74.46388244,265.2638824,128.4638824,22675788,-17.00962849,-54.01320244,54,50,0.237730266,101.5360786,283.2566747,155.5360786,0.237735828,2006
2_+4512+5281,5104609,1546,,,,,9860500,-17.2566652,-53.81557307,54,48,0.237257906,74.09042795,242.1004597,128.0904279,0.237257906,2006
2_+4560+5231,5104609,3133,0.237629891,61.13122971,220.5812297,115.1312297,20455638,-17.00962849,-53.76167416,54,52,0.237741391,89.83448508,250.2329418,143.8344851,0.237741391,2006
2_+4563+3561,5105606,1988,,,,,9389952,-9.5985274,-53.76167416,55,29,,,,,,2006
2_+4563+3617,5106422,3136,,,,,10843200,-9.760224151,-53.76167416,55,29,,,,,,2006
2_+4563+3673,5106422,3136,,,,,11249450,-10.01175243,-53.76167416,55,28,,,,,,2006
2_+4563+3728,5106422,6216,,,,,11207150,-10.02522716,-53.52362061,55,31,,,,,,2006
2_+4563+3784,5106422,3136,,,,,11316000,-10.51031741,-53.76167416,52,31,,,,,,2006
2_+4563+3840,5105580,3136,,,,,11517450,-10.76184569,-53.76167416,52,31,,,,,,2006
2_+4563+3895,5105580,3080,,,,,18032196,-11.01337397,-53.76167416,52,43,,,,,,2006
2_+4563+3951,5108303,3136,,,,,18272982,-11.26041068,-53.76167416,52,46,,,,,,2006
2_+4563+4007,5106001.5,3136,,,,,18731622,-11.51193896,-53.76167416,52,47,,,,,,2006
2_+4563+4062,5103700,3080,,,,,18746910,-11.76346723,-53.76167416,52,34,,,,,,2006
2_+4563+4118,5106307,3136,,,,,19570200,-12.01050394,-53.76167416,52,57,,,,,,2006
2_+4563+4173,5106307,3080,,,,,20315100,-12.26203222,-53.76167416,52,40,,,,,,2006
2_+4563+4229,5106307,3136,,,,,21456000,-12.50906892,-53.76167416,52,30,,,,,,2006
2_+4563+4285,5106307,3136,,,,,21869400,-12.7605972,-53.76167416,52,30,,,,,,2006
2_+4563+4340,5103858,3080,,,,,21526050,-13.01212548,-53.76167416,52,57,,,,,,2006
2_+4563+4396,5103858,3136,0.241877,71.20941791,228.6594179,123.2094179,22541800,-13.25916218,-53.76167416,52,29,0.241798375,91.13009971,241.0958874,143.1300997,0.241872641,2006
2_+4563+4452,5106307,3136,0.241608656,24.26794232,190.2679423,76.26794232,21957650,-13.51069046,-53.76167416,52,52,0.241617531,94.21727222,242.4408458,146.2172722,0.241617531,2006
2_+4563+4507,5106307,3080,,,,,20911850,-13.76221874,-53.76167416,52,57,,,,,,2006
2_+4563+4563,5106307,3136,0.240939781,62.25218489,219.7021849,114.2521849,20224000,-14.00925545,-53.76167416,52,69,0.240939781,99.27768027,226.6392639,151.2776803,0.240939781,2006
2_+4563+4619,5106307,3136,,,,,20717750,-14.26078372,-53.76167416,53,73,0.240841672,73.9282607,240.6591912,126.9282607,0.240841672,2006
2_+4563+4674,5107792,3080,,,,,20013070,-14.512312,-53.76167416,53,69,0.240452453,118.4290399,262.6290399,171.4290399,0.240452453,2006
2_+4563+4730,5107792,3136,0.240229844,115.7574943,243.0734447,168.7574943,19804036,-14.75934871,-53.76167416,53,69,0.240234703,90.95370346,243.2431476,143.9537035,0.240229844,2006
2_+4563+4786,5107792,6272,0.240312469,72.6546358,228.7971113,125.6546358,19463388,-14.77282344,-53.52362061,53,69,0.240283344,87.22966507,244.2064747,140.2296651,0.240307609,2006
2_+4563+4841,5107040,3080,0.239765422,63.86009971,229.8372029,117.8600997,19869843,-15.26240527,-53.76167416,54,57,0.239770422,78.83634901,239.276643,132.836349,0.239765422,2006
2_+4563+4897,5107008,3136,0.239513187,74.97272746,234.4227275,128.9727275,20716808,-15.50944197,-53.76167416,54,54,0.239508094,84.00320561,233.0084637,138.0032056,0.239508094,2006
2_+4563+4953,5108105,3136,0.239216063,69.64621249,253.0263833,145.6462125,22086946,-15.76097025,-53.76167416,76,59,0.239216063,69.80980477,253.0440474,145.8098048,0.239216063,2006
2_+4563+5008,5108105,3080,0.238787734,35.92715261,212.4317433,89.92715261,20648502,-16.01249853,-53.76167416,54,54,0.238829953,77.66406513,236.7182492,131.6640651,0.238824672,2006
2_+4563+5064,5107008,3136,0.238409031,64.74264089,232.7426409,118.7426409,25992114,-16.25953523,-53.76167416,54,32,0.238441313,73.43268912,242.331025,127.4326891,0.238441313,2006
2_+4563+5120,5106372,3136,0.238268547,108.8851202,268.5001617,162.8851202,24530121,-16.51106351,-53.76167416,54,54,0.238197937,113.7857234,301.0069889,167.7857234,0.238197937,2006
2_+4563+5175,5106372,3080,0.238012109,42.60597046,216.1081577,96.60597046,23856039,-16.76259179,-53.76167416,54,52,0.238001125,111.4819919,276.4769941,165.4819919,0.238001125,2006
2_+4563+5342,5100300,384,,,,,10045075,-17.67887338,-53.75718258,54,49,,,,,,2006
2_+4563+5398,5100300,1763,,,,,20365800,-17.75972176,-53.75718258,53,49,,,,,,2006
2_+4569+5399,5100300,1,,,,,22210800,-18.00226688,-53.72574155,53,49,,,,,,2006
2_+4576+5401,5100300,10,,,,,22210800,-18.00226688,-53.68980893,53,49,,,,,,2006
2_+4619+3561,5106422,1751,,,,,10790400,-9.616493706,-53.51463745,55,29,,,,,,2006
2_+4619+3617,5106422,3136,,,,,11357500,-9.760224151,-53.51014588,55,27,,,,,,2006
2_+4619+3728,5106422,3080,,,,,11532000,-10.26328071,-53.51014588,55,29,,,,,,2006
2_+4619+3784,5106422,3136,,,,,11505600,-10.51031741,-53.51014588,52,31,,,,,,2006
2_+4619+3840,5105580,3136,,,,,18304416,-10.76184569,-53.51014588,52,34,,,,,,2006
2_+4619+3895,5105580,3080,,,,,18876858,-11.01337397,-53.51014588,52,44,,,,,,2006
2_+4619+3951,5103700,3136,,,,,18349422,-11.26041068,-53.51014588,52,47,,,,,,2006
2_+4619+4007,5107065,3136,,,,,18960942,-11.51193896,-53.51014588,52,47,,,,,,2006
2_+4619+4062,5107065,3080,,,,,18869214,-11.76346723,-53.51014588,52,47,,,,,,2006
2_+4619+4118,5106307,3136,,,,,19281990,-12.01050394,-53.51014588,52,46,,,,,,2006
2_+4619+4173,5106307,3080,,,,,20646600,-12.26203222,-53.51014588,52,30,,,,,,2006
2_+4619+4229,5103858,3136,,,,,21508600,-12.50906892,-53.51014588,52,45,,,,,,2006
2_+4619+4285,5103858,3136,,,,,21283100,-12.7605972,-53.51014588,52,50,,,,,,2006
2_+4619+4340,5103858,3080,0.241994031,53.52595543,210.9759554,105.5259554,21143700,-13.01212548,-53.51014588,52,48,0.241994031,74.07716724,208.7271672,126.0771672,0.241994031,2006
2_+4619+4396,5103858,3136,,,,,20782900,-13.25916218,-53.51014588,52,50,,,,,,2006
2_+4619+4452,5106307,3136,0.241465719,57.04472289,224.1535793,109.0447229,20986550,-13.51069046,-53.51014588,52,52,0.241456734,97.4071908,251.9403313,149.4071908,0.241461234,2006
