system:index,Muni_code,count,double_area_km2,double_delay,double_harvest,double_plant,label,latitude,longitude,onset,onset_historicalRange,single_area_km2,single_delay,single_harvest,single_plant,total_planted_area_km2,year
6_+3617+3784,5105101,3136,,,,,9566000,-10.51031741,-58.01070545,50,28,,,,,,2010
6_+3617+3840,5105101,3136,,,,,11045835,-10.76184569,-58.01070545,40,28,,,,,,2010
6_+3617+3895,5105101,3080,,,,,8531190,-11.01337397,-58.01070545,46,36,,,,,,2010
6_+3617+3951,5105101,3136,,,,,7137000,-11.26041068,-58.01070545,22,52,,,,,,2010
6_+3617+4007,5105101,3136,0.243284906,49.0298649,201.0298649,87.0298649,19581100,-11.51193896,-58.01070545,38,35,0.243288766,50.35666978,202.3566698,88.35666978,0.243288766,2010
6_+3617+4062,5101902,3080,,,,,21525000,-11.76346723,-58.01070545,46,35,,,,,,2010
6_+3617+4118,5101902,3136,,,,,20651400,-12.01050394,-58.01070545,39,29,0.242884156,26.41162469,202.2116247,65.41162469,0.242884156,2010
6_+3617+4173,5101902,3080,0.242608547,60.44558668,222.5055912,99.44558668,20718600,-12.26203222,-58.01070545,39,30,0.242690313,84.37598901,222.3034875,123.375989,0.242682172,2010
6_+3617+4229,5101902,3136,0.242583906,55.52184281,210.3079145,94.52184281,23805600,-12.50906892,-58.01070545,39,32,0.242513813,87.92281801,232.3214648,126.922818,0.242579797,2010
6_+3617+4285,5101902,3136,0.24229675,53.1418286,209.9436953,92.1418286,23753184,-12.7605972,-58.01070545,39,32,0.242343,96.2171636,229.5476907,135.2171636,0.242338797,2010
6_+3617+4340,5102637,3080,0.242084344,58.90880748,212.7067325,97.90880748,22805328,-13.01212548,-58.01070545,39,29,0.242114297,87.86618014,222.6651978,126.8661801,0.242097187,2010
6_+3617+4396,5102637,3136,0.241881344,68.20954354,213.409513,96.20954354,20442240,-13.25916218,-58.01070545,28,34,0.241872641,100.8883068,226.8264784,128.8883068,0.241877,2010
6_+3617+4452,5102637,3136,,,,,23414832,-13.51069046,-58.01070545,28,37,0.241639719,89.07126121,229.3714944,117.0712612,0.241639719,2010
6_+3617+4507,5107875,3080,0.241193719,70.80069351,213.4619445,98.80069351,21907435,-13.76221874,-58.01070545,28,37,0.241221156,101.6094032,236.1594729,129.6094032,0.241221156,2010
6_+3617+4563,5107958,3136,0.241115703,79.00452196,208.3350706,101.004522,19510416,-14.00925545,-58.01070545,22,46,0.241138688,180.0083146,299.777623,202.0083146,0.2411295,2010
6_+3617+4619,5107958,3136,0.240879125,76.88727225,200.9452229,98.88727225,20175010,-14.26078372,-58.01070545,22,46,0.240860406,111.5087012,228.8311714,133.5087012,0.240874453,2010
6_+3617+4674,5107958,3080,,,,,20866446,-14.512312,-58.01070545,62,26,,,,,,2010
6_+3617+4730,5107750,3136,,,,,20984550,-14.75934871,-58.01070545,62,38,,,,,,2010
6_+3617+4786,5107750,3136,,,,,19741800,-15.01087699,-58.01070545,63,38,,,,,,2010
6_+3617+4841,5107206,3080,,,,,21867300,-15.26240527,-58.01070545,63,29,,,,,,2010
6_+3617+4897,5107107,3136,,,,,17198458,-15.50944197,-58.01070545,63,62,,,,,,2010
6_+3617+4953,5105622,3136,0.239081297,-1.060740192,193.9392598,79.93925981,22977150,-15.76097025,-58.01070545,81,44,,,,,0.239081297,2010
6_+3617+5008,5103957,3080,,,,,26181311,-16.01249853,-58.01070545,81,50,,,,,,2010
6_+3617+5064,5102504,3136,,,,,27704160,-16.25953523,-58.01070545,81,100,0.238649891,-24.31485627,193.4851437,56.68514373,0.238649891,2010
6_+3617+5120,5102504,3136,,,,,25840900,-16.51106351,-58.01070545,71,99,,,,,,2010
6_+3617+5175,5102504,3080,,,,,25102250,-16.76259179,-58.01070545,78,98,,,,,,2010
6_+3617+5231,5102504,3136,,,,,26834483,-17.00962849,-58.01070545,78,98,,,,,,2010
6_+3618+3060,5100805,1,,,,,7190558,-7.496469635,-57.99723072,40,50,,,,,,2010
6_+3643+3116,5100805,817,,,,,11066864,-7.545876976,-57.89841604,40,44,,,,,,2010
6_+3660+3172,5100805,1904,,,,,10735756,-7.76596422,-57.84451712,40,47,,,,,,2010
6_+3673+3227,5100805,2956,,,,,11911470,-8.0174925,-57.76366875,40,33,,,,,,2010
6_+3673+3283,5100805,3136,,,,,7027392,-8.260037627,-57.75917717,40,34,,,,,,2010
6_+3673+3339,5100805,3136,,,,,7270560,-8.511565906,-57.75917717,40,39,,,,,,2010
6_+3673+3394,5100805,3080,,,,,7255872,-8.763094186,-57.75917717,40,39,,,,,,2010
6_+3673+3450,5100805,3136,,,,,5351424,-9.010130889,-57.75917717,40,29,,,,,,2010
6_+3673+3506,5106158,3136,,,,,4194432,-9.261659169,-57.75917717,40,39,,,,,,2010
6_+3673+3561,5106158,3080,,,,,7029024,-9.513187448,-57.75917717,40,25,,,,,,2010
6_+3673+3617,5106158,3136,,,,,7215446,-9.760224151,-57.75917717,40,24,,,,,,2010
6_+3673+3673,5106158,3136,,,,,6267900,-10.01175243,-57.75917717,35,38,,,,,,2010
6_+3673+3728,5106158,3080,,,,,5305300,-10.26328071,-57.75917717,40,24,,,,,,2010
6_+3673+3784,5105101,3136,,,,,7078500,-10.51031741,-57.75917717,40,25,,,,,,2010
6_+3673+3840,5105101,3136,,,,,7258500,-10.76184569,-57.75917717,36,31,,,,,,2010
6_+3673+3895,5105101,3080,,,,,7477500,-11.01337397,-57.75917717,36,38,,,,,,2010
6_+3673+3951,5105101,3136,,,,,19269250,-11.26041068,-57.75917717,36,38,,,,,,2010
6_+3673+4007,5105101,3136,,,,,19592650,-11.51193896,-57.75917717,36,38,,,,,,2010
6_+3673+4062,5105101,3080,,,,,11651800,-11.76346723,-57.75917717,36,37,,,,,,2010
6_+3673+4118,5105101,3136,,,,,19113900,-12.01050394,-57.75917717,36,32,,,,,,2010
6_+3673+4173,5101902,3080,,,,,20247700,-12.26203222,-57.75917717,36,35,0.242620859,80.12767635,244.3776763,116.1276763,0.242620859,2010
6_+3673+4229,5101902,3136,,,,,22792224,-12.50906892,-57.75917717,39,37,0.242542719,91.72153096,230.7349331,130.721531,0.242542719,2010
6_+3673+4285,5101902,3136,,,,,24233664,-12.7605972,-57.75917717,48,25,0.242148453,84.03787344,222.3220354,132.0378734,0.242148453,2010
6_+3673+4340,5102637,3080,0.242054313,68.68107895,215.3273363,107.6810789,23320752,-13.01212548,-57.75917717,39,33,0.242101469,95.96407943,242.4907334,134.9640794,0.242097187,2010
6_+3673+4396,5102637,3136,0.241859563,62.16675704,212.2743942,101.166757,21001344,-13.25916218,-57.75917717,39,23,0.241872641,88.35354193,227.760363,127.3535419,0.241863922,2010
6_+3673+4452,5102637,3136,0.241635281,76.8623521,214.2387386,104.8623521,24072552,-13.51069046,-57.75917717,28,39,0.241630859,89.10878158,228.1131942,117.1087816,0.241635281,2010
6_+3673+4507,5102637,3080,0.241375641,86.28504133,212.1697511,104.2850413,20111616,-13.76221874,-57.75917717,18,50,0.241371109,118.3128597,234.8963229,136.3128597,0.241375641,2010
6_+3673+4563,5102637,3136,0.2411065,79.21629558,207.8654639,97.21629558,22355520,-14.00925545,-57.75917717,18,47,0.241111094,162.4673664,294.4673664,180.4673664,0.2411065,2010
6_+3673+4619,5107958,3136,0.240879125,78.00360056,205.200268,100.0036006,20242182,-14.26078372,-57.75917717,22,43,0.240874453,165.719538,294.7057732,187.719538,0.240874453,2010
6_+3673+4674,5107958,3080,,,,,20301519,-14.512312,-57.75917717,48,26,,,,,,2010
6_+3673+4730,5107958,3136,,,,,20693508,-14.75934871,-57.75917717,48,38,,,,,,2010
6_+3673+4786,5107750,3136,,,,,21043602,-15.01087699,-57.75917717,63,39,,,,,,2010
6_+3673+4841,5105622,3080,,,,,14540358,-15.26240527,-57.75917717,71,38,0.239765422,92.80406252,277.8040625,163.8040625,0.239765422,2010
6_+3673+4897,5105622,3136,,,,,24171551,-15.50944197,-57.75917717,49,55,,,,,,2010
6_+3673+4953,5104063,3136,,,,,17657764,-15.76097025,-57.75917717,81,65,,,,,,2010
6_+3673+5008,5102504,3080,,,,,18510332,-16.01249853,-57.75917717,81,74,,,,,,2010
6_+3673+5064,5102504,3136,,,,,20821872,-16.25953523,-57.75917717,81,109,,,,,,2010
6_+3673+5120,5102504,3136,,,,,20518670,-16.51106351,-57.75917717,78,109,,,,,,2010
6_+3673+5175,5102504,3080,,,,,18768504,-16.76259179,-57.75917717,78,109,,,,,,2010
6_+3673+5231,5102504,3136,,,,,27061569,-17.00962849,-57.75917717,78,98,,,,,,2010
6_+3693+3283,5100805,974,,,,,7175632,-8.260037627,-57.66934564,40,23,,,,,,2010
6_+3694+3227,5100805,485,,,,,11410852,-8.107324028,-57.65587091,40,47,,,,,,2010
6_+3707+3339,5100805,1582,,,,,5625984,-8.516057483,-57.61544673,40,37,,,,,,2010
6_+3723+3339,5100805,3,,,,,5625984,-8.749619457,-57.5256152,40,37,,,,,,2010
6_+3728+3394,5100805,3000,,,,,5511168,-8.767585762,-57.51214047,40,39,,,,,,2010
6_+3728+3450,5100805,3080,,,,,5363904,-9.010130889,-57.51214047,40,30,,,,,,2010
6_+3728+3506,5100805,3080,,,,,5477472,-9.261659169,-57.51214047,40,28,,,,,,2010
6_+3728+3561,5108956,3025,,,,,6888672,-9.513187448,-57.51214047,40,25,,,,,,2010
6_+3728+3617,5108956,3080,,,,,4856800,-9.760224151,-57.51214047,40,38,,,,,,2010
6_+3728+3673,5108956,3080,,,,,6923896,-10.01175243,-57.51214047,40,41,,,,,,2010
6_+3728+3728,5106158,3025,,,,,5191550,-10.26328071,-57.51214047,40,24,,,,,,2010
6_+3728+3784,5105101,3080,,,,,5616000,-10.51031741,-57.51214047,36,34,,,,,,2010
6_+3728+3840,5105101,3080,,,,,7024500,-10.76184569,-57.51214047,47,25,,,,,,2010
6_+3728+3895,5105101,3025,,,,,7429500,-11.01337397,-57.51214047,36,37,,,,,,2010
6_+3728+3951,5105101,3080,,,,,19388600,-11.26041068,-57.51214047,36,38,,,,,,2010
6_+3728+4007,5105101,3080,,,,,11511500,-11.51193896,-57.51214047,36,38,,,,,,2010
6_+3728+4062,5105101,3025,,,,,19316700,-11.76346723,-57.51214047,36,32,,,,,,2010
6_+3728+4118,5108907,3080,,,,,19125600,-12.01050394,-57.51214047,36,32,,,,,,2010
6_+3728+4173,5108907,3025,,,,,19584100,-12.26203222,-57.51214047,36,37,,,,,,2010
6_+3728+4229,5101902,3080,0.242550969,60.63593126,220.0155722,99.63593126,21468408,-12.50906892,-57.51214047,39,36,0.242550969,81.70534234,223.4796188,120.7053423,0.242550969,2010
6_+3728+4285,5101902,3080,,,,,20922044,-12.7605972,-57.51214047,48,36,,,,,,2010
6_+3728+4340,5102637,3025,0.242011281,40.65567304,207.905673,79.65567304,22023456,-13.01212548,-57.51214047,39,35,0.242028516,96.05770899,240.1894151,135.057709,0.242028516,2010
6_+3728+4396,5108907,3080,0.241855203,58.05430058,215.8286364,107.0543006,20472816,-13.25916218,-57.51214047,49,32,0.241872641,76.35135439,227.6392139,125.3513544,0.241868281,2010
6_+3728+4452,5105772,3080,0.241604203,44.93514689,205.355366,93.93514689,21727844,-13.51069046,-57.51214047,49,32,0.241635281,73.89264776,225.9846186,122.8926478,0.241626422,2010
6_+3728+4507,5103502,3025,0.241384672,90.16298809,212.8002459,108.1629881,22109600,-13.76221874,-57.51214047,18,47,0.241366594,108.0801087,228.1464508,126.0801087,0.241384672,2010
6_+3728+4563,5108857,3080,0.241138688,97.54769727,216.6635291,115.5476973,21396480,-14.00925545,-57.51214047,18,46,0.241131797,111.8800053,243.5482498,129.8800053,0.241138688,2010
6_+3728+4619,5108857,3080,0.240874453,91.87252426,207.6172418,109.8725243,19841472,-14.26078372,-57.51214047,18,46,0.240874453,113.240754,213.890754,131.240754,0.240874453,2010
6_+3728+4674,5107958,3025,0.24045725,51.77326605,203.1094118,99.77326605,20427774,-14.512312,-57.51214047,48,27,0.240505234,72.78754462,226.2375446,120.7875446,0.240505234,2010
6_+3728+4730,5107095,3080,,,,,20368722,-14.75934871,-57.51214047,49,27,,,,,,2010
6_+3728+4786,5107750,3080,,,,,20967678,-15.01087699,-57.51214047,49,39,,,,,,2010
6_+3728+4841,5105234,3025,,,,,22332258,-15.26240527,-57.51214047,49,39,,,,,,2010
6_+3728+4897,5105234,3080,,,,,23964624,-15.50944197,-57.51214047,49,49,,,,,,2010
6_+3728+4953,5102504,3080,,,,,19529796,-15.76097025,-57.51214047,78,65,,,,,,2010
6_+3728+5008,5102504,3025,,,,,20290518,-16.01249853,-57.51214047,81,74,,,,,,2010
6_+3728+5064,5102504,3080,,,,,21176108,-16.25953523,-57.51214047,81,102,,,,,,2010
6_+3728+5120,5102504,3080,,,,,20833880,-16.51106351,-57.51214047,78,109,,,,,,2010
6_+3728+5175,5102504,3025,,,,,12031700,-16.76259179,-57.51214047,78,122,,,,,,2010
6_+3728+5231,5102504,3080,,,,,12182325,-17.00962849,-57.51214047,78,118,,,,,,2010
6_+3784+3450,5100805,4957,,,,,5559840,-8.839450985,-57.26510377,40,39,,,,,,2010
6_+3784+3506,5100805,3136,,,,,5416320,-9.261659169,-57.26061219,40,30,,,,,,2010
6_+3784+3561,5108956,3080,,,,,6949056,-9.513187448,-57.26061219,40,39,,,,,,2010
6_+3784+3617,5108956,3136,,,,,5310032,-9.760224151,-57.26061219,40,26,,,,,,2010
6_+3784+3673,5108956,3136,,,,,5219578,-10.01175243,-57.26061219,40,43,,,,,,2010
6_+3784+3728,5108956,3080,,,,,5512000,-10.26328071,-57.26061219,40,27,,,,,,2010
6_+3784+3784,5105101,3136,,,,,5812300,-10.51031741,-57.26061219,36,29,,,,,,2010
6_+3784+3840,5105101,3136,,,,,6757500,-10.76184569,-57.26061219,36,32,,,,,,2010
6_+3784+3895,5105101,3080,,,,,7140000,-11.01337397,-57.26061219,36,27,,,,,,2010
6_+3784+3951,5106273,3136,,,,,11106700,-11.26041068,-57.26061219,36,33,,,,,,2010
6_+3784+4007,5106802,3136,,,,,19032000,-11.51193896,-57.26061219,36,33,,,,,,2010
6_+3784+4062,5108907,3080,,,,,19293300,-11.76346723,-57.26061219,36,33,,,,,,2010
6_+3784+4118,5108907,3136,0.242912141,76.64847669,208.2436373,112.6484767,19332300,-12.01050394,-57.26061219,36,37,0.242948031,107.2505894,242.1988749,143.2505894,0.242948031,2010
6_+3784+4173,5108907,3080,0.242811859,63.23118044,207.4559162,99.23118044,19383000,-12.26203222,-57.26061219,36,37,0.242799766,104.7366168,241.5498817,140.7366168,0.242811859,2010
6_+3784+4229,5108907,3136,0.242472375,51.62291501,230.872915,102.622915,20991880,-12.50906892,-57.26061219,51,35,0.242583906,70.93465038,232.6956388,121.9346504,0.242583906,2010
6_+3784+4285,5108907,3136,,,,,20913828,-12.7605972,-57.26061219,48,35,0.242288328,90.08406872,246.5765051,138.0840687,0.242288328,2010
6_+3784+4340,5108907,3080,,,,,22224384,-13.01212548,-57.26061219,49,35,,,,,,2010
6_+3784+4396,5108907,3136,0.2417325,61.26574455,226.5463159,110.2657446,20753616,-13.25916218,-57.26061219,49,35,0.241728094,71.35463445,223.688905,120.3546344,0.2417325,2010
6_+3784+4452,5108907,3136,0.241613094,49.35595305,212.265146,98.35595305,20408465,-13.51069046,-57.26061219,49,39,0.241630859,81.6698773,228.8997101,130.6698773,0.241621984,2010
6_+3784+4507,5107305,3080,0.241375641,90.1285482,217.591856,108.1285482,19322215,-13.76221874,-57.26061219,18,44,0.241377898,110.1857286,224.3784034,128.1857286,0.241375641,2010
6_+3784+4563,5108857,3136,0.241134094,98.87210145,218.1981125,116.8721014,20375040,-14.00925545,-57.26061219,18,46,0.2411295,107.2954264,222.6381756,125.2954264,0.241134094,2010
6_+3784+4619,5108857,3136,,,,,19895344,-14.26078372,-57.26061219,18,73,,,,,,2010
6_+3784+4674,5107958,3080,0.240553063,60.46684451,212.8328755,109.4668445,19516686,-14.512312,-57.26061219,49,28,0.240517172,84.91701221,235.8905589,133.9170122,0.240553063,2010
6_+3784+4730,5106232,3136,,,,,21060531,-14.75934871,-57.26061219,49,28,,,,,,2010
6_+3784+4786,5101704,3136,,,,,22287912,-15.01087699,-57.26061219,49,53,,,,,,2010
6_+3784+4841,5106851,3080,,,,,26909064,-15.26240527,-57.26061219,49,53,,,,,,2010
6_+3784+4897,5106851,3136,,,,,27905850,-15.50944197,-57.26061219,49,48,,,,,,2010
6_+3784+4953,5106851,3136,,,,,18305550,-15.76097025,-57.26061219,78,65,,,,,,2010
6_+3784+5008,5102504,3080,0.238814125,29.11534514,212.5653451,107.1153451,19183350,-16.01249853,-57.26061219,78,74,0.23884575,63.45514921,245.5543349,141.4551492,0.23884575,2010
6_+3784+5064,5102504,3136,,,,,20140418,-16.25953523,-57.26061219,79,102,,,,,,2010
6_+3784+5120,5106505,3136,,,,,18459298,-16.51106351,-57.26061219,79,102,,,,,,2010
6_+3784+5175,5106505,3080,,,,,11437225,-16.76259179,-57.26061219,78,66,,,,,,2010
6_+3784+5231,5106505,3136,,,,,12026700,-17.00962849,-57.26061219,78,118,,,,,,2010
6_+3784+5287,5106505,3136,,,,,11329500,-17.26115677,-57.26061219,78,64,,,,,,2010
6_+3784+5342,5106505,3080,,,,,12981700,-17.51268505,-57.26061219,78,119,,,,,,2010
6_+3786+5353,5106505,247,,,,,15157000,-17.7507386,-57.10340701,78,124,,,,,,2010
6_+3788+5356,5106505,5,,,,,15157000,-17.80463752,-57.23366273,78,124,,,,,,2010
6_+3809+3394,5100805,337,,,,,5113056,-8.920299361,-57.15730593,39,53,,,,,,2010
6_+3822+5342,5106505,2916,,,,,13199075,-17.51268505,-57.01357549,78,124,,,,,,2010
6_+3840+3450,5106299,2425,,,,,5003232,-9.019114042,-57.05399967,39,53,,,,,,2010
6_+3840+3506,5106299,3136,,,,,5431296,-9.261659169,-57.00908391,39,30,,,,,,2010
6_+3840+3561,5108956,3080,,,,,5246332,-9.513187448,-57.00908391,40,27,,,,,,2010
6_+3840+3617,5108956,3136,,,,,4757116,-9.760224151,-57.00908391,36,39,,,,,,2010
6_+3840+3673,5108956,3136,,,,,5228496,-10.01175243,-57.00908391,40,27,,,,,,2010
6_+3840+3728,5108956,3080,,,,,5116800,-10.26328071,-57.00908391,36,29,,,,,,2010
6_+3840+3784,5105101,3136,,,,,5779800,-10.51031741,-57.00908391,36,29,,,,,,2010
6_+3840+3840,5105101,3136,,,,,6825000,-10.76184569,-57.00908391,36,26,,,,,,2010
6_+3840+3895,5107941,3080,,,,,18044950,-11.01337397,-57.00908391,36,29,,,,,,2010
6_+3840+3951,5107941,3136,,,,,18197400,-11.26041068,-57.00908391,36,29,,,,,,2010
6_+3840+4007,5106802,3136,,,,,18355650,-11.51193896,-57.00908391,21,44,0.243296469,41.31908346,176.3190835,62.31908346,0.243296469,2010
6_+3840+4062,5108907,3080,,,,,18130500,-11.76346723,-57.00908391,21,44,,,,,,2010
6_+3840+4118,5108907,3136,0.242888156,59.32022578,211.1314738,95.32022578,18162300,-12.01050394,-57.00908391,36,25,0.242892156,81.02089402,222.470894,117.020894,0.242892156,2010
6_+3840+4173,5108907,3080,0.242757328,80.57725457,225.2999805,116.5772546,18825700,-12.26203222,-57.00908391,36,32,0.242743141,112.5650003,230.8383317,148.5650003,0.242747203,2010
6_+3840+4229,5108907,3136,0.242571578,50.5419172,206.9919172,101.5419172,20959016,-12.50906892,-57.00908391,51,35,0.242592125,88.5100074,236.8027907,139.5100074,0.242571578,2010
6_+3840+4285,5108907,3136,0.242359766,58.09090088,208.8630402,109.0909009,20946692,-12.7605972,-57.00908391,51,36,0.242347187,78.05036923,228.2566159,129.0503692,0.242359766,2010
6_+3840+4340,5108907,3080,0.242110016,71.18469473,215.3618598,120.1846947,20930260,-13.01212548,-57.00908391,49,36,0.242122844,78.23809981,224.6343246,127.2380998,0.242122844,2010
6_+3840+4396,5108907,3136,,,,,20675406,-13.25916218,-57.00908391,49,30,0.241772063,87.72117951,226.2761779,136.7211795,0.241772063,2010
6_+3840+4452,5108907,3136,0.241470219,59.18037379,218.5705286,108.1803738,20773445,-13.51069046,-57.00908391,49,39,0.241510547,81.31753672,234.3282869,130.3175367,0.241506078,2010
6_+3840+4507,5107305,3080,0.241366594,50.27349411,210.6177324,99.27349411,21258663,-13.76221874,-57.00908391,49,39,0.241389188,72.72329503,226.3114752,121.723295,0.241380156,2010
6_+3840+4563,5108857,3136,0.241115703,89.61791413,211.8826652,107.6179141,21385260,-14.00925545,-57.00908391,18,73,0.241134094,102.8417812,223.356694,120.8417812,0.241124906,2010
6_+3840+4619,5108857,3136,,,,,21052038,-14.26078372,-57.00908391,18,73,,,,,,2010
6_+3840+4674,5107958,3080,0.2405435,86.94919713,218.9491971,104.9491971,19782420,-14.512312,-57.00908391,18,47,0.240553055,105.8353372,222.8200764,123.8353372,0.240548281,2010
6_+3840+4730,5106232,3136,,,,,23048064,-14.75934871,-57.00908391,49,54,0.240210328,97.00593563,260.0059356,146.0059356,0.240210328,2010
6_+3840+4786,5101704,3136,,,,,24497460,-15.01087699,-57.00908391,38,53,0.239810438,28.04538209,202.8453821,66.04538209,0.239810438,2010
6_+3840+4841,5106851,3080,,,,,28270242,-15.26240527,-57.00908391,49,59,,,,,,2010
6_+3840+4897,5106851,3136,,,,,30150225,-15.50944197,-57.00908391,49,48,,,,,,2010
6_+3840+4953,5106505,3136,,,,,18907356,-15.76097025,-57.00908391,78,59,,,,,,2010
6_+3840+5008,5106505,3080,,,,,18240000,-16.01249853,-57.00908391,75,59,,,,,,2010
6_+3840+5064,5106505,3136,,,,,18213134,-16.25953523,-57.00908391,75,57,,,,,,2010
6_+3840+5120,5106505,3136,,,,,11539372,-16.51106351,-57.00908391,75,56,,,,,,2010
6_+3840+5175,5106505,3080,,,,,11451925,-16.76259179,-57.00908391,78,76,,,,,,2010
6_+3840+5231,5106505,3136,,,,,11586800,-17.00962849,-57.00908391,77,64,,,,,,2010
6_+3840+5287,5106505,3136,,,,,11595100,-17.26115677,-57.00908391,78,64,,,,,,2010
6_+3841+5324,5106505,419,,,,,12572425,-17.5037019,-56.88331977,78,101,,,,,,2010
6_+3869+5287,5106505,2525,,,,,11985200,-17.26115677,-56.77552194,77,85,,,,,,2010
6_+3880+3450,5106299,147,,,,,5105568,-9.230218134,-56.84289558,39,53,,,,,,2010
6_+3895+3506,5106299,2819,,,,,4940832,-9.266150745,-56.77552194,39,53,,,,,,2010
6_+3895+3561,5108956,3025,,,,,4904900,-9.513187448,-56.76204721,40,40,,,,,,2010
6_+3895+3617,5108956,3080,,,,,4716348,-9.760224151,-56.76204721,36,39,,,,,,2010
6_+3895+3673,5108956,3080,,,,,4816994,-10.01175243,-56.76204721,36,39,,,,,,2010
6_+3895+3728,5105101,3025,,,,,7020524,-10.26328071,-56.76204721,21,55,,,,,,2010
6_+3895+3784,5107941,3080,,,,,5717400,-10.51031741,-56.76204721,21,41,,,,,,2010
6_+3895+3840,5107941,3080,,,,,10091400,-10.76184569,-56.76204721,21,42,,,,,,2010
6_+3895+3895,5107941,3025,0.243685266,45.89030321,181.8903032,67.89030321,17807400,-11.01337397,-56.76204721,22,44,,,,,0.243685266,2010
6_+3895+3951,5107941,3080,,,,,17936100,-11.26041068,-56.76204721,21,44,,,,,,2010
6_+3895+4007,5106802,3080,,,,,18314400,-11.51193896,-56.76204721,21,57,0.243331063,70.98995779,220.2399578,91.98995779,0.243331063,2010
6_+3895+4062,5106802,3025,0.243054953,68.02770608,217.2777061,89.02770608,17904900,-11.76346723,-56.76204721,21,40,0.243054953,58.73771234,193.7377123,79.73771234,0.243054953,2010
6_+3895+4118,5104542,3080,0.243023391,84.10238738,213.7488869,106.1023874,18300350,-12.01050394,-56.76204721,22,39,0.242948031,101.7424959,228.2717426,123.7424959,0.243019438,2010
6_+3895+4173,5108907,3025,0.242815891,77.77228732,206.0167055,113.7722873,18853350,-12.26203222,-56.76204721,36,32,0.242815891,93.18538328,226.3281689,129.1853833,0.242815891,2010
6_+3895+4229,5108907,3080,0.242544781,66.22749234,222.6337879,117.2274923,11196400,-12.50906892,-56.76204721,51,30,0.242575688,66.61356962,232.7378664,117.6135696,0.242563344,2010
6_+3895+4285,5108907,3080,0.242317797,51.36726408,207.8172641,102.3672641,11375800,-12.7605972,-56.76204721,51,31,0.242334609,77.10941733,233.5594173,128.1094173,0.242322,2010
6_+3895+4340,5108907,3025,0.242088625,61.1263498,222.0059537,110.1263498,18770400,-13.01212548,-56.76204721,49,31,0.242092906,56.97775654,223.3560275,105.9777565,0.242088625,2010
6_+3895+4396,5107305,3080,0.241692813,52.59583401,228.4638741,101.595834,20275350,-13.25916218,-56.76204721,49,38,0.241701641,73.84248551,228.1917578,122.8424855,0.241701641,2010
6_+3895+4452,5107305,3080,0.241630859,40.11482282,211.4822395,90.11482282,19548550,-13.51069046,-56.76204721,50,39,0.241626422,86.62705422,248.9231395,136.6270542,0.241630859,2010
6_+3895+4507,5107305,3025,0.241384672,64.95156483,218.193306,113.9515648,21655480,-13.76221874,-56.76204721,49,39,0.241375641,86.67719671,235.2237606,135.6771967,0.241380156,2010
6_+3895+4563,5108857,3080,0.241088063,52.56723303,209.9133333,101.567233,23234796,-14.00925545,-56.76204721,49,55,0.241134094,79.24288716,226.4322682,128.2428872,0.241134094,2010
6_+3895+4619,5108857,3080,0.240775906,81.43064255,213.9986325,99.43064255,22394502,-14.26078372,-56.76204721,18,73,0.2407665,88.73304708,221.3136105,106.7330471,0.240775906,2010
6_+3895+4674,5103654,3025,,,,,22296690,-14.512312,-56.76204721,18,73,,,,,,2010
6_+3895+4730,5103452,3080,,,,,22861332,-14.75934871,-56.76204721,49,54,0.240239578,120.054808,305.854808,169.054808,0.240239578,2010
6_+3895+4786,5107701,3080,,,,,25199928,-15.01087699,-56.76204721,49,42,,,,,,2010
6_+3895+4841,5107701,3025,,,,,26520390,-15.26240527,-56.76204721,49,42,,,,,,2010
6_+3895+4897,5106109,3080,,,,,31814250,-15.50944197,-56.76204721,49,48,,,,,,2010
6_+3895+4953,5106505,3080,,,,,29696625,-15.76097025,-56.76204721,49,48,,,,,,2010
6_+3895+5008,5106505,3025,,,,,18418296,-16.01249853,-56.76204721,49,59,,,,,,2010
6_+3895+5064,5106505,3080,,,,,18129078,-16.25953523,-56.76204721,75,65,,,,,,2010
6_+3895+5120,5106505,3080,,,,,12134434,-16.51106351,-56.76204721,75,54,,,,,,2010
6_+3895+5175,5106505,3025,,,,,12253124,-16.76259179,-56.76204721,75,75,,,,,,2010
6_+3895+5231,5106505,3080,,,,,11937475,-17.00962849,-56.76204721,78,89,,,,,,2010
6_+3919+5251,5106505,878,,,,,31683922,-17.25217362,-56.51950208,77,61,,,,,,2010
6_+3951+3506,5106299,1561,,,,,5186454,-9.382931732,-56.51051893,39,52,,,,,,2010
6_+3951+3561,5106299,3080,,,,,4808076,-9.513187448,-56.51051893,21,40,,,,,,2010
6_+3951+3617,5106299,3136,,,,,4874324,-9.760224151,-56.51051893,21,51,,,,,,2010
6_+3951+3673,5100250,3136,,,,,4804254,-10.01175243,-56.51051893,21,40,,,,,,2010
6_+3951+3728,5100250,3080,,,,,7814900,-10.26328071,-56.51051893,21,55,,,,,,2010
6_+3951+3784,5107941,3136,,,,,9938250,-10.51031741,-56.51051893,21,41,,,,,,2010
6_+3951+3840,5107941,3136,,,,,10399500,-10.76184569,-56.51051893,21,44,,,,,,2010
6_+3951+3895,5107941,3080,0.243810203,63.30466372,194.6688902,85.30466372,17940000,-11.01337397,-56.51051893,22,54,,,,,0.243810203,2010
6_+3951+3951,5107941,3136,,,,,18552300,-11.26041068,-56.51051893,21,55,0.243475813,74.83882615,209.8388262,95.83882615,0.243475813,2010
