count,double_delay,double_harvest,double_plant,label,latitude,longitude,onset,single_delay,single_harvest,single_plant,total_planted_area_km2,year
3080,,,,2967744,-9.625476859,-56.37352585,34,,,,,2006
3136,,,,4743102,-9.87475935,-56.37352585,34,103.7673568,228.9673568,137.7673568,0.244734039,2006
3136,,,,4847700,-10.12628763,-56.37352585,34,,,,,2006
3080,,,,11200000,-10.37557012,-56.37352585,55,,,,,2006
3136,,,,11045000,-10.62485261,-56.37352585,55,,,,,2006
3136,,,,17522700,-10.87638089,-56.37352585,55,,,,,2006
3080,17.48173495,182.1051071,68.48173495,17729400,-11.12566338,-56.37352585,51,37.67556335,202.4979313,88.67556335,0.243729547,2006
3136,41.91784894,220.4940836,96.91784894,18275400,-11.37494587,-56.37352585,55,58.55547629,221.1570038,113.5554763,0.243498469,2006
3136,31.85774163,197.1522027,82.85774163,18213450,-11.62647415,-56.37352585,51,35.72834474,203.7865213,86.72834474,0.243369359,2006
3080,34.64135971,201.5388822,85.64135971,18197650,-11.87575665,-56.37352585,51,35.26902947,200.2690295,86.26902947,0.243098219,2006
3136,28.20104117,194.2792166,79.20104117,18237150,-12.12503914,-56.37352585,51,47.69234305,214.9942713,98.69234305,0.242912141,2006
3080,24.8842333,192.8241248,78.8842333,10862900,-12.37432163,-56.37352585,54,29.65201688,200.7590234,83.65201688,0.242743141,2006
3136,19.87625503,193.2467164,78.87625503,11265400,-12.62360412,-56.37352585,59,37.36793846,212.6147881,96.36793846,0.242439125,2006
3136,25.19739903,196.1997582,80.19739903,10908900,-12.8751324,-56.37352585,55,34.51295855,204.9571217,89.51295855,0.242267234,2006
3080,29.11448722,199.024505,84.11448722,10964100,-13.12441489,-56.37352585,55,56.67624206,219.2241268,111.6762421,0.241959469,2006
3136,35.78633404,205.7798788,90.78633404,19607800,-13.37369738,-56.37352585,55,59.34992026,226.0533364,114.3499203,0.241833375,2006
3136,31.25480131,201.171232,86.25480131,19524850,-13.62522566,-56.37352585,55,58.58444737,221.0411263,113.5844474,0.241454492,2006
3080,64.00510671,224.4551067,119.0051067,19593600,-13.87450815,-56.37352585,55,46.83097062,230.0809706,101.8309706,0.241298609,2006
3136,32.80535714,201.5131998,87.80535714,19480500,-14.12379064,-56.37352585,55,49.23436452,216.2945789,104.2343645,0.241041891,2006
3136,25.4761877,194.4761877,80.4761877,22905012,-14.37531892,-56.37352585,55,43.46392969,208.9506875,98.46392969,0.240782969,2006
3080,42.97784946,202.3751535,97.97784946,12642840,-14.62460141,-56.37352585,55,55.47173883,217.4335378,110.4717388,0.240529156,2006
3136,,,,12819375,-14.87388391,-56.37352585,55,,,,,2006
3136,,,,13506255,-15.12541219,-56.37352585,54,,,,,2006
3080,,,,10403811,-15.37469468,-56.37352585,54,,,,,2006
3136,,,,11781432,-15.62397717,-56.37352585,76,,,,,2006
3136,,,,12796264,-15.87550545,-56.37352585,76,,,,,2006
3080,,,,12517300,-16.12478794,-56.37352585,76,,,,,2006
3136,,,,27819648,-16.37407043,-56.37352585,54,,,,,2006
3136,,,,28873293,-16.62559871,-56.37352585,54,,,,,2006
3080,,,,28802328,-16.8748812,-56.37352585,54,,,,,2006
1090,,,,3238144,-9.459288531,-56.13322651,55,,,,,2006
3025,2.980623834,171.9806238,57.98062383,3333824,-9.625476859,-56.12424335,55,,,,0.244994641,2006
3080,,,,10488320,-9.87475935,-56.12424335,55,,,,,2006
3080,24.49305125,193.4930513,79.49305125,11877300,-10.12628763,-56.12424335,55,,,,0.244620781,2006
3025,,,,11925900,-10.37557012,-56.12424335,55,,,,,2006
3080,,,,11947500,-10.62485261,-56.12424335,55,-0.750906506,174.2266419,54.24909349,0.244254953,2006
3080,,,,18029700,-10.87638089,-56.12424335,53,,,,,2006
3025,68.60349059,221.9717389,119.6034906,17889300,-11.12566338,-56.12424335,51,50.17221832,215.9105882,101.1722183,0.243712969,2006
3080,30.17488973,202.6907762,81.17488973,18150250,-11.37494587,-56.12424335,51,58.1442551,215.2760202,109.1442551,0.243475813,2006
3080,27.39630859,197.6872853,78.39630859,18813850,-11.62647415,-56.12424335,51,55.12845655,211.8177733,106.1284566,0.243354047,2006
3025,25.7322779,198.5663622,79.7322779,18438600,-11.87575665,-56.12424335,54,58.30789259,223.0384295,112.3078926,0.243168625,2006
3080,25.40314447,195.7541617,79.40314447,18091000,-12.12503914,-56.12424335,54,38.55241806,211.4518831,92.55241806,0.242892156,2006
3025,23.37748023,192.7423871,77.37748023,10531700,-12.37432163,-56.12424335,54,48.50651595,214.8170868,102.506516,0.242747203,2006
3080,24.46818787,194.010216,79.46818787,10729500,-12.62360412,-56.12424335,55,42.24206136,211.9170045,97.24206136,0.242455766,2006
3080,20.73187541,189.7353299,75.73187541,11148100,-12.8751324,-56.12424335,55,23.57845876,194.2710442,78.57845876,0.242254563,2006
3025,19.90070442,190.7477208,74.90070442,11127400,-13.12441489,-56.12424335,55,18.76607545,190.5939737,73.76607545,0.242024203,2006
3080,21.64960406,191.255353,76.64960406,20464950,-13.37369738,-56.12424335,55,23.10255284,202.1883942,78.10255284,0.241741297,2006
3080,29.75396878,200.347084,84.75396878,20436000,-13.62522566,-56.12424335,55,46.30815101,217.2531964,101.308151,0.241581969,2006
3025,32.29525616,201.1761119,87.29525616,20451600,-13.87450815,-56.12424335,55,42.23009653,211.2734694,97.23009653,0.241253094,2006
3080,,,,20841600,-14.12379064,-56.12424335,55,51.80815187,221.1228956,106.8081519,0.241136391,2006
3080,21.04005019,192.5626513,76.04005019,20514000,-14.37531892,-56.12424335,55,46.21969487,216.3979816,101.2196949,0.240681469,2006
3025,,,,13131720,-14.62460141,-56.12424335,55,66.06297592,212.8543112,121.0629759,0.240593594,2006
3080,,,,12850380,-14.87388391,-56.12424335,54,,,,,2006
3080,,,,8934210,-15.12541219,-56.12424335,54,,,,,2006
3025,,,,6264300,-15.37469468,-56.12424335,54,,,,,2006
3080,,,,4134780,-15.62397717,-56.12424335,54,,,,,2006
3080,,,,11730100,-15.87550545,-56.12424335,76,,,,,2006
3025,,,,11705500,-16.12478794,-56.12424335,76,,,,,2006
3080,,,,12133950,-16.37407043,-56.12424335,54,,,,,2006
3080,,,,28409655,-16.62559871,-56.12424335,54,,,,,2006
3025,,,,29999271,-16.8748812,-56.12424335,54,,,,,2006
2384,,,,27604472,-17.09496845,-56.13322651,54,,,,,2006
1,,,,27604472,-17.24319047,-56.00297079,54,,,,,2006
4,,,,25949616,-17.25441941,-55.98725027,53,,,,,2006
2,,,,25949616,-17.25217362,-55.96928397,53,,,,,2006
851,,,,9937568,-9.468271684,-55.8861898,55,,,,,2006
3080,,,,10032640,-9.625476859,-55.87496086,55,,,,,2006
3136,,,,11146240,-9.87475935,-55.87496086,55,76.48554799,245.485548,131.485548,0.244673531,2006
3136,,,,7277536,-10.12628763,-55.87496086,55,,,,,2006
3080,,,,7420032,-10.37557012,-55.87496086,55,,,,,2006
3136,,,,12079800,-10.62485261,-55.87496086,55,37.06824011,206.0682401,92.06824011,0.244227188,2006
3136,,,,12376800,-10.87638089,-55.87496086,53,97.4500347,264.4500347,150.4500347,0.244012281,2006
3080,24.02986874,194.7423071,79.02986874,12325150,-11.12566338,-55.87496086,55,31.22050716,199.9718138,86.22050716,0.243700047,2006
3136,20.27850059,187.4071059,72.27850059,18525500,-11.37494587,-55.87496086,52,34.60184697,204.6304389,86.60184697,0.243558641,2006
3136,25.27516216,194.1383491,77.27516216,18395150,-11.62647415,-55.87496086,52,32.00331202,210.6691432,84.00331202,0.243384625,2006
3080,25.23066153,195.1997474,77.23066153,18367500,-11.87575665,-55.87496086,52,40.48554756,210.464545,92.48554756,0.243129562,2006
3136,19.74922176,186.8256405,71.74922176,18395150,-12.12503914,-55.87496086,52,18.63851766,190.1771821,70.63851766,0.242948031,2006
3080,19.23250287,186.7202628,72.23250287,10969800,-12.37432163,-55.87496086,53,29.69981387,197.6116517,82.69981387,0.242698453,2006
3136,27.71173644,193.7192871,79.71173644,11366600,-12.62360412,-55.87496086,52,37.51163789,209.7533556,89.51163789,0.242472375,2006
3136,22.37310512,191.7246831,77.37310512,20279300,-12.8751324,-55.87496086,55,28.31108695,197.7826695,83.31108695,0.242229172,2006
3080,21.23748286,190.2391063,76.23748286,20429400,-13.12441489,-55.87496086,55,23.07156886,197.5295562,78.07156886,0.242002672,2006
3136,22.23361194,191.6332603,77.23361194,20559750,-13.37369738,-55.87496086,55,44.88311955,214.303824,99.88311955,0.241763281,2006
3136,34.72988157,201.2946969,89.72988157,20927100,-13.62522566,-55.87496086,55,48.25333088,217.7583715,103.2533309,0.241510547,2006
3080,24.28066619,195.7765166,79.28066619,20978100,-13.87450815,-55.87496086,55,40.70498302,207.2720041,95.70498302,0.241275875,2006
3136,26.08678929,200.4815067,81.08678929,20280000,-14.12379064,-55.87496086,55,38.6700424,207.1127362,93.6700424,0.241124906,2006
3136,28.79786988,201.9296689,83.79786988,22783488,-14.37531892,-55.87496086,55,37.36181648,212.2733679,92.36181648,0.240860406,2006
3080,27.10273794,196.1027379,82.10273794,22551760,-14.62460141,-55.87496086,55,8.852256254,183.635211,63.85225625,0.240538719,2006
3136,,,,12859920,-14.87388391,-55.87496086,54,49.26839572,212.039873,103.2683957,0.240336688,2006
3136,,,,8819624,-15.12541219,-55.87496086,54,,,,,2006
3080,,,,6171542,-15.37469468,-55.87496086,54,,,,,2006
3136,,,,4186364,-15.62397717,-55.87496086,55,,,,,2006
3136,,,,11883850,-15.87550545,-55.87496086,74,,,,,2006
3080,,,,11740350,-16.12478794,-55.87496086,74,,,,,2006
3136,,,,27838344,-16.37407043,-55.87496086,54,,,,,2006
3136,,,,28764480,-16.62559871,-55.87496086,54,,,,,2006
3080,,,,28836192,-16.8748812,-55.87496086,54,,,,,2006
3131,,,,27204744,-17.1219179,-55.87271508,53,,,,,2006
426,,,,25949616,-17.2746315,-55.80983301,53,,,,,2006
587,,,,9375720,-9.477254837,-55.6391531,55,,,,,2006
3025,,,,9367200,-9.625476859,-55.62567837,55,,,,,2006
3080,,,,10677760,-9.87475935,-55.62567837,55,,,,,2006
3080,,,,11031296,-10.12628763,-55.62567837,55,,,,,2006
3025,69.45775229,238.4577523,124.4577523,7243776,-10.37557012,-55.62567837,55,83.03546311,252.0354631,138.0354631,0.244346305,2006
3080,28.75889442,197.7588944,83.75889442,11457180,-10.62485261,-55.62567837,55,,,,0.244268813,2006
3080,,,,11566800,-10.87638089,-55.62567837,52,,,,,2006
3025,18.04497533,206.8449753,70.04497533,11702400,-11.12566338,-55.62567837,52,91.48616496,257.486165,143.486165,0.243681563,2006
3080,,,,18150600,-11.37494587,-55.62567837,52,64.04461119,244.2946112,116.0446112,0.243677859,2006
3080,26.62950866,192.3493135,78.62950866,18084300,-11.62647415,-55.62567837,52,28.79953758,205.3851334,80.79953758,0.243292625,2006
3025,21.84656785,187.8519871,73.84656785,19106150,-12.37432163,-55.62567837,52,33.47273629,207.1764995,85.47273629,0.242686234,2006
3080,24.83916868,191.2310424,76.83916868,19607800,-12.62360412,-55.62567837,52,37.8365577,205.4076534,89.8365577,0.242484813,2006
3080,28.522593,195.2053953,80.522593,19793450,-12.8751324,-55.62567837,52,43.20881765,211.2048071,95.20881765,0.242275672,2006
3025,26.72247557,195.2665352,78.72247557,20575550,-13.12441489,-55.62567837,52,33.89396465,204.1148542,85.89396465,0.242032813,2006
3080,24.25969721,190.6823287,76.25969721,20141050,-13.37369738,-55.62567837,52,46.28880969,208.3668298,98.28880969,0.241745703,2006
3080,29.44067743,201.2629033,84.44067743,20366200,-13.62522566,-55.62567837,55,54.64606367,223.5311825,109.6460637,0.2415195,2006
3025,31.28588267,201.795524,86.28588267,20330700,-13.87450815,-55.62567837,55,47.63794006,216.4352421,102.6379401,0.241230281,2006
3080,28.94083849,209.4322862,83.94083849,12111900,-14.12379064,-55.62567837,55,51.75007844,216.159973,106.7500784,0.241092672,2006
3080,,,,13086360,-14.37531892,-55.62567837,55,65.24211244,225.6921124,120.2421124,0.240818219,2006
3025,,,,13013280,-14.62460141,-55.62567837,55,,,,,2006
3080,,,,13900320,-14.87388391,-55.62567837,64,,,,,2006
3080,,,,9033214,-15.12541219,-55.62567837,54,,,,,2006
3025,6.607997953,190.2511059,60.60799795,9061145,-15.37469468,-55.62567837,54,48.93779908,217.7901855,102.9377991,0.239548719,2006
3080,,,,6282274,-15.62397717,-55.62567837,55,38.52974548,221.7797455,93.52974548,0.239503016,2006
3080,,,,10735850,-15.87550545,-55.62567837,55,,,,,2006
3025,,,,10713300,-16.12478794,-55.62567837,54,71.4592023,230.9092023,125.4592023,0.238766594,2006
3080,,,,28240308,-16.37407043,-55.62567837,54,,,,,2006
3080,,,,27483120,-16.62559871,-55.62567837,53,,,,,2006
3025,,,,28278432,-16.8748812,-55.62567837,53,,,,,2006
3080,,,,25393368,-17.12416369,-55.62567837,53,,,,,2006
1676,,,,25384744,-17.31954727,-55.58525418,53,,,,,2006
343,,,,9993184,-9.48623799,-55.40109955,55,,,,,2006
3080,,,,9823650,-9.625476859,-55.37639588,55,,,,,2006
3136,31.12924393,222.9292439,86.12924393,6859050,-9.87475935,-55.37639588,55,26.79065715,202.9156572,81.79065715,0.244771406,2006
3136,,,,7365600,-10.12628763,-55.37639588,55,,,,,2006
3080,-10.72417481,181.0758252,44.27582519,7233408,-10.37557012,-55.37639588,55,-3.044149721,165.9558503,51.95585028,0.244450172,2006
3136,,,,11080908,-10.62485261,-55.37639588,55,,,,,2006
3136,29.7837449,221.5837449,84.7837449,11909700,-10.87638089,-55.37639588,55,,,,0.243911813,2006
3080,32.74397795,198.743978,84.74397795,12476700,-11.12566338,-55.37639588,52,76.59143849,211.2414385,128.5914385,0.243692656,2006
3136,27.40452716,193.4045272,79.40452716,18103800,-11.37494587,-55.37639588,52,46.03649703,214.7725471,98.03649703,0.243506016,2006
3136,28.40014815,194.8634552,80.40014815,18387250,-11.62647415,-55.37639588,52,46.51260196,207.5170696,98.51260196,0.243315703,2006
6105,24.22080332,190.7157744,76.22080332,18628200,-11.87575665,-55.49991423,52,27.70895632,194.4302118,79.70895632,0.24314325,2006
6216,22.73802556,189.2692443,74.73802556,19197000,-12.12503914,-55.49991423,52,26.48793837,199.8963103,78.48793837,0.242922125,2006
3080,27.86434393,195.4196999,79.86434393,19264150,-12.37432163,-55.37639588,52,44.1046166,204.7765619,96.1046166,0.242714734,2006
3136,22.7491424,189.2386129,74.7491424,19497200,-12.62360412,-55.37639588,52,39.5566771,202.4217311,91.5566771,0.242488969,2006
3136,26.22428864,194.2700461,78.22428864,19710500,-12.8751324,-55.37639588,52,36.56707204,204.7851071,88.56707204,0.242216469,2006
3080,26.31978745,193.2235343,78.31978745,20291150,-13.12441489,-55.37639588,52,42.47693676,211.4607219,94.47693676,0.242011281,2006
3136,25.75861936,196.0926343,77.75861936,19923800,-13.37369738,-55.37639588,52,47.2257437,210.3224317,99.2257437,0.241837734,2006
3136,27.87761708,195.2652541,79.87761708,20555800,-13.62522566,-55.37639588,52,52.37078186,217.2944427,104.3707819,0.241461234,2006
3080,29.8044246,202.9351489,84.8044246,15528240,-13.87450815,-55.37639588,55,46.69225702,213.3232499,101.692257,0.241243969,2006
3136,21.44960639,191.6412889,76.44960639,9161334,-14.12379064,-55.37639588,55,38.80507281,208.7008603,93.80507281,0.241074219,2006
3136,36.64267207,194.2426721,91.64267207,12370306,-14.37531892,-55.37639588,55,,,,0.240860406,2006
3080,47.58915551,211.0391555,105.5891555,12994795,-14.62460141,-55.37639588,58,,,,0.240442828,2006
3136,,,,13570368,-14.87388391,-55.37639588,64,,,,,2006
3136,,,,9178748,-15.12541219,-55.37639588,55,,,,,2006
3080,19.51442522,196.783636,82.51442522,22596497,-15.37469468,-55.37639588,63,45.40374814,217.2281937,108.4037481,0.239579109,2006
3136,29.66279103,202.0440797,84.66279103,21866475,-15.62397717,-55.37639588,55,51.73995354,215.280617,106.7399535,0.239416391,2006
3136,26.56978611,195.4315888,80.56978611,23950806,-15.87550545,-55.37639588,54,59.69819367,219.4995377,113.6981937,0.239117687,2006
3080,33.58943424,200.7742703,87.58943424,23942114,-16.12478794,-55.37639588,54,53.27311827,218.2321774,107.2731183,0.238761297,2006
3136,69.68180043,216.7318004,122.6818004,27240072,-16.37407043,-55.37639588,53,64.09124809,217.8060495,117.0912481,0.2385325,2006
3136,,,,27955194,-16.62559871,-55.37639588,53,93.45437323,260.4543732,146.4543732,0.238094297,2006
3080,,,,27060656,-16.8748812,-55.37639588,53,,,,,2006
3136,,,,25238136,-17.12416369,-55.37639588,53,,,,,2006
3433,,,,25264008,-17.38692091,-55.36516694,53,,,,,2006
1607,,,,24871616,-17.56658397,-55.11813024,53,,,,,2006
90,,,,7077840,-9.495221142,-55.18999546,55,,,,,2006
3078,,,,7547712,-9.625476859,-55.12711339,55,,,,,2006
3136,,,,6930000,-9.87475935,-55.1248676,55,,,,,2006
3136,,,,7259328,-10.12628763,-55.1248676,55,15.43205248,188.2433146,70.43205248,0.244529258,2006
3080,,,,11004768,-10.37557012,-55.1248676,55,,,,,2006
3136,,,,11861100,-10.62485261,-55.1248676,55,38.94981188,207.9498119,93.94981188,0.244181844,2006
3080,,,,17600310,-11.12566338,-55.1248676,52,63.96862233,244.2186223,115.9686223,0.243685266,2006
3136,31.39990194,206.331578,83.39990194,17951934,-11.37494587,-55.1248676,52,70.72867051,235.0927769,122.7286705,0.243490922,2006
3136,20.65440594,190.0515486,72.65440594,18135000,-11.62647415,-55.1248676,52,34.18718089,205.4680959,86.18718089,0.243371266,2006
3080,38.90281578,207.9285988,90.90281578,18938400,-11.87575665,-55.1248676,52,41.32649129,204.0109875,93.32649129,0.243145203,2006
3136,25.95208921,193.4345501,77.95208921,19185150,-12.12503914,-55.1248676,52,52.45878875,220.0310956,104.4587887,0.242912141,2006
3080,33.17165004,198.9634369,85.17165004,19390550,-12.37432163,-55.1248676,52,53.25676889,213.7208268,105.2567689,0.242645422,2006
3136,28.9719937,194.9719937,80.9719937,19757900,-12.62360412,-55.1248676,52,53.06375247,220.9893682,105.0637525,0.242575688,2006
3136,38.70502433,204.6921464,90.70502433,19746050,-12.8751324,-55.1248676,52,49.53370379,220.6378217,101.5337038,0.24219525,2006
3080,41.33371699,208.2092453,93.33371699,19900100,-13.12441489,-55.1248676,52,49.21195247,216.2866571,101.2119525,0.241989719,2006
3136,29.74739032,198.3594084,81.74739032,20101550,-13.37369738,-55.1248676,52,46.62356699,211.8486246,98.62356699,0.2417545,2006
3136,30.36845178,202.5866547,82.36845178,20283250,-13.62522566,-55.1248676,52,46.38235547,210.534043,98.38235547,0.241608656,2006
3080,24.65171336,191.6517134,77.65171336,20259550,-13.87450815,-55.1248676,53,40.43927924,211.2931888,93.43927924,0.241200586,2006
3136,36.66974223,209.6697422,95.66974223,9044022,-14.12379064,-55.1248676,59,37.43594822,211.6301482,96.43594822,0.241120297,2006
6216,,,,9157668,-14.49883727,-55.1248676,58,,,,,2006
3136,,,,8995208,-14.87388391,-55.1248676,63,61.00439985,229.4543999,124.0043999,0.240122281,2006
3136,30.910183,206.3157484,93.910183,15540252,-15.12541219,-55.1248676,63,58.29396979,220.7031133,121.2939698,0.239900125,2006
3080,17.66302793,195.4849164,80.66302793,16351894,-15.37469468,-55.1248676,63,25.45001721,206.2615123,88.45001721,0.239594281,2006
3136,27.65052799,198.9610287,81.65052799,22600578,-15.62397717,-55.1248676,54,42.28947714,210.2429464,96.28947714,0.239334469,2006
3136,26.58718649,196.7718186,80.58718649,23955152,-15.87550545,-55.1248676,54,59.86026507,221.4963067,113.8602651,0.239138438,2006
3080,41.62483819,209.1574874,95.62483819,25111188,-16.12478794,-55.1248676,54,63.72656431,223.9035358,117.7265643,0.238756016,2006
3136,73.88584794,210.5358479,127.8858479,27941172,-16.37407043,-55.1248676,54,71.07619118,224.3271961,125.0761912,0.238516437,2006
3136,,,,29057802,-16.62559871,-55.1248676,75,53.34006414,242.3400641,128.3400641,0.238181609,2006
3080,,,,27404608,-16.8748812,-55.1248676,53,,,,,2006
3136,,,,24931984,-17.12416369,-55.1248676,53,,,,,2006
3136,,,,25078592,-17.37569197,-55.1248676,53,,,,,2006
1267,47.02124504,211.0991937,100.021245,24095456,-17.55310924,-54.88905984,53,68.15567995,225.406935,121.1556799,0.237081031,2006
2866,,,,6997200,-9.629968435,-54.88007669,55,,,,,2006
3080,,,,11515000,-9.87475935,-54.87558511,55,,,,,2006
3080,20.83572835,197.5579305,75.83572835,6905250,-10.12628763,-54.87558511,55,20.32987429,201.5558855,75.32987429,0.244584313,2006
3025,,,,11257675,-10.37557012,-54.87558511,55,,,,,2006
3080,,,,11220498,-10.62485261,-54.87558511,55,,,,,2006
6216,20.91689656,209.7168966,72.91689656,12113388,-10.87638089,-55.00134925,52,67.47635902,233.6999696,119.476359,0.243951422,2006
3025,,,,17588844,-11.12566338,-54.87558511,52,90.03881195,256.0388119,142.0388119,0.243681563,2006
3080,38.87642631,205.8030955,90.87642631,17982510,-11.37494587,-54.87558511,52,65.05666653,214.9539134,117.0566665,0.243528594,2006
3025,25.04888686,191.0488869,77.04888686,18969600,-11.87575665,-54.87558511,52,58.42486697,209.4309673,110.424867,0.243156922,2006
3080,33.01828509,193.8723256,85.01828509,19370800,-12.12503914,-54.87558511,52,29.79565,194.0311355,81.79565,0.242983781,2006
3025,32.51219842,199.1241381,84.51219842,20287200,-12.37432163,-54.87558511,52,48.26390348,221.4894749,100.2639035,0.242659727,2006
3080,17.79371823,200.0379341,69.79371823,19860600,-12.62360412,-54.87558511,52,25.52950656,202.9295066,77.52950656,0.242451594,2006
3080,43.32327288,203.2936632,95.32327288,20160800,-12.8751324,-54.87558511,52,68.65012231,226.626129,120.6501223,0.242184625,2006
3025,32.1718825,202.6646985,84.1718825,20393850,-13.12441489,-54.87558511,52,74.42372291,231.8737229,126.4237229,0.242101469,2006
3080,23.74871646,191.7770374,75.74871646,20176600,-13.37369738,-54.87558511,52,40.75506588,209.673644,92.75506588,0.241719281,2006
3080,26.75822775,194.6339495,78.75822775,20117350,-13.62522566,-54.87558511,52,37.33064018,210.1666917,89.33064018,0.241537375,2006
3025,34.87538397,201.6366661,86.87538397,19358950,-13.87450815,-54.87558511,52,60.83959356,212.9277142,112.8395936,0.241343969,2006
3080,37.25455621,204.2545562,90.25455621,11606650,-14.12379064,-54.87558511,53,44.19684593,212.8930124,97.19684593,0.240897812,2006
3080,,,,8638110,-14.37531892,-54.87558511,53,44.24718542,211.7169695,97.24718542,0.2407075,2006
3025,,,,8449566,-14.62460141,-54.87558511,53,15.24313379,205.0431338,68.24313379,0.240519594,2006
3080,,,,15724098,-14.87388391,-54.87558511,63,,,,,2006
3080,18.92481669,202.8710935,92.92481669,9828358,-15.12541219,-54.87558511,74,43.75218676,218.3540873,117.7521868,0.239900125,2006
3025,11.79608685,201.788524,85.79608685,23493522,-15.37469468,-54.87558511,74,32.54681577,212.5741931,106.5468158,0.239609453,2006
3080,32.23945524,200.2192112,86.23945524,22451754,-15.62397717,-54.87558511,54,32.34087141,201.4516218,86.34087141,0.239508094,2006
3080,,,,22739597,-15.87550545,-54.87558511,54,,,,,2006
3025,,,,23316290,-16.12478794,-54.87558511,54,76.5277717,251.6527717,130.5277717,0.238665844,2006
3080,,,,27623340,-16.37407043,-54.87558511,54,51.63773027,222.4877303,105.6377303,0.238636586,2006
3080,53.41828374,212.2686094,106.4182837,32262100,-16.62559871,-54.87558511,53,64.45404228,232.6963315,117.4540423,0.238116156,2006
3025,29.13483512,203.7675676,82.13483512,26823608,-16.8748812,-54.87558511,53,56.74634187,221.7805518,109.7463419,0.237913063,2006
3080,17.75819099,185.0605017,70.75819099,25670904,-17.12416369,-54.87558511,53,56.66538558,219.4973047,109.6653856,0.237540297,2006
3080,53.42756489,214.8991883,106.4275649,24845744,-17.37569197,-54.87558511,53,66.13242371,223.2696064,119.1324237,0.237274953,2006
39,,,,23345168,-17.50819348,-54.73185466,53,71.9657173,230.4157173,124.9657173,0.237115375,2006
2,,,,23345168,-17.5037019,-54.68469311,53,,,,,2006
1,,,,23345168,-17.5037019,-54.66897259,53,,,,,2006
2996,31.80521966,205.5850856,84.80521966,22500016,-17.36895461,-54.63303998,53,64.59651776,223.4957636,117.5965178,0.237309,2006
2673,,,,7492320,-9.643443164,-54.62854841,55,,,,,2006
3136,,,,11218284,-9.87475935,-54.62630262,55,,,,,2006
3136,,,,10810140,-10.12628763,-54.62630262,55,,,,,2006
3080,,,,11658816,-10.37557012,-54.62630262,55,,,,,2006
3136,,,,12109824,-10.62485261,-54.62630262,55,,,,,2006
3136,,,,17787588,-10.87638089,-54.62630262,52,,,,,2006
3080,,,,18039840,-11.12566338,-54.62630262,52,,,,,2006
3136,34.05680282,200.0568028,86.05680282,18100992,-11.37494587,-54.62630262,52,70.47943248,236.4794325,122.4794325,0.243475813,2006
6216,35.8949439,203.5304084,87.8949439,18364710,-11.62647415,-54.74982097,52,30.204946,196.204946,82.204946,0.243373172,2006
3080,27.58729979,193.5872998,79.58729979,18429684,-11.87575665,-54.62630262,52,62.00384168,238.7464536,114.0038417,0.243080539,2006
3136,76.85062776,242.8506278,128.8506278,18747300,-12.12503914,-54.62630262,52,82.29946272,221.2244627,134.2994627,0.242848063,2006
3080,20.61288071,186.6128807,72.61288071,18669300,-12.37432163,-54.62630262,52,,,,0.242722859,2006
3136,,,,20069950,-12.62360412,-54.62630262,52,,,,,2006
3136,9.085034534,175.0850345,61.08503453,20382000,-12.8751324,-54.62630262,52,,,,0.242355578,2006
3080,43.5635396,209.5635396,95.5635396,20437300,-13.12441489,-54.62630262,52,73.44990941,225.8298572,125.4499094,0.241959469,2006
3136,33.37537709,197.0372488,85.37537709,20002800,-13.37369738,-54.62630262,52,42.09878156,208.0987816,94.09878156,0.241736906,2006
3136,35.48653221,201.8939509,87.48653221,19718400,-13.62522566,-54.62630262,52,38.33547325,203.3772502,90.33547325,0.241564141,2006
3080,41.99982675,201.8380086,93.99982675,19880350,-13.87450815,-54.62630262,52,76.48784342,223.9337752,128.4878434,0.241296336,2006
3136,,,,19698650,-14.12379064,-54.62630262,53,,,,,2006
3136,,,,8943207,-14.37531892,-54.62630262,53,56.9216081,215.3716081,109.9216081,0.240695672,2006
3080,,,,10647850,-14.62460141,-54.62630262,53,,,,,2006
3136,,,,21772400,-14.87388391,-54.62630262,54,89.95964586,235.1596459,143.9596459,0.240137,2006
3136,32.53861356,207.0251372,86.53861356,13625535,-15.12541219,-54.62630262,54,60.26911631,217.5891047,114.2691163,0.239905094,2006
3080,34.18948603,203.2897941,88.18948603,22699794,-15.37469468,-54.62630262,54,43.47559598,211.8617777,97.47559598,0.239685094,2006
3136,29.87104543,199.6257051,83.87104543,23112240,-15.62397717,-54.62630262,54,48.29481438,207.7448144,102.2948144,0.239487766,2006
3136,,,,23749770,-15.87550545,-54.62630262,54,88.54780904,233.1706895,142.547809,0.238992656,2006
3080,,,,23806255,-16.12478794,-54.62630262,54,,,,,2006
3136,37.57395841,212.6989584,91.57395841,24275515,-16.37407043,-54.62630262,54,31.91290831,208.78438,85.91290831,0.238492328,2006
3136,7.546443601,199.4894833,84.5464436,31184595,-16.62559871,-54.62630262,77,31.41779913,221.1263935,108.4177991,0.238181609,2006
3080,12.71555861,213.3524186,89.71555861,28539716,-16.8748812,-54.62630262,77,23.30724308,216.3436336,100.3072431,0.237846766,2006
3136,25.25124703,199.2185509,78.25124703,24490312,-17.12416369,-54.62630262,53,62.28658422,225.6656602,115.2865842,0.237599141,2006
1196,,,,23345168,-17.56209239,-54.32761279,53,35.15761621,216.4076162,88.15761621,0.237089625,2006
2444,,,,11642136,-9.652426317,-54.37702013,55,,,,,2006
3136,,,,11248380,-9.87475935,-54.37477434,55,,,,,2006
