system:index,Muni_code,count,double_area_km2,double_delay,double_harvest,double_plant,label,latitude,longitude,onset,onset_historicalRange,single_area_km2,single_delay,single_harvest,single_plant,total_planted_area_km2,year
2_+4173+4285,5107925,3080,0.242139922,11.27787991,178.2201758,63.27787991,19793450,-12.9896676,-55.73796778,52,46,0.242144188,17.59637962,185.9028244,69.59637962,0.242139922,2006
2_+4173+4340,5107925,3025,0.24189875,11.32970587,180.7655069,63.32970587,20575550,-13.2367043,-55.73796778,52,25,0.241894406,17.18426686,183.1842669,69.18426686,0.24189875,2006
2_+4173+4396,5106224,3080,0.241653016,12.26036997,178.26037,64.26036997,20141050,-13.48823258,-55.73796778,52,54,0.241648578,18.36968043,191.4020987,70.36968043,0.241648578,2006
2_+4173+4452,5106224,3080,0.241398219,13.03393503,182.1783202,68.03393503,20366200,-13.73976086,-55.73796778,55,54,0.241402719,28.41095299,201.1820154,83.41095299,0.241402719,2006
2_+4173+4507,5106224,3025,0.241157063,12.56996874,184.2810929,67.56996874,20330700,-13.98679756,-55.73796778,55,53,0.241152469,22.98264035,195.4534562,77.98264035,0.241157063,2006
2_+4173+4563,5105903,3080,0.241083453,17.15867167,186.1586717,72.15867167,12111900,-14.23832584,-55.73796778,55,53,0.241028,20.73928266,199.3937531,75.73928266,0.241028,2006
2_+4173+4619,5105903,3080,,,,,13086360,-14.48985412,-55.73796778,55,53,0.240804125,43.5731879,204.0231879,98.5731879,0.240804125,2006
2_+4173+4674,5103007,3025,,,,,13013280,-14.73689083,-55.73796778,55,52,,,,,,2006
2_+4173+4730,5103007,3080,,,,,13900320,-14.9884191,-55.73796778,64,21,,,,,,2006
2_+4173+4786,5103007,3080,,,,,9033214,-15.23994738,-55.73796778,54,22,,,,,,2006
2_+4173+4841,5103007,3025,0.239548719,-0.54889413,174.607998,53.45110587,9061145,-15.48698409,-55.73796778,54,24,0.239528422,14.51479799,182.514798,68.51479799,0.239528422,2006
2_+4173+4897,5103007,3080,,,,,6282274,-15.73851237,-55.73796778,55,39,0.239503016,38.52974548,221.7797455,93.52974548,0.239503016,2006
2_+4173+4953,5107800,3080,,,,,10735850,-15.99004065,-55.73796778,55,52,,,,,,2006
2_+4173+5008,5107800,3025,,,,,10713300,-16.23707735,-55.73796778,54,52,0.238766594,71.4592023,230.9092023,125.4592023,0.238766594,2006
2_+4173+5064,5101605,3080,,,,,28240308,-16.48860563,-55.73796778,54,50,,,,,,2006
2_+4173+5120,5101605,3080,,,,,27483120,-16.74013391,-55.73796778,53,24,,,,,,2006
2_+4173+5175,5101605,3025,,,,,28278432,-16.98717061,-55.73796778,53,62,,,,,,2006
2_+4173+5231,5101605,3080,,,,,25393368,-17.23869889,-55.73796778,53,63,,,,,,2006
2_+4173+5284,5101605,1676,,,,,25384744,-17.43632825,-55.72898463,53,62,,,,,,2006
2_+4229+3506,5106265,343,,,,,9993184,-9.499712719,-55.49093108,55,41,,,,,,2006
2_+4229+3561,5106265,3080,,,,,9823650,-9.737766269,-55.49093108,55,41,,,,,,2006
2_+4229+3617,5106265,3136,0.244771406,-14.35537911,177.4446209,40.64462089,6859050,-9.989294549,-55.49093108,55,40,0.244716109,7.193071763,176.1930718,62.19307176,0.244716109,2006
2_+4229+3673,5106265,3136,,,,,7365600,-10.24082283,-55.49093108,55,40,,,,,,2006
2_+4229+3728,5103205,3080,0.244426453,-17.79505934,174.0049407,37.20494066,7233408,-10.48785953,-55.49093108,55,40,0.244456922,-3.044149721,165.9558503,51.95585028,0.244426453,2006
2_+4229+3784,5103205,3136,,,,,11080908,-10.73938781,-55.49093108,55,40,,,,,,2006
2_+4229+3840,5103205,3136,0.243911813,29.7837449,221.5837449,84.7837449,11909700,-10.99091609,-55.49093108,55,40,,,,,0.243911813,2006
2_+4229+3895,5103056,3080,0.243688969,25.62316056,191.6231606,77.62316056,12476700,-11.23795279,-55.49093108,52,44,0.243696359,76.59143849,211.2414385,128.5914385,0.243688969,2006
2_+4229+3951,5103056,3136,0.243502234,21.96484548,187.9648455,73.96484548,18103800,-11.48948107,-55.49093108,52,47,0.243492805,7.408000293,173.4080003,59.40800029,0.243494688,2006
2_+4229+4007,5103056,3136,0.243265625,7.082242451,173.7100517,59.08224245,18387250,-11.74100935,-55.49093108,52,47,0.243277203,13.65956054,191.3956082,65.65956054,0.243265625,2006
2_+4229+4062,5107248,6105,0.243043125,9.117864638,175.6899929,61.11786464,18628200,-11.98804606,-55.72449305,52,47,0.243047078,10.67977564,176.6797756,62.67977564,0.243047078,2006
2_+4229+4118,5107248,6216,0.242831984,9.736659568,175.121293,61.73665957,19197000,-12.23957434,-55.72449305,52,47,0.242836016,8.098103903,175.1540125,60.0981039,0.242831984,2006
2_+4229+4173,5108501,3080,0.242612656,13.41640258,179.599863,65.41640258,19264150,-12.48661104,-55.49093108,52,26,0.242608547,6.303218283,172.1418426,58.30321828,0.242612656,2006
2_+4229+4229,5106240,3136,0.242397422,9.413884447,174.1454022,61.41388445,19497200,-12.73813932,-55.49093108,52,47,0.242368156,11.65067575,176.3129721,63.65067575,0.242384891,2006
2_+4229+4285,5106240,3136,0.242127109,10.72157073,178.0150808,62.72157073,19710500,-12.9896676,-55.49093108,52,46,0.242144188,13.62718049,179.6271805,65.62718049,0.242127109,2006
2_+4229+4340,5106240,3080,0.241911781,12.33428038,179.2535793,64.33428038,20291150,-13.2367043,-55.49093108,52,52,0.241900922,12.81343255,187.8754768,64.81343255,0.241907438,2006
2_+4229+4396,5107082.5,3136,0.241710469,14.22905671,183.7357313,66.22905671,19923800,-13.48823258,-55.49093108,52,46,0.241723688,20.35641362,186.6891688,72.35641362,0.241714875,2006
2_+4229+4452,5107768,3136,0.24142075,17.1450815,184.3082705,69.1450815,20555800,-13.73976086,-55.49093108,52,57,0.241393703,25.86385038,193.0436836,77.86385038,0.241402719,2006
2_+4229+4507,5107768,3080,0.241143281,13.52227738,188.0428771,68.52227738,15528240,-13.98679756,-55.49093108,55,53,0.241152469,23.91986376,196.6264919,78.91986376,0.241147875,2006
2_+4229+4563,5105903,3136,0.240949094,9.627118344,181.0454735,64.62711834,9161334,-14.23832584,-55.49093108,55,53,0.240981641,12.94367429,191.3906294,67.94367429,0.240967703,2006
2_+4229+4619,5105903,3136,0.240860406,32.25249765,187.2328465,87.25249765,12370306,-14.48985412,-55.49093108,55,53,,,,,0.240860406,2006
2_+4229+4674,5103007,3080,0.240442828,44.81873868,208.2687387,102.8187387,12994795,-14.73689083,-55.49093108,58,53,,,,,0.240442828,2006
2_+4229+4730,5103007,3136,,,,,13570368,-14.9884191,-55.49093108,64,52,,,,,,2006
2_+4229+4786,5103007,3136,,,,,9178748,-15.23994738,-55.49093108,55,47,,,,,,2006
2_+4229+4841,5102678,3080,0.239528422,2.258620813,184.011942,65.25862081,22596497,-15.48698409,-55.49093108,63,32,0.239528422,19.64963713,201.7515017,82.64963713,0.239528422,2006
2_+4229+4897,5102678,3136,0.239283078,16.62986879,187.4715118,71.62986879,21866475,-15.73851237,-55.49093108,55,27,0.239262484,22.0744166,191.0744166,77.0744166,0.239267641,2006
2_+4229+4953,5102678,3136,0.239050063,20.06992263,188.0699226,74.06992263,23950806,-15.99004065,-55.49093108,54,27,0.239034422,11.95864531,183.345277,65.95864531,0.239034422,2006
2_+4229+5008,5106303.5,3080,0.238660531,-0.958389726,189.8416103,53.04161027,23942114,-16.23707735,-55.49093108,54,24,0.238676484,23.04763964,189.8597771,77.04763964,0.238676484,2006
2_+4229+5064,5107800,3136,0.238585953,64.63504019,210.3785607,117.6350402,27240072,-16.48860563,-55.49093108,53,24,0.238468188,30.78326366,203.8199818,83.78326366,0.238468188,2006
2_+4229+5120,5107800,3136,,,,,27955194,-16.74013391,-55.49093108,53,39,0.238094297,93.45437323,260.4543732,146.4543732,0.238094297,2006
2_+4229+5175,5107800,3080,,,,,27060656,-16.98717061,-55.49093108,53,31,,,,,,2006
2_+4229+5231,5107800,3136,,,,,25238136,-17.23869889,-55.49093108,53,32,,,,,,2006
2_+4229+5305,5104609,3433,,,,,25264008,-17.52166821,-55.4864395,53,32,,,,,,2006
2_+4257+5321,5104609,1607,,,,,24871616,-17.62946604,-55.23491122,53,34,,,,,,2006
2_+4270+3506,5106265,90,,,,,7077840,-9.499712719,-55.24389438,55,40,,,,,,2006
2_+4285+3561,5106265,3078,,,,,7547712,-9.737766269,-55.2394028,55,40,,,,,,2006
2_+4285+3617,5104104,3136,,,,,6930000,-9.989294549,-55.2394028,55,40,,,,,,2006
2_+4285+3673,5104104,3136,,,,,7259328,-10.24082283,-55.2394028,55,40,0.244470438,-7.140207517,178.1013035,47.85979248,0.244470438,2006
2_+4285+3728,5106422,3080,,,,,11004768,-10.48785953,-55.2394028,55,40,,,,,,2006
2_+4285+3784,5103205,3136,,,,,11861100,-10.73938781,-55.2394028,55,40,0.244181844,38.94981188,207.9498119,93.94981188,0.244181844,2006
2_+4285+3895,5103056,3080,,,,,17600310,-11.23795279,-55.2394028,52,44,0.243685266,63.96862233,244.2186223,115.9686223,0.243685266,2006
2_+4285+3951,5103056,3136,0.243479578,20.3403248,193.8364801,72.3403248,17951934,-11.48948107,-55.2394028,52,47,0.243490922,22.85121814,188.8512181,74.85121814,0.243479578,2006
2_+4285+4007,5103056,3136,0.243261766,9.413647216,176.2325362,61.41364722,18135000,-11.74100935,-55.2394028,52,47,0.243261766,11.37972926,179.9795309,63.37972926,0.243261766,2006
2_+4285+4062,5107248,3080,0.243054953,15.52130749,177.0995364,67.52130749,18938400,-11.98804606,-55.2394028,52,47,0.243054953,7.762488113,184.3147104,59.76248811,0.243054953,2006
2_+4285+4118,5103700,3136,0.242872141,15.8426455,182.1768676,67.8426455,19185150,-12.23957434,-55.2394028,52,47,0.242819922,17.91451213,198.1645121,69.91451213,0.242823938,2006
2_+4285+4173,5103700,3080,0.242600344,11.93521084,176.7628231,63.93521084,19390550,-12.48661104,-55.2394028,52,26,0.242596234,29.67578815,195.6757881,81.67578815,0.242600344,2006
2_+4285+4229,5103700,3136,0.242542719,13.09476233,178.4773837,65.09476233,19757900,-12.73813932,-55.2394028,52,47,0.242372328,41.82828064,203.8026582,93.82828064,0.242376516,2006
2_+4285+4285,5106240,3136,0.242131375,19.05014825,185.0501482,71.05014825,19746050,-12.9896676,-55.2394028,52,47,0.242127109,28.3018504,201.1559334,80.3018504,0.242127109,2006
2_+4285+4340,5106240,3080,0.241890047,11.87948547,177.8794855,63.87948547,19900100,-13.2367043,-55.2394028,52,47,0.241916125,26.19125525,195.4232913,78.19125525,0.241894406,2006
2_+4285+4396,5106240,3136,0.241670719,14.17739243,183.317961,66.17739243,20101550,-13.48823258,-55.2394028,52,57,0.241683984,19.22751964,191.1868381,71.22751964,0.241675141,2006
2_+4285+4452,5106240,3136,0.241573063,22.64476103,188.7039402,74.64476103,20283250,-13.73976086,-55.2394028,52,57,0.241568609,28.58596944,195.1663575,80.58596944,0.241568609,2006
2_+4285+4507,5107037.5,3080,0.241216578,19.126829,186.126829,72.126829,20259550,-13.98679756,-55.2394028,53,57,0.241157063,25.41267136,192.4126714,78.41267136,0.241157063,2006
2_+4285+4563,5107701,3136,0.241111094,36.66974223,209.6697422,95.66974223,9044022,-14.23832584,-55.2394028,59,47,0.240990922,25.85338929,196.2920741,84.85338929,0.240990922,2006
2_+4285+4674,5106208,6216,,,,,9157668,-14.7234161,-55.2394028,58,50,,,,,,2006
2_+4285+4730,5103007,3136,,,,,8995208,-14.9884191,-55.2394028,63,65,0.240122281,61.00439985,229.4543999,124.0043999,0.240122281,2006
2_+4285+4786,5102678,3136,0.239880234,11.53422651,188.5342265,74.53422651,15540252,-15.23994738,-55.2394028,63,65,0.239825422,18.12385617,200.3569264,81.12385617,0.239825422,2006
2_+4285+4841,5102678,3080,0.239548719,6.196310786,183.1963108,69.19631079,16351894,-15.48698409,-55.2394028,63,53,0.239543641,7.550801929,184.8002609,70.55080193,0.239543641,2006
2_+4285+4897,5102678,3136,0.239241875,13.97430827,184.736012,67.97430827,22600578,-15.73851237,-55.2394028,54,35,0.239262484,19.39563042,188.2091545,73.39563042,0.239247031,2006
2_+4285+4953,5104807,3136,0.238956047,9.86509256,180.6728449,63.86509256,23955152,-15.99004065,-55.2394028,54,27,0.238982203,31.30742569,200.2104529,85.30742569,0.238969125,2006
2_+4285+5008,5104807,3080,0.238676484,26.03821714,196.6561835,80.03821714,25111188,-16.23707735,-55.2394028,54,38,0.238671172,37.3586459,210.0947572,91.3586459,0.238671172,2006
2_+4285+5064,5105200,3136,0.238398266,-0.369106501,167.6308935,53.6308935,27941172,-16.48860563,-55.2394028,54,37,0.238452063,26.61816499,202.8020642,80.61816499,0.238441313,2006
2_+4285+5120,5107800,3136,,,,,29057802,-16.74013391,-55.2394028,75,43,0.238176156,45.62714734,226.7902286,120.6271473,0.238176156,2006
2_+4285+5175,5107800,3080,,,,,27404608,-16.98717061,-55.2394028,53,46,,,,,,2006
2_+4285+5231,5104609,3136,,,,,24931984,-17.23869889,-55.2394028,53,32,,,,,,2006
2_+4285+5287,5104609,3136,,,,,25078592,-17.49022717,-55.2394028,53,34,,,,,,2006
2_+4286+5317,5104609,1267,0.237052375,30.19448463,201.6387734,83.19448463,24095456,-17.60700816,-54.98787452,53,35,0.237040906,45.97440576,209.157731,98.97440576,0.237043773,2006
2_+4340+3561,5104104,2866,,,,,6997200,-9.737766269,-54.98787452,55,40,,,,,,2006
2_+4340+3617,5104104,3080,,,,,11515000,-9.989294549,-54.98787452,55,40,,,,,,2006
2_+4340+3673,5104104,3080,0.244580984,0.967957832,185.0094398,55.96795783,6905250,-10.24082283,-54.98787452,55,40,0.244507469,9.755885463,187.4993232,64.75588546,0.244507469,2006
2_+4340+3728,5106422,3025,,,,,11257675,-10.48785953,-54.98787452,55,40,,,,,,2006
2_+4340+3784,5106190,3080,,,,,11220498,-10.73938781,-54.98787452,55,40,,,,,,2006
2_+4340+3840,5104559,6216,0.243951422,20.91689656,209.7168966,72.91689656,12113388,-10.99091609,-55.22592807,52,40,0.243944234,24.29239588,190.2923959,76.29239588,0.243944234,2006
2_+4340+3895,5103056,3025,,,,,17588844,-11.23795279,-54.98787452,52,40,0.243681563,90.03881195,256.0388119,142.0388119,0.243681563,2006
2_+4340+3951,5103056,3080,0.243479578,17.00309546,195.1543607,69.00309546,17982510,-11.48948107,-54.98787452,52,47,0.243502234,24.09083996,194.5707896,76.09083996,0.243483359,2006
2_+4340+4062,5105152,3025,0.2430825,-9.371113613,177.1255555,42.62888639,18969600,-11.98804606,-54.98787452,52,47,0.243109984,7.217985252,175.0544469,59.21798525,0.243086437,2006
2_+4340+4118,5103700,3080,0.242979828,27.60588939,189.2527844,79.60588939,19370800,-12.23957434,-54.98787452,52,47,0.242892156,26.9774665,189.2975868,78.9774665,0.242892156,2006
2_+4340+4173,5103700,3025,0.2426495,10.52708586,176.5270859,62.52708586,20287200,-12.48661104,-54.98787452,52,29,0.2426495,38.4534173,203.7380912,90.4534173,0.2426495,2006
2_+4340+4229,5103700,3080,0.242447438,5.81709702,171.817097,57.81709702,19860600,-12.73813932,-54.98787452,52,47,0.242368156,8.743219007,174.9782732,60.74321901,0.242368156,2006
2_+4340+4285,5106240,3080,0.242127109,21.74419914,188.8103132,73.74419914,20160800,-12.9896676,-54.98787452,52,57,0.24216975,27.24399149,193.2439915,79.24399149,0.242127109,2006
2_+4340+4340,5106240,3025,0.242097187,24.00950118,190.0095012,76.00950118,20393850,-13.2367043,-54.98787452,52,57,0.241890047,74.42372291,231.8737229,126.4237229,0.241890047,2006
2_+4340+4396,5106240,3080,0.241648578,12.25461258,179.2153447,64.25461258,20176600,-13.48823258,-54.98787452,52,57,0.241657438,15.12016372,183.7599764,67.12016372,0.241653016,2006
2_+4340+4452,5106240,3080,0.24142525,8.731075744,177.6501473,60.73107574,20117350,-13.73976086,-54.98787452,52,57,0.241393703,18.6032023,185.9586733,70.6032023,0.241402719,2006
2_+4340+4507,5106240,3025,0.241312234,11.66280921,198.1190529,63.66280921,19358950,-13.98679756,-54.98787452,52,57,0.241275875,26.64316542,199.5764957,78.64316542,0.241275875,2006
2_+4340+4563,5106307,3080,0.240883797,33.38211855,200.3821186,86.38211855,11606650,-14.23832584,-54.98787452,53,65,0.240883797,24.47964588,191.7982307,77.47964588,0.240883797,2006
2_+4340+4619,5106208,3080,,,,,8638110,-14.48985412,-54.98787452,53,66,0.240686203,38.54336763,205.1701907,91.54336763,0.240686203,2006
2_+4340+4674,5106208,3025,,,,,8449566,-14.73689083,-54.98787452,53,47,0.240519594,15.24313379,205.0431338,68.24313379,0.240519594,2006
2_+4340+4730,5106208,3080,,,,,15724098,-14.9884191,-54.98787452,63,66,,,,,,2006
2_+4340+4786,5102678,3080,0.239810438,-4.517376512,183.4826235,69.48262349,9828358,-15.23994738,-54.98787452,74,50,0.239810438,11.33629875,202.8328767,85.33629875,0.239810438,2006
2_+4340+4841,5102678,3025,0.2395335,-5.428267895,188.2692627,68.57173211,23493522,-15.48698409,-54.98787452,74,44,0.2395335,-2.401979008,186.509718,71.59802099,0.2395335,2006
2_+4340+4897,5102678,3080,0.239482672,18.11526778,187.1666362,72.11526778,22451754,-15.73851237,-54.98787452,54,35,0.239477578,14.42967135,181.6232824,68.42967135,0.239477578,2006
2_+4340+4953,5103601,3080,,,,,22739597,-15.99004065,-54.98787452,54,32,,,,,,2006
2_+4340+5008,5104807,3025,,,,,23316290,-16.23707735,-54.98787452,54,32,0.238665844,75.49951711,245.5560263,129.4995171,0.238665844,2006
2_+4340+5064,5105200,3080,,,,,27623340,-16.48860563,-54.98787452,54,43,0.238633922,44.82441966,204.2744197,98.82441966,0.238633922,2006
2_+4340+5120,5107602,3080,0.238077891,26.56041994,193.5604199,79.56041994,32262100,-16.74013391,-54.98787452,53,43,0.238055984,49.2175984,211.8427712,102.2175984,0.238061453,2006
2_+4340+5175,5107602,3025,0.237808,13.74481112,183.2719925,66.74481112,26823608,-16.98717061,-54.98787452,53,28,0.237769172,19.71871208,197.4802806,72.71871208,0.237774719,2006
2_+4340+5231,5104609,3080,0.237450312,11.23239317,177.8757044,64.23239317,25670904,-17.23869889,-54.98787452,53,35,0.237450312,19.44490379,199.4173908,72.44490379,0.237450312,2006
2_+4340+5287,5104609,3080,0.237126813,26.32545131,199.1964995,79.32545131,24845744,-17.49022717,-54.98787452,53,42,0.237149672,39.82127499,205.0756332,92.82127499,0.237149672,2006
2_+4341+5292,5104609,39,,,,,23345168,-17.51717663,-54.74982097,53,28,0.237115375,71.9657173,230.4157173,124.9657173,0.237115375,2006
2_+4356+5288,5104609,2,,,,,23345168,-17.5037019,-54.6869389,53,28,,,,,,2006
2_+4359+5288,5104609,1,,,,,23345168,-17.5037019,-54.66897259,53,28,,,,,,2006
2_+4360+5287,5104609,2996,0.237229469,5.816549081,188.8060859,58.81654908,22500016,-17.47675244,-54.74083782,53,23,0.237166797,33.19214757,204.5901538,86.19214757,0.2371725,2006
2_+4396+3561,5104104,2673,,,,,7492320,-9.737766269,-54.74083782,55,40,,,,,,2006
2_+4396+3617,5104104,3136,,,,,11218284,-9.989294549,-54.74083782,55,29,,,,,,2006
2_+4396+3673,5104104,3136,,,,,10810140,-10.24082283,-54.74083782,55,29,,,,,,2006
2_+4396+3728,5105606,3080,,,,,11658816,-10.48785953,-54.74083782,55,29,,,,,,2006
2_+4396+3784,5105580,3136,,,,,12109824,-10.73938781,-54.74083782,55,39,,,,,,2006
2_+4396+3840,5105580,3136,,,,,17787588,-10.99091609,-54.74083782,52,40,,,,,,2006
2_+4396+3895,5105580,3080,,,,,18039840,-11.23795279,-54.74083782,52,44,,,,,,2006
2_+4396+3951,5103056,3136,0.243472016,22.6830777,188.6830777,74.6830777,18100992,-11.48948107,-54.74083782,52,47,0.243483359,70.47943248,236.4794325,122.4794325,0.243472016,2006
2_+4396+4007,5103056,6216,0.243273344,13.54563188,183.9293795,65.54563188,18364710,-11.74100935,-54.97439979,52,47,0.243261766,19.04751359,185.0475136,71.04751359,0.243269484,2006
2_+4396+4062,5107248,3080,0.243070703,22.1793058,188.1793058,74.1793058,18429684,-11.98804606,-54.74083782,52,47,0.243047078,26.29397789,201.2893763,78.29397789,0.243047078,2006
2_+4396+4118,5103700,3136,0.242848063,74.90496589,240.9049659,126.9049659,18747300,-12.23957434,-54.74083782,52,47,0.242844047,74.18696459,208.8369646,126.1869646,0.242844047,2006
2_+4396+4173,5103700,3080,0.242722859,20.61288071,186.6128807,72.61288071,18669300,-12.48661104,-54.74083782,52,44,,,,,0.242722859,2006
2_+4396+4229,5106240,3136,,,,,20069950,-12.73813932,-54.74083782,52,47,,,,,,2006
2_+4396+4285,5106240,3136,0.242355578,9.085034534,175.0850345,61.08503453,20382000,-12.9896676,-54.74083782,52,50,,,,,0.242355578,2006
2_+4396+4340,5106240,3080,0.241890047,31.26868688,195.8326105,83.26868688,20437300,-13.2367043,-54.74083782,52,58,0.241894406,15.37631103,181.376311,67.37631103,0.241890047,2006
2_+4396+4396,5106240,3136,0.241653016,22.4357848,185.1939821,74.4357848,20002800,-13.48823258,-54.74083782,52,58,0.241653016,20.3099671,187.773119,72.3099671,0.241653016,2006
2_+4396+4452,5106240,3136,0.241497109,18.41115012,193.7036869,70.41115012,19718400,-13.73976086,-54.74083782,52,50,0.241492641,24.43739952,190.4373995,76.43739952,0.241492641,2006
2_+4396+4507,5106240,3080,0.241262203,32.94599942,198.3473105,84.94599942,19880350,-13.98679756,-54.74083782,52,65,0.241243969,23.99697462,212.7969746,75.99697462,0.241253086,2006
2_+4396+4563,5106307,3136,,,,,19698650,-14.23832584,-54.74083782,53,65,,,,,,2006
2_+4396+4619,5106307,3136,,,,,8943207,-14.48985412,-54.74083782,53,66,0.240695672,56.9216081,215.3716081,109.9216081,0.240695672,2006
2_+4396+4674,5106455,3080,,,,,10647850,-14.73689083,-54.74083782,53,66,,,,,,2006
2_+4396+4730,5102678,3136,,,,,21772400,-14.9884191,-54.74083782,54,65,0.240137,89.95964586,235.1596459,143.9596459,0.240137,2006
2_+4396+4786,5102678,3136,0.239820422,18.46940636,192.6701836,72.46940636,13625535,-15.23994738,-54.74083782,54,65,0.239810438,37.34768206,206.2264357,91.34768206,0.239810438,2006
2_+4396+4841,5102678,3080,0.239553781,14.23809641,186.119142,68.23809641,22699794,-15.48698409,-54.74083782,54,43,0.239574047,15.65211535,191.3600193,69.65211535,0.239568984,2006
2_+4396+4897,5103601,3136,0.239431703,15.22942131,184.6576002,69.22942131,23112240,-15.73851237,-54.74083782,54,42,0.239462297,48.29481438,207.7448144,102.2948144,0.239431703,2006
2_+4396+4953,5103601,3136,,,,,23749770,-15.99004065,-54.74083782,54,32,0.238976969,83.13255835,219.5371796,137.1325584,0.238976969,2006
2_+4396+5008,5105200,3080,,,,,23806255,-16.23707735,-54.74083782,54,32,,,,,,2006
2_+4396+5064,5107602,3136,0.238419797,30.92193211,198.9219321,84.92193211,24275515,-16.48860563,-54.74083782,54,37,0.238489641,21.99505226,200.7521089,75.99505226,0.238419797,2006
2_+4396+5120,5106372,3136,0.238127078,2.847187435,193.8471874,79.84718743,31184595,-16.74013391,-54.74083782,77,30,0.238105234,7.389189975,199.1889763,84.38918998,0.238105234,2006
2_+4396+5175,5106372,3080,0.237841234,-8.230942456,198.9193527,68.76905754,28539716,-16.98717061,-54.74083782,77,35,0.2377525,2.020551924,196.7101051,79.02055192,0.237758063,2006
2_+4396+5231,5104609,3136,0.237444687,8.272728937,185.8405474,61.27272894,24490312,-17.23869889,-54.74083782,53,29,0.237472844,35.71767456,203.3741384,88.71767456,0.237455953,2006
2_+4441+5323,5104609,1196,,,,,23345168,-17.64294077,-54.43541062,53,28,0.236971938,33.71192593,214.9619259,86.71192593,0.236971938,2006
2_+4452+3561,5104104,2444,,,,,11642136,-9.737766269,-54.48930954,55,38,,,,,,2006
2_+4452+3617,5104104,3136,,,,,11248380,-9.989294549,-54.48930954,55,29,,,,,,2006
2_+4452+3673,5105606,3136,,,,,11078144,-10.24082283,-54.48930954,55,29,,,,,,2006
2_+4452+3728,5105580,3080,,,,,11916960,-10.48785953,-54.48930954,55,27,,,,,,2006
2_+4452+3784,5105580,3136,,,,,12384240,-10.73938781,-54.48930954,55,39,,,,,,2006
2_+4452+3840,5105580,3136,,,,,17864028,-10.99091609,-54.48930954,52,40,,,,,,2006
2_+4452+3895,5105580,3080,0.243736906,32.74562879,212.9956288,84.74562879,18379998,-11.23795279,-54.48930954,52,40,0.243740594,26.37298468,195.5362967,78.37298468,0.243736906,2006
2_+4452+3951,5105580,3136,,,,,18055128,-11.48948107,-54.48930954,52,43,0.243483359,85.89066282,274.6906628,137.8906628,0.243483359,2006
2_+4452+4007,5108303,3136,,,,,18456438,-11.74100935,-54.48930954,52,46,,,,,,2006
2_+4452+4062,5103700,3080,,,,,18387642,-11.98804606,-54.48930954,52,47,0.243219172,132.1705124,266.8205124,184.1705124,0.243219172,2006
2_+4452+4118,5103700,3136,,,,,18950100,-12.23957434,-54.48930954,52,34,0.242819922,19.10307404,190.7473569,71.10307404,0.242819922,2006
2_+4452+4173,5103700,3080,0.242641328,15.09364727,181.0936473,67.09364727,19252300,-12.48661104,-54.48930954,52,26,0.242775531,17.50929358,192.6094618,69.50929358,0.242645422,2006
2_+4452+4229,5106240,3136,0.242363969,8.74970482,197.5497048,60.74970482,21216000,-12.73813932,-54.48930954,52,42,,,,,0.242363969,2006
2_+4452+4285,5106240,3136,0.24216975,14.24841575,180.2484158,66.24841575,20796000,-12.9896676,-54.48930954,52,39,0.242174,9.165712021,187.875099,61.16571202,0.24216975,2006
2_+4452+4340,5106240,3080,,,,,20397800,-13.2367043,-54.48930954,52,57,,,,,,2006
2_+4452+4396,5106307,3136,0.241679563,18.83456881,184.8345688,70.83456881,20778800,-13.48823258,-54.48930954,52,51,0.241710469,22.62348359,204.9780425,74.62348359,0.241679563,2006
2_+4452+4452,5106307,3136,,,,,20066000,-13.73976086,-54.48930954,52,58,,,,,,2006
2_+4452+4563,5106307,6216,,,,,19908000,-14.22485111,-54.48930954,52,65,,,,,,2006
2_+4452+4619,5106307,3136,,,,,19745700,-14.48985412,-54.48930954,53,66,0.240733484,63.02411938,221.4741194,116.0241194,0.240733484,2006
2_+4452+4674,5106307,3080,,,,,21164100,-14.73689083,-54.48930954,53,68,,,,,,2006
2_+4452+4730,5107040,3136,0.240083,26.30103961,193.3010396,79.30103961,21868701,-14.9884191,-54.48930954,53,65,0.240092828,31.65489688,197.4944036,84.65489688,0.240087922,2006
2_+4452+4786,5102678,3136,0.239805438,11.23831719,186.0297381,64.23831719,22178539,-15.23994738,-54.48930954,53,65,0.239810438,26.60757406,195.3794866,79.60757406,0.239805438,2006
2_+4452+4841,5107008,3080,0.239543641,16.23278761,189.3536772,69.23278761,22978256,-15.48698409,-54.48930954,53,42,0.239594281,16.50284972,196.3338641,69.50284972,0.239553781,2006
2_+4452+4897,5107008,3136,0.239431703,14.11238236,194.2967815,68.11238236,25599555,-15.73851237,-54.48930954,54,28,0.239395938,35.58080246,203.5808025,89.58080246,0.239426594,2006
2_+4452+4953,5106104,3136,,,,,23758460,-15.99004065,-54.48930954,53,32,,,,,,2006
2_+4452+5008,5107008,3080,,,,,23089330,-16.23707735,-54.48930954,53,55,,,,,,2006
2_+4452+5064,5107008,3136,,,,,25887519,-16.48860563,-54.48930954,54,35,,,,,,2006
2_+4452+5120,5106372,3136,,,,,27138726,-16.74013391,-54.48930954,75,35,0.238077891,43.85160977,247.1016098,118.8516098,0.238077891,2006
2_+4452+5175,5106372,3080,0.237841234,-13.47930649,177.5206935,63.52069351,27141918,-16.98717061,-54.48930954,77,35,,,,,0.237841234,2006
