system:index,Muni_code,count,double_area_km2,double_delay,double_harvest,double_plant,label,latitude,longitude,onset,onset_historicalRange,single_area_km2,single_delay,single_harvest,single_plant,total_planted_area_km2,year
0_+3095+3864,5105150,720,,,,,17798184,-11.08973077,-60.42717357,37,30,,,,,,2004
0_+3116+3394,5103254,2520,,,,,4936250,-8.987673007,-60.49005564,35,49,,,,,,2004
0_+3116+3450,5103254,3136,,,,,7156800,-9.239201286,-60.49005564,35,32,,,,,,2004
0_+3116+3506,5101407,3136,,,,,7246400,-9.490729566,-60.49005564,35,34,,,,,,2004
0_+3116+3561,5101407,3080,,,,,17994432,-9.737766269,-60.49005564,32,37,,,,,,2004
0_+3116+3617,5101407,3136,,,,,18511470,-9.989294549,-60.49005564,37,32,,,,,,2004
0_+3116+3673,5101407,3136,,,,,14072136,-10.24082283,-60.49005564,37,32,,,,,,2004
0_+3116+3728,5101407,3080,,,,,17907630,-10.48785953,-60.49005564,32,35,,,,,,2004
0_+3116+3784,5101407,9241,,,,,18179358,-10.73040466,-60.72810919,32,50,,,,,,2004
0_+3116+3840,5101407,6019,,,,,17975562,-10.98193294,-60.72361761,32,44,,,,,,2004
0_+3116+4340,5103304,402,,,,,13501740,-13.24119588,-60.31488416,48,22,,,,,,2004
0_+3116+4396,5103304,1607,,,,,13987260,-13.49272416,-60.39573253,48,22,,,,,,2004
0_+3116+4452,5103304,3136,,,,,14758380,-13.73976086,-60.49005564,37,34,,,,,,2004
0_+3116+4507,5103304,2554,,,,,13989456,-13.97781441,-60.46310618,37,38,,,,,,2004
0_+3116+4563,5103304,2552,,,,,15426900,-14.23832584,-60.4586146,37,38,,,,,,2004
0_+3167+3869,5105150,1345,,,,,17662320,-11.10769708,-60.23403578,36,28,,,,,,2004
0_+3172+3394,5103254,2479,,,,,6950400,-8.987673007,-60.23852736,35,28,,,,,,2004
0_+3172+3450,5103254,3136,,,,,7164800,-9.239201286,-60.23852736,35,32,,,,,,2004
0_+3172+3506,5101407,3136,,,,,7297600,-9.490729566,-60.23852736,35,34,,,,,,2004
0_+3172+3561,5101407,3080,,,,,19832850,-9.737766269,-60.23852736,37,32,,,,,,2004
0_+3172+3617,5101407,3136,,,,,19593900,-9.989294549,-60.23852736,37,32,,,,,,2004
0_+3172+3673,5101407,3136,,,,,17852500,-10.24082283,-60.23852736,37,32,,,,,,2004
0_+3172+3728,5101407,3080,,,,,13953810,-10.48785953,-60.23852736,37,32,,,,,,2004
0_+3172+3784,5101407,3136,,,,,13281372,-10.73938781,-60.23852736,32,37,,,,,,2004
0_+3172+3840,5101407,3136,,,,,17545326,-10.99091609,-60.23852736,32,32,,,,,,2004
0_+3172+3951,5105150,19,,,,,17511360,-11.49846423,-60.03191484,36,28,,,,,,2004
0_+3172+4007,5105150,1252,,,,,19122246,-11.74100935,-60.10827164,37,39,,,,,,2004
0_+3172+4040,5105150,691,,,,,18376728,-11.8847398,-60.09479691,50,26,,,,,,2004
0_+3172+4229,5103304,402,,,,,16592244,-12.74263089,-60.06335588,50,24,0.242409953,79.48478467,212.1347847,129.4847847,0.242409953,2004
0_+3172+4285,5103304,1255,0.242338797,53.72632044,211.7400201,103.7263204,16647876,-12.99415917,-60.15767898,50,23,,,,,0.242338797,2004
0_+3172+4396,5103304,6153,,,,,13901580,-13.47475785,-60.23403578,48,22,,,,,,2004
0_+3172+4452,5103304,3136,,,,,15188160,-13.73976086,-60.23852736,48,32,,,,,,2004
0_+3172+4507,5103304,3080,,,,,16059836,-13.98679756,-60.23852736,37,35,,,,,,2004
0_+3172+4563,5103304,3136,,,,,15213400,-14.23832584,-60.23852736,37,38,,,,,,2004
0_+3227+3394,5103254,2420,,,,,7008000,-8.987673007,-59.98699908,35,37,,,,,,2004
0_+3227+3450,5103254,3080,,,,,6896000,-9.239201286,-59.98699908,35,32,,,,,,2004
0_+3227+3506,5101407,3080,,,,,10242600,-9.490729566,-59.98699908,37,32,,,,,,2004
0_+3227+3561,5101407,3025,,,,,18052300,-9.737766269,-59.98699908,37,30,,,,,,2004
0_+3227+3617,5101407,3080,,,,,18285400,-9.989294549,-59.98699908,46,29,,,,,,2004
0_+3227+3673,5101407,3080,,,,,9836000,-10.24082283,-59.98699908,38,29,,,,,,2004
0_+3227+3728,5101407,3025,,,,,7459920,-10.48785953,-59.98699908,38,31,,,,,,2004
0_+3227+3784,5101407,3080,,,,,20382354,-10.73938781,-59.98699908,37,39,,,,,,2004
0_+3227+3840,5101407,3080,,,,,19361997,-10.99091609,-59.98699908,37,30,,,,,,2004
0_+3227+3895,5105150,2914,,,,,13582404,-11.23795279,-59.97801592,37,26,,,,,,2004
0_+3227+3951,5105150,2473,,,,,7420424,-11.48948107,-59.95555804,36,27,,,,,,2004
0_+3227+4007,5105150,3080,,,,,20391228,-11.74100935,-59.98699908,50,22,,,,,,2004
0_+3227+4062,5105150,2945,,,,,10517628,-11.98804606,-59.9825075,50,38,,,,,,2004
0_+3227+4118,5105150,2136,,,,,11482900,-12.23508276,-59.93759174,50,24,,,,,,2004
0_+3227+4173,5103304,976,,,,,16016770,-12.49110261,-59.84776021,50,26,,,,,,2004
0_+3227+4229,5103304,2645,,,,,13714920,-12.73813932,-59.9825075,50,23,,,,,,2004
0_+3227+4285,5103304,3080,,,,,13861800,-12.9896676,-59.98699908,50,22,,,,,,2004
0_+3227+4340,5103304,3025,,,,,13947480,-13.2367043,-59.98699908,50,22,,,,,,2004
0_+3227+4396,5103304,3080,,,,,14204520,-13.48823258,-59.98699908,50,22,0.241666297,46.22143006,205.3615886,96.22143006,0.241666297,2004
0_+3227+4452,5103304,3080,,,,,15284880,-13.73976086,-59.98699908,50,31,0.241595313,35.48711188,213.7371119,85.48711188,0.241595313,2004
0_+3227+4507,5103304,3025,,,,,15393350,-13.98679756,-59.98699908,50,32,,,,,,2004
0_+3227+4563,5103304,3080,,,,,16070450,-14.23832584,-59.98699908,50,31,,,,,,2004
0_+3227+4619,5105507,3080,,,,,16169600,-14.48985412,-59.98699908,37,45,,,,,,2004
0_+3227+4674,5105507,3025,,,,,16994600,-14.73689083,-59.98699908,37,55,,,,,,2004
0_+3227+4730,5105507,3080,,,,,13952750,-14.9884191,-59.98699908,37,55,,,,,,2004
0_+3227+4786,5105507,3080,,,,,14283500,-15.23994738,-59.98699908,37,59,,,,,,2004
0_+3227+4841,5105507,3025,,,,,15152711,-15.48698409,-59.98699908,81,47,,,,,,2004
0_+3227+4897,5105507,3080,,,,,15258600,-15.73851237,-59.98699908,81,44,,,,,,2004
0_+3227+4953,5105507,3080,,,,,19099100,-15.99004065,-59.98699908,81,43,,,,,,2004
0_+3283+3394,5103254,2464,,,,,6721600,-8.987673007,-59.73996237,36,32,,,,,,2004
0_+3283+3450,5103254,3136,,,,,8934000,-9.239201286,-59.73996237,37,34,,,,,,2004
0_+3283+3506,5103254,3136,,,,,6438000,-9.490729566,-59.73996237,37,47,,,,,,2004
0_+3283+3561,5103254,3080,,,,,9698000,-9.737766269,-59.73996237,37,30,,,,,,2004
0_+3283+3617,5101407,3136,,,,,18644300,-9.989294549,-59.73996237,46,23,,,,,,2004
0_+3283+3673,5101407,3136,,,,,18185500,-10.24082283,-59.73996237,37,30,,,,,,2004
0_+3283+3728,5101407,3080,,,,,18141100,-10.48785953,-59.73996237,37,30,,,,,,2004
0_+3283+3784,5101407,3136,,,,,7922070,-10.73938781,-59.73996237,60,45,,,,,,2004
0_+3283+3840,5101407,3136,,,,,13123234,-10.99091609,-59.73996237,58,45,,,,,,2004
0_+3283+3895,5105150,3080,,,,,14259726,-11.23795279,-59.73996237,37,39,,,,,,2004
0_+3283+3951,5105150,3136,,,,,14388597,-11.48948107,-59.73996237,38,39,,,,,,2004
0_+3283+4007,5105150,3136,,,,,20343960,-11.74100935,-59.73996237,38,37,,,,,,2004
0_+3283+4062,5105150,3080,,,,,19596852,-11.98804606,-59.73996237,50,39,,,,,,2004
0_+3283+4118,5105150,3136,,,,,11630520,-12.23957434,-59.73996237,50,33,,,,,,2004
0_+3283+4173,5103304,3080,,,,,8154080,-12.48661104,-59.73996237,58,33,,,,,,2004
0_+3283+4229,5103304,3136,,,,,19105875,-12.73813932,-59.73996237,58,22,,,,,,2004
0_+3283+4285,5103304,3136,,,,,16864680,-12.9896676,-59.73996237,58,22,,,,,,2004
0_+3283+4340,5103304,3080,,,,,16197090,-13.2367043,-59.73996237,58,30,,,,,,2004
0_+3283+4396,5103304,3136,,,,,14444373,-13.48823258,-59.73996237,50,22,,,,,,2004
0_+3283+4452,5103304,3136,0.24142525,37.17510388,195.8429935,87.17510388,14689532,-13.73976086,-59.73996237,50,22,0.241479188,44.49018999,222.74019,94.49018999,0.24142525,2004
0_+3283+4507,5103304,3080,,,,,14367000,-13.98679756,-59.73996237,50,22,0.241321297,70.40610136,214.8148356,120.4061014,0.241321297,2004
0_+3283+4563,5103304,3136,,,,,15048000,-14.23832584,-59.73996237,50,31,,,,,,2004
0_+3283+4619,5104771.5,3136,,,,,17397200,-14.48985412,-59.73996237,50,42,,,,,,2004
0_+3283+4674,5103361,3080,,,,,17356900,-14.73689083,-59.73996237,37,56,,,,,,2004
0_+3283+4730,5103361,3136,,,,,13685700,-14.9884191,-59.73996237,37,56,,,,,,2004
0_+3283+4786,5105507,3136,,,,,14344750,-15.23994738,-59.73996237,37,59,,,,,,2004
0_+3283+4897,5106752,3136,,,,,14239400,-15.73851237,-59.73996237,37,59,,,,,,2004
0_+3283+4953,5106752,3136,,,,,17831200,-15.99004065,-59.73996237,37,55,,,,,,2004
0_+3339+3394,5103254,2464,,,,,6187150,-8.987673007,-59.48843409,38,32,,,,,,2004
0_+3339+3450,5103254,3136,,,,,9097900,-9.239201286,-59.48843409,38,33,,,,,,2004
0_+3339+3506,5103254,3136,,,,,6653562,-9.490729566,-59.48843409,37,42,,,,,,2004
0_+3339+3561,5103254,3080,,,,,6809400,-9.737766269,-59.48843409,37,32,,,,,,2004
0_+3339+3617,5101407,3136,,,,,10838100,-9.989294549,-59.48843409,57,21,,,,,,2004
0_+3339+3673,5101407,3136,,,,,8572824,-10.24082283,-59.48843409,57,29,,,,,,2004
0_+3339+3728,5101407,3080,,,,,7784400,-10.48785953,-59.48843409,57,38,,,,,,2004
0_+3339+3784,5101407,3136,,,,,7313280,-10.73938781,-59.48843409,37,32,,,,,,2004
0_+3339+3840,5101407,3136,,,,,7537455,-10.99091609,-59.48843409,38,40,,,,,,2004
0_+3339+3895,5105150,3080,,,,,14454531,-11.23795279,-59.48843409,58,40,,,,,,2004
0_+3339+3951,5105150,3136,,,,,14529456,-11.48948107,-59.48843409,58,54,,,,,,2004
0_+3339+4007,5105150,3136,,,,,21093205,-11.74100935,-59.48843409,38,54,,,,,,2004
0_+3339+4062,5105150,3080,,,,,19868004,-11.98804606,-59.48843409,38,51,,,,,,2004
0_+3339+4118,5105150,3136,,,,,21396752,-12.23957434,-59.48843409,58,30,,,,,,2004
0_+3339+4173,5103304,3080,,,,,22727120,-12.48661104,-59.48843409,58,48,,,,,,2004
0_+3339+4229,5103304,3136,,,,,18425680,-12.73813932,-59.48843409,58,26,,,,,,2004
0_+3339+4285,5103304,3136,,,,,17014620,-12.9896676,-59.48843409,58,27,,,,,,2004
0_+3339+4340,5102686,3080,,,,,15863652,-13.2367043,-59.48843409,50,30,,,,,,2004
0_+3339+4396,5102686,3136,0.241657438,20.69267835,185.274134,70.69267835,15211770,-13.48823258,-59.48843409,50,34,0.241648578,29.70373695,198.4451439,79.70373695,0.241648578,2004
0_+3339+4452,5102686,3136,0.241456734,25.06023754,194.3720655,75.06023754,10205865,-13.73976086,-59.48843409,50,44,0.241434266,47.40459297,203.3349454,97.40459297,0.24143875,2004
0_+3339+4507,5102686,3080,0.241166234,28.70068005,193.6702447,78.70068005,16061500,-13.98679756,-59.48843409,50,63,0.241143281,39.33891342,198.5628406,89.33891342,0.241161641,2004
0_+3339+4563,5102686,3136,,,,,14655000,-14.23832584,-59.48843409,50,75,0.241060375,46.41801367,201.8680137,96.41801367,0.241060375,2004
0_+3339+4619,5102686,3136,0.240757062,12.17358286,176.1735829,62.17358286,16605000,-14.48985412,-59.48843409,50,43,0.240761781,38.13302398,202.1629863,88.13302398,0.240761781,2004
0_+3339+4674,5103361,3080,,,,,17381700,-14.73689083,-59.48843409,37,56,,,,,,2004
0_+3339+4730,5103361,3136,,,,,13898850,-14.9884191,-59.48843409,37,56,0.240083,99.93873781,228.1387378,136.9387378,0.240083,2004
0_+3339+4786,5105507,3136,,,,,14236950,-15.23994738,-59.48843409,37,59,,,,,,2004
0_+3339+4841,5105507,6160,,,,,15508500,-15.48698409,-59.72648764,81,46,,,,,,2004
0_+3339+4897,5106752,3136,,,,,14065450,-15.73851237,-59.48843409,37,59,,,,,,2004
0_+3339+4953,5106752,3136,,,,,23462784,-15.99004065,-59.48843409,37,57,,,,,,2004
0_+3394+3394,5103254,2420,,,,,6041280,-8.987673007,-59.23690581,38,32,,,,,,2004
0_+3394+3450,5103254,3080,,,,,8357760,-9.239201286,-59.23690581,38,32,,,,,,2004
0_+3394+3506,5103254,3080,,,,,6393600,-9.490729566,-59.23690581,38,33,,,,,,2004
0_+3394+3561,5103254,3025,,,,,6867200,-9.737766269,-59.23690581,38,59,,,,,,2004
0_+3394+3617,5101407,3080,,,,,9088000,-9.989294549,-59.23690581,38,32,,,,,,2004
0_+3394+3673,5101407,3080,,,,,7837440,-10.24082283,-59.23690581,57,28,,,,,,2004
0_+3394+3728,5101407,3025,,,,,7439640,-10.48785953,-59.23690581,38,31,,,,,,2004
0_+3394+3784,5101407,3080,,,,,16337376,-10.73938781,-59.23690581,38,33,,,,,,2004
0_+3394+3840,5101407,3080,,,,,6771600,-10.99091609,-59.23690581,38,33,,,,,,2004
0_+3394+3895,5105150,3025,,,,,7788870,-11.23795279,-59.23690581,38,32,,,,,,2004
0_+3394+3951,5105150,3080,,,,,13459527,-11.48948107,-59.23690581,38,47,,,,,,2004
0_+3394+4007,5105150,3080,,,,,14757228,-11.74100935,-59.23690581,58,40,,,,,,2004
0_+3394+4062,5105150,3025,,,,,14229756,-11.98804606,-59.23690581,38,40,,,,,,2004
0_+3394+4118,5105150,3080,,,,,22526712,-12.23957434,-59.23690581,58,26,,,,,,2004
0_+3394+4173,5103304,3025,,,,,22262344,-12.48661104,-59.23690581,58,21,,,,,,2004
0_+3394+4229,5103304,3080,,,,,21308196,-12.73813932,-59.23690581,58,20,,,,,,2004
0_+3394+4285,5102686,3080,,,,,21361656,-12.9896676,-59.23690581,58,34,,,,,,2004
0_+3394+4340,5102686,3025,0.241929141,34.47490373,197.9249037,92.47490373,17472000,-13.2367043,-59.23690581,58,48,0.241890047,40.88766351,210.9146535,98.88766351,0.241890047,2004
0_+3394+4396,5102686,3080,0.241644156,27.74562386,193.5284768,77.74562386,10686780,-13.48823258,-59.23690581,50,38,0.241648578,49.0209326,206.7059217,99.0209326,0.241644156,2004
0_+3394+4452,5102686,3080,0.24142075,17.06354621,184.8371759,67.06354621,14389440,-13.73976086,-59.23690581,50,38,0.241402719,42.66535783,201.8999862,92.66535783,0.241411734,2004
0_+3394+4507,5102686,3025,0.241175391,27.2583146,195.1182116,77.2583146,16357692,-13.98679756,-59.23690581,50,52,0.241147875,40.45379687,203.6127718,90.45379687,0.241161641,2004
0_+3394+4563,5102686,3080,0.241000203,22.5002061,187.3995563,72.5002061,16478000,-14.23832584,-59.23690581,50,76,0.240907156,25.00483452,188.5821048,75.00483452,0.240907156,2004
0_+3394+4619,5102686,3080,0.240827609,27.69615368,191.6961537,77.69615368,16448600,-14.48985412,-59.23690581,50,43,0.240822922,26.43330462,190.4333046,76.43330462,0.240822922,2004
0_+3394+4674,5103361,3025,,,,,13920900,-14.73689083,-59.23690581,50,43,,,,,,2004
0_+3394+4730,5103361,3080,,,,,13825350,-14.9884191,-59.23690581,37,56,,,,,,2004
0_+3394+4786,5106752,3080,,,,,8951250,-15.23994738,-59.23690581,36,54,,,,,,2004
0_+3394+4841,5105002,3025,,,,,9510600,-15.48698409,-59.23690581,36,60,,,,,,2004
0_+3394+4897,5106752,3080,,,,,21742500,-15.73851237,-59.23690581,37,57,,,,,,2004
0_+3394+4953,5106790,3080,,,,,21738750,-15.99004065,-59.23690581,37,57,,,,,,2004
0_+3450+3394,5103379,2464,,,,,7185696,-8.987673007,-58.98986911,39,34,,,,,,2004
0_+3450+3450,5103379,3136,,,,,8344320,-9.239201286,-58.98986911,38,32,,,,,,2004
0_+3450+3506,5103254,3136,,,,,6041280,-9.490729566,-58.98986911,38,32,,,,,,2004
0_+3450+3561,5103379,3080,,,,,8756000,-9.737766269,-58.98986911,38,32,,,,,,2004
0_+3450+3617,5103316.5,3136,,,,,9716000,-9.989294549,-58.98986911,38,29,,,,,,2004
0_+3450+3673,5101407,3136,,,,,9568000,-10.24082283,-58.98986911,38,29,,,,,,2004
0_+3450+3728,5101407,3080,,,,,8379360,-10.48785953,-58.98986911,38,31,,,,,,2004
0_+3450+3784,5101407,3136,,,,,8439200,-10.73938781,-58.98986911,38,31,,,,,,2004
0_+3450+3840,5102850,3136,,,,,7633440,-10.99091609,-58.98986911,38,33,,,,,,2004
0_+3450+3895,5102850,3080,,,,,7455870,-11.23795279,-58.98986911,38,49,,,,,,2004
0_+3450+3951,5105150,3136,,,,,13546440,-11.48948107,-58.98986911,38,44,,,,,,2004
0_+3450+4007,5105150,3136,,,,,13498488,-11.74100935,-58.98986911,38,51,,,,,,2004
0_+3450+4062,5105150,3080,,,,,14423636,-11.98804606,-58.98986911,58,44,,,,,,2004
0_+3450+4118,5104227,3136,,,,,22831640,-12.23957434,-58.98986911,58,27,,,,,,2004
0_+3450+4173,5103304,3080,,,,,22356880,-12.48661104,-58.98986911,58,28,,,,,,2004
0_+3450+4229,5102686,3136,0.242405781,24.20441786,193.9847892,82.20441786,22198384,-12.73813932,-58.98986911,58,29,0.242376516,40.86538669,196.859503,98.86538669,0.242376516,2004
0_+3450+4285,5102686,3136,0.242275672,22.77914871,194.7791487,80.77914871,22248980,-12.9896676,-58.98986911,58,40,0.24219525,45.88892803,205.6979887,103.888928,0.24219525,2004
0_+3450+4396,5107875,3136,0.241648578,6.208132635,180.6417815,64.20813263,20263620,-13.48823258,-58.98986911,58,40,0.241653016,23.64908512,196.4663649,81.64908512,0.241648578,2004
0_+3450+4452,5107875,3136,0.241398219,7.774447436,175.7585725,57.77444744,20418996,-13.73976086,-58.98986911,50,50,0.24141625,29.77572202,197.3314456,79.77572202,0.241398219,2004
0_+3450+4507,5107875,3080,0.241147875,24.26391211,188.7686403,74.26391211,16147040,-13.98679756,-58.98986911,50,50,0.241152469,23.58019398,185.64406,73.58019398,0.241147875,2004
0_+3450+4563,5107958,3136,,,,,16474640,-14.23832584,-58.98986911,50,48,,,,,,2004
0_+3450+4619,5107958,3136,,,,,17071950,-14.48985412,-58.98986911,50,55,,,,,,2004
0_+3450+4674,5107958,3080,0.240490844,90.7503515,223.4003515,140.7503515,12938450,-14.73689083,-58.98986911,50,28,0.240490844,63.12338093,218.5733809,113.1233809,0.240490844,2004
0_+3450+4730,5101704,3136,,,,,12737550,-14.9884191,-58.98986911,50,32,,,,,,2004
0_+3450+4786,5105002,3136,,,,,8921550,-15.23994738,-58.98986911,36,55,,,,,,2004
0_+3450+4841,5103809,3080,,,,,11000544,-15.48698409,-58.98986911,56,36,,,,,,2004
0_+3450+4897,5103809,3136,,,,,12490752,-15.73851237,-58.98986911,56,40,,,,,,2004
0_+3450+4953,5106828,3136,,,,,20066250,-15.99004065,-58.98986911,37,57,,,,,,2004
0_+3506+3394,5100805,2464,,,,,7060032,-8.987673007,-58.73834083,38,38,,,,,,2004
0_+3506+3450,5103379,3136,,,,,6958848,-9.239201286,-58.73834083,38,32,,,,,,2004
0_+3506+3506,5103379,3136,,,,,7472928,-9.490729566,-58.73834083,57,32,,,,,,2004
0_+3506+3561,5103379,3080,,,,,7412000,-9.737766269,-58.73834083,38,32,,,,,,2004
0_+3506+3617,5103379,3136,,,,,7670400,-9.989294549,-58.73834083,38,32,,,,,,2004
0_+3506+3673,5103379,3136,,,,,9696000,-10.24082283,-58.73834083,38,31,,,,,,2004
0_+3506+3728,5105176,3080,,,,,7405320,-10.48785953,-58.73834083,38,31,,,,,,2004
0_+3506+3784,5102850,3136,,,,,7388160,-10.73938781,-58.73834083,38,32,,,,,,2004
0_+3506+3840,5102850,3136,,,,,7112080,-10.99091609,-58.73834083,38,33,,,,,,2004
0_+3506+3895,5102850,3080,,,,,13684788,-11.23795279,-58.73834083,38,49,,,,,,2004
0_+3506+3951,5102850,3136,,,,,13714272,-11.48948107,-58.73834083,38,51,,,,,,2004
0_+3506+4007,5105150,3136,,,,,14278004,-11.74100935,-58.73834083,38,52,,,,,,2004
0_+3506+4062,5105150,3080,,,,,13868414,-11.98804606,-58.73834083,38,51,,,,,,2004
0_+3506+4118,5105150,3136,,,,,23058672,-12.23957434,-58.73834083,58,34,,,,,,2004
0_+3506+4173,5107875,3080,,,,,22722336,-12.48661104,-58.73834083,58,29,,,,,,2004
0_+3506+4229,5107875,3136,,,,,22460464,-12.73813932,-58.73834083,58,29,0.242468219,66.86156418,230.3115642,124.8615642,0.242468219,2004
0_+3506+4285,5107875,3136,0.242156969,16.72805136,188.7280514,74.72805136,22330984,-12.9896676,-58.73834083,58,40,0.242139922,39.17054718,203.5463138,97.17054718,0.242139922,2004
0_+3506+4340,5107875,3080,0.241924813,17.21279034,192.2819204,75.21279034,21036184,-13.2367043,-58.73834083,58,40,0.241903094,35.56875758,200.6737504,93.56875758,0.241916125,2004
0_+3506+4396,5105280.5,6216,0.241657438,15.90689932,193.741661,73.90689932,21040500,-13.47475785,-58.97639438,58,40,0.241653016,26.86350874,201.9034075,84.86350874,0.241653016,2004
0_+3506+4452,5107875,3136,0.24141625,10.0584626,184.5248215,68.0584626,20794488,-13.73976086,-58.73834083,58,55,0.24141625,27.89383365,201.4918287,85.89383365,0.24141625,2004
0_+3506+4507,5107875,3080,0.241330375,31.12255411,196.2621288,81.12255411,19102616,-13.98679756,-58.73834083,50,44,0.241166234,53.79016443,209.2401644,103.7901644,0.241166234,2004
0_+3506+4563,5107958,3136,,,,,20446635,-14.23832584,-58.73834083,50,37,,,,,,2004
0_+3506+4619,5107958,3136,,,,,17830250,-14.48985412,-58.73834083,50,48,,,,,,2004
0_+3506+4674,5101704,3080,0.240490844,76.28320716,219.5468595,126.2832072,20767551,-14.73689083,-58.73834083,50,38,0.240495641,58.09839543,215.8237741,108.0983954,0.240490844,2004
0_+3506+4730,5101704,3136,,,,,10029492,-14.9884191,-58.73834083,57,32,,,,,,2004
0_+3506+4786,5101258,3136,,,,,8879100,-15.23994738,-58.73834083,56,32,,,,,,2004
0_+3506+4841,5101258,3080,,,,,9243200,-15.48698409,-58.73834083,56,42,,,,,,2004
0_+3506+4897,5103809,3136,,,,,9997632,-15.73851237,-58.73834083,56,44,,,,,,2004
0_+3506+4953,5102504,3136,,,,,22799400,-15.99004065,-58.73834083,56,41,,,,,,2004
0_+3561+3116,5100805,91,,,,,8991482,-7.747997915,-58.28020004,12,44,,,,,,2004
