system:index,Muni_code,double_area_km2_sum,double_delay_median,double_harvest_median,double_plant_median,latitude_median,longitude_median,muni_area_km2,onset_historicalRange_median,onset_median,single_area_km2_sum,single_delay_median,single_harvest_median,single_plant_median,total_planted_area_km2_sum,year_median
2_2_0000341abda13a80eda4,5100508,1.292629833,52.56312194,207.2586861,107.5631219,-14.76384028,-56.65424937,1852.614004,42,55,12.50998589,49.22795596,212.8469204,104.227956,13.80261572,2006
2_2_000013cc5b2cdbe6f8be,5106851,0,,,,-15.52740828,-57.21120485,2052.222797,48,53,0.479585875,90.92196591,220.1219659,128.9219659,0.479585875,2006
2_2_00009ac5de89516b5c91,5105234,0.95914675,12.82802933,178.7116046,50.82802933,-15.35672837,-57.7726519,1770.349784,39,38,1.198877094,70.73725967,213.0545981,108.7372597,2.158023844,2006
2_2_000024ccb27646b24503,5105622,0,,,,-15.68461345,-58.04214649,1081.322401,55,76,0.718964625,66.27144964,237.4024409,142.2714496,0.718964625,2006
2_2_0000cf3f2c3e9fefa763,5103437,0,,,,-15.60825665,-57.87146658,359.6984181,55,76,0.718570031,45.49600124,225.9188239,121.4960012,0.718570031,2006
2_2_000051cedcd395e277f3,5105259,1063.716647,20.74707956,190.2482608,75.74711284,-13.02110863,-56.14220966,3677.019293,30,55,50.48404236,25.27599233,197.2289956,80.27599233,1114.200689,2006
2_2_0000da5f1af3773087cb,5108006,269.4290309,24.19330236,196.2407789,80.75395787,-12.55847626,-56.52848523,4528.999824,30,58,76.0506746,36.22609603,211.3070966,93.06138606,345.4797055,2006
2_2_0000aff78e883355f0d1,5107305,20.76167352,35.37594202,201.6658913,88.1821063,-13.59153884,-56.80247139,4553.800462,39,55,107.6946556,78.40123691,224.7382673,119.4265917,128.4563291,2006
2_2_000011f6dc31e15bd13c,5108907,16.84228694,22.92785619,202.8691898,92.53083273,-12.7897831,-57.22917115,11600.69677,35,72,49.15615669,60.57600503,223.0485811,115.6032925,65.99844363,2006
2_2_0000a86819e5126f8698,5107875,497.3074157,39.51667793,195.2487752,80.76629229,-13.18052324,-58.65300088,13674.40361,40,40,430.9786419,61.56364413,212.5154148,103.4933938,928.2860576,2006
2_2_00000ec96abe580d125b,5101902,75.59285527,17.33208302,199.1761706,85.19635919,-12.49110199,-58.04440499,16019.59576,35,72,216.5149611,40.51129966,217.4363103,108.5051096,292.1078164,2006
2_2_000032c4db2beeb1dd6f,5104542,25.56415915,25.176913,193.1922374,77.63748662,-12.13626808,-56.76653878,2908.76645,39,51,5.889299516,41.94566893,203.2722888,92.94566893,31.45345866,2006
2_2_0000d997b6c9dc0ec941,5106802,76.64881053,29.25063695,195.6007516,80.24063083,-11.72753462,-56.75531256,6889.705692,55,51,22.38604636,51.80096799,210.1945086,102.7816544,99.03485688,2006
2_2_0000937ef488606059a5,5107941,92.36630455,23.76010164,193.8073803,75.75478026,-11.26939383,-56.55094311,8480.919127,55,51,39.81104137,49.15645323,213.5184649,101.2290928,132.1773459,2006
2_2_0000dd9c18725a871edb,5104526,461.5562353,24.28974486,193.8123655,78.2750215,-12.04418996,-56.05237813,3479.762152,48,54,38.8470811,43.75132651,211.8359928,95.7886284,500.4033164,2006
2_2_0000308f6fd94af9283d,5106216,0.244344594,69.45775229,238.4577523,124.4577523,-10.70794678,-56.03666574,5990.075542,40,55,5.986540768,55.36428515,209.5465775,106.3642851,6.230885362,2006
2_2_0000ea89f0438b066143,5100250,1.469600266,3.446560672,172.4465607,58.44656067,-10.06790215,-56.33306766,9013.246249,51,55,0,,,,1.469600266,2006
2_2_00002b5baa1e41c65b65,5102793,0,,,,-10.12853342,-55.81881616,2402.275399,41,55,0.244673531,76.48554799,245.485548,131.485548,0.244673531,2006
2_2_00004423ec551d78f156,5106299,0,,,,-9.576069518,-56.68569041,4815.779807,40,34,0.489468078,103.7673568,228.9673568,137.7673568,0.489468078,2006
2_2_00002a774448b37a4406,5103304,10.83208156,40.10819727,200.5581973,86.89257432,-13.21649586,-59.74668519,21671.89884,26,40,26.58998591,56.36364798,213.0223977,107.2888614,37.42206747,2006
2_3_00005aff5522742dc03f,5106265,0.734333641,52.72352484,196.7235248,82.72352484,-9.728783116,-55.38762482,5815.080394,40,30,0.734072312,43.62336471,212.4233647,75.62336471,1.468405953,2007
2_3_0000f5028d3da3fc2087,5105606,0.733769531,33.00730064,177.0073006,63.00730064,-10.0746345,-54.3253825,5260.6138,29,44,0.244577656,62.39921043,197.8492104,92.39921043,0.978347188,2007
2_3_0000cb2a646329481516,5107743,0,,,,-10.08361765,-52.53996537,5675.223313,43,49,1.467915922,94.8077397,237.1661361,143.8077397,1.467915922,2007
2_3_0000dc2d69eb619ae00f,5105580,0.243806547,56.297904,210.747904,105.297904,-10.87862668,-54.08955924,12330.14829,39,49,0.243806547,42.08031243,196.5303124,91.08031243,0.487613094,2007
2_3_00004234272352c5d97d,5107354,1.463455828,-3.179021824,162.8386697,44.82097818,-10.69447205,-52.60733902,7489.749363,43,48,0.732031719,-5.804482457,178.9955175,42.19551754,2.195487547,2007
2_3_0000137f8185e9645862,5107859,14.85693064,49.67610855,212.2904928,98.67610855,-11.45578641,-52.11790079,16781.53295,43,49,27.03449217,60.85485942,210.7180801,108.8548594,41.89142281,2007
2_3_0000c9cd78e3dc7229b5,5106190,1.40257555,38.14089977,215.29191,87.14089977,-10.89210141,-54.88905984,2368.957071,40,49,2.728973052,57.48292769,217.6453004,106.4829277,4.131548602,2007
2_3_0000e355c6d9aabfc531,5108055,0.244473813,78.62337212,238.8733721,110.6233721,-10.51031741,-54.98787452,2573.023626,40,47,0.488644531,73.06837528,241.6933753,120.5683753,0.733118344,2007
2_3_0000a7c339266c34043a,5108808,0,,,,-10.29023017,-55.3337259,1118.405318,40,32,0.244433234,92.41599765,229.8659977,124.4159977,0.244433234,2007
2_3_0000f7f7ed2df2723c5c,5103205,0.243976531,22.15311733,208.9531173,72.15311733,-10.65853944,-55.4864395,3104.968237,40,49,0.977016078,49.57872352,201.3800901,98.57872352,1.220992609,2007
2_3_0000c783ea68e049a389,5104559,6.194016866,46.1970265,207.0873579,96.1970265,-11.1032055,-55.59647456,4549.253985,54,50,9.90292787,56.38325668,215.397029,106.3832567,16.09694474,2007
2_3_00006a1dc3eec8d9b903,5103056,46.68494802,38.12559551,201.3563901,87.75725315,-11.44007373,-55.03728186,3866.018161,47,49,32.13781636,47.5811015,207.6511001,97.6574829,78.82276438,2007
2_3_000091b0220c7f13a109,5107909,316.9266303,29.24049057,195.2664921,79.24049057,-11.71405989,-55.50440581,3957.450188,47,50,76.03755234,41.56533034,202.7966029,91.56533034,392.9641826,2007
2_3_00001c54c272496761e1,5107248,135.4936388,37.29495272,202.1817021,87.27290777,-11.94313029,-54.92724197,3870.366973,47,50,31.35761236,45.87706929,209.7888059,95.87706929,166.8512511,2007
2_3_0000212db09c736a9e89,5108303,5.595454344,35.00428244,198.0350126,84.00428244,-11.51193896,-54.33659594,4600.237578,46,49,3.649918563,51.13864851,215.6957203,100.1386485,9.245372906,2007
2_3_0000ca93741c12e7e196,5103700,43.92574034,35.11471958,202.9041703,85.11471958,-11.97233355,-54.08505354,11507.3391,47,49,16.51156441,49.01427006,214.2169487,98.45896778,60.43730475,2007
2_3_000019f0640d85df838c,5106240,608.4699788,35.5273728,200.47837,85.5273728,-12.97393351,-54.78350276,12754.7676,50,50,223.7509768,53.44428577,213.2370104,103.4442858,832.2209556,2007
2_3_00003435e1fc974d5667,5108501,333.7586797,31.26233812,198.2894115,81.26233812,-12.41025424,-55.35618379,2973.7934,35,50,35.89095182,43.64909829,207.4362374,93.64909829,369.6496315,2007
2_3_0000c701db318caaec1e,5107925,2495.23127,30.50553952,197.7414901,80.50553952,-12.76285643,-55.70652675,9367.02827,46,50,292.5000481,40.79730067,204.2713385,90.79730067,2787.731319,2007
2_3_0000ea6b0f20abd21433,5107768,297.0580195,39.21057565,199.2597531,83.4873383,-13.85205027,-55.30228487,4749.942567,54,50,150.2957676,63.53647184,212.2715721,105.5027561,447.3537871,2007
2_3_00001e852d0dd44144a7,5106307,14.24104461,41.9668608,204.7205787,88.48126109,-13.86779518,-54.12100027,24256.23226,57,50,62.54290067,69.5945681,223.7789435,119.5945681,76.78394528,2007
2_3_0000ef331a3022791b58,5103858,37.95095363,38.14919901,204.6119437,88.14919901,-13.01886186,-53.4495119,16994.20033,43,50,27.32104103,70.29316557,221.1560471,120.2931656,65.27199466,2007
2_3_0000e0b247e362c9b125,5102702,52.86289833,43.38016927,209.1734772,93.38016927,-13.39615912,-52.48831705,10923.81367,43,50,34.84604517,53.83603332,214.1210733,103.8360333,87.7089435,2007
2_3_0000cf70af7797718866,5107065,36.88146733,52.49023406,215.2270132,101.4902341,-12.11828865,-52.71513685,17853.17773,43,49,174.5093152,76.19967293,230.2319459,125.2083686,211.3907825,2007
2_3_000015e17b8b0f516065,5102694,1.462769188,20.21860768,190.4584567,68.21860768,-11.18854545,-51.82131314,3466.503525,42,48,3.168831469,34.4033192,196.3592654,82.4033192,4.631600656,2007
2_3_00001a98425a2f2a4044,5103353,0,,,,-10.398028,-51.69779588,5825.039964,43,48,0.488594063,48.62534341,217.7503434,96.62534341,0.488594063,2007
2_3_0000e4547b4bb9ad04d0,5107776,0.977579984,36.1658613,202.2348937,85.1658613,-10.38455327,-50.76130111,6492.959664,30,49,1.222016641,44.24874075,215.273266,93.24874075,2.199596625,2007
2_3_00000270ecad8c7396c6,5101852,2.669408875,44.31208144,206.0310817,93.31208144,-12.21711645,-51.7539395,4290.761587,41,49,10.11142804,74.27371086,228.6014864,123.2737109,12.78083691,2007
2_3_0000599325b905cc7a0c,5107180,1.212444813,34.443576,201.8376306,83.443576,-12.86166431,-51.56753413,11398.41663,30,49,15.36245395,60.27090067,220.7842181,109.2709007,16.57489876,2007
2_3_000071195e07d89b3646,5103106,0.240137,48.72240928,238.9724093,110.7224093,-13.88349577,-51.14533416,16592.17844,32,49,0.720547906,77.57112917,247.8211823,139.5711292,0.960684906,2007
2_3_0000914ff30a7448a9f0,5108600,0.489211781,24.27971793,187.2797179,73.27971793,-9.975819819,-51.36988178,7462.662941,42,48,0.244630703,11.2293772,197.0293772,60.2293772,0.733842484,2007
2_3_0000284fcb045e32cc09,5213103,57.69360887,29.80191839,198.6895414,80.18052751,-17.64520136,-52.80726034,8918.677057,52,50,142.0956147,46.52422462,208.7210123,97.27190485,199.7892236,2007
2_3_0000c8f885d15a62afca,5107198,13.58848845,41.27409021,208.4630962,90.36696296,-16.50208036,-52.75106946,627.6958356,40,49,14.54126819,68.08792563,222.5636807,117.1136807,28.12975664,2007
2_3_0000d614b707521f8862,5108204,0,,,,-16.28199311,-52.89929148,2407.475885,42,49,15.0236137,82.13670922,222.4449326,131.1367092,15.0236137,2007
2_3_0000a55469c19114aecb,5101803,0.479006031,15.06876457,189.4687646,64.06876457,-15.35447899,-52.44789254,9112.684625,59,49,36.50723855,79.86503779,237.1238349,129.5877142,36.98624458,2007
2_3_00007f48dd4b4caa1456,5100201,6.844996365,42.52797659,212.1421732,92.52797659,-13.98230599,-52.48830834,7538.979584,46,50,9.830572787,57.42192939,218.7357631,107.4219294,16.67556915,2007
2_3_0000dcf1e0a383eb6653,5106257,3.604396734,106.2586107,237.8855289,155.2586107,-14.62010984,-52.47259172,5564.129906,58,50,37.40494423,74.27906943,235.5041224,124.2224369,41.00934096,2007
2_3_0000c2e06bcf0cbd8141,5102603,0,,,,-14.41125129,-53.14183661,5988.885858,30,50,0.721922016,42.77290206,216.2274064,91.77290206,0.721922016,2007
2_3_00002b1c631d7df522ac,5106281,79.36454837,36.31821948,202.6537716,85.31821948,-15.08723379,-53.23842597,5052.617025,57,49,55.26826603,57.56413829,213.2914229,106.5641383,134.6328144,2007
2_3_00002a12eb64652d6054,5103908,83.12759803,43.29657463,208.3780144,92.29657463,-15.55884931,-53.44052788,3807.41337,57,49,72.85958921,53.84524859,212.8967772,102.8452486,155.9871872,2007
2_3_0000a018b45735917b0b,5108105,29.64540208,30.15295972,196.7070162,79.15295972,-15.90470069,-53.44726381,4202.709936,54,49,42.39305139,59.26930768,212.9068325,108.2693077,72.03845347,2007
2_3_0000743392f358eccf24,5107008,87.49677047,37.32009852,204.7350481,87.66777528,-15.86201796,-54.18388234,6923.361049,54,53,26.53494242,48.87449435,213.2519491,98.72725673,114.0317129,2007
2_3_000098e15ac276eba6e3,5107040,379.1470227,39.48974738,205.7208498,89.47595383,-15.08947641,-54.2108318,5500.578559,69,49,265.4272417,55.53542984,212.5162333,105.5527023,644.5742645,2007
2_3_0000bdb8fec2bec935ec,5107792,167.2176292,34.51225791,200.7817905,83.51225791,-14.83121393,-53.66735105,3613.549184,69,49,66.45698929,50.51836418,208.6486351,99.51836418,233.6746185,2007
2_3_0000d9cc9ac264951505,5106455,0.240615016,34.93944302,213.189443,84.93944302,-14.60214353,-54.69143048,2464.97329,66,46,1.203127391,60.33926062,215.7892606,110.3392606,1.443742406,2007
2_3_00000299a420bcda4d53,5106208,0,,,,-14.7997729,-55.02601849,3274.985713,53,39,2.542413878,74.6132414,208.5180549,112.6132414,2.542413878,2007
2_3_000048f95e9d96881972,5107701,5.876138392,50.21669402,209.8466157,100.216694,-14.77059852,-55.99189482,7543.432493,50,53,3.295583365,41.11923365,212.941679,91.11923365,9.171721757,2007
2_3_0000a943d8e067a6b312,5106224,1052.625506,34.53483318,200.4872551,84.5336521,-13.65216917,-56.0972939,9579.93819,30,50,242.4428068,49.37258298,210.518826,99.37258298,1295.068312,2007
2_3_0000f9c4c9a4c7914235,5105903,13.75034807,48.55576854,208.2164708,102.129076,-14.35510683,-55.80759064,3918.843258,53,56,11.78304959,60.30166353,221.062962,113.4121647,25.53339766,2007
2_3_000003d8fa3e919cc214,5103007,5.273164422,45.26669215,202.5986743,96.18061724,-15.09836622,-55.5425929,6511.484888,32,53,19.26098713,62.74055195,213.7864894,113.262729,24.53415155,2007
2_3_00009f0e64f54ee33690,5102678,135.6323416,39.51400612,202.2032047,89.25821336,-15.32528734,-54.98112326,4799.235579,50,53,221.8382971,60.56758615,210.5241916,109.6110036,357.4706387,2007
2_3_000092dbc2173f3f1483,5107800,15.74315484,34.99447291,203.6093055,90.96198961,-16.47289897,-55.42581642,12183.40404,39,56,41.9936579,49.76963722,213.6828464,105.8057912,57.73681274,2007
2_3_0000b869feffefcd5395,5103601,19.00298059,34.08729188,201.8888202,87.08729188,-15.65317242,-54.77227885,2211.036023,35,53,10.30153191,72.10123777,229.1355722,125.1012378,29.3045125,2007
2_3_0000eba7d3dfdfd50375,5107602,39.41019097,33.30649249,205.6734851,92.33383409,-16.48860563,-54.68244732,4172.692801,35,57,132.7163993,46.16354146,215.2396699,105.7243007,172.1265903,2007
2_3_000008047e70a3f69008,5105200,27.7235394,43.70130556,208.6103401,97.73928501,-16.17419528,-54.94745033,2275.848781,32,55,68.41583324,54.22899125,216.4200672,109.7414176,96.13937264,2007
2_3_0000816d7b8f4e1759dd,5104807,18.52233418,36.75380718,204.4765839,89.75380718,-15.91368385,-55.10914708,1682.809519,27,53,21.58786625,49.6711892,212.1758985,102.6711892,40.11020044,2007
2_3_000048959ee3b55d9f95,5104609,154.0729052,34.19758227,205.7570384,89.30855932,-17.33751357,-54.60384474,8750.970009,42,56,227.1843958,56.69678682,216.7895077,111.2885262,381.257301,2007
2_3_00004813377b4c00da4d,5106372,19.0368364,23.45222985,201.7229582,82.55063857,-16.79403283,-54.25574756,4122.319679,48,57,65.03390476,69.53406708,223.2311616,124.5078371,84.07074117,2007
2_3_000013b83de316c86a40,5104203,23.06148508,45.69414326,207.8942301,96.73540078,-16.38529937,-53.59772354,5080.158715,52,49,89.21622044,64.45812457,214.0929135,114.5471779,112.2777055,2007
2_3_0000282e266c3d805111,5100409,17.76047197,36.57850195,211.3025543,93.57850195,-16.89733908,-53.5820111,3760.25818,52,49,111.8974329,66.46636194,214.7481717,117.8220224,129.6579049,2007
2_3_00006363eaf98e56d147,5100300,1.900105141,45.14675943,204.938872,94.64675943,-17.43407989,-53.47421327,5531.80258,52,49,26.15027816,72.49198479,222.8599238,121.4919848,28.0503833,2007
2_3_00005aa29eda6c0c5b8e,5100607,24.63468628,36.71301702,201.0768573,86.09717702,-17.83158698,-53.29904179,1420.760297,52,50,71.35913468,54.40595206,211.4068461,104.4369684,95.99382096,2007
2_3_0000ccf44785e9800c70,5102504,0.238808844,71.77131658,215.2213166,109.7713166,-16.47735363,-57.80858451,24660.53705,98,38,3.819733953,83.44871674,223.0452701,121.4487167,4.058542797,2007
2_3_0000d6083dbf64a6181e,5105507,0.480483672,,208.5991523,98.87415228,-15.16358409,-60.01172331,13470.0364,55,50,6.732924828,,231.1503059,131.1908633,7.2134085,2007
2_3_00005198152ed9cc0c18,5106752,1.919637578,38.66734011,212.8863466,88.66734011,-15.59029035,-59.42555202,8587.818825,56,50,5.517526453,75.14822067,234.0072955,125.1482207,7.437164031,2007
2_3_0000785b8f5270ce2002,5106182,0.241060375,88.08392459,229.2839246,138.0839246,-14.28773318,-59.73774507,4751.907204,42,50,3.613267766,77.14033066,231.6450652,127.1403307,3.854328141,2007
2_3_00000dee5d67756c5386,5103361,0,,,,-14.63358457,-59.33122892,2682.132058,56,50,0.962317219,75.57056657,231.3624642,125.5705666,0.962317219,2007
2_3_00002237f8672488e11b,5102686,255.1816678,33.73102767,199.7417128,85.57576507,-13.58928631,-59.19199005,6826.707614,44,51,126.7375165,54.40742968,213.3368243,105.4634398,381.9191842,2007
2_3_00001be8c299f34ef885,5107958,28.56440346,31.40903161,200.8262596,86.31218657,-14.45392151,-58.36328985,11367.3752,40,57,66.11968142,53.51092541,213.1679126,108.3958987,94.68408488,2007
2_3_000087bfe419fe4d9583,5108352,0.217865102,48.94086155,204.3908615,98.94086155,-14.93002861,-58.95842808,1939.944373,36,50,1.816215102,46.90026412,219.3548368,96.90026412,2.034080205,2007
2_3_0000863b68e3034c36f8,5101704,0.022635335,48.94086155,204.3908615,98.94086155,-14.86265497,-58.73834083,625.9854241,32,57,0.224464385,32.94330399,211.193304,82.94330399,0.24709972,2007
2_3_0000f433f0ffc8c197c6,5102637,659.5940939,36.50136382,203.7422596,92.19165079,-13.66114864,-57.93210245,9469.670153,37,57,266.065356,51.41470342,215.4303797,107.3967121,925.6594499,2007
2_3_0000d20102a75060740a,5107750,0,,,,-15.06028433,-58.06909594,1758.406682,38,57,0.719566031,78.71581173,230.2327205,135.7158117,0.719566031,2007
2_3_00004f3f005484984a0c,5101704,0,,,,-15.07375906,-57.41108336,5455.744828,48,57,1.439856906,81.13734022,240.7373402,138.1373402,1.439856906,2007
2_3_000059430e74fbb945ef,5106232,1.157133025,34.79659623,200.1264157,91.79659623,-14.79078974,-57.37739318,1555.385821,28,57,0.210261207,38.44453239,200.8945324,95.44453239,1.367394232,2007
2_3_00006e98dd45959364af,5108857,14.89512062,37.41639599,205.0854362,93.41639599,-14.28773318,-57.24264588,1946.604291,73,57,2.626156995,25.38360197,202.2760875,82.38360197,17.52127762,2007
2_3_0000668d9233573f1564,5103502,558.2668257,36.47308011,203.2720222,92.51388401,-14.07439342,-56.74633023,8262.06806,39,55,268.6852205,53.54735559,215.4660152,108.4493982,826.9520462,2007
2_3_0000564e8393dce4a58c,5106000,31.65931012,37.21769438,203.7071549,92.57553813,-14.3416321,-56.72162302,1353.741965,32,57,11.59063945,42.65794297,212.2529758,99.65794297,43.24994957,2007
2_3_00005e6885c44ea9c547,5103452,0.240273625,69.3013428,231.7513428,126.3013428,-14.7234161,-56.96416815,1312.413078,54,57,0.480677594,38.03531189,216.1603119,95.03531189,0.720951219,2007
2_3_0000341abda13a80eda4,5100508,9.152753668,29.34924614,200.1724432,85.64168076,-14.76384028,-56.65424937,1852.614004,42,57,2.209873208,43.67823686,207.2598979,100.6782369,11.36262688,2007
2_3_000013cc5b2cdbe6f8be,5106851,0,,,,-15.52740828,-57.21120485,2052.222797,48,63,2.158208922,68.61516358,247.8968007,131.6151636,2.158208922,2007
2_3_00009ac5de89516b5c91,5105234,0.239760406,44.03103723,215.0310372,101.0310372,-15.35672837,-57.7726519,1770.349784,39,57,0.71933125,69.89628773,223.4150328,126.8962877,0.959091656,2007
2_3_000051cedcd395e277f3,5105259,1198.085026,25.53620849,194.7163743,75.53620849,-13.02110863,-56.14220966,3677.019293,30,50,37.77646052,33.01874759,203.1968076,83.01874759,1235.861487,2007
2_3_0000da5f1af3773087cb,5108006,416.1963093,33.25796516,200.7523436,83.25796516,-12.55847626,-56.52848523,4528.999824,30,50,90.12083084,44.5116024,205.6875234,94.5116024,506.3171401,2007
2_3_0000aff78e883355f0d1,5107305,96.78599344,38.70833582,203.3121667,94.79944142,-13.59153884,-56.80247139,4553.800462,39,50,70.71118883,59.58910317,218.7085501,115.1296755,167.4971823,2007
2_3_000011f6dc31e15bd13c,5108907,44.85213342,41.21478986,204.4209717,92.70872387,-12.7897831,-57.22917115,11600.69677,35,52,41.86608196,55.1914549,213.3080859,106.6465962,86.71821538,2007
2_3_0000a86819e5126f8698,5107875,984.5435377,31.76920321,199.2382652,83.76709364,-13.18052324,-58.65300088,13674.40361,40,52,263.5632438,57.60214201,214.5414793,109.5892123,1248.106781,2007
2_3_00000ec96abe580d125b,5101902,144.5003405,43.50915106,206.264161,95.53164485,-12.49110199,-58.04440499,16019.59576,35,52,152.889586,57.23770795,214.3149313,109.2377079,297.3899265,2007
2_3_000032c4db2beeb1dd6f,5104542,43.49921846,32.78975144,198.661332,82.78975144,-12.13626808,-56.76653878,2908.76645,39,50,9.25105575,52.29216442,208.9046317,102.2921644,52.75027421,2007
2_3_0000d997b6c9dc0ec941,5106802,158.6510751,40.7881664,202.2638207,90.7881664,-11.72753462,-56.75531256,6889.705692,55,50,33.78293389,55.28829206,212.851244,105.2882921,192.434009,2007
2_3_0000937ef488606059a5,5107941,140.6094905,33.37165806,197.2215542,83.37165806,-11.26939383,-56.55094311,8480.919127,55,50,27.1408182,55.59025638,214.8587161,105.5902564,167.7503087,2007
2_3_0000dd9c18725a871edb,5104526,582.8665079,35.20566069,200.7846725,85.20566069,-12.04418996,-56.05237813,3479.762152,48,50,70.58795826,47.54534589,207.6835483,97.54534589,653.4544661,2007
2_3_0000308f6fd94af9283d,5106216,17.82292354,41.8978157,201.4044943,91.8978157,-10.70794678,-56.03666574,5990.075542,40,50,4.145757313,56.01095778,211.4816942,106.0109578,21.96868085,2007
2_3_0000ea89f0438b066143,5100250,0,,,,-10.06790215,-56.33306766,9013.246249,51,49,0.244590953,104.386249,268.386249,154.386249,0.244590953,2007
2_3_00002b5baa1e41c65b65,5102793,0,,,,-10.12853342,-55.81881616,2402.275399,41,32,0.244547656,88.16620263,202.8162026,120.1662026,0.244547656,2007
2_3_00002a774448b37a4406,5103304,19.35893092,41.78126999,209.7500229,93.25879438,-13.21649586,-59.74668519,21671.89884,26,51,24.99483551,49.92840423,213.2399615,102.2746484,44.35376643,2007
2_4_00005aff5522742dc03f,5106265,0.244624094,18.25643192,194.2564319,80.25643192,-9.728783116,-55.38762482,5815.080394,40,62,1.957751875,6.825825561,192.8974616,68.82582556,2.202375969,2008
2_4_0000f5028d3da3fc2087,5105606,0.489161906,37.89175311,213.8917531,99.89175311,-10.0746345,-54.3253825,5260.6138,29,62,1.222948109,25.73280519,201.3969682,87.73280519,1.712110016,2008
2_4_0000cb2a646329481516,5107743,0.978736781,29.01813433,213.039763,92.01813433,-10.08361765,-52.53996537,5675.223313,43,63,2.4464645,78.59983171,224.7483848,141.5998317,3.425201281,2008
2_4_0000dc2d69eb619ae00f,5105580,0,,,,-10.87862668,-54.08955924,12330.14829,39,62,0.731364094,51.62078852,241.8707885,113.6207885,0.731364094,2008
2_4_00004234272352c5d97d,5107354,0.48779475,25.08022531,204.9302253,88.08022531,-10.69447205,-52.60733902,7489.749363,43,63,0.487816406,25.73332428,216.9833243,88.73332428,0.975611156,2008
2_4_0000137f8185e9645862,5107859,17.53539078,28.73558547,217.8799316,100.7355855,-11.45578641,-52.11790079,16781.53295,43,72,37.02853737,33.74280302,226.170006,105.2053215,54.56392816,2008
2_4_0000c9cd78e3dc7229b5,5106190,2.683459859,23.01738247,208.8955593,85.01738247,-10.89210141,-54.88905984,2368.957071,40,62,2.919284422,37.42151087,206.8322927,99.42151087,5.602744282,2008
2_4_0000e355c6d9aabfc531,5108055,0,,,,-10.51031741,-54.98787452,2573.023626,40,62,0.244470438,-1.044129688,197.7558703,60.95587031,0.244470438,2008
2_4_0000c783ea68e049a389,5104559,8.172101643,33.44694634,207.2097319,99.17934083,-11.1032055,-55.59647456,4549.253985,54,66,9.659977382,35.64732823,213.7286838,99.64732823,17.83207902,2008
2_4_00006a1dc3eec8d9b903,5103056,32.58530263,23.24438611,202.1177304,89.24438611,-11.44007373,-55.03728186,3866.018161,47,66,40.62961379,30.79685945,209.3185836,96.79685945,73.21491643,2008
2_4_000091b0220c7f13a109,5107909,309.2125789,20.28551368,199.1818193,85.74417674,-11.71405989,-55.50440581,3957.450188,47,66,77.53808152,31.70043868,208.1932827,97.70043868,386.7506604,2008
2_4_00001c54c272496761e1,5107248,106.7428964,26.21812114,204.271493,92.21812114,-11.94313029,-54.92724197,3870.366973,47,66,33.49985909,35.9377425,216.7706479,101.9377425,140.2427555,2008
2_4_0000212db09c736a9e89,5108303,10.9512507,19.81613041,198.793698,85.81613041,-11.51193896,-54.33659594,4600.237578,46,66,3.164062422,51.42404526,224.6928417,117.4240453,14.11531312,2008
2_4_0000ca93741c12e7e196,5103700,40.77330236,29.86748709,211.2922535,95.36665651,-11.97233355,-54.08505354,11507.3391,47,66,23.30529653,41.49509786,218.8893156,107.4950979,64.07859889,2008
2_4_000019f0640d85df838c,5106240,369.1310931,21.75825479,202.742528,88.26149881,-12.97393351,-54.78350276,12754.7676,50,65,219.5444447,41.72381978,220.2489942,107.7968686,588.6755378,2008
2_4_00003435e1fc974d5667,5108501,265.9383202,19.50086947,200.2211904,85.49505959,-12.41025424,-55.35618379,2973.7934,35,66,59.92706573,37.71627611,215.666312,103.2800283,325.8653859,2008
2_4_0000c701db318caaec1e,5107925,1689.49405,19.23987305,199.2445575,84.51256477,-12.76285643,-55.70652675,9367.02827,46,64,280.7685778,32.29721836,211.6885978,97.19424822,1970.262628,2008
2_4_0000ea6b0f20abd21433,5107768,160.5986386,22.68998822,202.7136255,88.76646455,-13.85205027,-55.30228487,4749.942567,54,66,170.7337002,40.2665978,216.7889417,106.2384218,331.3323388,2008
2_4_00001e852d0dd44144a7,5106307,21.97566797,20.81970603,207.6032772,93.81970603,-13.86779518,-54.12100027,24256.23226,57,73,72.25675142,42.20521949,226.192832,115.3257472,94.23241939,2008
2_4_0000ef331a3022791b58,5103858,38.6792093,22.22038177,205.1282113,96.25144186,-13.01886186,-53.4495119,16994.20033,43,74,50.02454342,39.75421566,225.7315572,113.7531036,88.70375272,2008
2_4_0000e0b247e362c9b125,5102702,67.32199742,29.27968387,210.6969987,100.2817948,-13.39615912,-52.48831705,10923.81367,43,72,55.3237059,51.77424604,235.1717528,123.774246,122.6457033,2008
2_4_0000cf70af7797718866,5107065,95.70027905,46.28646024,233.1886273,117.2560547,-12.11828865,-52.71513685,17853.17773,43,72,312.0710911,54.31226664,239.2289244,124.7399,407.7713702,2008
2_4_000015e17b8b0f516065,5102694,2.682653781,24.53008277,203.8021256,96.53008277,-11.18854545,-51.82131314,3466.503525,42,72,7.314349438,20.69194577,200.2975423,92.69194577,9.997003219,2008
2_4_000019667622f6247e03,5106778,0.975722891,22.99544573,206.4454457,100.9954457,-10.83371092,-51.74718826,3988.122068,43,78,5.610435891,36.41733528,215.9939059,114.4173353,6.586158781,2008
