system:index,Muni_code,double_area_km2_sum,double_delay_median,double_harvest_median,double_plant_median,latitude_median,longitude_median,muni_area_km2,onset_historicalRange_median,onset_median,single_area_km2_sum,single_delay_median,single_harvest_median,single_plant_median,total_planted_area_km2_sum,year_median
2_8_000013b83de316c86a40,5104203,23.99831632,23.40491155,196.7861218,83.40491155,-16.38529937,-53.59772354,5080.158715,52,60,43.90784626,34.01717692,208.219529,93.39470548,67.90616258,2012
2_8_0000282e266c3d805111,5100409,38.05071942,23.76259305,198.108917,83.76259305,-16.89733908,-53.5820111,3760.25818,52,60,132.3216788,51.48872302,222.1806313,112.5114188,170.3723982,2012
2_8_00006363eaf98e56d147,5100300,5.465871719,15.48552989,192.1355113,76.48552989,-17.43407989,-53.47421327,5531.80258,52,61,4.984748683,31.05805428,205.9518477,92.05805428,10.4506204,2012
2_8_00005aa29eda6c0c5b8e,5100607,23.90469064,22.04241011,198.1375157,83.04241011,-17.83158698,-53.29904179,1420.760297,52,61,64.92674386,29.80488735,203.1983008,90.80488735,88.8314345,2012
2_8_0000ccf44785e9800c70,5102504,0.238505734,-8.381433765,246.8685662,118.6185662,-16.47735363,-57.80858451,24660.53705,98,112,3.581366453,8.728790482,242.1383814,122.4785848,3.819872187,2012
2_8_0000f1f2f3011db5feaa,5107107,0,,,,-15.57232404,-58.27121688,1292.058659,52,100,2.470401366,63.04169437,238.9237633,124.0416944,2.470401366,2012
2_8_0000d6083dbf64a6181e,5105507,2.888461125,,204.0269423,99.27598625,-15.16358409,-60.01172331,13470.0364,55,85,10.350411,,217.3846448,111.9346448,13.23887213,2012
2_8_00005198152ed9cc0c18,5106752,3.359771563,4.188306223,202.6126014,89.18830622,-15.59029035,-59.42555202,8587.818825,56,85,30.23642564,26.00603872,217.6524945,111.0060387,33.5961972,2012
2_8_0000785b8f5270ce2002,5106182,0.722428156,12.79733412,200.2473341,94.79733412,-14.28773318,-59.73774507,4751.907204,42,81,16.61365919,33.50576037,250.3037107,131.1665024,17.33608734,2012
2_8_00000dee5d67756c5386,5103361,0,,,,-14.63358457,-59.33122892,2682.132058,56,85,1.924677328,40.85005106,220.7956583,125.8500511,1.924677328,2012
2_8_00002237f8672488e11b,5102686,190.258769,16.48881309,188.4541779,73.77346235,-13.58928631,-59.19199005,6826.707614,44,58,142.1192363,29.47466777,206.5920176,95.57898232,332.3780054,2012
2_8_00001be8c299f34ef885,5107958,24.03124257,35.77334647,210.013748,98.77978866,-14.45392151,-58.36328985,11367.3752,40,65,89.56237867,46.38345818,216.7293071,106.8053967,113.5936212,2012
2_8_000087bfe419fe4d9583,5108352,0,,,,-14.93002861,-58.95842808,1939.944373,36,84,2.719923215,61.28768787,232.6983161,133.2876879,2.719923215,2012
2_8_0000863b68e3034c36f8,5101704,0,,,,-14.86265497,-58.73834083,625.9854241,32,61,0.254652601,50.64288403,228.092884,122.642884,0.254652601,2012
2_8_0000f433f0ffc8c197c6,5102637,539.1499892,19.20816943,195.2643145,80.75873281,-13.66114864,-57.93210245,9469.670153,37,65,239.534237,39.50920172,211.5364594,100.4873361,778.6842262,2012
2_8_000059430e74fbb945ef,5106232,3.133403277,21.38974006,193.3897401,79.38974006,-14.79078974,-57.37739318,1555.385821,28,58,6.398722279,41.82820938,211.0523413,99.82820938,9.532125556,2012
2_8_000076b36ae96b568198,5107263,0.142446021,34.57937456,206.5793746,92.57937456,-14.45392151,-57.34595214,1177.843716,73,58,0.882974191,44.51439501,213.2719944,102.514395,1.025420212,2012
2_8_00006e98dd45959364af,5108857,5.798042848,36.12511887,202.7052552,94.12511887,-14.28773318,-57.24264588,1946.604291,73,58,4.677713581,40.16405917,205.1401589,99.69015887,10.47575643,2012
2_8_0000668d9233573f1564,5103502,377.6334489,24.51507641,198.5674807,86.178393,-14.07439342,-56.74633023,8262.06806,39,58,307.3384173,42.56250597,213.3066029,102.5069358,684.9718661,2012
2_8_0000564e8393dce4a58c,5106000,21.04034041,16.6404249,196.8664039,82.41789788,-14.3416321,-56.72162302,1353.741965,32,68,9.864108238,30.06511989,205.9762598,97.69643574,30.90444865,2012
2_8_0000627b5e81134f6874,5101308,0.240586453,46.61298981,208.0629898,102.6129898,-14.50782043,-56.86535346,418.5709163,73,65,1.202970344,44.84620993,212.0386501,100.8462099,1.443556797,2012
2_8_00005e6885c44ea9c547,5103452,1.089589804,34.57937456,203.2543287,92.57937456,-14.7234161,-56.96416815,1312.413078,54,56,1.755596659,44.51380388,213.284561,102.5138039,2.845186462,2012
2_8_0000341abda13a80eda4,5100508,2.210608974,17.83694383,199.8369438,85.83694383,-14.76384028,-56.65424937,1852.614004,42,68,11.01479837,31.54605653,206.666819,99.54605653,13.22540734,2012
2_8_00009ac5de89516b5c91,5105234,0,,,,-15.35672837,-57.7726519,1770.349784,39,61,1.678367922,-1.776609232,193.0233908,56.22339077,1.678367922,2012
2_8_000024ccb27646b24503,5105622,0,,,,-15.68461345,-58.04214649,1081.322401,55,100,0.883357714,84.17641277,243.7767414,145.1764128,0.883357714,2012
2_8_000051cedcd395e277f3,5105259,695.1430408,19.23355773,191.2634587,77.26559725,-13.02110863,-56.14220966,3677.019293,30,59,69.3178736,26.77163158,199.6980015,85.12706564,764.4609144,2012
2_8_0000da5f1af3773087cb,5108006,397.9235848,24.22658912,194.7603454,80.78180515,-12.55847626,-56.52848523,4528.999824,30,56,167.0528317,36.21376983,204.2207675,92.75051397,564.9764165,2012
2_8_0000aff78e883355f0d1,5107305,71.4743727,30.81752681,200.2361222,87.69641783,-13.59153884,-56.80247139,4553.800462,39,57,98.12896357,46.70871807,214.7863023,104.8006317,169.6033363,2012
2_8_000011f6dc31e15bd13c,5108907,121.3286502,31.89727534,201.262175,88.89727534,-12.7897831,-57.22917115,11600.69677,35,57,99.70727734,45.25115854,213.1225914,102.2511585,221.0359275,2012
2_8_0000a86819e5126f8698,5107875,461.6377327,13.48525822,189.2502333,73.51564695,-13.18052324,-58.65300088,13674.40361,40,58,212.0318019,40.51961973,211.6289799,99.56201869,673.6695345,2012
2_8_00000ec96abe580d125b,5101902,270.7115058,23.5284663,194.7781203,80.52004839,-12.49110199,-58.04440499,16019.59576,35,57,147.9045404,45.11638134,213.6992585,102.1163813,418.6160462,2012
2_8_000032c4db2beeb1dd6f,5104542,79.40295156,22.24513355,193.1847122,78.24513355,-12.13626808,-56.76653878,2908.76645,39,56,51.94898574,40.37440995,207.7781516,96.37440995,131.3519373,2012
2_8_0000a7ab2aa05b7ae3ba,5105101,0,,,,-10.93476898,-57.64464093,22732.22958,32,57,1.947798641,0.498220544,177.7142708,58.49822054,1.947798641,2012
2_8_0000d997b6c9dc0ec941,5106802,175.1453747,21.75701564,192.7938913,77.75701564,-11.72753462,-56.75531256,6889.705692,55,56,65.69417302,32.25059572,203.7293313,88.25059572,240.8395478,2012
2_8_0000937ef488606059a5,5107941,164.8319267,20.2787785,190.7249242,76.2787785,-11.26939383,-56.55094311,8480.919127,55,56,66.52804255,38.1454806,205.1855808,94.1454806,231.3599692,2012
2_8_0000dd9c18725a871edb,5104526,634.4481148,20.22814135,190.2221588,76.22814135,-12.04418996,-56.05237813,3479.762152,48,56,88.78966862,27.68543058,200.3761919,83.68543058,723.2377835,2012
2_8_0000308f6fd94af9283d,5106216,10.24563903,33.73044555,203.0376124,89.73044555,-10.70794678,-56.03666574,5990.075542,40,56,10.34895607,31.58365993,202.238302,87.58365993,20.5945951,2012
2_8_00002a774448b37a4406,5103304,30.6373538,36.92995455,194.2156194,80.22091513,-13.21649586,-59.74668519,21671.89884,26,41,48.37873455,56.87319669,219.8320688,108.2445394,79.01608835,2012
2_9_00005aff5522742dc03f,5106265,1.957352484,27.81688164,193.1544165,76.81688164,-9.728783116,-55.38762482,5815.080394,40,48,8.319620188,21.50938643,189.2210668,70.50938643,10.27697267,2013
2_9_0000a38a02d7adb1d54a,5104104,3.426816256,27.52864715,194.3858995,76.52864715,-9.77369888,-54.63528577,4754.11427,38,49,0.978568938,37.21365977,200.2136598,86.21365977,4.405385193,2013
2_9_0000f5028d3da3fc2087,5105606,4.646304077,20.56096965,188.1115291,69.56096965,-10.0746345,-54.3253825,5260.6138,29,49,6.604423937,34.35374362,199.5630154,83.35374362,11.25072801,2013
2_9_0000445524ee4146d4f1,5106422,4.321807809,27.98395839,191.3469171,76.98395839,-10.17570512,-53.50789511,14315.11726,29,48,3.423030187,24.31718887,193.8464538,73.31718887,7.744837997,2013
2_9_0000cb2a646329481516,5107743,1.956350047,28.8450028,189.8450028,75.8450028,-10.08361765,-52.53996537,5675.223313,43,47,4.402407641,57.20119075,215.2624183,104.2011907,6.358757687,2013
2_9_0000dc2d69eb619ae00f,5105580,10.35290175,26.5441452,190.3180267,73.55506864,-10.87862668,-54.08955924,12330.14829,39,49,4.632929766,30.9110745,202.4361665,77.9110745,14.98583152,2013
2_9_00004234272352c5d97d,5107354,12.94445017,23.00228062,185.5373773,70.56036783,-10.69447205,-52.60733902,7489.749363,43,47,15.384124,37.54493753,198.1988211,81.54851034,28.32857417,2013
2_9_0000137f8185e9645862,5107859,165.5941478,24.26712061,193.6918879,75.68156225,-11.45578641,-52.11790079,16781.53295,43,68,131.7377928,34.94121041,205.1669676,91.21724617,297.3319406,2013
2_9_0000c9cd78e3dc7229b5,5106190,14.67060703,29.64893648,193.4879341,76.64893648,-10.89210141,-54.88905984,2368.957071,40,47,2.270526375,30.08445637,206.860516,77.08445637,16.9411334,2013
2_9_0000e355c6d9aabfc531,5108055,0.733278984,36.27333073,210.5345129,84.27333073,-10.51031741,-54.98787452,2573.023626,40,48,3.176740672,49.29172668,212.2692099,98.29172668,3.910019656,2013
2_9_0000a7c339266c34043a,5108808,2.688953516,27.10428913,192.7814051,75.10428913,-10.29023017,-55.3337259,1118.405318,40,48,6.355123641,28.91195839,196.5889538,76.91195839,9.044077156,2013
2_9_0000f7f7ed2df2723c5c,5103205,0.488440438,36.24348083,198.2434808,84.24348083,-10.65853944,-55.4864395,3104.968237,40,48,0.48827875,39.71502728,209.7650273,87.21502728,0.976719188,2013
2_9_0000c783ea68e049a389,5104559,28.8165433,25.70608544,189.2193324,73.0315,-11.1032055,-55.59647456,4549.253985,54,47,12.69703404,50.73688312,212.8222099,97.73688312,41.51357734,2013
2_9_00006a1dc3eec8d9b903,5103056,166.6746617,26.26495859,189.8720251,73.26495859,-11.44007373,-55.03728186,3866.018161,47,47,70.79755038,30.3619574,195.6865091,77.3619574,237.4722121,2013
2_9_000091b0220c7f13a109,5107909,554.3926886,18.24382336,184.7256725,69.24643002,-11.71405989,-55.50440581,3957.450188,47,47,83.6832006,21.40582725,190.1665498,72.70856505,638.0758892,2013
2_9_00001c54c272496761e1,5107248,313.9087437,18.75586808,186.7532407,71.76129211,-11.94313029,-54.92724197,3870.366973,47,54,56.64363919,26.76462294,196.7469965,79.6721081,370.5523828,2013
2_9_0000212db09c736a9e89,5108303,58.16297106,22.38530828,186.8210285,71.75816509,-11.51193896,-54.33659594,4600.237578,46,49,14.11783011,32.07617143,204.4549269,83.07617143,72.28080117,2013
2_9_0000ca93741c12e7e196,5103700,210.3006379,25.76490299,188.7414448,74.25833082,-11.97233355,-54.08505354,11507.3391,47,47,36.91109884,37.87078725,204.3973996,87.03046272,247.2117367,2013
2_9_000019f0640d85df838c,5106240,1152.287042,28.27145666,192.2706723,77.27846726,-12.97393351,-54.78350276,12754.7676,50,49,145.3182566,41.70262934,206.5119869,90.21882445,1297.605299,2013
2_9_00003435e1fc974d5667,5108501,596.0584545,16.75440551,184.7808539,68.74515375,-12.41025424,-55.35618379,2973.7934,35,54,38.91682982,23.3925225,191.3872616,74.81157348,634.9752843,2013
2_9_0000c701db318caaec1e,5107925,2858.914664,18.24582996,186.4848955,70.72897538,-12.76285643,-55.70652675,9367.02827,46,52,218.7208895,21.7648348,191.2385427,73.68667392,3077.635554,2013
2_9_0000ea6b0f20abd21433,5107768,431.0495107,24.77262431,190.7373254,75.25111545,-13.85205027,-55.30228487,4749.942567,54,49,79.37713817,35.39473442,204.352364,85.63761533,510.4266489,2013
2_9_00001e852d0dd44144a7,5106307,114.2855,34.28388301,198.7497727,82.68846344,-13.86779518,-54.12100027,24256.23226,57,49,94.25213736,56.56177384,218.5089494,106.7521446,208.5376373,2013
2_9_0000ef331a3022791b58,5103858,131.2912706,22.77822789,204.2783487,85.20428193,-13.01886186,-53.4495119,16994.20033,43,55,93.31509556,54.81345512,222.336323,119.8692648,224.6063662,2013
2_9_0000e0b247e362c9b125,5102702,304.4154515,17.7742034,199.7453769,85.75989678,-13.39615912,-52.48831705,10923.81367,43,68,114.6981034,30.6677603,214.307774,98.69208723,419.1135549,2013
2_9_0000cf70af7797718866,5107065,445.4345581,16.27983917,199.786965,83.78196842,-12.11828865,-52.71513685,17853.17773,43,68,446.0729175,24.56598953,205.6479703,92.23203694,891.5074756,2013
2_9_000015e17b8b0f516065,5102694,15.08514819,28.37080715,188.7651629,75.37080715,-11.18854545,-51.82131314,3466.503525,42,68,8.778424609,36.28162672,200.5651887,83.28162672,23.8635728,2013
2_9_000019667622f6247e03,5106778,10.76932568,23.5728544,186.3325449,71.5728544,-10.83371092,-51.74718826,3988.122068,43,48,15.37017339,34.98905547,196.7942972,82.79429719,26.13949907,2013
2_9_00001a98425a2f2a4044,5103353,5.131313641,29.47163903,191.471639,77.30042368,-10.398028,-51.69779588,5825.039964,43,48,10.7489755,30.63937007,195.3595641,78.63937007,15.88028914,2013
2_9_0000e4547b4bb9ad04d0,5107776,3.421517828,16.31395024,199.3139502,85.31395024,-10.38455327,-50.76130111,6492.959664,30,69,11.97562328,26.06226672,205.3835394,95.06226672,15.39714111,2013
2_9_000059bee336417acb78,5100359,2.674643953,28.9437468,208.3050527,96.9437468,-11.81287458,-51.71800689,2249.210563,42,68,6.9304878,34.74690471,216.3123197,102.7469047,9.605131753,2013
2_9_00005dc1cc26de2258d0,5107883,0.243145203,59.07184538,242.0718454,128.0718454,-12.01499551,-51.3541892,1506.275017,41,69,0.607399549,46.02984362,250.711491,115.0298436,0.850544752,2013
2_9_00000270ecad8c7396c6,5101852,105.9015493,14.16872824,198.3323807,82.16872824,-12.21711645,-51.7539395,4290.761587,41,68,56.31729484,29.19852375,214.7184274,97.19852375,162.2188441,2013
2_9_0000599325b905cc7a0c,5107180,34.42855008,19.4937,203.0521045,87.4937,-12.86166431,-51.56753413,11398.41663,30,68,25.23571519,28.81797419,213.2644629,96.81797419,59.66426527,2013
2_9_0000914ff30a7448a9f0,5108600,4.403273313,23.5656125,187.8417013,71.0656125,-9.975819819,-51.36988178,7462.662941,42,69,8.806641641,26.41835206,187.4183521,73.41835206,13.20991495,2013
2_9_0000284fcb045e32cc09,5213103,46.25351648,11.33012674,193.9061589,79.90615888,-17.64520136,-52.80726034,8918.677057,52,69,98.85927331,15.73108773,196.755852,84.21192457,145.1127898,2013
2_9_0000c8f885d15a62afca,5107198,11.68211616,27.78955576,191.2339898,76.78955576,-16.50208036,-52.75106946,627.6958356,40,49,7.389860078,45.68082614,220.9521185,94.68082614,19.07197623,2013
2_9_0000d614b707521f8862,5108204,0.477155891,45.21242068,225.3124207,94.21242068,-16.28199311,-52.89929148,2407.475885,42,49,13.11786938,87.81872208,236.3913175,136.8187221,13.59502527,2013
2_9_0000a55469c19114aecb,5101803,2.352550028,28.86356782,205.1635678,95.93732265,-15.35447899,-52.44789254,9112.684625,59,49,22.62795792,54.43961351,226.9095825,121.2634173,24.98050794,2013
2_9_0000a6a48373ef9daea1,5101001,0.718070078,35.14020934,212.4402093,104.1402093,-15.10520009,-51.82131314,6453.759249,58,69,1.436027297,30.66832932,227.0806353,99.66832932,2.154097375,2013
2_9_0000345cf55fda086442,5106174,0.96520275,21.48314973,204.3057553,90.48314973,-14.2136398,-51.87521206,4051.919359,46,49,2.653767844,37.2505568,230.3073071,106.2505568,3.618970594,2013
2_9_00007f48dd4b4caa1456,5100201,58.33604696,21.30118333,202.2824827,89.62753628,-13.98230599,-52.48830834,7538.979584,46,68,40.46266104,37.34309275,217.2506232,103.0893144,98.798708,2013
2_9_0000dcf1e0a383eb6653,5106257,29.83062186,43.73406158,202.2106957,92.73406158,-14.62010984,-52.47259172,5564.129906,58,49,27.06304616,59.24784721,225.5870692,109.9783651,56.89366802,2013
2_9_0000c2e06bcf0cbd8141,5102603,3.928741638,37.49508037,213.334958,92.36358767,-14.41125129,-53.14183661,5988.885858,30,50,4.101176906,42.35512093,219.1888392,104.1245687,8.029918544,2013
2_9_00002b1c631d7df522ac,5106281,100.2976464,33.19731282,196.6691511,80.74474771,-15.08723379,-53.23842597,5052.617025,57,49,26.17870751,49.77111315,214.1993698,98.85056241,126.4763539,2013
2_9_00002a12eb64652d6054,5103908,176.0752098,35.30402667,198.2634329,80.30347333,-15.55884931,-53.44052788,3807.41337,57,45,37.60282628,48.74097335,213.3993318,94.12429659,213.678036,2013
2_9_0000a018b45735917b0b,5108105,33.23667668,29.24517582,186.2748939,74.24517582,-15.90470069,-53.44726381,4202.709936,54,45,21.91339994,54.82568653,215.7688912,103.196964,55.15007662,2013
2_9_0000743392f358eccf24,5107008,108.7387321,32.76392979,195.7787275,78.36432228,-15.86201796,-54.18388234,6923.361049,54,45,23.76139327,39.94606003,202.2729282,84.94606003,132.5001253,2013
2_9_000098e15ac276eba6e3,5107040,422.8709867,30.28612622,192.738212,75.75447811,-15.08947641,-54.2108318,5500.578559,69,45,217.8194453,43.45443918,202.4238826,88.48676728,640.6904319,2013
2_9_0000bdb8fec2bec935ec,5107792,217.991764,26.76866362,193.3123341,74.47170828,-14.83121393,-53.66735105,3613.549184,69,49,60.97514744,39.82952834,200.9103404,86.7908045,278.9669114,2013
2_9_0000d9cc9ac264951505,5106455,5.534709516,42.34006996,199.5541336,86.34006996,-14.60214353,-54.69143048,2464.97329,66,44,4.782713227,47.92184795,210.7164115,91.92184795,10.31742274,2013
2_9_00000299a420bcda4d53,5106208,3.483359897,32.66030044,185.2389432,76.66030044,-14.7997729,-55.02601849,3274.985713,53,44,0.481234781,66.94692908,222.0969291,110.9469291,3.964594678,2013
2_9_000048f95e9d96881972,5107701,10.90174043,29.11745626,201.667423,83.11745626,-14.77059852,-55.99189482,7543.432493,50,54,12.77839526,38.33558546,211.9369233,92.33714499,23.68013569,2013
2_9_0000a943d8e067a6b312,5106224,1342.138139,21.74694346,188.7473975,74.26247115,-13.65216917,-56.0972939,9579.93819,30,52,144.0497745,33.25139721,201.7257296,84.24798825,1486.187914,2013
2_9_0000f9c4c9a4c7914235,5105903,34.5157814,26.85075807,197.1899006,79.07703837,-14.35510683,-55.80759064,3918.843258,53,53,12.73983253,42.2539247,215.7249112,93.77463663,47.25561393,2013
2_9_000003d8fa3e919cc214,5103007,21.97470352,22.40865357,197.5825548,76.40865357,-15.09836622,-55.5425929,6511.484888,32,54,20.11055034,31.70752494,199.1401518,85.17039788,42.08525387,2013
2_9_00009f0e64f54ee33690,5102678,223.6362422,29.74215371,190.2335631,74.29866154,-15.32528734,-54.98112326,4799.235579,50,44,239.2020597,35.61739754,196.4477471,81.51935345,462.8383019,2013
2_9_000092dbc2173f3f1483,5107800,28.07223975,6.725773603,194.2605628,79.85135755,-16.47289897,-55.42581642,12183.40404,39,75,24.85400658,26.59016995,209.2397156,96.87682826,52.92624633,2013
2_9_0000b869feffefcd5395,5103601,16.85361801,31.14814429,191.090173,75.88495595,-15.65317242,-54.77227885,2211.036023,35,45,21.14024554,32.68704097,190.7146879,76.68704097,37.99386355,2013
2_9_0000eba7d3dfdfd50375,5107602,127.5248489,29.7096199,199.2671733,88.66206556,-16.48860563,-54.68244732,4172.692801,35,47,81.34999652,39.20428817,216.3084363,105.2232056,208.8748454,2013
2_9_000008047e70a3f69008,5105200,20.76335764,-19.65647406,185.6960063,71.34352594,-16.17419528,-54.94745033,2275.848781,32,45,21.96827479,19.44882217,224.8908028,110.2289217,42.73163243,2013
2_9_0000816d7b8f4e1759dd,5104807,32.98056414,21.78716525,188.3694766,74.3694766,-15.91368385,-55.10914708,1682.809519,27,53,26.38618072,37.34764389,201.8494593,89.2153593,59.36674486,2013
2_9_000048959ee3b55d9f95,5104609,337.0538003,34.51980254,198.2703851,85.24093704,-17.33751357,-54.60384474,8750.970009,42,47,230.1046029,51.2734104,214.2574999,101.7384892,567.1584032,2013
2_9_00004813377b4c00da4d,5106372,29.55573619,36.25917204,195.2710637,83.1788967,-16.79403283,-54.25574756,4122.319679,48,47,60.58165777,47.3243089,202.8476996,92.3243089,90.13739396,2013
2_9_000013b83de316c86a40,5104203,36.7877054,36.29891495,190.6792836,81.29891495,-16.38529937,-53.59772354,5080.158715,52,45,71.52967015,57.27642825,214.620544,102.2764282,108.3173755,2013
2_9_0000282e266c3d805111,5100409,24.27038049,33.27625927,197.7018266,79.17670369,-16.89733908,-53.5820111,3760.25818,52,45,95.73629794,66.24346251,221.2428006,111.648334,120.0066784,2013
2_9_00006363eaf98e56d147,5100300,5.03204451,28.61692341,194.2283028,80.22830281,-17.43407989,-53.47421327,5531.80258,52,69,28.36750222,58.12435662,230.1979838,113.8454331,33.39954673,2013
2_9_00005aa29eda6c0c5b8e,5100607,35.33080576,5.630609449,189.0420476,74.63060945,-17.83158698,-53.29904179,1420.760297,52,69,81.41280991,13.29526203,196.4732682,82.29526203,116.7436157,2013
2_9_0000a571ae8e7f124f8d,5106505,0,,,,-16.75809621,-56.94845323,17198.68877,64,50,0.477522281,34.58881567,220.3388157,120.5888157,0.477522281,2013
2_9_0000ccf44785e9800c70,5102504,1.193762016,26.91273479,241.8869866,118.9127348,-16.47735363,-57.80858451,24660.53705,98,49,5.252492922,29.65128408,233.181686,120.659468,6.446254938,2013
2_9_0000f1f2f3011db5feaa,5107107,0,,,,-15.57232404,-58.27121688,1292.058659,52,48,1.5121706,66.27793028,219.6792564,113.2779303,1.5121706,2013
2_9_0000d6083dbf64a6181e,5105507,4.813955313,,200.9138388,88.36866281,-15.16358409,-60.01172331,13470.0364,55,96,15.40346663,,209.4112785,90.15919986,20.21742194,2013
2_9_00005198152ed9cc0c18,5106752,1.439921188,5.390672543,212.0612505,101.3906725,-15.59029035,-59.42555202,8587.818825,56,93,31.67489161,18.34492479,222.9972493,114.3449248,33.1148128,2013
2_9_0000785b8f5270ce2002,5106182,2.167261656,-29.28208846,215.0173494,114.0240786,-14.28773318,-59.73774507,4751.907204,42,50,11.55900327,62.90499024,231.5019115,127.4333462,13.72626492,2013
2_9_00002237f8672488e11b,5102686,217.2734862,18.62994427,195.1898889,81.20843507,-13.58928631,-59.19199005,6826.707614,44,66,116.3036006,18.54399593,207.8366511,94.61519813,333.5770868,2013
2_9_00001be8c299f34ef885,5107958,69.60860684,22.66672549,191.7086806,75.72170152,-14.45392151,-58.36328985,11367.3752,40,48,70.11521463,45.59045188,210.7804746,95.42781616,139.7238215,2013
2_9_000087bfe419fe4d9583,5108352,0,,,,-14.93002861,-58.95842808,1939.944373,36,53,0.263151484,73.39401616,235.3940162,121.3940162,0.263151484,2013
2_9_0000f433f0ffc8c197c6,5102637,567.1387149,35.74422443,195.2652314,81.73503225,-13.66114864,-57.93210245,9469.670153,37,46,213.1429492,54.69625361,215.7615119,100.2758244,780.2816641,2013
2_9_00004f3f005484984a0c,5101704,0,,,,-15.07375906,-57.41108336,5455.744828,48,91,0.719456266,28.21991883,227.9729663,119.2199188,0.719456266,2013
2_9_000059430e74fbb945ef,5106232,7.249597411,22.24725469,187.4548077,71.24725469,-14.79078974,-57.37739318,1555.385821,28,49,4.349925396,42.71881362,204.988359,91.71881362,11.59952281,2013
2_9_000076b36ae96b568198,5107263,1.11990102,29.64564474,204.8480577,86.16227436,-14.45392151,-57.34595214,1177.843716,73,91,1.57186077,48.91709299,215.5409501,97.91709299,2.691761789,2013
2_9_00006e98dd45959364af,5108857,13.76844298,25.65568245,194.3979331,80.70521684,-14.28773318,-57.24264588,1946.604291,73,91,3.676881649,26.60540681,219.7592558,105.6735799,17.44532463,2013
2_9_0000668d9233573f1564,5103502,507.5229936,31.20507958,199.2815253,85.25953477,-14.07439342,-56.74633023,8262.06806,39,53,256.0626113,51.71236672,218.7615618,106.7918537,763.5856049,2013
2_9_0000564e8393dce4a58c,5106000,27.1837669,19.23264217,195.6335287,80.51106182,-14.3416321,-56.72162302,1353.741965,32,53,15.82160555,52.98687949,220.938242,109.5159343,43.00537245,2013
2_9_0000627b5e81134f6874,5101308,0.240629281,41.03431475,223.2343148,132.0343148,-14.50782043,-56.86535346,418.5709163,73,91,0.721826016,29.83823697,238.2670718,120.838237,0.962455297,2013
2_9_00005e6885c44ea9c547,5103452,2.239403444,36.62816503,200.7753507,85.62816503,-14.7234161,-56.96416815,1312.413078,54,91,2.284767409,60.02795558,218.9723416,110.6723416,4.524170853,2013
2_9_0000341abda13a80eda4,5100508,8.752203712,21.82427364,197.2945379,75.82427364,-14.76384028,-56.65424937,1852.614004,42,91,2.88600025,42.7213515,209.884259,96.7213515,11.63820396,2013
2_9_000024ccb27646b24503,5105622,0,,,,-15.68461345,-58.04214649,1081.322401,55,48,0.643733105,71.76666055,224.4133182,118.7666605,0.643733105,2013
2_9_000051cedcd395e277f3,5105259,894.1676177,21.23808133,186.523344,72.27858899,-13.02110863,-56.14220966,3677.019293,30,52,47.49470846,29.27036577,194.3353909,79.62779888,941.6623261,2013
2_9_0000da5f1af3773087cb,5108006,480.3553355,20.52939331,186.7650864,70.50420336,-12.55847626,-56.52848523,4528.999824,30,49,115.1082946,36.45571586,203.8593332,86.49794966,595.4636302,2013
2_9_0000aff78e883355f0d1,5107305,83.06913517,32.71696147,196.6227527,81.71696147,-13.59153884,-56.80247139,4553.800462,39,49,87.41808374,60.66557663,220.3214096,109.2465825,170.4872189,2013
2_9_000011f6dc31e15bd13c,5108907,138.1568106,23.18333512,193.7080633,79.21628566,-12.7897831,-57.22917115,11600.69677,35,49,89.52162067,62.85580982,221.7594717,111.1065613,227.6784313,2013
2_9_0000a86819e5126f8698,5107875,559.1879709,9.695263855,191.2931151,77.71018669,-13.18052324,-58.65300088,13674.40361,40,68,153.5149067,33.47224958,214.5665629,101.4405602,712.7028776,2013
2_9_00000ec96abe580d125b,5101902,272.1405455,18.68885669,191.7524604,78.26857416,-12.49110199,-58.04440499,16019.59576,35,67,143.3528314,41.31921714,217.4481941,103.7177103,415.4933769,2013
2_9_000032c4db2beeb1dd6f,5104542,111.8874483,23.69449418,189.6384372,73.74625852,-12.13626808,-56.76653878,2908.76645,39,49,64.36056278,32.28008475,196.6350666,81.28008475,176.2480111,2013
2_9_0000a7ab2aa05b7ae3ba,5105101,0.394940811,52.41783125,235.4178312,121.4178312,-10.93476898,-57.64464093,22732.22958,32,51,1.704390844,48.88897262,214.0954394,117.8889726,2.099331655,2013
2_9_0000d997b6c9dc0ec941,5106802,255.8963408,18.77110286,187.691118,70.76884079,-11.72753462,-56.75531256,6889.705692,55,49,39.93430121,30.34706517,201.1024345,81.85569446,295.830642,2013
2_9_0000937ef488606059a5,5107941,252.3197912,21.71845608,185.2108853,70.20325997,-11.26939383,-56.55094311,8480.919127,55,49,53.19556294,34.25459048,203.3410719,84.14385719,305.5153541,2013
2_9_0000dd9c18725a871edb,5104526,867.9952692,18.7393974,186.2184051,71.24621583,-12.04418996,-56.05237813,3479.762152,48,54,98.08951361,24.27676262,193.2016001,76.22562019,966.0847828,2013
2_9_0000308f6fd94af9283d,5106216,25.46235681,30.25749048,191.9729603,76.23639786,-10.70794678,-56.03666574,5990.075542,40,48,18.00473217,28.17241419,190.6160114,73.91215127,43.46708898,2013
2_9_0000ea89f0438b066143,5100250,0,,,,-10.06790215,-56.33306766,9013.246249,51,43,0.244947406,68.26908491,244.3690849,113.2690849,0.244947406,2013
