system:index,Muni_code,double_delay,double_harvest,double_plant,latitude,longitude,muni_area_km2,onset,single_delay,single_harvest,single_plant,year,.geo
2_0_00005aa29eda6c0c5b8e,5100607,25.2833854,200.8706538,84.78882234,-17.99777531,-53.48319642,1420.760297,55,39.77232143,210.2788145,101.5500546,2004,
2_0_00005198152ed9cc0c18,5106752,,,,-16.02819316,-59.91737537,8587.818825,36,99.93873781,228.1387378,136.9387378,2004,
2_0_0000785b8f5270ce2002,5106182,25.6794969,189.6794969,75.6794969,-14.62460141,-60.18238036,4751.907204,37,46.71298628,202.1629863,96.71298628,2004,
2_0_00002237f8672488e11b,5102686,19.72384495,186.7738789,69.72384495,-14.27650147,-59.38512784,6826.707614,50,32.44152728,198.3735063,82.44152728,2004,
2_0_00001be8c299f34ef885,5107958,14.4292086,187.7060799,70.4292086,-14.73689083,-58.98762882,11367.3752,37,20.70581316,190.7058132,77.15854134,2004,
2_0_000087bfe419fe4d9583,5108352,,,,-15.37918625,-59.13809113,1939.944373,36,63.12338093,218.5733809,113.1233809,2004,
2_0_0000863b68e3034c36f8,5101704,,,,-14.9884191,-58.83266394,625.9854241,50,67.97413039,223.4241304,117.9741304,2004,
2_0_00009392e0f905f92532,5108352,,,,-14.59765196,-58.75630714,0.048812937,50,68.96236264,224.4123626,118.9623626,2004,
2_0_0000f433f0ffc8c197c6,5102637,12.56903601,186.2691448,67.59946313,-14.25404203,-58.27782862,9469.670153,37,25.34534801,196.5558261,80.46454813,2004,
2_0_00004f3f005484984a0c,5101704,,,,-15.42859359,-58.09828321,5455.744828,37,71.17903456,232.6290346,127.1790346,2004,
2_0_000059430e74fbb945ef,5106232,,,,-14.91206231,-57.70078668,1555.385821,37,49.38314971,200.3831497,86.38314971,2004,
2_0_00006e98dd45959364af,5108857,42.3117055,202.7617055,97.3117055,-14.39553102,-57.65587091,1946.604291,37,23.97979513,174.9797951,60.97979513,2004,
2_0_0000668d9233573f1564,5103502,32.50119514,192.1924938,77.28886667,-14.48757884,-57.55028498,8262.06806,37,48.23897753,200.496352,88.69752736,2004,
2_0_0000564e8393dce4a58c,5106000,38.05721764,189.0572176,75.05721764,-14.55273619,-56.86535346,1353.741965,37,48.04466237,195.9995294,85.04466237,2004,
2_0_0000627b5e81134f6874,5101308,,,,-14.61561826,-56.94620184,418.5709163,37,64.11123733,206.5612373,101.1112373,2004,
2_0_00005e6885c44ea9c547,5103452,,,,-14.88511285,-57.11239017,1312.413078,37,107.348863,249.798863,144.348863,2004,
2_0_0000341abda13a80eda4,5100508,,,,-15.01986014,-56.87433662,1852.614004,37,52.22756769,210.5794084,89.22756769,2004,
2_0_000024ccb27646b24503,5105622,,,,-15.81486917,-58.2307927,1081.322401,56,71.59555487,233.0455549,127.5955549,2004,
2_0_0000cf3f2c3e9fefa763,5103437,,,,-15.74300394,-57.97028126,359.6984181,56,71.76336806,233.2133681,127.7633681,2004,
2_0_000051cedcd395e277f3,5105259,8.31418263,173.292766,53.2338474,-13.35797686,-56.47907789,3677.019293,38,11.33669839,172.1216992,55.39036003,2004,
2_0_0000da5f1af3773087cb,5108006,21.10164179,177.1166523,59.13841719,-12.82347927,-56.88331977,4528.999824,37,28.24392776,180.6450002,65.13295883,2004,
2_0_0000aff78e883355f0d1,5107305,40.09415048,194.1071244,77.09415048,-13.83857554,-57.18874697,4553.800462,37,52.69892264,204.3036188,89.69892264,2004,
2_0_000011f6dc31e15bd13c,5108907,46.76390633,197.7639063,83.76390633,-13.53982166,-57.53459835,11600.69677,37,55.79055222,207.4736433,92.79055222,2004,
2_0_0000a86819e5126f8698,5107875,8.696595535,180.286989,63.56943085,-13.93073428,-58.94944492,13674.40361,50,28.5675035,199.5984301,85.605193,2004,
2_0_00000ec96abe580d125b,5101902,10.52630389,186.6445615,68.52630389,-13.11760799,-58.38570444,16019.59576,36,33.23290921,203.2634339,91.23290921,2004,
2_0_000032c4db2beeb1dd6f,5104542,30.08637611,177.0497811,67.08637611,-12.31593113,-57.0495081,2908.76645,37,34.37167563,165.5584552,71.37167563,2004,
2_0_0000d997b6c9dc0ec941,5106802,19.10194363,177.7113715,59.57666872,-11.9790629,-57.28529733,6889.705692,37,23.75682003,185.6698562,67.72180182,2004,
2_0_0000937ef488606059a5,5107941,14.85832304,178.8783742,58.85832304,-11.55002289,-56.9731513,8480.919127,37,22.91312097,181.8788965,65.53369286,2004,
2_0_0000dd9c18725a871edb,5104526,23.88558681,177.7206895,61.65433883,-12.35407626,-56.30390641,3479.762152,37,26.64515676,185.7099947,70.10684611,2004,
2_0_0000308f6fd94af9283d,5106216,,,,-11.01337397,-56.44988629,5990.075542,37,12.30911466,194.1091147,57.30911466,2004,
2_0_00002a774448b37a4406,5103304,37.17510388,195.8429935,87.17510388,-13.97107714,-60.37990763,21671.89884,37,44.49018999,207.7886221,94.49018999,2004,
2_1_00005aff5522742dc03f,5106265,30.45725482,188.4572548,74.45725482,-10.07912608,-55.82330773,5815.080394,21,32.2694466,190.2694466,76.2694466,2005,
2_1_0000f5028d3da3fc2087,5105606,18.90063023,197.6605136,66.90063023,-10.29023017,-55.01277594,5260.6138,47,11.11093678,195.9109368,59.11093678,2005,
2_1_0000445524ee4146d4f1,5106422,,,,-10.5507416,-54.58593913,14315.11726,48,31.15179497,210.251795,79.15179497,2005,
2_1_0000cb2a646329481516,5107743,,,,-10.32616278,-52.91276621,5675.223313,52,70.40241588,250.7438469,122.4024159,2005,
2_1_0000dc2d69eb619ae00f,5105580,33.89311241,180.4820512,80.89311241,-11.24244437,-54.65998944,12330.14829,47,47.84230486,217.1423049,108.8423049,2005,
2_1_00004234272352c5d97d,5107354,,,,-11.02235713,-53.0295472,7489.749363,49,58.81324159,216.1132416,107.8132416,2005,
2_1_0000137f8185e9645862,5107859,1.831949003,174.831949,60.831949,-11.87126507,-53.11716975,16781.53295,56,32.25983512,208.6559526,89.26120692,2005,
2_1_0000c9cd78e3dc7229b5,5106190,51.69255866,206.9925587,98.69255866,-11.21998649,-55.18101231,2368.957071,47,45.65687902,206.1243568,92.65687902,2005,
2_1_0000e355c6d9aabfc531,5108055,35.18149793,218.9814979,82.18149793,-10.69447205,-55.20796176,2573.023626,47,34.34147353,196.6967744,81.34147353,2005,
2_1_0000a7c339266c34043a,5108808,56.00662453,226.0437827,100.0066245,-10.4564185,-55.49991423,1118.405318,47,37.21532263,216.3153226,85.21532263,2005,
2_1_0000c783ea68e049a389,5104559,41.13206957,197.4320696,89.13206957,-11.28736013,-56.12195833,4549.253985,47,42.57084547,198.0402377,90.57084547,2005,
2_1_00006a1dc3eec8d9b903,5103056,13.2967349,186.9224522,71.27471455,-11.67363571,-55.3921164,3866.018161,47,23.62943749,193.4138623,75.18199075,2005,
2_1_000091b0220c7f13a109,5107909,12.81394691,185.7965295,69.549989,-12.08236916,-55.74245936,3957.450188,47,21.47991016,192.8142223,76.20752929,2005,
2_1_00001c54c272496761e1,5107248,4.502191763,188.3480902,67.45467853,-12.1138102,-55.29330172,3870.366973,61,16.54669284,192.6835862,77.54669284,2005,
2_1_0000212db09c736a9e89,5108303,,,,-11.81736615,-54.65998944,4600.237578,47,50.75856088,220.0585609,111.7585609,2005,
2_1_0000ca93741c12e7e196,5103700,5.845112494,195.7310276,74.84511249,-12.56519429,-55.03956355,11507.3391,47,17.59839832,200.5983983,86.59839832,2005,
2_1_000019f0640d85df838c,5106240,3.332155972,192.4939043,72.26064883,-13.67462919,-55.26859013,12754.7676,59,17.76486637,202.2047666,86.24378447,2005,
2_1_00003435e1fc974d5667,5108501,1.822728263,184.1837818,64.71648215,-12.70669828,-55.54033842,2973.7934,56,8.245998065,190.0955499,69.61513297,2005,
2_1_0000c701db318caaec1e,5107925,1.519907113,181.7838759,63.4804531,-13.45005418,-55.98051291,9367.02827,49,13.54257806,193.7681278,74.66454547,2005,
2_1_0000ea6b0f20abd21433,5107768,-8.449891549,178.3074369,60.5454261,-14.18442693,-55.59872891,4749.942567,57,13.64236106,199.7687771,81.50966238,2005,
2_1_00001e852d0dd44144a7,5106307,28.43139357,201.4313936,87.43139357,-14.50779855,-54.71614404,24256.23226,57,30.9937779,201.5913453,89.88741875,2005,
2_1_0000ef331a3022791b58,5103858,3.936833901,196.9306597,71.9368339,-13.65214574,-53.94133721,16994.20033,59,17.77914816,208.9288407,85.00345746,2005,
2_1_0000e0b247e362c9b125,5102702,7.707426614,196.0662628,75.55690137,-13.66102908,-52.93294029,10923.81367,62,19.94583699,206.6720746,87.80644884,2005,
2_1_0000cf70af7797718866,5107065,22.37580657,203.9915065,85.37580657,-12.94473539,-53.40908353,17853.17773,56,32.66759676,210.8678349,95.53445697,2005,
2_1_000015e17b8b0f516065,5102694,18.36948448,190.3694845,76.36948448,-11.45354846,-52.11775719,3466.503525,56,19.27530657,191.2753066,77.27530657,2005,
2_1_000019667622f6247e03,5106778,23.09152868,195.0915287,81.09152868,-10.98193294,-52.15142821,3988.122068,56,83.34248027,232.5424803,141.3424803,2005,
2_1_000059bee336417acb78,5100359,45.33848338,212.6384834,104.3384834,-11.93414714,-52.1716561,2249.210563,59,68.73130494,236.0313049,127.7313049,2005,
2_1_00005dc1cc26de2258d0,5107883,,,,-12.24406591,-51.56529329,1506.275017,61,72.24601927,230.4460193,137.4687466,2005,
2_1_00000270ecad8c7396c6,5101852,53.31549556,215.6053804,116.3154956,-12.46415316,-52.07507275,4290.761587,59,37.35653584,212.5293769,98.35653584,2005,
2_1_0000599325b905cc7a0c,5107180,52.12117997,229.12118,115.12118,-13.33325403,-52.03465944,11398.41663,63,38.62424111,214.453297,101.6242411,2005,
2_1_0000914ff30a7448a9f0,5108600,,,,-10.21836495,-52.12000448,7462.662941,52,40.49144832,223.5914483,92.49144832,2005,
2_1_0000284fcb045e32cc09,5213103,12.22393445,195.2239344,81.68716126,-18.19091309,-53.09910405,8918.677057,69,20.7361548,207.8322231,91.76531353,2005,
2_1_0000c8f885d15a62afca,5107198,,,,-16.59640346,-52.90378306,627.6958356,69,21.3822422,221.378447,97.4010043,2005,
2_1_0000d614b707521f8862,5108204,,,,-16.51106351,-53.13734503,2407.475885,69,30.40800656,216.6230838,99.40800656,2005,
2_1_0000a55469c19114aecb,5101803,,,,-15.81711749,-53.09917683,9112.684625,69,38.8656313,216.1656313,107.8656313,2005,
2_1_0000345cf55fda086442,5106174,2.729062374,189.4708748,71.72906237,-14.5728722,-52.18962241,4051.919359,69,29.6924692,229.7924692,98.6924692,2005,
2_1_00007f48dd4b4caa1456,5100201,16.11597864,200.9540917,84.11597864,-14.27425845,-52.98683761,7538.979584,68,16.27491235,207.1808034,84.27491235,2005,
2_1_0000dcf1e0a383eb6653,5106257,26.65764013,206.7197948,95.65764013,-14.92104546,-52.76229618,5564.129906,68,50.35026256,212.2588318,119.3502626,2005,
2_1_0000c2e06bcf0cbd8141,5102603,,,,-14.77731501,-53.37090701,5988.885858,59,30.19026405,211.0220115,89.19026405,2005,
2_1_00002b1c631d7df522ac,5106281,20.49969293,199.7050442,80.22642788,-15.31181261,-53.76841287,5052.617025,58,27.81224331,209.4212122,94.84965577,2005,
2_1_00002a12eb64652d6054,5103908,18.33834106,207.2253613,87.33834106,-15.72503764,-53.85599726,3807.41337,69,25.1054332,209.2330385,94.1054332,2005,
2_1_0000a018b45735917b0b,5108105,20.44296934,199.2811348,89.44296934,-16.1697037,-53.77065731,4202.709936,69,27.79880174,209.7244877,96.79880174,2005,
2_1_0000743392f358eccf24,5107008,11.08225617,197.3520433,80.08225617,-16.27073562,-54.5342253,6923.361049,69,24.27237187,209.7351597,93.27237187,2005,
2_1_000098e15ac276eba6e3,5107040,7.661763389,197.2668594,76.72790188,-15.54312041,-54.49829269,5500.578559,58,19.69985795,204.7424305,87.70125855,2005,
2_1_0000bdb8fec2bec935ec,5107792,14.79811252,197.2519787,73.18100524,-15.08723379,-53.97277825,3613.549184,58,32.75759502,207.2604058,93.17949314,2005,
2_1_0000d9cc9ac264951505,5106455,,,,-14.76384028,-54.89355142,2464.97329,57,54.71416058,237.637737,111.7141606,2005,
2_1_00000299a420bcda4d53,5106208,,,,-14.99291068,-55.48869283,3274.985713,57,40.72010813,211.6289964,109.7201081,2005,
2_1_000048f95e9d96881972,5107701,6.970799855,193.9617033,72.24377586,-15.38593467,-56.83589976,7543.432493,57,9.72034203,198.7467893,72.73410951,2005,
2_1_0000a943d8e067a6b312,5106224,-1.784283467,187.7597498,66.21571653,-14.09684862,-56.62950137,9579.93819,68,13.23345707,199.360528,81.22968214,2005,
2_1_0000f9c4c9a4c7914235,5105903,-7.456581847,180.6280739,60.54341815,-14.67850033,-56.32417271,3918.843258,57,20.4879577,201.4628228,88.4879577,2005,
2_1_000003d8fa3e919cc214,5103007,19.56886179,202.5688618,88.56886179,-15.47125924,-55.91075455,6511.484888,67,18.36430572,201.8243045,87.36430572,2005,
2_1_00009f0e64f54ee33690,5102678,5.622038696,193.2515892,74.6220387,-15.71605448,-55.35389078,4799.235579,69,20.56901889,201.7954864,89.56901889,2005,
2_1_000092dbc2173f3f1483,5107800,1.987207729,178.536149,70.98720773,-17.20049612,-55.98724675,12183.40404,68,19.62484294,203.9496792,88.62484294,2005,
2_1_0000b869feffefcd5395,5103601,5.794876776,194.1367808,74.79487678,-15.89571754,-54.95194191,2211.036023,69,17.67218743,200.6669079,86.67218743,2005,
2_1_0000eba7d3dfdfd50375,5107602,9.208925268,195.3412257,78.20892527,-16.95797537,-54.88905984,4172.692801,69,25.26202218,210.2867969,94.26202218,2005,
2_1_000008047e70a3f69008,5105200,12.85642028,200.1653917,81.85642028,-16.41674041,-55.19448704,2275.848781,69,23.05142936,204.0711128,92.05142936,2005,
2_1_0000816d7b8f4e1759dd,5104807,10.29911588,196.6339012,79.29911588,-16.09783848,-55.26186068,1682.809519,69,17.74078975,200.2779681,86.74078975,2005,
2_1_000048959ee3b55d9f95,5104609,11.21670791,194.2167079,80.21670791,-17.5800587,-55.33148012,8750.970009,69,24.25947411,210.2691334,93.25947411,2005,
2_1_00004813377b4c00da4d,5106372,1.208657293,200.7769556,70.20865729,-17.04556111,-54.57464949,4122.319679,69,23.66837525,216.2757864,92.66837525,2005,
2_1_000013b83de316c86a40,5104203,12.6358659,203.5709077,81.6358659,-16.67276026,-54.09626689,5080.158715,69,26.48184527,213.7801574,95.48184527,2005,
2_1_0000282e266c3d805111,5100409,5.641571339,189.6805393,74.64157134,-17.14437579,-53.92337091,3760.25818,69,25.47422192,212.1995557,94.47422192,2005,
2_1_00006363eaf98e56d147,5100300,29.83125884,207.1312588,98.83125884,-17.94162061,-53.81557307,5531.80258,69,28.62610604,218.2522066,97.62610604,2005,
2_1_00005aa29eda6c0c5b8e,5100607,14.24989904,197.038576,83.24989904,-17.99777531,-53.48319642,1420.760297,69,23.24388476,207.8291277,92.24388476,2005,
2_1_0000ccf44785e9800c70,5102504,,,,-17.36668599,-58.44859531,24660.53705,68,53.04123389,231.3412339,123.0412339,2005,
2_1_0000f1f2f3011db5feaa,5107107,37.40769555,215.7076955,107.4076955,-15.68910503,-58.54071147,1292.058659,70,,,,2005,
2_1_0000d6083dbf64a6181e,5105507,,,,-16.19449447,-60.37101859,13470.0364,70,,214.1985681,105.8985681,2005,
2_1_00005198152ed9cc0c18,5106752,,,,-16.02819316,-59.91737537,8587.818825,70,131.1003931,269.5003931,201.1003931,2005,
2_1_0000785b8f5270ce2002,5106182,,,,-14.62460141,-60.18238036,4751.907204,55,24.67472643,209.1904142,94.67472643,2005,
2_1_00002237f8672488e11b,5102686,14.83492211,184.8236552,69.83492211,-14.27650147,-59.38512784,6826.707614,52,35.77987362,204.5259081,92.51640174,2005,
2_1_00001be8c299f34ef885,5107958,11.74962391,180.4097943,63.32000846,-14.73689083,-58.98762882,11367.3752,49,28.63352776,198.2403426,84.82563178,2005,
2_1_000087bfe419fe4d9583,5108352,,,,-15.37918625,-59.13809113,1939.944373,70,28.79865618,207.0986562,98.79865618,2005,
2_1_0000863b68e3034c36f8,5101704,,,,-14.9884191,-58.83266394,625.9854241,49,28.79865618,207.0986562,98.79865618,2005,
2_1_0000f433f0ffc8c197c6,5102637,10.2262026,189.5156855,69.53221367,-14.25404203,-58.27782862,9469.670153,52,19.40128958,198.389237,83.70823726,2005,
2_1_0000d20102a75060740a,5107750,49.19845282,238.2984528,107.1984528,-15.18604847,-58.29367477,1758.406682,58,68.97613085,235.2761308,126.9761308,2005,
2_1_00004f3f005484984a0c,5101704,,,,-15.42859359,-58.09828321,5455.744828,58,31.4845614,213.2315478,90.4845614,2005,
2_1_000059430e74fbb945ef,5106232,,,,-14.91206231,-57.70078668,1555.385821,58,33.6490632,210.0399612,91.6490632,2005,
2_1_000076b36ae96b568198,5107263,,,,-14.53476989,-57.66934564,1177.843716,58,42.89587987,209.1958799,100.8958799,2005,
2_1_00006e98dd45959364af,5108857,18.44258975,191.4425897,77.44258975,-14.39553102,-57.65587091,1946.604291,58,29.00414491,207.7402311,88.00414491,2005,
2_1_0000668d9233573f1564,5103502,10.64894279,189.2764437,72.77742736,-14.48757884,-57.55028498,8262.06806,59,24.77382387,203.7895528,89.14059059,2005,
2_1_0000564e8393dce4a58c,5106000,-4.195326838,187.6485028,64.80467316,-14.55273619,-56.86535346,1353.741965,59,17.64299618,201.9296757,85.43818834,2005,
2_1_0000341abda13a80eda4,5100508,24.69020494,224.7902049,93.69020494,-15.01986014,-56.87433662,1852.614004,59,28.65202759,193.2029831,96.65202759,2005,
2_1_00009ac5de89516b5c91,5105234,,,,-15.64418926,-57.99273915,1770.349784,58,21.39451745,203.4519796,91.39451745,2005,
2_1_000024ccb27646b24503,5105622,,,,-15.81486917,-58.2307927,1081.322401,70,34.48410163,212.7841016,104.4841016,2005,
2_1_0000cf3f2c3e9fefa763,5103437,,,,-15.74300394,-57.97028126,359.6984181,70,69.58759353,218.0192692,139.5875935,2005,
2_1_000051cedcd395e277f3,5105259,-10.24972249,174.2700277,57.75027751,-13.35797686,-56.47907789,3677.019293,50,-4.641930723,181.5938025,63.35806928,2005,
2_1_0000da5f1af3773087cb,5108006,5.480318834,185.6953252,69.25622963,-12.82347927,-56.88331977,4528.999824,50,9.491316139,190.7336326,75.800243,2005,
2_1_0000aff78e883355f0d1,5107305,5.828889251,189.7531886,74.86648678,-13.83857554,-57.18874697,4553.800462,61,20.82069041,202.3543721,88.20227204,2005,
