system:index,Muni_code,double_delay,double_harvest,double_plant,latitude,longitude,muni_area_km2,onset,single_delay,single_harvest,single_plant,year,.geo
2_6_000019f0640d85df838c,5106240,77.28023472,211.7532945,99.28023472,-12.30029252,-54.16824044,12754.7676,40,108.2062888,229.782882,130.7344119,2010,
2_6_00003435e1fc974d5667,5108501,75.27647033,210.1873233,99.18506644,-12.17220069,-55.13609654,2973.7934,40,103.444449,223.1398065,128.1686142,2010,
2_6_0000c701db318caaec1e,5107925,66.79415019,207.2586062,93.7734665,-11.96339257,-55.26858402,9367.02827,49,90.80565837,220.6527101,116.7471178,2010,
2_6_0000ea6b0f20abd21433,5107768,73.31779485,209.5705089,95.31779485,-13.41636736,-54.97439979,4749.942567,22,106.235368,226.0752253,128.235368,2010,
2_6_00001e852d0dd44144a7,5106307,81.08180128,215.1103769,106.1982931,-12.36761066,-53.48992745,24256.23226,67,113.7824962,232.7260135,137.1168039,2010,
2_6_0000ef331a3022791b58,5103858,75.67745135,218.927528,107.8417241,-12.26881999,-52.99586599,16994.20033,67,106.7207193,240.3567281,135.7671291,2010,
2_6_0000e0b247e362c9b125,5102702,66.2903165,218.2161947,102.2703115,-12.76958035,-51.63043022,10923.81367,48,100.9161067,246.1095962,135.8595383,2010,
2_6_0000cf70af7797718866,5107065,76.50156834,220.9126681,113.8180208,-11.53892372,-52.16943151,17853.17773,48,109.8322639,246.7226713,144.7768631,2010,
2_6_000015e17b8b0f516065,5102694,50.24693524,207.1940308,85.24693524,-10.99540767,-51.53834383,3466.503525,35,49.66708177,205.2499113,84.66708177,2010,
2_6_000019667622f6247e03,5106778,57.28359889,204.3987922,92.28359889,-10.60464052,-51.16778334,3988.122068,35,90.43089085,227.2665312,125.4308908,2010,
2_6_00001a98425a2f2a4044,5103353,41.91833059,190.9183306,76.91833059,-10.14200815,-51.32504748,5825.039964,35,32.85101455,181.8510145,67.85101455,2010,
2_6_0000e4547b4bb9ad04d0,5107776,32.40796253,197.4079625,83.40796253,-9.863530409,-50.38640902,6492.959664,51,54.73611011,213.533166,105.7361101,2010,
2_6_000059bee336417acb78,5100359,,,,-11.67363571,-51.36766393,2249.210563,37,75.54309428,238.7930943,110.5430943,2010,
2_6_00000270ecad8c7396c6,5101852,74.70173342,213.1496501,110.4979037,-11.95660502,-51.3879615,4290.761587,37,114.0186786,243.740646,148.0186786,2010,
2_6_0000599325b905cc7a0c,5107180,52.00388968,207.3079469,99.00388968,-12.46646525,-51.07345433,11398.41663,49,88.90805749,244.5257602,133.1918374,2010,
2_6_0000914ff30a7448a9f0,5108600,61.09764887,197.884848,96.09764887,-9.77369888,-50.73884323,7462.662941,51,102.603834,220.253834,137.603834,2010,
2_6_0000284fcb045e32cc09,5213103,73.20213925,208.1288655,95.20213925,-17.01189583,-52.33113268,8918.677057,22,94.58719467,217.7630322,116.6193518,2010,
2_6_0000c8f885d15a62afca,5107198,45.23558949,209.9487167,108.1159381,-16.35385834,-52.64327163,627.6958356,74,71.44409436,230.1223523,131.4147861,2010,
2_6_0000d614b707521f8862,5108204,35.75201933,210.0895252,84.75201933,-16.10233006,-52.58488114,2407.475885,74,97.95664914,241.8488467,146.9566491,2010,
2_6_0000a55469c19114aecb,5101803,100.2948079,227.7448079,122.2948079,-14.94131308,-52.08856337,9112.684625,72,111.4290819,243.3091558,152.6813117,2010,
2_6_0000345cf55fda086442,5106174,,,,-13.70606469,-51.61470063,4051.919359,49,68.68286841,215.1140152,102.6828684,2010,
2_6_00007f48dd4b4caa1456,5100201,66.35068535,219.6844595,100.3506853,-13.6948451,-52.01222801,7538.979584,48,93.66852383,229.6937234,127.6685238,2010,
2_6_0000dcf1e0a383eb6653,5106257,85.80721159,216.78937,107.8072116,-14.25180057,-51.83252386,5564.129906,34,119.6347072,238.1124,141.6347072,2010,
2_6_0000c2e06bcf0cbd8141,5102603,,,,-13.85429459,-52.82293469,5988.885858,71,30.87754849,207.3275485,101.8775485,2010,
2_6_00002b1c631d7df522ac,5106281,71.60592779,211.5394548,97.54973426,-14.8177392,-52.78478164,5052.617025,71,93.4575795,222.0455052,115.6753399,2010,
2_6_00002a12eb64652d6054,5103908,78.6598394,215.8809664,100.6227299,-15.38816941,-52.8004768,3807.41337,33,102.2911324,228.0145653,124.7654536,2010,
2_6_0000a018b45735917b0b,5108105,62.31178661,197.6654859,85.31178661,-15.65317242,-53.12387031,4202.709936,23,120.1999398,247.2748697,143.1999398,2010,
2_6_0000743392f358eccf24,5107008,85.79854948,219.4787358,109.873633,-15.3724702,-53.86048884,6923.361049,78,102.3011986,221.4082845,125.1936801,2010,
2_6_000098e15ac276eba6e3,5107040,79.54717835,213.781376,105.5317155,-14.67621686,-53.95930352,5500.578559,78,98.51193817,227.3832909,122.3468425,2010,
2_6_0000bdb8fec2bec935ec,5107792,72.19573574,210.7448809,94.79989593,-14.54375304,-53.38887331,3613.549184,71,98.44998328,228.5986976,120.4499833,2010,
2_6_0000d9cc9ac264951505,5106455,46.06058038,200.0668661,68.06058038,-14.37756471,-54.40846116,2464.97329,22,109.1657222,221.7613286,131.1657222,2010,
2_6_00000299a420bcda4d53,5106208,,,,-14.55722777,-54.63530051,3274.985713,75,121.3802813,247.977533,143.3802813,2010,
2_6_000048f95e9d96881972,5107701,90.76726423,202.585444,112.7672642,-14.30120791,-55.00806499,7543.432493,72,95.91703467,224.3670347,132.9867709,2010,
2_6_0000a943d8e067a6b312,5106224,66.68307013,211.6894138,102.2376681,-13.07275537,-55.62795587,9579.93819,49,93.23356429,228.2909412,125.69649,2010,
2_6_0000f9c4c9a4c7914235,5105903,87.52479176,215.6256053,109.5247918,-14.09908697,-55.39436418,3918.843258,72,106.2929824,227.1861146,130.1863221,2010,
2_6_000003d8fa3e919cc214,5103007,46.48648011,215.6715139,102.433181,-14.80875605,-55.16753758,6511.484888,75,98.14287561,228.2511598,123.1157351,2010,
2_6_00009f0e64f54ee33690,5102678,43.56941985,207.4017326,96.8018642,-15.05130117,-54.55000993,4799.235579,82,96.51196357,226.3682611,130.5385893,2010,
2_6_000092dbc2173f3f1483,5107800,44.19752695,201.8104927,95.41166687,-15.77669239,-54.95867657,12183.40404,71,85.78098432,230.6495958,134.7809843,2010,
2_6_0000b869feffefcd5395,5103601,28.5944341,207.8449195,105.0696285,-15.42410202,-54.58363264,2211.036023,78,99.50801214,283.584859,174.5080121,2010,
2_6_0000eba7d3dfdfd50375,5107602,49.33468853,209.1554544,98.33468853,-16.17645709,-54.39947801,4172.692801,72,80.28000206,228.4008908,127.6315091,2010,
2_6_000008047e70a3f69008,5105200,36.29372767,209.2328476,107.2937277,-15.98554907,-54.52973373,2275.848781,72,74.70526155,231.0314853,145.7052615,2010,
2_6_0000816d7b8f4e1759dd,5104807,17.30029779,202.8270997,88.30029779,-15.68012187,-54.96541664,1682.809519,72,48.48293753,221.3675358,119.4829375,2010,
2_6_000048959ee3b55d9f95,5104609,75.72484839,211.7027387,108.6178387,-17.09496845,-53.93468887,8750.970009,49,104.4361819,228.2292369,130.7032112,2010,
2_6_00004813377b4c00da4d,5106372,121.6412222,227.9106037,143.6412222,-16.56496243,-53.92786249,4122.319679,75,136.6146781,277.6996832,158.6146781,2010,
2_6_000013b83de316c86a40,5104203,108.4030846,229.9531808,130.4030846,-16.08885533,-53.12836188,5080.158715,75,132.6050868,259.7076965,154.6050868,2010,
2_6_0000282e266c3d805111,5100409,102.5734659,224.1462312,124.5734659,-16.54699612,-53.25412602,3760.25818,22,117.8119819,241.6988406,139.8119819,2010,
2_6_00006363eaf98e56d147,5100300,69.4268152,218.8432796,91.4268152,-16.90852783,-53.13734503,5531.80258,22,122.7227997,241.0945353,144.7227997,2010,
2_6_00005aa29eda6c0c5b8e,5100607,84.07008767,216.658574,106.0700877,-17.60700816,-53.13285346,1420.760297,22,97.33018756,222.194802,119.3301876,2010,
2_6_0000ccf44785e9800c70,5102504,29.11534514,212.5653451,107.1153451,-15.80370366,-57.24489687,24660.53705,81,63.45514921,245.5543349,141.4551492,2010,
2_6_00002509e234f7ae8f64,5103957,-1.060740192,193.9392598,79.93925981,-15.71156291,-58.16791063,856.9978026,81,,,,2010,
2_6_0000d6083dbf64a6181e,5105507,,229.561493,124.111493,-14.30566975,-59.56705807,13470.0364,85,,240.9934245,126.8525686,2010,
2_6_00005198152ed9cc0c18,5106752,40.63959925,230.8178822,126.6395993,-14.88736704,-59.08195058,8587.818825,86,58.02366696,249.80165,144.023667,2010,
2_6_0000785b8f5270ce2002,5106182,50.53503043,228.7850304,100.5350304,-14.06315436,-59.40086562,4751.907204,75,72.18774867,267.691584,154.0166935,2010,
2_6_00002237f8672488e11b,5102686,84.41819416,213.3849114,104.7349225,-12.87964877,-58.99885226,6826.707614,50,104.1846456,232.6381899,131.5380014,2010,
2_6_00001be8c299f34ef885,5107958,74.74491245,206.5583633,98.27922723,-14.04967963,-57.48069943,11367.3752,71,99.0932787,227.5026757,123.8328943,2010,
2_6_000087bfe419fe4d9583,5108352,,,,-14.62909299,-58.81020605,1939.944373,86,46.40628767,222.8562877,117.4062877,2010,
2_6_0000863b68e3034c36f8,5101704,,,,-14.68299191,-58.65300088,625.9854241,74,43.26060108,219.7106011,114.2606011,2010,
2_6_0000f433f0ffc8c197c6,5102637,79.15175561,211.7739057,102.7156446,-13.22322957,-57.56603939,9469.670153,49,111.5311451,231.3401328,132.5750522,2010,
2_6_000059430e74fbb945ef,5106232,86.94919713,218.9491971,109.4668445,-14.62460141,-57.13035647,1555.385821,49,98.05112758,225.4498314,133.584193,2010,
2_6_000076b36ae96b568198,5107263,,,,-14.35959841,-57.00908391,1177.843716,48,86.92646543,216.6995278,104.9264654,2010,
2_6_00006e98dd45959364af,5108857,95.56345245,208.2314634,113.5634524,-14.19341008,-56.92823553,1946.604291,18,112.1058878,218.4813566,130.1058878,2010,
2_6_0000668d9233573f1564,5103502,88.57509828,214.7143801,110.2586086,-13.78467662,-56.12873493,8262.06806,49,103.2278634,228.2650348,129.7404577,2010,
2_6_0000564e8393dce4a58c,5106000,80.22451173,216.7803809,98.62244736,-14.17544377,-56.573401,1353.741965,49,88.06287357,221.3136105,117.4762168,2010,
2_6_00005e6885c44ea9c547,5103452,75.3746866,207.3746866,93.3746866,-14.55273619,-56.79348824,1312.413078,49,120.054808,305.854808,169.054808,2010,
2_6_0000341abda13a80eda4,5100508,,,,-14.48985412,-56.46111159,1852.614004,72,86.111911,230.3403918,134.111911,2010,
2_6_000013cc5b2cdbe6f8be,5106851,,,,-15.28037157,-57.01357549,2052.222797,49,28.04538209,202.8453821,66.04538209,2010,
2_6_00009ac5de89516b5c91,5105234,,,,-15.18155689,-57.61544673,1770.349784,71,92.80406252,277.8040625,163.8040625,2010,
2_6_000051cedcd395e277f3,5105259,35.71616805,203.7516672,85.29103216,-12.74263089,-55.94008872,3677.019293,50,63.62836834,218.408414,112.6283683,2010,
2_6_0000da5f1af3773087cb,5108006,53.69397905,212.8622361,98.67696114,-12.34737217,-56.16466754,4528.999824,51,79.81829938,226.7044444,124.8039787,2010,
2_6_0000aff78e883355f0d1,5107305,67.22878543,213.7724242,106.1780469,-13.1603475,-56.47458632,4553.800462,50,85.3411793,233.7151355,130.3175367,2010,
2_6_000011f6dc31e15bd13c,5108907,66.79363732,217.7247818,108.2272262,-11.97688969,-56.90128608,11600.69677,51,90.29281888,229.0407465,134.257425,2010,
2_6_0000a86819e5126f8698,5107875,75.50941679,206.7691278,98.51222268,-12.22607813,-58.35206526,13674.40361,39,99.46080312,230.3800619,127.4507293,2010,
2_6_00000ec96abe580d125b,5101902,59.74117419,212.7073177,98.74117419,-11.44460744,-57.48069943,16019.59576,48,93.12120714,235.2084572,133.8059539,2010,
2_6_000032c4db2beeb1dd6f,5104542,67.68697282,209.9146572,92.23948173,-11.97457133,-56.46111159,2908.76645,47,88.59210641,220.5702758,114.0763037,2010,
2_6_0000d997b6c9dc0ec941,5106802,72.79587138,209.3508203,94.72294798,-11.49397265,-56.19838358,6889.705692,36,103.3614116,227.2179214,125.3614116,2010,
2_6_0000937ef488606059a5,5107941,74.48619836,209.4744796,95.57544727,-10.69223837,-55.93333707,8480.919127,22,103.2551169,226.8086899,124.2551169,2010,
2_6_0000dd9c18725a871edb,5104526,70.32530689,208.2408093,91.77970237,-11.62871994,-55.80983301,3479.762152,22,87.7656227,220.755786,108.7656227,2010,
2_6_0000308f6fd94af9283d,5106216,83.53371924,210.0877785,104.5337192,-10.37107854,-55.68406887,5990.075542,22,97.26196801,238.9612127,118.261968,2010,
2_6_00004423ec551d78f156,5106299,,,,-9.29759178,-56.35780533,4815.779807,40,50.60200048,186.6020005,72.60200048,2010,
2_6_00002a774448b37a4406,5103304,63.68759707,222.6590298,113.6875971,-12.38555139,-59.08194318,21671.89884,50,87.24155915,243.2830909,134.9539786,2010,
2_7_00005aff5522742dc03f,5106265,24.82443307,204.1495679,81.82443307,-9.495221142,-55.04626501,5815.080394,71,98.52709593,267.5270959,153.5270959,2011,
2_7_0000a38a02d7adb1d54a,5104104,70.03162304,228.8136476,127.031623,-9.562594789,-54.22207548,4754.11427,57,74.47406502,245.474065,131.474065,2011,
2_7_0000f5028d3da3fc2087,5105606,62.41645482,219.1729407,119.4164548,-9.629968435,-53.80881207,5260.6138,58,75.34580731,223.0589183,132.3458073,2011,
2_7_0000445524ee4146d4f1,5106422,37.26530774,222.5153077,94.26530774,-9.699597506,-52.93076516,14315.11726,59,84.42225533,232.6222553,141.4222553,2011,
2_7_0000cb2a646329481516,5107743,,,,-9.755732575,-52.18962241,5675.223313,69,136.4754346,295.6275976,194.4754346,2011,
2_7_0000dc2d69eb619ae00f,5105580,34.85619093,221.1061909,92.85619093,-10.55972475,-53.36416509,12330.14829,70,77.06480363,240.5148036,135.0648036,2011,
2_7_00004234272352c5d97d,5107354,,,,-10.3800617,-52.2300466,7489.749363,58,64.61715191,228.0671519,122.6171519,2011,
2_7_0000137f8185e9645862,5107859,53.37950861,231.7515401,118.3567185,-11.06507296,-50.85119156,16781.53295,78,66.57898453,247.8167566,127.8909044,2011,
2_7_0000c9cd78e3dc7229b5,5106190,74.33360308,254.5624236,132.3336031,-10.64506471,-54.66897259,2368.957071,58,65.05311028,228.5031103,123.0531103,2011,
2_7_0000e355c6d9aabfc531,5108055,50.31053413,235.5154077,107.3105341,-10.32616278,-54.71388836,2573.023626,57,45.11015793,230.3601579,102.1101579,2011,
2_7_0000a7c339266c34043a,5108808,46.78394764,207.4168071,101.7839476,-10.12853342,-55.19897861,1118.405318,57,86.51285433,255.5128543,141.5128543,2011,
2_7_0000f7f7ed2df2723c5c,5103205,,,,-10.26328071,-55.24389438,3104.968237,59,73.8814429,261.1314429,132.8814429,2011,
2_7_0000c783ea68e049a389,5104559,54.20366218,233.9171415,129.1561095,-10.95498348,-55.04404492,4549.253985,77,59.68776118,244.7075549,129.2686536,2011,
2_7_00006a1dc3eec8d9b903,5103056,43.19761608,224.7437711,111.780071,-11.22896964,-54.74532939,3866.018161,69,59.35757058,231.7779771,126.8418511,2011,
2_7_000091b0220c7f13a109,5107909,37.68388385,218.7316831,106.6838839,-11.38168324,-55.21694492,3957.450188,69,57.36370786,237.2886307,126.3637079,2011,
2_7_00001c54c272496761e1,5107248,36.62225649,217.6021207,105.6222565,-11.72753462,-54.47359771,3870.366973,69,62.5251209,237.2338448,131.5251209,2011,
2_7_0000212db09c736a9e89,5108303,41.37876612,219.5491747,107.8057203,-11.28736013,-53.89642145,4600.237578,69,57.20644867,242.361391,126.2064487,2011,
2_7_0000ca93741c12e7e196,5103700,42.39916452,222.1513287,109.7894556,-11.18405388,-53.41353428,11507.3391,69,52.71812915,231.7914904,120.4548441,2011,
2_7_000019f0640d85df838c,5106240,46.45478584,219.5327259,108.4698211,-12.30029252,-54.16824044,12754.7676,69,69.43395638,240.3259969,128.4897636,2011,
2_7_00003435e1fc974d5667,5108501,40.28795555,219.2328118,106.2198506,-12.17220069,-55.13609654,2973.7934,69,51.5048866,229.2539096,119.3828339,2011,
2_7_0000c701db318caaec1e,5107925,37.54480351,215.4461064,103.7747914,-11.96339257,-55.26858402,9367.02827,69,53.50541178,230.2493817,119.3917404,2011,
2_7_0000ea6b0f20abd21433,5107768,31.71993614,219.9547138,106.7942438,-13.41636736,-54.97439979,4749.942567,76,55.77593785,241.7243136,129.7927791,2011,
2_7_00001e852d0dd44144a7,5106307,52.12679697,219.8779233,110.6466277,-12.36761066,-53.48992745,24256.23226,71,84.81601604,252.7500199,143.6853862,2011,
2_7_0000ef331a3022791b58,5103858,40.71965414,223.6182095,109.0869174,-12.26881999,-52.99586599,16994.20033,75,78.36129708,254.2735308,146.745798,2011,
2_7_0000e0b247e362c9b125,5102702,31.44897603,221.8198949,107.6732002,-12.76958035,-51.63043022,10923.81367,78,58.87224621,251.0241831,132.2741803,2011,
2_7_0000cf70af7797718866,5107065,33.76501895,220.7928118,104.6938325,-11.53892372,-52.16943151,17853.17773,76,67.21912848,248.3097908,137.7989954,2011,
2_7_000015e17b8b0f516065,5102694,43.81682118,214.9629037,104.7209672,-10.99540767,-51.53834383,3466.503525,70,52.14741677,235.7405177,120.7211067,2011,
2_7_000019667622f6247e03,5106778,57.89587181,221.3458718,115.8958718,-10.60464052,-51.16778334,3988.122068,80,36.0141982,210.620809,106.0141982,2011,
2_7_00001a98425a2f2a4044,5103353,,,,-10.14200815,-51.32504748,5825.039964,80,43.84558482,206.2955848,100.8455848,2011,
2_7_0000e4547b4bb9ad04d0,5107776,26.71554539,213.866886,102.7155454,-9.863530409,-50.38640902,6492.959664,80,61.04107712,243.5268153,137.0410771,2011,
2_7_000059bee336417acb78,5100359,36.86489411,223.1148941,97.97021917,-11.67363571,-51.36766393,2249.210563,78,38.86740819,220.6177598,96.86740819,2011,
2_7_00005dc1cc26de2258d0,5107883,,,,-11.85329876,-51.18350929,1506.275017,78,-12.89305855,179.1069414,65.10694145,2011,
2_7_00000270ecad8c7396c6,5101852,29.81510612,214.2234841,100.3159842,-11.95660502,-51.3879615,4290.761587,78,93.17150225,278.3284538,163.1715022,2011,
2_7_0000599325b905cc7a0c,5107180,35.25288375,219.2329099,105.2528838,-12.46646525,-51.07345433,11398.41663,78,71.17769727,255.1776973,141.1776973,2011,
2_7_000071195e07d89b3646,5103106,,,,-12.92917525,-50.68267986,16592.17844,78,94.36133493,291.3613349,177.3613349,2011,
2_7_0000914ff30a7448a9f0,5108600,,,,-9.77369888,-50.73884323,7462.662941,76,67.38076395,253.0331481,136.3807639,2011,
2_7_0000284fcb045e32cc09,5213103,37.64629569,208.4401902,98.64629569,-17.01189583,-52.33113268,8918.677057,61,52.29229345,229.7201798,113.2922934,2011,
2_7_0000c8f885d15a62afca,5107198,38.63778994,214.7234009,97.63778994,-16.35385834,-52.64327163,627.6958356,59,72.42754198,245.0570296,131.427542,2011,
2_7_0000d614b707521f8862,5108204,42.15205121,216.6302287,101.1520512,-16.10233006,-52.58488114,2407.475885,61,88.37143627,265.8630371,147.3714363,2011,
2_7_0000a55469c19114aecb,5101803,69.55364153,233.0036415,127.5536415,-14.94131308,-52.08856337,9112.684625,79,72.33284162,248.7706235,134.0573774,2011,
2_7_0000345cf55fda086442,5106174,32.50102693,220.8132393,110.5010269,-13.70606469,-51.61470063,4051.919359,79,41.70576629,241.7712195,119.7057663,2011,
2_7_00007f48dd4b4caa1456,5100201,44.71204817,233.3916488,122.7120482,-13.6948451,-52.01222801,7538.979584,78,59.24995569,256.0089045,136.1655349,2011,
2_7_0000dcf1e0a383eb6653,5106257,69.38099464,262.3809946,148.3809946,-14.25180057,-51.83252386,5564.129906,79,66.73881817,251.1307876,145.1839394,2011,
2_7_0000c2e06bcf0cbd8141,5102603,,,,-13.85429459,-52.82293469,5988.885858,76,73.14152657,221.9102846,134.1415266,2011,
2_7_00002b1c631d7df522ac,5106281,46.10691717,223.3624432,107.1069172,-14.8177392,-52.78478164,5052.617025,62,62.24117115,239.6087518,123.2411712,2011,
2_7_00002a12eb64652d6054,5103908,46.78992563,227.4147675,107.7899256,-15.38816941,-52.8004768,3807.41337,62,66.50964187,242.218703,130.069165,2011,
2_7_0000a018b45735917b0b,5108105,84.60128809,251.5932215,144.6012881,-15.65317242,-53.12387031,4202.709936,61,73.47509832,246.1691197,135.8275967,2011,
2_7_0000743392f358eccf24,5107008,42.83052292,230.9404467,118.9104457,-15.3724702,-53.86048884,6923.361049,82,61.63635075,241.2789391,137.8380569,2011,
2_7_000098e15ac276eba6e3,5107040,38.7839251,226.21411,111.2295054,-14.67621686,-53.95930352,5500.578559,85,59.49997009,237.2338907,127.5278368,2011,
2_7_0000bdb8fec2bec935ec,5107792,50.73596257,226.4623986,111.7359626,-14.54375304,-53.38887331,3613.549184,61,68.21188183,241.7360041,129.2118818,2011,
2_7_0000d9cc9ac264951505,5106455,50.44914472,226.6920542,109.4491447,-14.37756471,-54.40846116,2464.97329,71,78.5861436,245.0495521,137.5861436,2011,
2_7_00000299a420bcda4d53,5106208,,,,-14.55722777,-54.63530051,3274.985713,75,47.18405191,224.6340519,119.1840519,2011,
2_7_000048f95e9d96881972,5107701,23.78364575,211.1410848,98.78364575,-14.30120791,-55.00806499,7543.432493,77,60.82320052,239.3801095,119.8232005,2011,
2_7_0000a943d8e067a6b312,5106224,38.79432607,222.7646504,110.835614,-13.07275537,-55.62795587,9579.93819,76,60.42024372,242.5471559,130.631465,2011,
2_7_0000f9c4c9a4c7914235,5105903,44.47253884,234.895443,119.4725388,-14.09908697,-55.39436418,3918.843258,76,65.1230289,241.7723803,140.1230289,2011,
2_7_000003d8fa3e919cc214,5103007,49.21737597,240.1126758,131.217376,-14.80875605,-55.16753758,6511.484888,85,46.49545795,242.7278613,131.495458,2011,
2_7_00009f0e64f54ee33690,5102678,68.64532007,265.6998547,153.6453201,-15.05130117,-54.55000993,4799.235579,85,60.47202323,247.3403632,137.3193294,2011,
2_7_000092dbc2173f3f1483,5107800,40.69422694,228.4658376,115.6942269,-15.77669239,-54.95867657,12183.40404,76,54.9285958,242.2022676,129.9285958,2011,
2_7_0000b869feffefcd5395,5103601,71.66975747,241.4021318,147.6697575,-15.42410202,-54.58363264,2211.036023,82,123.6223786,297.3501546,199.6223786,2011,
2_7_000095e0766be1e57597,5103007,,,,-15.06926748,-54.86211038,0.047622662,72,39.43537164,216.8853716,111.4353716,2011,
2_7_0000eba7d3dfdfd50375,5107602,63.08982024,228.5781922,124.6975024,-16.17645709,-54.39947801,4172.692801,75,63.92796886,247.3319595,132.8233258,2011,
2_7_000008047e70a3f69008,5105200,24.38930125,209.1732051,99.38930125,-15.98554907,-54.52973373,2275.848781,75,63.80663359,244.601244,138.8066336,2011,
2_7_0000816d7b8f4e1759dd,5104807,60.6611867,218.3111867,135.6611867,-15.68012187,-54.96541664,1682.809519,76,59.62301631,239.9643698,134.6230163,2011,
2_7_000048959ee3b55d9f95,5104609,66.25690048,238.5105109,130.5005348,-17.09496845,-53.93468887,8750.970009,89,75.70874967,245.2921209,136.8228607,2011,
2_7_00004813377b4c00da4d,5106372,88.34839305,235.1561977,148.3457108,-16.56496243,-53.92786249,4122.319679,60,115.7999335,297.7713892,174.6745399,2011,
2_7_000013b83de316c86a40,5104203,62.62700203,235.6816182,122.627002,-16.08885533,-53.12836188,5080.158715,60,83.19579509,250.2496995,143.1957951,2011,
2_7_0000282e266c3d805111,5100409,62.31932437,233.8693477,122.3193244,-16.54699612,-53.25412602,3760.25818,60,93.56646121,251.8367816,153.5664612,2011,
2_7_00006363eaf98e56d147,5100300,60.0659546,248.3159546,120.0659546,-16.90852783,-53.13734503,5531.80258,61,71.33237653,244.5432931,131.5659284,2011,
2_7_00005aa29eda6c0c5b8e,5100607,44.82491395,215.6960339,105.3553891,-17.60700816,-53.13285346,1420.760297,61,47.78172526,217.9104404,107.305254,2011,
2_7_0000ccf44785e9800c70,5102504,,,,-15.80370366,-57.24489687,24660.53705,147,61.94167661,267.6790545,153.6790545,2011,
2_7_0000f1f2f3011db5feaa,5107107,,,,-15.41062729,-58.08706225,1292.058659,94,71.59746199,242.3338019,132.597462,2011,
2_7_0000d6083dbf64a6181e,5105507,,231.4444993,125.9944993,-14.30566975,-59.56705807,13470.0364,90,,271.9229168,160.8457682,2011,
2_7_00005198152ed9cc0c18,5106752,52.70832938,266.1422708,142.7083294,-14.88736704,-59.08195058,8587.818825,90,57.49378886,261.4937889,147.4937889,2011,
2_7_0000785b8f5270ce2002,5106182,,231.1123332,125.6623332,-14.06315436,-59.40086562,4751.907204,75,77.25340361,268.4096103,162.5203872,2011,
2_7_00002237f8672488e11b,5102686,52.45012553,224.3418581,111.7605398,-12.87964877,-58.99885226,6826.707614,60,74.44014157,245.6815542,135.4221872,2011,
2_7_00001be8c299f34ef885,5107958,53.01194801,229.0262139,113.011948,-14.04967963,-57.48069943,11367.3752,60,72.28340463,244.1889262,132.2834046,2011,
2_7_000087bfe419fe4d9583,5108352,,,,-14.62909299,-58.81020605,1939.944373,89,75.69258093,244.3808324,135.6925809,2011,
2_7_0000863b68e3034c36f8,5101704,,,,-14.68299191,-58.65300088,625.9854241,60,72.47268044,246.4726804,132.4726804,2011,
2_7_00009392e0f905f92532,5108352,,,,-14.59316038,-58.75630714,0.048812937,60,70.05223842,244.0522384,130.0522384,2011,
2_7_0000f433f0ffc8c197c6,5102637,55.72855446,226.7588732,115.7285545,-13.22322957,-57.56603939,9469.670153,60,75.65230063,249.2379693,135.6523006,2011,
2_7_00004f3f005484984a0c,5101704,,,,-14.82672235,-56.92601493,5455.744828,76,69.3819863,234.8319863,129.3819863,2011,
2_7_000059430e74fbb945ef,5106232,51.16637771,216.6163777,111.1663777,-14.62460141,-57.13035647,1555.385821,60,63.99989124,238.0338688,123.9998912,2011,
2_7_000076b36ae96b568198,5107263,,,,-14.35959841,-57.00908391,1177.843716,60,41.85299449,230.1029945,101.8529945,2011,
2_7_00006e98dd45959364af,5108857,59.22785647,235.7139283,119.2278565,-14.19341008,-56.92823553,1946.604291,60,77.11472807,241.9343474,137.1147281,2011,
2_7_0000668d9233573f1564,5103502,53.47574509,229.8259501,116.5116607,-13.78467662,-56.12873493,8262.06806,76,69.60479059,247.2885221,131.6125394,2011,
2_7_0000564e8393dce4a58c,5106000,42.55100851,212.1534436,104.6844843,-14.17544377,-56.573401,1353.741965,76,55.82352248,235.5410235,114.8235225,2011,
2_7_0000627b5e81134f6874,5101308,,,,-14.39553102,-56.76204721,418.5709163,60,87.62466503,261.624665,147.624665,2011,
2_7_00005e6885c44ea9c547,5103452,42.97675158,208.4267516,102.9767516,-14.55273619,-56.79348824,1312.413078,60,55.77589713,241.6023963,115.7758971,2011,
2_7_0000341abda13a80eda4,5100508,45.8452567,232.6347283,104.8452567,-14.48985412,-56.46111159,1852.614004,76,62.53521423,235.218249,121.5352142,2011,
2_7_000013cc5b2cdbe6f8be,5106851,,,,-15.28037157,-57.01357549,2052.222797,77,44.63612446,227.0861245,121.6361245,2011,
2_7_00009ac5de89516b5c91,5105234,,,,-15.18155689,-57.61544673,1770.349784,61,13.70395966,202.9539597,74.70395966,2011,
2_7_000024ccb27646b24503,5105622,,,,-15.43757675,-57.92087392,1081.322401,61,78.21140006,252.0246743,139.2114001,2011,
2_7_000051cedcd395e277f3,5105259,41.45951489,214.7116655,103.7116036,-12.74263089,-55.94008872,3677.019293,76,59.27346164,231.6816542,121.1639652,2011,
2_7_0000da5f1af3773087cb,5108006,49.4527297,222.1502407,112.5196965,-12.34737217,-56.16466754,4528.999824,65,63.8652392,237.1353574,123.8652392,2011,
2_7_0000aff78e883355f0d1,5107305,54.83512786,239.3703199,124.8907222,-13.1603475,-56.47458632,4553.800462,76,59.83281825,244.5935234,133.6724029,2011,
