system:index,Muni_code_median,Muni_code_sum,count,double_area_km2_median,double_area_km2_sum,double_delay_median,double_delay_sum,double_harvest_median,double_harvest_sum,double_plant_median,double_plant_sum,label,latitude_median,latitude_sum,longitude_median,longitude_sum,onset_historicalRange_median,onset_historicalRange_sum,onset_median,onset_sum,single_area_km2_median,single_area_km2_sum,single_delay_median,single_delay_sum,single_harvest_median,single_harvest_sum,single_plant_median,single_plant_sum,total_planted_area_km2_median,total_planted_area_km2_sum,year_median,year_sum
3_+5175+4452,5103106,1.57E+10,3080,,0,,0,,0,,0,23518824,-13.62522566,-41965.69504,-51.1251188,-157465.3659,32,98560,49,150920,,0,,0,,0,,0,,0,2007,6181560
3_+5175+4507,5103106,1.54E+10,3025,,0,,0,,0,,0,24770088,-13.87450815,-41970.38716,-51.1251188,-154653.4844,32,96800,49,148225,,0,,0,,0,,0,,0,2007,6071175
3_+5175+4563,5103106,1.57E+10,3080,,0,,0,,0,,0,24815070,-14.12379064,-43501.27518,-51.1251188,-157465.3659,32,98560,49,150920,,0,,0,,0,,0,,0,2007,6181560
3_+5175+4619,5103106,1.57E+10,3080,,0,,0,,0,,0,23291807,-14.37531892,-44275.98228,-51.1251188,-157465.3659,32,98560,49,150920,,0,,0,,0,,0,,0,2007,6181560
3_+5176+4647,5103106,5.66E+08,111,,0,,0,,0,,0,28712320,-14.53476989,-1614.212857,-50.99037151,-5659.729116,58,6438,56,6216,,0,,0,,0,,0,,0,2007,222777
3_+5181+4619,5103106,1.41E+09,280,,0,,0,,0,,0,24453107,-14.33714052,-4021.195102,-50.99037151,-14276.64825,50,14000,49,13720,,0,,0,,0,,0,,0,2007,561960
3_+5184+4563,5103106,7.23E+09,1419,,0,,0,,0,,0,24790668,-14.09010382,-20005.45008,-50.94545574,-72277.76315,58,82302,49,69531,,0,,0,,0,,0,,0,2007,2847933
3_+5206+4452,5103106,1.33E+10,2601,,0,,0,,0,,0,23024904,-13.60950514,-35409.21944,-50.8960484,-132375.6093,41,106641,49,127449,,0,,0,,0,,0,,0,2007,5220207
3_+5208+4507,5103106,9.35E+09,1835,,0,,0,,0,,0,24412000,-13.87450815,-25459.19245,-50.92748944,-93449.94886,29,53215,50,91750,,0,,0,,0,,0,,0,2007,3682845
3_+5231+3617,5108600,1.28E+10,2512,,0,,0,,0,,0,21538244,-9.89946302,-24868.12484,-50.8780821,-127804.0848,30,75360,49,123088,,0,,0,,0,,0,,0,2007,5041584
3_+5231+3673,5108600,1.60E+10,3136,,0,,0,,0,,0,19438692,-10.12628763,-31756.03801,-50.87583631,-159546.6227,52,163072,49,153664,,0,,0,,0,,0,,0,2007,6293952
3_+5231+3728,5107776,1.57E+10,3080,0.244389031,0.488778063,41.91481718,83.82963437,207.7648172,415.5296344,90.91481718,181.8296344,20887230,-10.37557012,-31956.75597,-50.87583631,-156697.5758,29,89320,49,150920,0.244392453,1.222016641,44.24874075,244.5006642,215.273266,1070.900664,93.24874075,489.5006642,0.244392453,1.710794703,2007,6181560
3_+5231+3784,5107776,1.60E+10,3136,,0,,0,,0,,0,21104692,-10.62485261,-33319.53779,-50.87583631,-159546.6227,29,90944,49,153664,,0,,0,,0,,0,,0,2007,6293952
3_+5231+3840,5105309,1.60E+10,3136,,0,,0,,0,,0,21570900,-10.87638089,-34108.33048,-50.87583631,-159546.6227,28,87808,50,156800,,0,,0,,0,,0,,0,2007,6293952
3_+5231+3895,5105309,1.57E+10,3080,,0,,0,,0,,0,21329100,-11.12566338,-34267.04322,-50.87583631,-156697.5758,41,126280,50,154000,,0,,0,,0,,0,,0,2007,6181560
3_+5231+3951,5107859,1.60E+10,3136,,0,,0,,0,,0,20926626,-11.37494587,-35671.83026,-50.87583631,-159546.6227,41,128576,49,153664,,0,,0,,0,,0,,0,2007,6293952
3_+5231+4007,5107859,1.60E+10,3136,,0,,0,,0,,0,21155015,-11.62647415,-36460.62295,-50.87583631,-159546.6227,41,128576,49,153664,,0,,0,,0,,0,,0,2007,6293952
3_+5231+4062,5107859,1.57E+10,3080,,0,,0,,0,,0,21607922,-11.87575665,-36577.33047,-50.87583631,-156697.5758,43,132440,49,150920,,0,,0,,0,,0,,0,2007,6181560
3_+5231+4118,5106315,1.60E+10,3136,,0,,0,,0,,0,21944699,-12.12503914,-38024.12273,-50.87583631,-159546.6227,50,156800,49,153664,,0,,0,,0,,0,,0,2007,6293952
3_+5231+4229,5106315,1.60E+10,3136,,0,,0,,0,,0,22940820,-12.62360412,-39587.62252,-50.87583631,-159546.6227,59,185024,49,153664,,0,,0,,0,,0,,0,2007,6293952
3_+5231+4285,5103106,1.60E+10,3136,,0,,0,,0,,0,23063859,-12.8751324,-40376.4152,-50.87583631,-159546.6227,46,144256,49,153664,,0,,0,,0,,0,,0,2007,6293952
3_+5231+4340,5103106,1.57E+10,3080,,0,,0,,0,,0,22337532,-13.12441489,-40423.19786,-50.87583631,-156697.5758,30,92400,49,150920,,0,,0,,0,,0,,0,2007,6181560
3_+5231+4396,5103106,1.60E+10,3136,,0,,0,,0,,0,23428125,-13.37369738,-41939.91499,-50.87583631,-159546.6227,32,100352,49,153664,,0,,0,,0,,0,,0,2007,6293952
3_+5232+4399,5103106,3.57E+07,7,,0,,0,,0,,0,23749320,-13.50170731,-94.52991747,-50.7433348,-355.2033436,54,378,49,343,,0,,0,,0,,0,,0,2007,14049
3_+5233+3951,5106584,2.32E+09,455,,0,,0,,0,,0,22748700,-11.30981802,-5152.722528,-50.72986007,-23078.62782,46,20930,50,22750,,0,,0,,0,,0,,0,2007,913185
3_+5237+4396,5103106,6.42E+09,1258,,0,,0,,0,,0,22722525,-13.33551898,-16790.89161,-50.69841904,-63771.39768,42,52836,49,61642,,0,,0,,0,,0,,0,2007,2524806
3_+5238+4007,5107859,3.44E+09,673,,0,,0,,0,,0,23372150,-11.64219467,-7834.905061,-50.71638534,-34130.19147,48,32304,50,33650,,0,,0,,0,,0,,0,2007,1350711
3_+5246+4062,5106315,4.66E+09,912,,0,,0,,0,,0,22380700,-11.89372295,-10844.82954,-50.71189377,-46246.9609,31,28272,50,45600,,0,,0,,0,,0,,0,2007,1830384
3_+5252+3895,5105309,6.84E+09,1339,,0,,0,,0,,0,22098804,-11.1032055,-14881.63708,-50.69392746,-67878.48615,35,46865,49,65611,,0,,0,,0,,0,,0,2007,2687373
3_+5252+4173,5106315,7.06E+09,1383,,0,,0,,0,,0,22357377,-12.3788132,-17114.11351,-50.69392746,-70108.63718,30,41490,49,67767,,0,,0,,0,,0,,0,2007,2775681
3_+5253+4118,5106315,4.86E+09,952,,0,,0,,0,,0,22154958,-12.1317765,-11548.17113,-50.71189377,-48276.90989,28,26656,49,46648,,0,,0,,0,,0,,0,2007,1910664
3_+5259+4229,5106315,5.47E+09,1071,,0,,0,,0,,0,22952727,-12.65279937,-13531.44358,-50.70740219,-54303.36524,42,44982,49,52479,,0,,0,,0,,0,,0,2007,2149497
3_+5260+3840,5105309,8.90E+09,1743,,0,,0,,0,,0,20638800,-10.86964353,-18946.10757,-50.68045273,-88333.9046,29,50547,49,85407,,0,,0,,0,,0,,0,2007,3498201
3_+5266+4340,5103106,9.77E+09,1915,,0,,0,,0,,0,22873347,-13.12441489,-25131.85763,-50.67146958,-97035.95857,43,82345,49,93835,,0,,0,,0,,0,,0,2007,3843405
3_+5267+4285,5103106,1.24E+10,2439,,0,,0,,0,,0,22297842,-12.89085292,-31431.29058,-50.65350327,-123527.2083,30,73170,49,119511,,0,,0,,0,,0,,0,2007,4895073
3_+5271+3784,5107776,1.23E+10,2404,,0,,0,,0,,0,20925450,-10.60464052,-25517.90015,-50.65350327,-121765.3535,29,69716,49,117796,,0,,0,,0,,0,,0,2007,4824828
3_+5285+3728,5107776,1.57E+10,3078,0.244400961,0.488801922,26.36093781,52.72187562,200.7609378,401.5218756,75.36093781,150.7218756,21066864,-10.37557012,-31935.76229,-50.62655382,-155821.8627,31,95418,49,150822,,0,,0,,0,,0,0.244400961,0.488801922,2007,6177546
3_+5287+3617,5107776,1.18E+10,2306,,0,,0,,0,,0,21511147,-9.908446173,-22847.78991,-50.62655382,-116744.1144,30,69180,49,112994,,0,,0,,0,,0,,0,2007,4628142
3_+5287+3673,5107776,1.60E+10,3136,,0,,0,,0,,0,21284718,-10.12628763,-31756.03801,-50.62430803,-158757.83,29,90944,49,153664,,0,,0,,0,,0,,0,2007,6293952
3_+5290+3727,5107776,3.35E+09,656,,0,,0,,0,,0,14215292,-10.32616278,-6778.297155,-50.46485706,-33102.73189,31,20336,49,32144,,0,,0,,0,,0,,0,2007,1316592
3_+5310+3673,5107776,8.65E+09,1693,,0,,0,,0,,0,21261786,-10.09709238,-17116.04477,-50.42892445,-85371.16997,30,50790,49,82957,,0,,0,,0,,0,,0,2007,3397851
3_+5333+3617,5107776,9.93E+09,1945,,0,,0,,0,,0,22063671,-9.91293775,-19281.62063,-50.38400869,-97996.50164,30,58350,49,95305,,0,,0,,0,,0,,0,2007,3903615
3_+5343+3590,5107776,1.89E+08,37,,0,,0,,0,,0,21601728,-9.854547256,-364.6092653,-50.24027824,-1858.894787,30,1110,48,1776,,0,,0,,0,,0,,0,2007,74259
4_+2830+3450,5103254,1.28E+08,25,,0,,0,,0,,0,5764500,-9.248184439,-231.1327458,-61.56803398,-1539.169408,43,1075,63,1575,,0,,0,,0,,0,,0,2008,50200
4_+2838+3367,5103254,5.77E+08,113,,0,,0,,0,,0,7717572,-8.812501526,-996.7424288,-61.51413506,-6951.941678,42,4746,62,7006,,0,,0,,0,,0,,0,2008,226904
4_+2838+3394,5103254,1.28E+08,25,,0,,0,,0,,0,7717572,-8.98318143,-224.5885189,-61.50515191,-1537.646764,42,1050,62,1550,,0,,0,,0,,0,,0,2008,50200
4_+2838+3450,5103254,2.43E+09,476,,0,,0,,0,,0,5764500,-9.113437147,-4340.210429,-61.51862664,-29283.3873,43,20468,63,29988,,0,,0,,0,,0,,0,2008,955808
4_+2838+3506,5103254,5.77E+09,1130,,0,,0,,0,,0,9883230,-9.342507544,-10572.30488,-61.54557609,-69550.36823,38,42940,70,79100,,0,,0,,0,,0,,0,2008,2269040
4_+2838+3522,5103254,4.13E+08,81,,0,,0,,0,,0,10138590,-9.522170601,-771.6147206,-61.50964348,-4982.725788,38,3078,67,5427,,0,,0,,0,,0,,0,2008,162648
4_+2838+3532,5103254,1.53E+07,3,,0,,0,,0,,0,10138590,-9.612002129,-28.83600639,-61.50066033,-184.501981,38,114,67,201,,0,,0,,0,,0,,0,2008,6024
4_+2838+3561,5103254,6.89E+08,135,,0,,0,,0,,0,10138590,-9.719799963,-1312.177487,-61.51862664,-8305.791639,38,5130,67,9045,,0,,0,,0,,0,,0,2008,271080
4_+2838+3617,5103254,1.71E+09,335,,0,,0,,0,,0,10613916,-9.877005138,-3307.363908,-61.51413506,-20607.18584,35,11725,68,22780,,0,,0,,0,,0,,0,2008,672680
4_+2838+3673,5107578,4.84E+09,947,,0,,0,,0,,0,10595097,-10.12853342,-9593.746848,-61.53659294,-58276.70311,35,33145,67,63449,,0,,0,,0,,0,,0,2008,1901576
4_+2838+3702,5107578,1.22E+09,239,,0,,0,,0,,0,10741467,-10.29023017,-2460.10612,-61.52311821,-14704.43848,35,8365,67,16013,,0,,0,,0,,0,,0,2008,479912
4_+2838+3837,5107578,1.13E+09,221,,0,,0,,0,,0,15806838,-10.90557614,-2410.082919,-61.50964348,-13594.02647,30,6630,67,14807,,0,,0,,0,,0,,0,2008,443768
4_+2893+3394,5103254,1.24E+10,2429,,0,,0,,0,,0,6852768,-8.897841478,-21612.00355,-61.37040461,-149074.3542,42,102018,62,150598,,0,,0,,0,,0,,0,2008,4877432
4_+2893+3450,5103254,1.57E+10,3080,,0,,0,,0,,0,7541100,-9.124666088,-28103.97155,-61.37489619,-189034.6803,43,132440,63,194040,,0,,0,,0,,0,,0,2008,6184640
4_+2893+3506,5103254,1.57E+10,3080,,0,,0,,0,,0,9500190,-9.376194367,-28878.67865,-61.37489619,-189034.6803,38,117040,69,212520,,0,,0,,0,,0,,0,2008,6184640
4_+2893+3561,5103254,1.53E+10,2997,,0,,0,,0,,0,10102680,-9.625476859,-28847.42838,-61.37489619,-183937.321,38,113886,69,206793,,0,,0,,0,,0,,0,2008,6017976
4_+2893+3617,5103254,1.57E+10,3080,,0,,0,,0,,0,17958705,-9.87475935,-30414.2588,-61.37489619,-189034.6803,35,107800,69,212520,,0,,0,,0,,0,,0,2008,6184640
4_+2893+3673,5107578,1.57E+10,3080,,0,,0,,0,,0,18003906,-10.12628763,-31188.9659,-61.37489619,-189034.6803,37,113960,66,203280,,0,,0,,0,,0,,0,2008,6184640
4_+2893+3728,5107578,1.48E+10,2888,,0,,0,,0,,0,17777901,-10.37107854,-29955.20522,-61.37040461,-177235.6624,34,98192,67,193496,,0,,0,,0,,0,,0,2008,5799104
4_+2893+3784,5107578,1.47E+10,2873,,0,,0,,0,,0,18003906,-10.6270984,-30528.86893,-61.36591304,-176306.5768,34,97682,67,192491,,0,,0,,0,,0,,0,2008,5768984
4_+2893+3837,5107578,1.47E+10,2871,,0,,0,,0,,0,15436884,-10.86964353,-31210.95517,-61.37489619,-176202.3728,31,89001,67,192357,,0,,0,,0,,0,,0,2008,5764968
4_+2949+3394,5103254,1.29E+10,2520,,0,,0,,0,,0,6637536,-8.897841478,-22422.56053,-61.1256137,-154036.5465,44,110880,62,156240,,0,,0,,0,,0,,0,2008,5060160
4_+2949+3450,5103254,1.60E+10,3136,,0,,0,,0,,0,7480224,-9.124666088,-28614.95285,-61.1256137,-191689.9246,38,119168,62,194432,,0,,0,,0,,0,,0,2008,6297088
4_+2949+3506,5103254,1.60E+10,3136,,0,,0,,0,,0,10047276,-9.376194367,-29403.74554,-61.1256137,-191689.9246,38,119168,69,216384,,0,,0,,0,,0,,0,2008,6297088
4_+2949+3561,5103254,1.57E+10,3080,,0,,0,,0,,0,17871780,-9.625476859,-29646.46872,-61.1256137,-188266.8902,35,107800,69,212520,,0,,0,,0,,0,,0,2008,6184640
4_+2949+3617,5103254,1.60E+10,3136,,0,,0,,0,,0,18083877,-9.87475935,-30967.24532,-61.1256137,-191689.9246,35,109760,69,216384,,0,,0,,0,,0,,0,2008,6297088
4_+2949+3673,5107578,1.60E+10,3136,,0,,0,,0,,0,18049107,-10.12628763,-31756.03801,-61.1256137,-191689.9246,34,106624,69,216384,,0,,0,,0,,0,,0,2008,6297088
4_+2949+3728,5107578,1.57E+10,3080,,0,,0,,0,,0,18108216,-10.37557012,-31956.75597,-61.1256137,-188266.8902,34,104720,67,206360,,0,,0,,0,,0,,0,2008,6184640
4_+2949+3784,5107578,1.60E+10,3136,,0,,0,,0,,0,16152312,-10.62485261,-33319.53779,-61.1256137,-191689.9246,34,106624,67,210112,,0,,0,,0,,0,,0,2008,6297088
4_+2949+3838,5107578,1.53E+10,2995,,0,,0,,0,,0,15172347,-10.86964353,-32557.85672,-61.12336791,-183069.4546,31,92845,67,200665,,0,,0,,0,,0,,0,2008,6013960
4_+3005+3394,5103254,1.29E+10,2520,,0,,0,,0,,0,7471332,-8.897841478,-22422.56053,-60.87408542,-153402.6953,51,128520,69,173880,,0,,0,,0,,0,,0,2008,5060160
4_+3005+3450,5103254,1.60E+10,3136,,0,,0,,0,,0,9297612,-9.124666088,-28614.95285,-60.87408542,-190901.1319,37,116032,68,213248,,0,,0,,0,,0,,0,2008,6297088
4_+3005+3506,5103254,1.60E+10,3136,,0,,0,,0,,0,10381638,-9.376194367,-29403.74554,-60.87408542,-190901.1319,37,116032,69,216384,,0,,0,,0,,0,,0,2008,6297088
4_+3005+3561,5103254,1.57E+10,3080,,0,,0,,0,,0,10503093,-9.625476859,-29646.46872,-60.87408542,-187492.1831,37,113960,69,212520,,0,,0,,0,,0,,0,2008,6184640
4_+3005+3617,5107578,1.60E+10,3136,,0,,0,,0,,0,15862989,-9.87475935,-30967.24532,-60.87408542,-190901.1319,37,116032,69,216384,,0,,0,,0,,0,,0,2008,6297088
4_+3005+3673,5107578,1.60E+10,3136,,0,,0,,0,,0,15713661,-10.12628763,-31756.03801,-60.87408542,-190901.1319,33,103488,67,210112,,0,,0,,0,,0,,0,2008,6297088
4_+3005+3728,5107578,1.57E+10,3080,,0,,0,,0,,0,16018539,-10.37557012,-31956.75597,-60.87408542,-187492.1831,33,101640,67,206360,,0,,0,,0,,0,,0,2008,6184640
4_+3005+3784,5107578,1.60E+10,3136,,0,,0,,0,,0,15088350,-10.62485261,-33319.53779,-60.87408542,-190901.1319,31,97216,67,210112,,0,,0,,0,,0,,0,2008,6297088
4_+3005+3837,5107578,1.52E+10,2968,,0,,0,,0,,0,14519037,-10.86964353,-32261.10199,-60.87408542,-180674.2855,31,92008,67,198856,,0,,0,,0,,0,,0,2008,5959744
4_+3060+3394,5103254,1.26E+10,2475,,0,,0,,0,,0,5692800,-8.897841478,-22022.15766,-60.62480293,-150046.3872,45,111375,63,155925,,0,,0,,0,,0,,0,2008,4969800
4_+3060+3450,5103254,1.57E+10,3080,,0,,0,,0,,0,7983648,-9.124666088,-28103.97155,-60.62480293,-186724.393,32,98560,63,194040,,0,,0,,0,,0,,0,2008,6184640
4_+3060+3506,5103254,1.57E+10,3080,,0,,0,,0,,0,7601856,-9.376194367,-28878.67865,-60.62480293,-186724.393,37,113960,69,212520,,0,,0,,0,,0,,0,2008,6184640
4_+3060+3561,5101407,1.54E+10,3025,,0,,0,,0,,0,10059801,-9.625476859,-29117.0675,-60.62480293,-183390.0289,37,111925,69,208725,,0,,0,,0,,0,,0,2008,6074200
4_+3060+3617,5101407,1.57E+10,3080,,0,,0,,0,,0,18458634,-9.87475935,-30414.2588,-60.62480293,-186724.393,50,154000,67,206360,,0,,0,,0,,0,,0,2008,6184640
4_+3060+3673,5104492.5,1.57E+10,3080,,0,,0,,0,,0,19134180,-10.12628763,-31188.9659,-60.62480293,-186724.393,45,138600,67,206360,,0,,0,,0,,0,,0,2008,6184640
4_+3095+3864,5105150,3.68E+09,720,,0,,0,,0,,0,17798184,-11.04032343,-7950.560006,-60.34632519,-43445.26231,30,21600,67,48240,,0,,0,,0,,0,,0,2008,1445760
4_+3116+3394,5103254,1.29E+10,2520,,0,,0,,0,,0,4936250,-8.897841478,-22422.56053,-60.37552044,-152146.3115,49,123480,67,168840,,0,,0,,0,,0,,0,2008,5060160
4_+3116+3450,5103254,1.60E+10,3136,,0,,0,,0,,0,7156800,-9.124666088,-28614.95285,-60.37552044,-189337.6321,32,100352,67,210112,,0,,0,,0,,0,,0,2008,6297088
4_+3116+3506,5101407,1.60E+10,3136,,0,,0,,0,,0,7246400,-9.376194367,-29403.74554,-60.37552044,-189337.6321,34,106624,69,216384,,0,,0,,0,,0,,0,2008,6297088
4_+3116+3561,5101407,1.57E+10,3080,,0,,0,,0,,0,17994432,-9.625476859,-29646.46872,-60.37552044,-185956.6029,37,113960,69,212520,,0,,0,,0,,0,,0,2008,6184640
4_+3116+3617,5101407,1.60E+10,3136,,0,,0,,0,,0,18511470,-9.87475935,-30967.24532,-60.37552044,-189337.6321,32,100352,69,216384,,0,,0,,0,,0,,0,2008,6297088
4_+3116+3673,5101407,1.60E+10,3136,,0,,0,,0,,0,14072136,-10.12628763,-31756.03801,-60.37552044,-189337.6321,32,100352,69,216384,,0,,0,,0,,0,,0,2008,6297088
4_+3116+3728,5101407,1.57E+10,3080,,0,,0,,0,,0,17907630,-10.37557012,-31956.75597,-60.37552044,-185956.6029,35,107800,67,206360,,0,,0,,0,,0,,0,2008,6184640
4_+3116+3784,5107578,4.72E+10,9241,,0,,0,,0,,0,18179358,-10.56421633,-97430.18345,-60.56192086,-559452.054,50,462050,67,619147,,0,,0,,0,,0,,0,2008,1.86E+07
4_+3116+3840,5107578,3.07E+10,6019,,0,,0,,0,,0,17975562,-10.8741351,-65441.48382,-60.49454721,-364123.6596,44,264836,67,403273,,0,,0,,0,,0,,0,2008,1.21E+07
4_+3116+4340,5103304,2.05E+09,402,,0,,0,,0,,0,13501740,-13.19178854,-5297.502487,-60.27445997,-24231.15037,22,8844,62,24924,,0,,0,,0,,0,,0,2008,807216
4_+3116+4396,5103304,8.20E+09,1607,,0,,0,,0,,0,13987260,-13.39390948,-21515.77048,-60.31488416,-96930.87423,22,35354,62,99634,0.241723688,2.417333672,43.03414581,448.9795445,209.1688222,2123.479544,105.0341458,1068.979544,0.241723688,2.417333672,2008,3226856
4_+3116+4452,5103304,1.60E+10,3136,0.241407234,0.482814469,38.18386182,76.36772364,217.0338618,434.0677236,100.1838618,200.3677236,14758380,-13.62522566,-42728.70767,-60.37552044,-189337.6321,34,106624,62,194432,0.24142975,1.207162109,30.19946971,204.678054,216.1500136,1081.828054,92.19946971,514.678054,0.241407234,1.689976578,2008,6297088
4_+3116+4507,5103304,1.30E+10,2554,,0,,0,,0,,0,13989456,-13.86103342,-35408.55335,-60.35530834,-154151.0328,38,97052,62,158348,,0,,0,,0,,0,,0,2008,5128432
4_+3116+4563,5105507,1.30E+10,2552,,0,,0,,0,,0,15426900,-14.13501958,-36063.05233,-60.35081677,-154023.7825,38,96976,62,158224,0.241053445,0.964213781,69.13879366,290.9239468,232.057846,926.5239468,131.1387937,538.9239468,0.241053445,0.964213781,2008,5124416
4_+3167+3869,5105150,6.87E+09,1345,,0,,0,,0,,0,17662320,-11.05828974,-14871.09103,-60.11725479,-80860.1062,28,37660,64,86080,,0,,0,,0,,0,,0,2008,2700760
4_+3172+3394,5103254,1.27E+10,2479,,0,,0,,0,,0,6950400,-8.897841478,-22061.80043,-60.12623795,-149048.7577,28,69412,63,156177,,0,,0,,0,,0,,0,2008,4977832
4_+3172+3450,5103254,1.60E+10,3136,,0,,0,,0,,0,7164800,-9.124666088,-28614.95285,-60.12399216,-188548.8394,32,100352,67,210112,,0,,0,,0,,0,,0,2008,6297088
4_+3172+3506,5103254,1.60E+10,3136,,0,,0,,0,,0,7297600,-9.376194367,-29403.74554,-60.12399216,-188548.8394,34,106624,69,216384,,0,,0,,0,,0,,0,2008,6297088
4_+3172+3561,5101407,1.57E+10,3080,,0,,0,,0,,0,19832850,-9.625476859,-29646.46872,-60.12399216,-185181.8958,32,98560,69,212520,,0,,0,,0,,0,,0,2008,6184640
4_+3172+3617,5101407,1.60E+10,3136,,0,,0,,0,,0,19593900,-9.87475935,-30967.24532,-60.12399216,-188548.8394,32,100352,69,216384,,0,,0,,0,,0,,0,2008,6297088
4_+3172+3673,5101407,1.60E+10,3136,,0,,0,,0,,0,17852500,-10.12628763,-31756.03801,-60.12399216,-188548.8394,32,100352,69,216384,,0,,0,,0,,0,,0,2008,6297088
4_+3172+3728,5101407,1.57E+10,3080,,0,,0,,0,,0,13953810,-10.37557012,-31956.75597,-60.12399216,-185181.8958,32,98560,69,212520,,0,,0,,0,,0,,0,2008,6184640
4_+3172+3784,5101407,1.60E+10,3136,,0,,0,,0,,0,13281372,-10.62485261,-33319.53779,-60.12399216,-188548.8394,37,116032,69,216384,,0,,0,,0,,0,,0,2008,6297088
4_+3172+3840,5101407,1.60E+10,3136,,0,,0,,0,,0,17545326,-10.87638089,-34108.33048,-60.12399216,-188548.8394,32,100352,64,200704,,0,,0,,0,,0,,0,2008,6297088
4_+3172+3951,5105150,9.70E+07,19,,0,,0,,0,,0,17511360,-11.49397265,-218.3720056,-60.00945696,-1140.193157,28,532,64,1216,,0,,0,,0,,0,,0,2008,38152
4_+3172+4007,5105150,6.39E+09,1252,,0,,0,,0,,0,19122246,-11.64668625,-14576.17595,-60.04988115,-75185.3797,39,48828,62,77624,,0,,0,,0,,0,,0,2008,2514016
4_+3172+4040,5105150,3.52E+09,691,,0,,0,,0,,0,18376728,-11.81736615,-8167.102568,-60.04538957,-41492.88235,26,17966,62,42842,,0,,0,,0,,0,,0,2008,1387528
4_+3172+4229,5103304,2.05E+09,402,0.242482742,0.969935094,22.24300452,98.03380732,198.2430045,793.4838073,84.24300452,346.0338073,16592244,-12.68873198,-5100.582794,-60.02742326,-24131.43738,24,9648,62,24924,0.242484797,0.484969594,38.14114272,76.28228543,209.8661427,419.7322854,100.1411427,200.2822854,0.242482742,1.454904688,2008,807216
4_+3172+4285,5103304,6.40E+09,1255,0.242273562,1.453712937,29.92975388,194.9633945,211.9141532,1270.913395,91.92975388,566.9633945,16647876,-12.9133108,-16190.39021,-60.04988115,-75371.7951,23,28865,62,77810,0.242269336,0.484538672,42.72414035,85.4482807,221.5741403,443.1482807,104.7241403,209.4482807,0.242273562,1.938251609,2008,2520040
4_+3172+4396,5103304,3.14E+10,6153,0.242054313,0.242054313,62.23392722,62.23392722,229.6839272,229.6839272,124.2339272,124.2339272,13901580,-13.25467061,-81542.93123,-60.12174637,-369936.0314,22,135366,62,381486,0.242071484,0.968277344,52.70897566,220.5329134,228.0220642,913.1329134,114.7089757,468.5329134,0.242071484,1.210331656,2008,1.24E+07
4_+3172+4452,5103304,1.60E+10,3136,,0,,0,,0,,0,15188160,-13.62522566,-42728.70767,-60.12399216,-188548.8394,32,100352,62,194432,,0,,0,,0,,0,,0,2008,6297088
4_+3172+4507,5103304,1.57E+10,3080,0.241225719,6.513039016,30.65402805,904.2678978,208.5458784,5707.567898,92.65402805,2578.267898,16059836,-13.87450815,-42733.48511,-60.12399216,-185181.8958,35,107800,62,190960,0.241225719,13.02585342,33.14411378,1842.559427,208.1044614,11372.20943,95.14411378,5190.559427,0.241225719,19.53889244,2008,6184640
4_+3172+4563,5106182,1.60E+10,3136,,0,,0,,0,,0,15213400,-14.12379064,-44292.20746,-60.12399216,-188548.8394,38,119168,62,194432,0.24105575,0.964223016,60.68270445,258.2632672,236.4642204,945.1632672,122.6827044,506.2632672,0.24105575,0.964223016,2008,6297088
4_+3227+3394,5103254,1.23E+10,2420,,0,,0,,0,,0,7008000,-8.900087267,-21538.21119,-59.87470967,-144896.7974,37,89540,67,162140,,0,,0,,0,,0,,0,2008,4859360
4_+3227+3450,5103254,1.57E+10,3080,,0,,0,,0,,0,6896000,-9.124666088,-28103.97155,-59.87470967,-184414.1058,32,98560,67,206360,,0,,0,,0,,0,,0,2008,6184640
4_+3227+3506,5103254,1.57E+10,3080,,0,,0,,0,,0,10242600,-9.376194367,-28878.67865,-59.87470967,-184414.1058,32,98560,69,212520,,0,,0,,0,,0,,0,2008,6184640
4_+3227+3561,5101407,1.54E+10,3025,,0,,0,,0,,0,18052300,-9.625476859,-29117.0675,-59.87470967,-181120.9967,30,90750,67,202675,,0,,0,,0,,0,,0,2008,6074200
4_+3227+3617,5101407,1.57E+10,3080,,0,,0,,0,,0,18285400,-9.87475935,-30414.2588,-59.87470967,-184414.1058,29,89320,69,212520,,0,,0,,0,,0,,0,2008,6184640
4_+3227+3673,5101407,1.57E+10,3080,,0,,0,,0,,0,9836000,-10.12628763,-31188.9659,-59.87470967,-184414.1058,29,89320,67,206360,,0,,0,,0,,0,,0,2008,6184640
4_+3227+3728,5101407,1.54E+10,3025,,0,,0,,0,,0,7459920,-10.37557012,-31386.09962,-59.87470967,-181120.9967,31,93775,69,208725,,0,,0,,0,,0,,0,2008,6074200
4_+3227+3784,5101407,1.57E+10,3080,,0,,0,,0,,0,20382354,-10.62485261,-32724.54605,-59.87470967,-184414.1058,39,120120,69,212520,,0,,0,,0,,0,,0,2008,6184640
4_+3227+3840,5105150,1.57E+10,3080,,0,,0,,0,,0,19361997,-10.87638089,-33499.25315,-59.87470967,-184414.1058,30,92400,67,206360,,0,,0,,0,,0,,0,2008,6184640
4_+3227+3895,5105150,1.49E+10,2914,,0,,0,,0,,0,13582404,-11.12117181,-32412.97861,-59.87021809,-174462.4039,26,75764,63,183582,,0,,0,,0,,0,,0,2008,5851312
