system:index,Muni_code_median,Muni_code_sum,count,double_area_km2_median,double_area_km2_sum,double_delay_median,double_delay_sum,double_harvest_median,double_harvest_sum,double_plant_median,double_plant_sum,label,latitude_median,latitude_sum,longitude_median,longitude_sum,onset_historicalRange_median,onset_historicalRange_sum,onset_median,onset_sum,single_area_km2_median,single_area_km2_sum,single_delay_median,single_delay_sum,single_harvest_median,single_harvest_sum,single_plant_median,single_plant_sum,total_planted_area_km2_median,total_planted_area_km2_sum,year_median,year_sum
1_+4007+4173,5108006,1.57E+10,3080,0.242755297,33.01464255,18.69385037,2450.043081,196.2666299,26506.54308,79.69385037,10746.04308,10862900,-12.37432163,-38112.91061,-56.37352585,-173630.4596,24,73920,61,187880,0.242747203,8.010546172,40.39566776,1427.658768,213.701004,7100.058768,101.3956678,3440.658768,0.242755297,41.02518872,2005,6175400
1_+4007+4229,5108006,1.60E+10,3136,0.242434953,79.0345367,17.00507615,6217.62474,199.2491519,65384.32474,85.00507615,28385.62474,11265400,-12.62360412,-39587.62252,-56.37352585,-176787.3771,30,94080,68,213248,0.242476516,18.18486111,33.42133187,2522.902365,215.8241119,16172.90236,101.4213319,7622.902365,0.242439125,97.21939781,2005,6287680
1_+4007+4285,5105259,1.60E+10,3136,0.242275672,165.9515648,17.21533696,11508.22986,198.7403383,136759.6299,85.21533696,58088.22986,10908900,-12.8751324,-40376.4152,-56.37352585,-176787.3771,30,94080,68,213248,0.242290437,19.86650545,24.54881782,2108.96803,209.0542156,17249.56803,92.54881782,7684.96803,0.242275672,185.8180702,2005,6287680
1_+4007+4340,5106224,1.57E+10,3080,0.241916125,29.28092269,18.8397133,2354.149619,202.6678591,24638.34962,86.8397133,10582.14962,10964100,-13.12441489,-40423.19786,-56.37352585,-173630.4596,30,92400,68,209440,0.241935648,5.807577078,39.85178924,976.2680307,215.7098791,5156.168031,107.8517892,2608.268031,0.241920469,35.08849977,2005,6175400
1_+4007+4396,5106224,1.60E+10,3136,0.241833375,20.31278648,22.34027789,1851.162906,205.6052753,17321.56291,90.34027789,7563.162906,19607800,-13.37369738,-41939.91499,-56.37352585,-176787.3771,38,119168,68,213248,0.241833375,7.012955516,36.02567952,1042.2116,221.2349723,6468.4116,104.0256795,3014.2116,0.241833375,27.325742,2005,6287680
1_+4007+4452,5106224,1.60E+10,3136,0.241434266,17.38417822,15.22800552,1214.81819,197.4216464,14324.51819,83.22800552,6110.81819,19524850,-13.62522566,-42728.70767,-56.37352585,-176787.3771,39,122304,68,213248,0.241490391,2.414943875,41.00558237,454.1767272,215.9175328,2188.676727,109.0055824,1134.176727,0.24143875,19.79912209,2005,6287680
1_+4007+4507,5106224,1.57E+10,3080,0.241319031,3.378479969,51.62607286,728.1495406,222.5068029,3113.449541,120.6260729,1694.149541,19593600,-13.87450815,-42733.48511,-56.37352585,-173630.4596,39,120120,69,212520,0.241328109,3.861222344,46.18888335,753.6136819,225.5949733,3613.213682,115.1888834,1857.613682,0.241321297,7.239702312,2005,6175400
1_+4007+4563,5103502,1.60E+10,3136,0.241074219,7.471239938,25.23883459,806.6071429,206.1257388,6359.907143,94.23883459,2945.607143,19480500,-14.12379064,-44292.20746,-56.37352585,-176787.3771,32,100352,69,216384,0.241041891,32.54199197,45.78534672,6266.246129,224.9523771,30674.84613,114.7853467,15581.24613,0.241044203,40.01323191,2005,6287680
1_+4007+4619,5103502,1.60E+10,3136,0.240735844,4.333398266,26.77232881,483.3440017,212.1561874,3804.944002,94.77232881,1707.344002,22905012,-14.37531892,-45081.00014,-56.37352585,-176787.3771,32,100352,68,213248,0.2407665,12.76071778,47.18509087,2403.496367,228.6030778,11992.49637,115.1850909,6007.496367,0.240747641,17.09411605,2005,6287680
1_+4007+4674,5103502,1.57E+10,3080,0.240500438,1.443117297,32.37109816,180.4592925,212.4734384,1283.859293,100.3710982,588.4592925,12642840,-14.62460141,-45043.77236,-56.37352585,-173630.4596,32,98560,68,209440,0.240553063,12.74866789,49.53629065,2725.288471,227.7520276,11989.38847,117.5362906,6329.288471,0.240548281,14.19178519,2005,6175400
1_+4007+4730,5107701,1.60E+10,3136,,0,,0,,0,,0,12819375,-14.87388391,-46644.49993,-56.37352585,-176787.3771,53,166208,68,213248,,0,,0,,0,,0,,0,2005,6287680
1_+4007+4786,5100102,1.60E+10,3136,,0,,0,,0,,0,13506255,-15.12541219,-47433.29261,-56.37352585,-176787.3771,37,116032,69,216384,,0,,0,,0,,0,,0,2005,6287680
1_+4007+4841,5104906,1.57E+10,3080,,0,,0,,0,,0,10403811,-15.37469468,-47354.05961,-56.37352585,-173630.4596,40,123200,69,212520,,0,,0,,0,,0,,0,2005,6175400
1_+4007+4897,5107255.5,1.60E+10,3136,,0,,0,,0,,0,11781432,-15.62397717,-48996.7924,-56.37352585,-176787.3771,61,191296,69,216384,,0,,0,,0,,0,,0,2005,6287680
1_+4007+4953,5106109,1.60E+10,3136,,0,,0,,0,,0,12796264,-15.87550545,-49785.58508,-56.37352585,-176787.3771,72,225792,69,216384,,0,,0,,0,,0,,0,2005,6287680
1_+4007+5008,5106109,1.57E+10,3080,,0,,0,,0,,0,12517300,-16.12478794,-49664.34685,-56.37352585,-173630.4596,79,243320,69,212520,,0,,0,,0,,0,,0,2005,6175400
1_+4007+5064,5106505,1.60E+10,3136,,0,,0,,0,,0,27819648,-16.37407043,-51349.08487,-56.37352585,-176787.3771,30,94080,68,213248,,0,,0,,0,,0,,0,2005,6287680
1_+4007+5120,5101605,1.60E+10,3136,,0,,0,,0,,0,28873293,-16.62559871,-52137.87755,-56.37352585,-176787.3771,51,159936,68,213248,,0,,0,,0,,0,,0,2005,6287680
1_+4007+5175,5101605,1.57E+10,3080,,0,,0,,0,,0,28802328,-16.8748812,-51974.6341,-56.37352585,-173630.4596,63,194040,68,209440,,0,,0,,0,,0,,0,2005,6175400
1_+4062+3506,5100250,5.56E+09,1090,,0,,0,,0,,0,3238144,-9.459288531,-10308.40117,-56.13322651,-61180.54565,52,56680,21,22890,,0,,0,,0,,0,,0,2005,2185450
1_+4062+3561,5100250,1.54E+10,3025,,0,,0,,0,,0,3333824,-9.625476859,-29117.0675,-56.12424335,-169775.8361,53,160325,21,63525,,0,,0,,0,,0,,0,2005,6065125
1_+4062+3617,5100250,1.57E+10,3080,,0,,0,,0,,0,10488320,-9.87475935,-30414.2588,-56.12424335,-172862.6695,52,160160,21,64680,,0,,0,,0,,0,,0,2005,6175400
1_+4062+3673,5100250,1.57E+10,3080,,0,,0,,0,,0,11877300,-10.12628763,-31188.9659,-56.12424335,-172862.6695,41,126280,44,135520,,0,,0,,0,,0,,0,2005,6175400
1_+4062+3728,5103233,1.54E+10,3025,,0,,0,,0,,0,11925900,-10.37557012,-31386.09962,-56.12424335,-169775.8361,40,121000,44,133100,,0,,0,,0,,0,,0,2005,6065125
1_+4062+3784,5106216,1.57E+10,3080,,0,,0,,0,,0,11947500,-10.62485261,-32724.54605,-56.12424335,-172862.6695,40,123200,44,135520,,0,,0,,0,,0,,0,2005,6175400
1_+4062+3840,5106216,1.57E+10,3080,,0,,0,,0,,0,18029700,-10.87638089,-33499.25315,-56.12424335,-172862.6695,55,169400,48,147840,,0,,0,,0,,0,,0,2005,6175400
1_+4062+3895,5104559,1.54E+10,3025,0.243722188,1.706099,55.83502743,362.249604,205.5165433,1456.349604,103.8350274,698.249604,17889300,-11.12566338,-33655.13173,-56.12424335,-169775.8361,56,169400,48,145200,0.243701898,3.411910672,48.19542394,684.5564834,212.2931921,2946.856483,96.19542394,1356.556483,0.243707437,5.118009672,2005,6065125
1_+4062+3951,5107941,1.57E+10,3080,,0,,0,,0,,0,18150250,-11.37494587,-35034.83329,-56.12424335,-172862.6695,56,172480,48,147840,0.243498469,2.678896719,64.04161301,721.3555919,220.341613,2400.755592,112.041613,1249.355592,0.243498469,2.678896719,2005,6175400
1_+4062+4007,5107941,1.57E+10,3080,0.243365531,37.96372886,33.88834936,5518.626865,199.3729822,31161.12686,81.88834936,13006.62686,18813850,-11.62647415,-35809.54039,-56.12424335,-172862.6695,55,169400,48,147840,0.243361703,35.52998742,54.70837594,8017.796863,218.6832467,31931.99686,102.7083759,15025.79686,0.243363617,73.49371628,2005,6175400
1_+4062+4062,5104526,1.54E+10,3025,0.243153016,29.4218055,41.6878685,4943.131568,202.7470201,24768.73157,90.6878685,10872.13157,18438600,-11.87575665,-35924.16385,-56.12424335,-169775.8361,56,169400,49,148225,0.243176422,13.13163752,53.82432849,2802.363212,220.8729238,11866.56321,102.8243285,5448.363212,0.243172516,42.55344302,2005,6065125
1_+4062+4118,5104526,1.57E+10,3080,0.242884156,126.5469777,33.23624187,16708.59185,200.3934397,104777.9919,82.23624187,42237.59185,18091000,-12.12503914,-37345.12054,-56.12424335,-172862.6695,48,147840,49,150920,0.242904156,21.13323997,45.10726933,3947.270332,212.4806783,18567.17033,94.10726933,8210.270332,0.242888156,147.6802177,2005,6175400
1_+4062+4173,5104526,1.54E+10,3025,0.242743141,129.6220894,30.70692871,17351.0021,197.0198944,106285.4021,79.70692871,43517.0021,10531700,-12.37432163,-37432.32292,-56.12424335,-169775.8361,48,145200,49,148225,0.242669922,19.90059967,49.91422937,4110.151821,214.7950768,17630.05182,98.91422937,8128.151821,0.242739094,149.5226891,2005,6065125
1_+4062+4229,5107925,1.57E+10,3080,0.242447438,88.01303983,33.80375524,12408.46828,199.6679462,72841.06828,83.80375524,30558.46828,10729500,-12.62360412,-38880.70069,-56.12424335,-172862.6695,27,83160,50,154000,0.242439125,23.51886572,45.30340538,4488.093119,213.4630578,20703.89312,95.30340538,9338.093119,0.242443281,111.5319055,2005,6175400
1_+4062+4285,5105259,1.57E+10,3080,0.242250344,287.3054707,9.78467172,11815.8179,193.2658117,228688.1179,77.78467172,92463.8179,11148100,-12.8751324,-39655.40779,-56.12424335,-172862.6695,30,92400,68,209440,0.242237641,13.08113869,18.10760746,854.4808459,198.8802255,10710.98085,86.10760746,4526.480846,0.242250344,300.3866094,2005,6175400
1_+4062+4340,5105259,1.54E+10,3025,0.242024203,250.2497909,8.2938422,7783.763334,193.2307901,198827.4633,76.2938422,78095.76333,11127400,-13.12441489,-39701.35504,-56.12424335,-169775.8361,30,90750,68,205700,0.241996195,8.712399828,6.387059837,360.8284691,195.5661964,7049.628469,74.38705984,2808.828469,0.242024203,258.9621907,2005,6065125
1_+4062+4396,5105259,1.57E+10,3080,0.241736906,307.7468683,10.2848577,11235.38268,195.7464527,248438.9827,78.2848577,97799.38268,20464950,-13.37369738,-41190.98794,-56.12424335,-172862.6695,27,83160,68,209440,0.241750094,9.670143516,14.19874978,711.320602,200.4133016,8025.520602,82.19874978,3431.320602,0.241741297,317.4170118,2005,6175400
1_+4062+4452,5106224,1.57E+10,3080,0.241599766,61.84444792,18.33777704,4851.242271,203.5066687,52207.04227,86.33777704,22259.24227,20436000,-13.62522566,-41965.69504,-56.12424335,-172862.6695,27,83160,68,209440,0.241499352,29.94694708,30.76678338,4134.841643,218.0946976,27039.14164,98.76678338,12566.84164,0.241586422,91.791395,2005,6175400
1_+4062+4507,5106224,1.54E+10,3025,0.241253094,56.21258791,21.72522306,5108.275507,203.8485829,47872.67551,90.72522306,21185.27551,20451600,-13.87450815,-41970.38716,-56.12424335,-169775.8361,28,84700,69,208725,0.241262203,45.59731497,31.681532,6522.605084,214.8546595,40944.30508,100.681532,19563.60508,0.241253094,101.8099029,2005,6065125
1_+4062+4563,5106224,1.57E+10,3080,,0,,0,,0,,0,20841600,-14.12379064,-43501.27518,-56.12424335,-172862.6695,28,86240,69,212520,0.241134094,1.928985297,65.48899769,495.7411772,230.1893769,1822.941177,134.4889977,1047.741177,0.241134094,1.928985297,2005,6175400
1_+4062+4619,5103502,1.57E+10,3080,0.24066725,8.904687922,24.10129923,824.8649587,203.6649026,7593.064959,92.10129923,3340.864959,20514000,-14.37531892,-44275.98228,-56.12424335,-172862.6695,28,86240,68,209440,0.240690937,33.70007894,42.80025435,6274.860894,225.7515274,31669.36089,110.8002544,15794.86089,0.240681469,42.60476686,2005,6175400
1_+4062+4674,5105903,1.54E+10,3025,0.240567375,0.962264734,1.678361809,2.085845418,202.0963555,798.4858454,69.67836181,274.0858454,13131720,-14.62460141,-44239.41928,-56.12424335,-169775.8361,38,114950,68,205700,0.2406055,2.646550906,54.99792109,600.9798504,231.091104,2574.47985,122.9979211,1348.97985,0.240586453,3.608815641,2005,6065125
1_+4062+4730,5107701,1.57E+10,3080,,0,,0,,0,,0,12850380,-14.87388391,-45811.56243,-56.12424335,-172862.6695,28,86240,68,209440,,0,,0,,0,,0,,0,2005,6175400
1_+4062+4786,5103403,1.57E+10,3080,,0,,0,,0,,0,8934210,-15.12541219,-46586.26953,-56.12424335,-172862.6695,37,113960,67,206360,,0,,0,,0,,0,,0,2005,6175400
1_+4062+4841,5103403,1.54E+10,3025,,0,,0,,0,,0,6264300,-15.37469468,-46508.4514,-56.12424335,-169775.8361,52,157300,69,208725,,0,,0,,0,,0,,0,2005,6065125
1_+4062+4897,5105902.5,1.57E+10,3080,,0,,0,,0,,0,4134780,-15.62397717,-48121.84968,-56.12424335,-172862.6695,64,197120,69,212520,,0,,0,,0,,0,,0,2005,6175400
1_+4062+4953,5107800,1.57E+10,3080,,0,,0,,0,,0,11730100,-15.87550545,-48896.55678,-56.12424335,-172862.6695,54,166320,69,212520,,0,,0,,0,,0,,0,2005,6175400
1_+4062+5008,5106109,1.54E+10,3025,,0,,0,,0,,0,11705500,-16.12478794,-48777.48352,-56.12424335,-169775.8361,62,187550,69,208725,,0,,0,,0,,0,,0,2005,6065125
1_+4062+5064,5101605,1.57E+10,3080,,0,,0,,0,,0,12133950,-16.37407043,-50432.13693,-56.12424335,-172862.6695,79,243320,68,209440,,0,,0,,0,,0,,0,2005,6175400
1_+4062+5120,5101605,1.57E+10,3080,,0,,0,,0,,0,28409655,-16.62559871,-51206.84403,-56.12424335,-172862.6695,47,144760,68,209440,,0,,0,,0,,0,,0,2005,6175400
1_+4062+5175,5101605,1.54E+10,3025,,0,,0,,0,,0,29999271,-16.8748812,-51046.51563,-56.12424335,-169775.8361,90,272250,68,205700,,0,,0,,0,,0,,0,2005,6065125
1_+4062+5228,5101605,1.22E+10,2384,,0,,0,,0,,0,27604472,-17.09496845,-40758.81101,-56.13322651,-133808.2046,61,145424,68,162112,,0,,0,,0,,0,,0,2005,4779920
1_+4062+5230,5101605,5101605,1,,0,,0,,0,,0,27604472,-17.24319047,-17.24319047,-56.00297079,-56.00297079,61,61,68,68,,0,,0,,0,,0,,0,2005,2005
1_+4066+5233,5101605,2.04E+07,4,,0,,0,,0,,0,25949616,-17.25441941,-69.01767764,-55.98725027,-223.9490011,63,252,68,272,,0,,0,,0,,0,,0,2005,8020
1_+4070+5232,5101605,1.02E+07,2,,0,,0,,0,,0,25949616,-17.25217362,-34.50434724,-55.96928397,-111.9385679,63,126,68,136,,0,,0,,0,,0,,0,2005,4010
1_+4118+3506,5106265,4.34E+09,851,,0,,0,,0,,0,9937568,-9.468271684,-8056.901823,-55.8861898,-47554.86705,52,44252,21,17871,,0,,0,,0,,0,,0,2005,1706255
1_+4118+3561,5106265,1.57E+10,3080,,0,,0,,0,,0,10032640,-9.625476859,-29646.46872,-55.87496086,-172094.8795,51,157080,21,64680,,0,,0,,0,,0,,0,2005,6175400
1_+4118+3617,5100250,1.60E+10,3136,,0,,0,,0,,0,11146240,-9.87475935,-30967.24532,-55.87496086,-175223.8773,49,153664,44,137984,0.244676813,0.244676813,54.93152782,54.93152782,207.2315278,207.2315278,98.93152782,98.93152782,0.244676813,0.244676813,2005,6287680
1_+4118+3673,5102793,1.60E+10,3136,,0,,0,,0,,0,7277536,-10.12628763,-31756.03801,-55.87496086,-175223.8773,41,128576,44,137984,,0,,0,,0,,0,,0,2005,6287680
1_+4118+3728,5106216,1.57E+10,3080,,0,,0,,0,,0,7420032,-10.37557012,-31956.75597,-55.87496086,-172094.8795,40,123200,44,135520,,0,,0,,0,,0,,0,2005,6175400
1_+4118+3784,5106216,1.60E+10,3136,0.24421325,0.24421325,68.8429351,68.8429351,243.9429351,243.9429351,112.8429351,112.8429351,12079800,-10.62485261,-33319.53779,-55.87496086,-175223.8773,40,125440,44,137984,,0,,0,,0,,0,0.24421325,0.24421325,2005,6287680
1_+4118+3840,5106216,1.60E+10,3136,,0,,0,,0,,0,12376800,-10.87638089,-34108.33048,-55.87496086,-175223.8773,55,172480,48,150528,0.244030109,0.244030109,88.90583363,88.90583363,245.2058336,245.2058336,136.9058336,136.9058336,0.244030109,0.244030109,2005,6287680
1_+4118+3895,5104559,1.57E+10,3080,0.243709281,2.437169609,59.4441399,579.1231204,217.1269874,2170.62312,107.4441399,1059.12312,12325150,-11.12566338,-34267.04322,-55.87496086,-172094.8795,55,169400,48,147840,0.243694508,4.873864219,64.79431598,1311.382035,222.3163921,4511.482035,112.794316,2271.382035,0.243696359,7.311033828,2005,6175400
1_+4118+3951,5107941,1.60E+10,3136,0.243558641,12.42197122,29.32904947,1313.235741,191.8353227,9774.735741,77.32904947,3761.235741,18525500,-11.37494587,-35671.83026,-55.87496086,-175223.8773,56,175616,48,150528,0.243640766,10.23099539,45.78241589,1897.416068,207.1024401,8707.116068,93.78241589,3913.416068,0.243566141,22.65296661,2005,6287680
1_+4118+4007,5104526,1.60E+10,3136,0.243365531,13.38455997,40.16960495,2124.087753,201.3871841,11130.98775,88.16960495,4764.087753,18395150,-11.62647415,-36460.62295,-55.87496086,-175223.8773,48,150528,48,150528,0.243373172,23.36413466,54.32515144,5353.982134,221.0187063,20974.38213,102.3251514,9961.982134,0.243369359,36.74869463,2005,6287680
1_+4118+4062,5104526,1.57E+10,3080,0.243160828,35.7443445,36.29593865,5669.027625,200.1465838,29863.72762,85.29593865,12872.02762,18367500,-11.87575665,-36577.33047,-55.87496086,-172094.8795,47,144760,49,150920,0.243156922,24.55838603,46.66635396,4997.961442,215.6829495,21552.16144,95.66635396,9946.961442,0.243160828,60.30273053,2005,6175400
1_+4118+4118,5107925,1.60E+10,3136,0.242959969,98.87686567,31.84671597,12702.84227,199.8310545,80776.64227,80.84671597,32645.84227,18395150,-12.12503914,-38024.12273,-55.87496086,-175223.8773,48,150528,49,153664,0.242936078,34.01087203,49.48541681,6066.828067,213.6252547,29707.62807,98.48541681,12926.82807,0.242955984,132.8877377,2005,6287680
1_+4118+4173,5107925,1.57E+10,3080,0.242688273,188.3330403,29.71679158,23084.08523,194.7014467,151339.0852,78.71679158,61108.08523,10969800,-12.37432163,-38112.91061,-55.87496086,-172094.8795,47,144760,49,150920,0.242745172,27.67071873,51.75041152,5954.170312,211.4622291,24102.97031,100.7504115,11540.17031,0.242694391,216.0037591,2005,6175400
1_+4118+4229,5107925,1.60E+10,3136,0.242476516,136.9963368,28.84225438,15946.54962,200.2223029,113342.4496,85.84225438,48151.54962,11366600,-12.62360412,-39587.62252,-55.87496086,-175223.8773,16,50176,57,178752,0.242426625,24.73102287,44.06472765,4399.713208,215.3346421,21967.11321,101.0647277,10213.71321,0.242472375,161.7273597,2005,6287680
1_+4118+4285,5107925,1.60E+10,3136,0.242224938,237.3838218,14.26805116,14250.39096,197.7847779,194451.491,82.26805116,80890.39096,20279300,-12.8751324,-40376.4152,-55.87496086,-175223.8773,19,59584,68,213248,0.242307281,20.8360018,27.38398049,2457.267532,214.3244613,18303.06753,95.38398049,8305.267532,0.242229172,258.2198235,2005,6287680
1_+4118+4340,5107925,1.57E+10,3080,0.242011281,258.2239839,9.78225051,9869.7824,194.2567479,206355.1824,77.78225051,82425.7824,20429400,-13.12441489,-40423.19786,-55.87496086,-172094.8795,20,61600,68,209440,0.241972438,9.437213234,23.63739623,846.8630824,207.5023992,8093.063082,91.63739623,3498.863082,0.242011281,267.6611971,2005,6175400
1_+4118+4396,5106224,1.60E+10,3136,0.241763281,153.0449983,13.73131077,9036.262748,199.3610037,126402.5627,81.73131077,52080.26275,20559750,-13.37369738,-41939.91499,-55.87496086,-175223.8773,20,62720,68,213248,0.241721484,20.78855648,27.83616014,2485.933199,209.9083585,18388.7332,95.83616014,8333.933199,0.241758891,173.8335548,2005,6287680
1_+4118+4452,5106224,1.60E+10,3136,0.241501594,102.3968613,19.73093091,8910.103432,203.7339719,87144.00343,87.73093091,37742.10343,20927100,-13.62522566,-42728.70767,-55.87496086,-175223.8773,28,87808,68,213248,0.241510547,65.44986453,31.12083066,9046.973749,219.1419302,59731.27375,99.12083066,27474.97375,0.241501594,167.8467259,2005,6287680
1_+4118+4507,5106224,1.57E+10,3080,0.241253094,65.86345158,19.1008945,5322.185373,202.5121041,55480.68537,88.1008945,24159.18537,20978100,-13.87450815,-42733.48511,-55.87496086,-172094.8795,28,86240,69,212520,0.241239406,49.69786753,35.33525418,7159.939395,219.1635032,45427.93939,104.3352542,21373.93939,0.241253094,115.5613191,2005,6175400
1_+4118+4563,5106224,1.60E+10,3136,0.241120297,29.17519063,20.16859418,2447.350448,203.6216165,24657.45045,88.16859418,10675.35045,20280000,-14.12379064,-44292.20746,-55.87496086,-175223.8773,54,169344,68,213248,0.241097281,12.29537206,27.25482829,1467.092717,213.6637395,11039.79272,95.25482829,4935.092717,0.241120297,41.47056269,2005,6287680
1_+4118+4619,5105903,1.60E+10,3136,0.240747641,3.130179484,29.69162442,378.606658,206.9438803,2716.106658,97.69162442,1262.606658,22783488,-14.37531892,-45081.00014,-55.87496086,-175223.8773,54,169344,68,213248,0.240855734,10.83666422,51.41462996,2175.456557,234.6431643,10479.45656,119.41463,5235.456557,0.240832289,13.9668437,2005,6287680
1_+4118+4674,5107701,1.57E+10,3080,0.240538719,1.924170609,20.15854534,184.4574655,211.1786861,1691.757466,88.15854534,728.4574655,22551760,-14.62460141,-45043.77236,-55.87496086,-172094.8795,52,160160,68,209440,0.240533938,6.253949281,24.96903992,647.761167,207.0600042,5488.061167,92.96903992,2415.761167,0.240536328,8.178119891,2005,6175400
1_+4118+4730,5103007,1.60E+10,3136,,0,,0,,0,,0,12859920,-14.87388391,-46644.49993,-55.87496086,-175223.8773,28,87808,67,210112,0.240334266,0.480668531,26.82754877,53.65509754,204.9775488,409.9550975,93.82754877,187.6550975,0.240334266,0.480668531,2005,6287680
1_+4118+4786,5103007,1.60E+10,3136,,0,,0,,0,,0,8819624,-15.12541219,-47433.29261,-55.87496086,-175223.8773,23,72128,67,210112,,0,,0,,0,,0,,0,2005,6287680
1_+4118+4841,5103403,1.57E+10,3080,,0,,0,,0,,0,6171542,-15.37469468,-47354.05961,-55.87496086,-172094.8795,39,120120,69,212520,,0,,0,,0,,0,,0,2005,6175400
1_+4118+4897,5103403,1.60E+10,3136,,0,,0,,0,,0,4186364,-15.62397717,-48996.7924,-55.87496086,-175223.8773,51,159936,69,216384,,0,,0,,0,,0,,0,2005,6287680
1_+4118+4953,5107800,1.60E+10,3136,,0,,0,,0,,0,11883850,-15.87550545,-49785.58508,-55.87496086,-175223.8773,56,175616,69,216384,,0,,0,,0,,0,,0,2005,6287680
1_+4118+5008,5107800,1.57E+10,3080,,0,,0,,0,,0,11740350,-16.12478794,-49664.34685,-55.87496086,-172094.8795,62,190960,69,212520,,0,,0,,0,,0,,0,2005,6175400
1_+4118+5064,5101605,1.60E+10,3136,,0,,0,,0,,0,27838344,-16.37407043,-51349.08487,-55.87496086,-175223.8773,50,156800,68,213248,,0,,0,,0,,0,,0,2005,6287680
1_+4118+5120,5101605,1.60E+10,3136,,0,,0,,0,,0,28764480,-16.62559871,-52137.87755,-55.87496086,-175223.8773,47,147392,68,213248,,0,,0,,0,,0,,0,2005,6287680
1_+4118+5175,5101605,1.57E+10,3080,,0,,0,,0,,0,28836192,-16.8748812,-51974.6341,-55.87496086,-172094.8795,57,175560,68,209440,,0,,0,,0,,0,,0,2005,6175400
1_+4118+5231,5101605,1.60E+10,3131,,0,,0,,0,,0,27204744,-17.1219179,-53615.14791,-55.87271508,-174943.9208,63,197253,68,212908,,0,,0,,0,,0,,0,2005,6277655
1_+4118+5249,5101605,2.17E+09,426,,0,,0,,0,,0,25949616,-17.2746315,-7360.178796,-55.80983301,-23779.78137,63,26838,68,28968,,0,,0,,0,,0,,0,2005,854130
1_+4173+3506,5106265,3.00E+09,587,,0,,0,,0,,0,9375720,-9.477254837,-5563.364185,-55.6391531,-32657.32623,53,31111,25,14675,,0,,0,,0,,0,,0,2005,1176935
1_+4173+3561,5106265,1.54E+10,3025,,0,,0,,0,,0,9367200,-9.625476859,-29117.0675,-55.62567837,-168267.6771,50,151250,21,63525,,0,,0,,0,,0,,0,2005,6065125
1_+4173+3617,5106265,1.57E+10,3080,,0,,0,,0,,0,10677760,-9.87475935,-30414.2588,-55.62567837,-171327.0894,41,126280,44,135520,,0,,0,,0,,0,,0,2005,6175400
1_+4173+3673,5102793,1.57E+10,3080,0.244547656,1.222738266,69.3241706,342.3573983,227.124825,1138.057398,113.3241706,562.3573983,11031296,-10.12628763,-31188.9659,-55.62567837,-171327.0894,40,123200,44,135520,0.244547656,0.489095313,65.18671117,130.3734223,228.8867112,457.7734223,109.1867112,218.3734223,0.244547656,1.711833578,2005,6175400
1_+4173+3728,5103205,1.54E+10,3025,,0,,0,,0,,0,7243776,-10.37557012,-31386.09962,-55.62567837,-168267.6771,40,121000,48,145200,0.244349734,2.443487047,46.71901357,504.9274239,220.1349416,2210.427424,94.71901357,984.9274239,0.244349734,2.443487047,2005,6065125
1_+4173+3784,5103205,1.57E+10,3080,,0,,0,,0,,0,11457180,-10.62485261,-32724.54605,-55.62567837,-171327.0894,40,123200,47,144760,,0,,0,,0,,0,,0,2005,6175400
1_+4173+3840,5104559,1.57E+10,3080,,0,,0,,0,,0,11566800,-10.87638089,-33499.25315,-55.62567837,-171327.0894,40,123200,47,144760,,0,,0,,0,,0,,0,2005,6175400
1_+4173+3895,5104559,1.54E+10,3025,,0,,0,,0,,0,11702400,-11.12566338,-33655.13173,-55.62567837,-168267.6771,54,163350,48,145200,,0,,0,,0,,0,,0,2005,6065125
1_+4173+3951,5107909,1.57E+10,3080,0.243506016,0.487012031,41.8116073,83.6232146,209.5116073,419.0232146,89.8116073,179.6232146,18150600,-11.37494587,-35034.83329,-55.62567837,-171327.0894,47,144760,48,147840,0.243509781,0.974087984,43.16320063,183.0384193,215.5121505,853.8384193,91.16320063,375.0384193,0.243509781,1.461100016,2005,6175400
1_+4173+4007,5107909.076,1.57E+10,3080,0.243315703,11.43520403,38.15962447,1819.197831,195.3313426,9296.397831,86.15962447,4075.197831,18084300,-11.62647415,-35809.54039,-55.62567837,-171327.0894,48,147840,48,147840,0.243311859,5.109734578,60.56230869,1250.893443,221.9939043,4641.493443,108.5623087,2258.893443,0.243313781,16.54493861,2005,6175400
1_+4173+4173,5107925,1.55E+10,3025,0.242653594,70.37731297,30.86046688,9043.82918,201.2437797,58862.52918,86.86046688,25283.82918,19106150,-12.37432163,-37432.32292,-55.62567837,-168267.6771,31,93775,56,169400,0.242710656,19.41657909,44.72930067,3395.849971,212.8099947,17138.34997,100.7293007,7875.849971,0.242674016,89.79389206,2005,6065125
1_+4173+4229,5107925,1.57E+10,3080,0.242513813,128.7704376,28.2301504,15191.19727,200.3588973,106840.5973,84.2301504,44927.19727,19607800,-12.62360412,-38880.70069,-55.62567837,-171327.0894,35,107800,56,172480,0.242468219,23.51926803,46.65127536,4867.426019,216.2812675,21363.12602,102.6512754,10299.42602,0.242505531,152.2897056,2005,6175400
1_+4173+4285,5107925,1.57E+10,3080,0.242237641,117.4848965,19.27749289,9575.630831,201.2172176,97914.03083,87.27749289,42555.63083,19793450,-12.8751324,-39655.40779,-55.62567837,-171327.0894,46,141680,68,209440,0.242275672,14.77776345,38.56506694,2270.56204,220.699288,13480.86204,106.5650669,6418.56204,0.242241875,132.2626599,2005,6175400
