h1_lowerBoundError,h1_upperBoundError,label
10.97457001,-29.02542999,-84187862
5.678092534,-34.32190747,-84196846
5.900324764,-34.09967524,-84205829
4.379085833,-35.62091417,-84214812
14.54172725,-25.45827275,-84223795
34.38557416,3.385574158,-84232778
14.05472683,-28.94527317,-84165405
18.29867099,-24.70132901,-84174388
21.7753974,-21.2246026,-84183371
13.19015844,-26.80984156,-84192354
9.456697636,-30.54330236,-84201338
6.101547357,-33.89845264,-84210321
4.839857615,-35.16014239,-84219304
21.89078967,-18.10921033,-84228287
15.55143219,-15.44856781,-84237270
46.18398391,7.183983907,-84273203
46.2313369,7.231336903,-84282186
27.39010192,-15.60989808,-84178879
28.18668109,-14.81331891,-84187862
12.12237085,-27.87762915,-84196845
5.872989758,-34.12701024,-84205829
8.62774496,-31.37225504,-84214812
11.85839808,-28.14160192,-84223795
10.04795679,-29.95204321,-84232778
27.42987384,-3.570126157,-84241761
32.98757696,-6.012423043,-84277694
51.22970776,12.22970776,-84286677
27.12725772,-15.87274228,-84183371
36.79310102,-6.206898976,-84192354
42.20627128,2.206271278,-84201337
25.48306161,-14.51693839,-84210321
22.24256041,-17.75743959,-84219304
13.5629966,-26.4370034,-84228287
14.87984103,-25.12015897,-84237270
9.396349201,-21.6036508,-84246253
23.96249585,-15.03750415,-84282186
15.93421994,-16.06578006,-84223795
8.776497516,-23.22350248,-84232778
10.55931855,-21.44068145,-84241761
8.981882034,-23.01811797,-84250744
22.05396938,-9.946030616,-84228287
11.08560394,-20.91439606,-84237270
10.84423978,-21.15576022,-84255236
10.85648224,-21.14351776,-84241762
8.52175675,-23.47824325,-84250745
8.327348473,-23.67265153,-84259728
8.562269624,-19.43773038,-84295661
5.165270346,-22.83472965,-84304644
20.47953635,-11.52046365,-84228287
17.85954749,-14.14045251,-84237270
11.728126,-20.271874,-84246253
9.368917639,-22.63108236,-84255236
10.56875607,-17.43124393,-84300152
15.13070688,-21.86929312,-84241762
9.354439624,-27.64556038,-84250745
19.10170565,-17.89829435,-84259728
1.67730318,-35.32269682,-84268711
25.4118416,-11.5881584,-84277694
9.91385372,-18.08614628,-84295661
17.88407939,-19.11592061,-84246253
15.28957639,-21.71042361,-84255236
4.917509675,-32.08249033,-84264219
16.6507095,-20.3492905,-84291169
33.69525432,-9.304745677,-84300152
16.44420921,-20.55579079,-84250745
2.784843301,-34.2151567,-84259728
19.42218373,-17.57781627,-84277694
4.56848427,-32.43151573,-84286677
8.585144119,-28.41485588,-84295661
11.85080452,-41.14919548,-84349559
9.498648746,-43.50135125,-84358543
8.64042135,-44.35957865,-84367526
10.49973017,-26.50026983,-84282186
10.31227556,-26.68772444,-84291169
11.64425403,-25.35574597,-84300153
25.24276125,-17.75723875,-84309136
1.714094953,-41.28590505,-84318119
13.2572175,-39.7427825,-84345068
10.98789054,-42.01210946,-84354051
42.85341324,-10.14658676,-84363035
1.743588931,-35.25641107,-84277694
9.926575621,-27.07342438,-84286677
10.31154028,-26.68845972,-84295660
10.46842162,-26.53157838,-84304644
39.72259855,-13.27740145,-84313627
3.401765522,-49.59823448,-84322610
45.06705317,-7.932946832,-84331593
69.95535449,10.95535449,-84349559
59.92407791,0.924077909,-84358542
58.50373532,-0.496264685,-84367526
13.98360402,-17.01639598,-84439391
20.15073429,-10.84926571,-84448374
18.13685068,-18.86314932,-84282186
13.73507395,-23.26492605,-84291169
34.39377632,-2.606223683,-84300152
16.66065383,-20.33934617,-84309136
26.57505042,-26.42494958,-84318119
38.98946062,-14.01053938,-84327102
39.27350775,-13.72649225,-84336085
54.52281741,-4.477182589,-84345068
33.93915945,-25.06084055,-84363034
12.8893078,-22.1106922,-84452866
10.0112898,-20.9887102,-84286677
19.12068331,-17.87931669,-84304643
54.20616598,1.206165985,-84322610
32.62052757,-20.37947243,-84331593
26.764229,-32.235771,-84358542
44.04088297,-14.95911703,-84367525
35.42634153,-23.57365847,-84376509
11.03628595,-21.96371405,-84385492
28.98062782,-2.019372177,-84430408
3.40363173,-27.59636827,-84439391
8.853479942,-26.14652006,-84448374
12.40178607,-22.59821393,-84457357
14.9276338,-16.0723662,-84273203
6.056068328,-24.94393167,-84282186
6.646181942,-24.35381806,-84291169
10.68056403,-20.31943597,-84300152
25.06721206,-27.93278794,-84327102
61.80026683,2.800266832,-84345068
29.72601166,-29.27398834,-84354051
61.54595695,2.545956947,-84363034
31.20530495,-27.79469505,-84372017
12.42271837,-20.57728163,-84381001
22.42351412,-7.576485884,-84389984
18.2806982,-26.7193018,-84398967
9.436570056,-35.56342994,-84407950
12.49524447,-32.50475553,-84416933
25.74947399,-5.250526009,-84434900
3.382941314,-27.61705869,-84443883
14.28963604,-20.71036396,-84461849
27.18712351,-7.812876491,-84470832
36.314702,5.314701998,-84277694
3.898608478,-27.10139152,-84286677
2.998028272,-28.00197173,-84295660
11.76069115,-19.23930885,-84304643
8.041485089,-32.95851491,-84322610
7.570454403,-22.4295456,-84385492
37.0311213,-7.968878696,-84394475
15.12637716,-29.87362284,-84403458
13.738174,-31.261826,-84412441
34.7845303,-10.2154697,-84421424
10.95495066,-20.04504934,-84430407
6.837524824,-24.16247518,-84439391
14.75872947,-13.24127053,-84457357
0.862491168,-27.13750883,-84466340
0.975331379,-30.02466862,-84291169
10.78424274,-20.21575726,-84300152
23.44940891,-7.550591088,-84309135
22.20153366,-18.79846634,-84318118
2.778191515,-38.22180848,-84327102
5.773958817,-24.22604118,-84381000
42.17385038,-4.826149618,-84389984
54.26068474,7.260684741,-84398967
18.29507912,-23.70492088,-84407950
20.36021637,-21.63978363,-84425916
5.678129778,-25.32187022,-84443883
5.073881742,-25.92611826,-84452866
11.37167063,-19.62832937,-84461849
24.61175723,-6.388242766,-84295661
2.254167287,-28.74583271,-84304644
11.345221,-19.654779,-84313627
3.375932689,-37.62406731,-84322610
29.93127451,-17.06872549,-84385492
24.91018591,-22.08981409,-84394476
21.44026475,-25.55973525,-84403459
17.38375401,-24.61624599,-84412442
11.84116935,-30.15883065,-84421425
5.270698459,-25.72930154,-84448375
15.21783931,-25.78216069,-84457358
22.75498088,-18.24501912,-84466341
4.73343898,-26.26656102,-84475324
3.090668,-27.909332,-84300152
34.52798869,18.52798869,-84318118
9.054923909,-6.945076091,-84327101
7.163653531,-8.836346469,-84336085
12.6261337,-3.373866296,-84345068
15.84301443,-0.156985575,-84354051
11.49771778,-4.50228222,-84363034
24.18338945,8.183389449,-84372017
21.73300934,-25.26699066,-84381000
24.76122125,-22.23877875,-84389983
34.33594297,-12.66405703,-84398967
18.82456893,-28.17543107,-84407950
20.24103072,-21.75896928,-84416933
11.0194832,-29.9805168,-84461849
18.62694768,-22.37305232,-84470832
26.60451438,-14.39548562,-84479815
35.03736419,19.03736419,-84322610
5.28402395,-10.71597605,-84331593
10.5191936,-5.480806405,-84340577
9.420826137,-6.579173863,-84349560
11.4938858,-4.506114202,-84358543
12.07174747,-3.928252529,-84367526
21.25418893,5.254188933,-84376509
26.59303265,-20.40696735,-84385492
40.13782916,-6.862170841,-84394475
21.89665004,-25.10334996,-84403459
21.77695331,-25.22304669,-84412442
21.64411406,-20.35588594,-84421425
7.914259311,-33.08574069,-84466341
13.04408467,-27.95591533,-84475324
14.71406672,-26.28593328,-84484307
1.62943178,-29.37056822,-84493290
5.314593303,-10.6854067,-84336084
8.021809046,-7.978190954,-84345068
7.465166376,-8.534833624,-84354051
16.28577202,0.285772024,-84363034
10.09960262,-5.900397381,-84372017
34.04650894,18.04650894,-84381000
31.26373188,-15.73626812,-84389983
26.72927713,-20.27072287,-84407950
27.62958076,-19.37041924,-84416933
30.0372094,-11.9627906,-84425916
30.87919194,-11.12080806,-84434899
11.80686053,-29.19313947,-84461849
8.960598435,-32.03940157,-84470832
8.134248342,-32.86575166,-84479815
8.282773368,-7.717226632,-84340576
17.91558256,1.915582556,-84349560
41.07478856,25.07478856,-84358543
30.48754722,14.48754722,-84367526
14.80565705,-1.194342951,-84376509
38.86005203,-8.139947968,-84394475
7.878900176,-23.12109982,-84403458
5.332776264,-25.66722374,-84412442
28.19489357,-14.80510643,-84421425
19.43525737,-23.56474263,-84430408
37.58456264,-7.415437356,-84439391
8.199528552,-36.80047145,-84448374
5.995388462,-39.00461154,-84457357
12.92299986,-28.07700014,-84466341
8.565321347,-32.43467865,-84484307
9.823720463,-31.17627954,-84493290
14.30838038,-13.69161962,-84345067
16.37730509,-11.62269491,-84363034
3.337353671,-27.66264633,-84372017
4.555457286,-26.44454271,-84381000
3.756722089,-27.24327791,-84389983
10.64248169,-20.35751831,-84398966
13.8469911,-17.1530089,-84407949
6.13347549,-24.86652451,-84416933
18.57668743,-24.42331257,-84425916
17.99128129,-25.00871871,-84434899
17.86131294,-25.13868706,-84443882
16.19648511,-28.80351489,-84452865
5.193677125,-39.80632288,-84461848
14.7165542,-26.2834458,-84470832
12.57913146,-28.42086854,-84479815
8.170144916,-32.82985508,-84488798
8.946015492,-32.05398451,-84497781
6.939805243,-34.06019476,-84506764
0.503001306,-27.49699869,-84349559
12.24354274,-15.75645726,-84358543
4.596285187,-23.40371481,-84367526
4.195490477,-26.80450952,-84376509
18.68008806,-12.31991194,-84385492
6.637075297,-24.3629247,-84394475
11.0728853,-19.9271147,-84403458
23.16153919,-7.838460809,-84412441
20.82981594,-22.17018406,-84421425
35.40788422,-7.592115783,-84430408
33.51115834,-9.488841655,-84439391
17.99905141,-25.00094859,-84448374
10.51005518,-34.48994482,-84466340
13.7731077,-31.2268923,-84475324
6.988956143,-34.01104386,-84484307
9.221106993,-31.77889301,-84493290
14.59018771,-32.40981229,-84502273
0.327264326,-27.67273567,-84354051
1.921563636,-26.07843636,-84372018
3.210414698,-24.7895853,-84381001
1.803778509,-29.19622149,-84389984
4.468784502,-26.5312155,-84398967
3.177460833,-27.82253917,-84407950
24.76504846,-18.23495154,-84434900
19.57332075,-23.42667925,-84443883
21.53330646,-21.46669354,-84452866
40.53279834,-4.467201663,-84461849
16.89017229,-28.10982771,-84470832
18.1666195,-26.8333805,-84479816
13.1766553,-33.8233447,-84506765
10.30558727,-36.69441273,-84515748
13.23704815,-14.76295185,-84358542
9.10850366,-18.89149634,-84367526
6.069927851,-21.93007215,-84376509
3.361030772,-24.63896923,-84385492
2.444006445,-28.55599355,-84403458
6.021594107,-24.97840589,-84412441
19.86242953,-25.13757047,-84475323
17.36286883,-27.63713117,-84484307
10.31521252,-36.68478748,-84493290
10.87292455,-17.12707545,-84381001
5.89160078,-25.10839922,-84398967
2.523816353,-28.47618365,-84407950
27.71230626,-3.287693743,-84416933
18.939515,-39.060485,-84479815
19.00703631,-38.99296369,-84488799
24.23811202,-22.76188798,-84497782
5.90828651,-41.09171349,-84506765
25.74220566,-27.25779434,-84439391
21.98935949,-36.01064051,-84484306
23.48352666,-34.51647334,-84493290
18.42013029,-39.57986971,-84502273
18.32462001,-28.67537999,-84511256
42.02585315,-10.97414685,-84434899
21.31407105,-36.68592895,-84488798
28.10511636,-29.89488364,-84497782
41.60246365,-21.39753635,-84466340
9.779162805,-27.22083719,-84452866
37.00538965,-21.99461035,-84461849
38.44109061,-24.55890939,-84470832
47.88958848,-11.11041152,-84466341
11.06696053,-51.93303947,-84475324
