label,p1_lowerBoundError,p1_upperBoundError
-79107890,28.95439629,-2.04560371
-79116873,18.52513692,-12.47486308
-79161789,20.89265001,-9.107349987
-79112381,29.12210426,-1.877895736
-79175263,45.13751559,14.13751559
-79116873,27.07600632,-3.923993676
-79125856,28.34422222,-6.655777784
-79170772,26.12145188,-4.878548121
-79179755,42.25232353,7.252323528
-79188738,39.33076288,4.330762875
-79197721,28.34240797,-2.657592034
-79139331,6.380537785,-24.61946222
-79148314,9.454574359,-21.54542564
-79157298,13.43946754,-21.56053246
-79166281,42.29622032,7.296220319
-79175264,39.12741765,4.127417652
-79184247,34.0264467,-0.973553298
-79202213,2.749867267,-33.25013273
-79170772,36.67329453,1.673294533
-79170772,28.65753107,-17.34246893
-79179755,24.49397139,-6.506028612
-79224670,29.02550458,-6.974495418
-79184247,116.1812514,70.18125143
-79143822,5.246573957,-25.75342604
-79170771,13.53547585,-17.46452415
-79175263,13.31746693,-17.68253307
-79184247,9.705158837,-21.29484116
-84214812,25.22892834,-14.77107166
-84156422,37.62397169,-3.376028307
-84174388,13.17020436,-26.82979564
-84183371,24.60304147,-5.396958532
-84192355,30.8712157,0.871215698
-84210321,16.04217683,-13.95782317
-84219304,30.15168392,0.151683916
-84124980,11.16823635,-28.83176365
-84142947,27.66127349,-12.33872651
-84151930,26.28917394,-13.71082606
-84160913,26.24041534,-14.75958466
-84178879,34.37049188,-6.629508121
-84187862,17.97457001,-7.025429986
-84196846,6.678092534,-12.32190747
-84205829,6.900324764,-12.09967524
-84214812,5.379085833,-13.62091417
-84223795,15.54172725,-3.45827275
-84232778,30.88557416,0.885574158
-84138456,15.99608958,-24.00391042
-84147439,17.27023597,-22.72976403
-84165405,26.05472683,-14.94527317
-84174388,35.79867099,-5.201329013
-84183371,33.7753974,-7.224602598
-84192354,25.19015844,-4.809841558
-84201338,10.45669764,-8.543302364
-84210321,7.101547357,-11.89845264
-84219304,5.839857615,-13.16014239
-84228287,0.890789675,-18.10921033
-84237270,28.55143219,-1.448567807
-84142947,20.12627415,-19.87372585
-84151930,19.44006215,-20.55993785
-84160913,5.469326598,-34.5306734
-84169896,25.75778132,-14.24221868
-84178879,22.89010192,-18.10989808
-84187862,23.68668109,-17.31331891
-84196845,29.62237085,-0.377629151
-84205829,6.872989758,-12.12701024
-84214812,9.62774496,-9.37225504
-84223795,12.85839808,-6.141601918
-84232778,11.04795679,-7.952043205
-84241761,23.92987384,-6.070126157
-84147439,22.03506333,-17.96493667
-84165405,24.82308678,-15.17691322
-84174388,36.48622825,-3.513771751
-84183371,22.62725772,-18.37274228
-84192354,10.29310102,-30.70689898
-84201337,15.70627128,-14.29372872
-84210321,4.483061611,-14.51693839
-84219304,1.242560411,-17.75743959
-84228287,14.5629966,-4.437003404
-84237270,15.87984103,-3.120158972
-84246253,27.8963492,-1.103650799
-84255236,28.92460588,-10.07539412
-84264220,30.53170967,-8.468290332
-84223795,12.43421994,-16.56578006
-84232778,21.77649752,-7.223502484
-84241761,29.05931855,0.059318548
-84250744,27.48188203,-1.518117966
-84259727,29.42484629,-9.575153707
-84268711,36.9473192,-2.052680803
-84228287,18.55396938,-10.44603062
-84237270,29.58560394,0.585603936
-84255236,29.34423978,0.344239784
-84264219,27.87533619,-11.12466381
-84273203,33.00018642,-5.99981358
-84241762,29.35648224,0.356482237
-84250745,27.02175675,-1.97824325
-84259728,26.82734847,-2.172651527
-84268711,43.06280037,4.062800374
-84237270,14.35954749,-9.640452506
-84246253,30.228126,6.228125997
-84255236,27.86891764,3.868917639
-84264219,50.72811643,11.72811643
-84241762,11.63070688,-12.36929312
-84250745,27.85443962,3.854439624
-84259728,15.60170565,-8.39829435
-84268711,10.67730318,-9.32269682
-84237270,14.13585865,-9.864141353
-84246253,14.38407939,-9.615920612
-84255236,11.78957639,-12.21042361
-84264219,23.41750967,-0.582490326
-84273202,7.331289934,-12.66871007
-84291169,25.6507095,5.650709497
-84345067,48.88794073,-7.112059271
-84354051,52.97293931,-3.027060688
-84250745,34.94420921,10.94420921
-84259728,15.7848433,-8.215156699
-84277694,15.92218373,-8.077816267
-84286677,23.06848427,-0.93151573
-84295661,23.08514412,3.085144119
-84264220,17.68265297,-6.317347033
-84273203,11.49253046,-12.50746954
-84282186,28.99973017,-11.00026983
-84291169,28.81227556,4.81227556
-84300153,30.14425403,6.144254029
-84277694,14.74358893,-9.256411069
-84286677,28.42657562,-11.57342438
-84295660,28.81154028,-11.18845972
-84304644,28.96842162,-11.03157838
-84439391,26.98360402,-2.016395984
-84448374,33.15073429,4.150734293
-84282186,9.136850679,-14.86314932
-84291169,32.23507395,8.235073951
-84300152,30.89377632,-9.106223683
-84309136,35.16065383,-4.839346172
-84318119,17.57505042,-22.42494958
-84327102,15.98946062,-10.01053938
-84336085,16.27350775,-9.726492247
-84345068,3.522817411,-26.47718259
-84363034,26.93915945,-3.060840547
-84452866,27.3893078,-1.610692201
-84286677,28.5112898,4.511289798
-84295660,51.8266468,27.8266468
-84304643,37.62068331,-2.379316688
-84322610,1.206165985,-38.79383402
-84331593,9.620527573,-16.37947243
-84358542,19.764229,-10.235771
-84367525,15.04088297,-14.95911703
-84376509,28.42634153,-1.573658473
-84385492,8.036285954,-17.96371405
-84394475,3.863314954,-15.13668505
-84412441,5.047757666,-13.95224233
-84430408,25.48062782,-5.519372177
-84439391,21.90363173,-9.09636827
-84448374,23.35347994,-7.646520058
-84457357,25.90178607,-5.098213935
-84273203,33.4276338,9.427633796
-84282186,24.55606833,0.556068328
-84291169,25.14618194,1.146181942
-84300152,29.18056403,5.180564026
-84327102,2.06721206,-23.93278794
-84381001,9.422718372,-16.57728163
-84389984,2.923514116,-23.07648588
-84398967,14.2806982,-4.719301802
-84407950,5.436570056,-13.56342994
-84416933,8.495244467,-10.50475553
-84443883,17.38294131,-13.61705869
-84461849,22.28963604,-8.710363964
-84470832,13.18712351,-17.81287649
-84277694,10.814702,-13.185298
-84286677,22.39860848,-1.601391522
-84295660,21.49802827,-2.501971728
-84304643,30.26069115,6.260691154
-84322610,17.04148509,-14.95851491
-84385492,4.570454403,-21.4295456
-84394475,11.0311213,-7.968878696
-84403458,11.12637716,-7.873622842
-84412441,9.738174,-9.261826
-84421424,8.784530297,-10.2154697
-84430407,22.95495066,-1.045049343
-84439391,18.83752482,-5.162475176
-84448374,11.06761851,-19.93238149
-84457357,15.25872947,-15.74127053
-84466340,17.86249117,-13.13750883
-84291169,19.47533138,-4.524668621
-84300152,7.284242742,-16.71575726
-84309135,19.94940891,-4.050591088
-84318118,14.70153366,-17.29846634
-84327102,11.77819152,-20.22180848
-84372017,0.677576624,-25.32242338
-84381000,2.773958817,-23.22604118
-84389984,5.173850382,-13.82614962
-84407950,3.29507912,-15.70492088
-84425916,5.360216366,-13.63978363
-84434899,15.88433379,-8.115666213
-84443883,17.67812978,-6.321870222
-84452866,17.07388174,-6.926118258
-84461849,23.37167063,-0.628329365
-84304644,15.25416729,-8.745832713
-84313627,7.845220996,-16.154779
-84322610,12.37593269,-19.62406731
-84331594,7.032922676,-11.96707732
-84349560,8.901942473,-10.09805753
-84367526,9.428958262,-9.571041738
-84376509,10.69141263,-8.308587373
-84385492,14.93127451,-4.068725488
-84394476,9.910185914,-9.089814086
-84403459,6.440264749,-12.55973525
-84412442,2.383754013,-16.61624599
-84439391,15.65017167,-8.349828335
-84448375,17.27069846,-6.729301541
-84457358,17.21783931,-6.782160689
-84466341,24.75498088,0.75498088
-84475324,23.23343898,-5.76656102
-84300152,16.090668,-7.909332
-84318118,19.52798869,0.527988692
-84354051,0.843014425,-18.15698557
-84372017,9.183389449,-9.816610551
-84381000,6.733009336,-12.26699066
-84389983,9.761221255,-9.238778745
-84407950,3.824568931,-15.17543107
-84416933,5.241030723,-13.75896928
-84443882,15.08940239,-8.910597608
-84452866,12.09490761,-11.90509239
-84461849,13.0194832,-10.9805168
-84470832,20.62694768,-9.373052316
-84479815,28.60451438,-1.395485624
-84322610,20.03736419,1.037364191
-84376509,6.254188933,-12.74581107
-84385492,11.59303265,-7.40696735
-84394475,8.637829159,-10.36217084
-84403459,6.896650043,-12.10334996
-84412442,6.776953312,-12.22304669
-84421425,6.644114065,-12.35588594
-84457358,11.87222466,-18.12777534
-84466341,9.914259311,-20.08574069
-84475324,15.04408467,-14.95591533
-84484307,16.71406672,-13.28593328
-84493290,14.62943178,-14.37056822
-84363034,1.285772024,-17.71422798
-84389983,16.26373188,-2.736268124
-84407950,11.72927713,-7.270722875
-84416933,12.62958076,-6.370419241
-84425916,15.0372094,-3.962790604
-84434899,21.37919194,2.379191939
-84461849,13.80686053,-16.19313947
-84470832,10.96059843,-19.03940157
-84479815,10.13424834,-13.86575166
-84349560,2.915582556,-16.08441744
-84358543,4.074788557,-14.92521144
-84367526,15.48754722,-3.512452781
-84394475,23.86005203,4.860052032
-84403458,6.878900176,-25.12109982
-84412442,9.832776264,-22.16722374
-84430408,6.43525737,-19.56474263
-84448374,0.199528552,-25.80047145
-84466341,14.92299986,-9.077000139
-84484307,10.56532135,-13.43467865
-84493290,11.82372046,-12.17627954
-84345067,10.80838038,-18.19161962
-84354051,9.87986923,-19.12013077
-84363034,12.87730509,-16.12269491
-84372017,12.83735367,-8.162646329
-84381000,8.555457286,-12.44454271
-84389983,7.756722089,-13.24327791
-84398966,9.64248169,-22.35751831
-84407949,12.8469911,-19.1530089
-84416933,10.63347549,-21.36652451
-84425916,11.07668743,-14.92331257
-84434899,10.49128129,-15.50871871
-84443882,4.861312938,-21.13868706
-84452865,3.196485113,-17.80351489
-84470832,16.7165542,-7.283445799
-84479815,14.57913146,-9.420868538
-84488798,10.17014492,-13.82985508
-84497781,10.94601549,-13.05398451
-84506764,8.939805243,-15.06019476
-84349559,13.50300131,-15.49699869
-84358543,8.743542739,-20.25645726
-84367526,23.09628519,-5.903714813
-84376509,13.69549048,-7.304509523
-84385492,6.18008806,-14.81991194
-84394475,10.6370753,-10.3629247
-84403458,10.0728853,-21.9271147
-84421425,13.32981594,-12.67018406
-84430408,5.907884217,-20.09211578
-84439391,4.011158345,-21.98884166
-84448374,10.49905141,-15.50094859
-84466340,2.510055183,-23.48994482
-84475324,5.773107695,-20.2268923
-84484307,30.98895614,6.988956143
-84493290,11.22110699,-12.77889301
-84502273,10.59018771,-13.40981229
-84354051,18.82726433,-10.17273567
-84363035,12.25538871,-16.74461129
-84372018,14.92156364,-14.07843636
-84381001,21.7104147,-7.289585302
-84389984,5.803778509,-15.19622149
-84398967,8.468784502,-12.5312155
-84407950,7.677460833,-24.32253917
-84434900,11.76504846,-14.23495154
-84443883,6.573320754,-19.42667925
-84452866,8.533306459,-17.46669354
-84470832,8.890172287,-18.10982771
-84479816,10.1666195,-16.8333805
-84506765,9.176655296,-14.8233447
-84515748,6.30558727,-17.69441273
-84358542,9.737048145,-19.26295185
-84367526,5.60850366,-23.39149634
-84376509,2.569927851,-26.43007215
-84385492,21.86103077,-7.138969228
-84394475,18.55275207,-2.44724793
-84403458,6.444006445,-14.55599355
-84412441,5.021594107,-26.97840589
-84430408,16.51713811,-14.48286189
-84439391,12.84543415,-18.15456585
-84475323,15.86242953,-15.13757047
-84484307,13.36286883,-17.63713117
-84493290,28.31521252,4.315212517
-84381001,1.872924548,-27.12707545
-84398967,15.39160078,-5.60839922
-84407950,6.523816353,-14.47618365
-84434900,23.95815665,-7.041843349
-84479815,14.939515,-16.060485
-84488799,15.00703631,-15.99296369
-84497782,20.23811202,-3.761887984
-84506765,1.90828651,-22.09171349
-84484306,17.98935949,-13.01064051
-84493290,19.48352666,-11.51647334
-84502273,14.42013029,-16.57986971
-84511256,14.32462001,-9.675379986
-84488798,17.31407105,-13.68592895
-84497782,29.60511636,-1.394883638
-84466340,43.60246365,-13.39753635
-84452866,27.27916281,-17.72083719
-84461849,39.00538965,-17.99461035
-84470832,40.44109061,-16.55890939
