h1_lowerBoundError,h1_upperBoundError,label
25.7753974,-17.2246026,-84183371
17.19015844,-22.80984156,-84192354
13.45669764,-26.54330236,-84201338
10.10154736,-29.89845264,-84210321
8.839857615,-31.16014239,-84219304
26.69078967,-13.30921033,-84228287
19.55143219,-11.44856781,-84237270
50.78398391,11.78398391,-84273203
51.6313369,12.6313369,-84282186
31.99010192,-11.00989808,-84178879
32.78668109,-10.21331891,-84187862
15.92237085,-24.07762915,-84196845
9.872989758,-30.12701024,-84205829
12.62774496,-27.37225504,-84214812
15.85839808,-24.14160192,-84223795
14.04795679,-25.95204321,-84232778
32.02987384,1.029873843,-84241761
36.98757696,-2.012423043,-84277694
55.82970776,16.82970776,-84286677
31.72725772,-11.27274228,-84183371
42.19310102,-0.806898976,-84192354
47.60627128,7.606271278,-84201337
30.28306161,-9.716938389,-84210321
27.04256041,-12.95743959,-84219304
17.5629966,-22.4370034,-84228287
18.87984103,-21.12015897,-84237270
13.1963492,-17.8036508,-84246253
27.76249585,-11.23750415,-84282186
20.53421994,-11.46578006,-84223795
12.77649752,-19.22350248,-84232778
14.35931855,-17.64068145,-84241761
12.78188203,-19.21811797,-84250744
26.65396938,-5.346030616,-84228287
14.88560394,-17.11439606,-84237270
14.64423978,-17.35576022,-84255236
14.65648224,-17.34351776,-84241762
12.32175675,-19.67824325,-84250745
12.12734847,-19.87265153,-84259728
12.36226962,-15.63773038,-84295661
8.965270346,-19.03472965,-84304644
25.87953635,-6.120463646,-84228287
22.45954749,-9.540452506,-84237270
15.528126,-16.471874,-84246253
13.16891764,-18.83108236,-84255236
14.36875607,-13.63124393,-84300152
19.73070688,-17.26929312,-84241762
13.15443962,-23.84556038,-84250745
23.70170565,-13.29829435,-84259728
5.67730318,-31.32269682,-84268711
31.0118416,-5.988158403,-84277694
13.71385372,-14.28614628,-84295661
22.48407939,-14.51592061,-84246253
19.88957639,-17.11042361,-84255236
8.717509675,-28.28249033,-84264219
2.331289934,-34.66871007,-84273202
20.6507095,-16.3492905,-84291169
37.49525432,-5.504745677,-84300152
20.24420921,-16.75579079,-84250745
6.784843301,-30.2151567,-84259728
24.02218373,-12.97781627,-84277694
8.36848427,-28.63151573,-84286677
12.38514412,-24.61485588,-84295661
14.05080452,-38.94919548,-84349559
11.69864875,-41.30135125,-84358543
10.84042135,-42.15957865,-84367526
2.49253046,-34.50746954,-84273203
14.29973017,-22.70026983,-84282186
14.11227556,-22.88772444,-84291169
15.44425403,-21.55574597,-84300153
29.04276125,-13.95723875,-84309136
3.914094953,-39.08590505,-84318119
15.4572175,-37.5427825,-84345068
13.18789054,-39.81210946,-84354051
46.85341324,-6.146586764,-84363035
5.743588931,-31.25641107,-84277694
13.72657562,-23.27342438,-84286677
14.11154028,-22.88845972,-84295660
14.26842162,-22.73157838,-84304644
43.72259855,-9.277401451,-84313627
5.001765522,-47.99823448,-84322610
49.06705317,-3.932946832,-84331593
75.55535449,16.55535449,-84349559
65.52407791,6.524077909,-84358542
64.10373532,5.103735315,-84367526
17.98360402,-13.01639598,-84439391
24.15073429,-6.849265707,-84448374
22.93685068,-14.06314932,-84282186
17.53507395,-19.46492605,-84291169
38.99377632,1.993776317,-84300152
20.46065383,-16.53934617,-84309136
30.57505042,-22.42494958,-84318119
42.98946062,-10.01053938,-84327102
43.27350775,-9.726492247,-84336085
60.12281741,1.122817411,-84345068
37.93915945,-21.06084055,-84363034
16.6893078,-18.3106922,-84452866
13.8112898,-17.1887102,-84286677
22.92068331,-14.07931669,-84304643
59.80616598,6.806165985,-84322610
36.62052757,-16.37947243,-84331593
30.764229,-28.235771,-84358542
48.84088297,-10.15911703,-84367525
39.42634153,-19.57365847,-84376509
15.03628595,-17.96371405,-84385492
3.422760631,-24.57723937,-84403458
33.58062782,2.580627823,-84430408
7.20363173,-23.79636827,-84439391
12.65347994,-22.34652006,-84448374
16.20178607,-18.79821393,-84457357
18.7276338,-12.2723662,-84273203
9.856068328,-21.14393167,-84282186
10.44618194,-20.55381806,-84291169
14.48056403,-16.51943597,-84300152
29.06721206,-23.93278794,-84327102
67.40026683,8.400266832,-84345068
33.72601166,-25.27398834,-84354051
67.14595695,8.145956947,-84363034
35.20530495,-23.79469505,-84372017
16.42271837,-16.57728163,-84381001
27.02351412,-2.976485884,-84389984
22.2806982,-22.7193018,-84398967
13.43657006,-31.56342994,-84407950
16.49524447,-28.50475553,-84416933
31.34947399,0.349473991,-84434900
7.382941314,-23.61705869,-84443883
18.28963604,-16.71036396,-84461849
31.98712351,-3.012876491,-84470832
41.714702,10.714702,-84277694
7.698608478,-23.30139152,-84286677
6.798028272,-24.20197173,-84295660
15.56069115,-15.43930885,-84304643
12.04148509,-28.95851491,-84322610
11.5704544,-18.4295456,-84385492
41.8311213,-3.168878696,-84394475
19.12637716,-25.87362284,-84403458
17.738174,-27.261826,-84412441
39.5845303,-5.415469703,-84421424
14.95495066,-16.04504934,-84430407
10.83752482,-20.16247518,-84439391
19.35872947,-8.641270532,-84457357
4.862491168,-23.13750883,-84466340
4.775331379,-26.22466862,-84291169
15.38424274,-15.61575726,-84300152
28.04940891,-2.950591088,-84309135
26.80153366,-14.19846634,-84318118
6.778191515,-34.22180848,-84327102
9.773958817,-20.22604118,-84381000
46.97385038,-0.026149618,-84389984
59.86068474,12.86068474,-84398967
22.29507912,-19.70492088,-84407950
24.36021637,-17.63978363,-84425916
9.678129778,-21.32187022,-84443883
9.073881742,-21.92611826,-84452866
15.37167063,-15.62832937,-84461849
30.01175723,-0.988242766,-84295661
6.254167287,-24.74583271,-84304644
15.945221,-15.054779,-84313627
7.375932689,-33.62406731,-84322610
33.93127451,-13.06872549,-84385492
28.91018591,-18.08981409,-84394476
25.44026475,-21.55973525,-84403459
21.38375401,-20.61624599,-84412442
15.84116935,-26.15883065,-84421425
9.270698459,-21.72930154,-84448375
19.21783931,-21.78216069,-84457358
26.75498088,-14.24501912,-84466341
8.53343898,-22.46656102,-84475324
7.090668,-23.909332,-84300152
38.52798869,22.52798869,-84318118
13.05492391,-2.945076091,-84327101
11.16365353,-4.836346469,-84336085
16.6261337,0.626133704,-84345068
19.84301443,3.843014425,-84354051
15.49771778,-0.50228222,-84363034
28.18338945,12.18338945,-84372017
25.73300934,-21.26699066,-84381000
28.76122125,-18.23877875,-84389983
39.13594297,-7.86405703,-84398967
22.82456893,-24.17543107,-84407950
24.24103072,-17.75896928,-84416933
15.0194832,-25.9805168,-84461849
22.62694768,-18.37305232,-84470832
30.60451438,-10.39548562,-84479815
39.03736419,23.03736419,-84322610
9.28402395,-6.71597605,-84331593
14.5191936,-1.480806405,-84340577
13.42082614,-2.579173863,-84349560
15.4938858,-0.506114203,-84358543
16.07174747,0.071747471,-84367526
25.25418893,9.254188933,-84376509
30.59303265,-16.40696735,-84385492
44.73782916,-2.262170841,-84394475
25.89665004,-21.10334996,-84403459
25.77695331,-21.22304669,-84412442
25.64411406,-16.35588594,-84421425
11.91425931,-29.08574069,-84466341
17.04408467,-23.95591533,-84475324
18.71406672,-22.28593328,-84484307
5.62943178,-25.37056822,-84493290
9.314593303,-6.685406697,-84336084
12.02180905,-3.978190954,-84345068
11.46516638,-4.534833624,-84354051
20.28577202,4.285772024,-84363034
14.09960262,-1.900397381,-84372017
38.84650894,22.84650894,-84381000
35.26373188,-11.73626812,-84389983
30.72927713,-16.27072287,-84407950
31.62958076,-15.37041924,-84416933
34.0372094,-7.962790604,-84425916
34.67919194,-7.320808061,-84434899
15.80686053,-25.19313947,-84461849
12.96059843,-28.03940157,-84470832
12.13424834,-28.86575166,-84479815
12.28277337,-3.717226632,-84340576
21.91558256,5.915582556,-84349560
45.87478856,29.87478856,-84358543
34.48754722,18.48754722,-84367526
18.80565705,2.805657049,-84376509
42.86005203,-4.139947968,-84394475
11.87890018,-19.12109982,-84403458
9.132776264,-21.86722374,-84412442
32.79489357,-10.20510643,-84421425
23.43525737,-19.56474263,-84430408
42.98456264,-2.015437356,-84439391
12.19952855,-32.80047145,-84448374
9.995388462,-35.00461154,-84457357
16.92299986,-24.07700014,-84466341
12.56532135,-28.43467865,-84484307
13.82372046,-27.17627954,-84493290
18.90838038,-9.091619623,-84345067
0.87986923,-27.12013077,-84354051
20.97730509,-7.022694912,-84363034
7.137353671,-23.86264633,-84372017
8.555457286,-22.44454271,-84381000
7.756722089,-23.24327791,-84389983
14.64248169,-16.35751831,-84398966
17.8469911,-13.1530089,-84407949
9.93347549,-21.06652451,-84416933
22.37668743,-20.62331257,-84425916
21.79128129,-21.20871871,-84434899
21.86131294,-21.13868706,-84443882
20.19648511,-24.80351489,-84452865
9.193677125,-35.80632288,-84461848
18.7165542,-22.2834458,-84470832
16.57913146,-24.42086854,-84479815
12.17014492,-28.82985508,-84488798
12.94601549,-28.05398451,-84497781
10.93980524,-30.06019476,-84506764
4.503001306,-23.49699869,-84349559
16.84354274,-11.15645726,-84358543
8.396285187,-19.60371481,-84367526
7.995490477,-23.00450952,-84376509
23.28008806,-7.71991194,-84385492
10.6370753,-20.3629247,-84394475
15.0728853,-15.9271147,-84403458
28.56153919,-2.438460809,-84412441
24.62981594,-18.37018406,-84421425
40.00788422,-2.992115783,-84430408
38.11115834,-4.888841655,-84439391
21.79905141,-21.20094859,-84448374
14.51005518,-30.48994482,-84466340
17.7731077,-27.2268923,-84475324
10.18895614,-30.81104386,-84484307
13.22110699,-27.77889301,-84493290
18.59018771,-28.40981229,-84502273
4.127264325,-23.87273567,-84354051
3.255388709,-24.74461129,-84363035
5.921563636,-22.07843636,-84372018
7.010414698,-20.9895853,-84381001
5.803778509,-25.19622149,-84389984
8.468784502,-22.5312155,-84398967
6.977460833,-24.02253917,-84407950
28.76504846,-14.23495154,-84434900
23.57332075,-19.42667925,-84443883
25.53330646,-17.46669354,-84452866
45.93279834,0.932798337,-84461849
20.89017229,-24.10982771,-84470832
22.1666195,-22.8333805,-84479816
17.1766553,-29.8233447,-84506765
14.30558727,-32.69441273,-84515748
17.83704815,-10.16295185,-84358542
13.70850366,-14.29149634,-84367526
10.66992785,-17.33007215,-84376509
7.161030772,-20.83896923,-84385492
6.444006445,-24.55599355,-84403458
10.02159411,-20.97840589,-84412441
23.86242953,-21.13757047,-84475323
21.36286883,-23.63713117,-84484307
13.51521252,-33.48478748,-84493290
15.67292455,-12.32707545,-84381001
9.69160078,-21.30839922,-84398967
6.523816353,-24.47618365,-84407950
33.11230626,2.112306257,-84416933
22.939515,-35.060485,-84479815
23.00703631,-34.99296369,-84488799
28.23811202,-18.76188798,-84497782
9.90828651,-37.09171349,-84506765
28.94220566,-24.05779434,-84439391
25.98935949,-32.01064051,-84484306
27.48352666,-30.51647334,-84493290
22.42013029,-35.57986971,-84502273
22.32462001,-24.67537999,-84511256
45.82585315,-7.174146848,-84434899
25.31407105,-32.68592895,-84488798
31.90511636,-26.09488364,-84497782
45.60246365,-17.39753635,-84466340
13.57916281,-23.42083719,-84452866
41.00538965,-17.99461035,-84461849
42.44109061,-20.55890939,-84470832
51.88958848,-7.110411516,-84466341
13.26696053,-49.73303947,-84475324
