system:index,bucketMean,count,year,.geo
5_28,43.5,0,2008,
5_29,44.5,0,2008,
5_30,45.5,0,2008,
5_31,46.5,0,2008,
5_32,47.40082818,1,2008,
5_33,48.5,0,2008,
5_34,49.5,0,2008,
5_35,50.5,0,2008,
5_36,51.80710614,1,2008,
5_37,52.5,0,2008,
5_38,53.73054383,1,2008,
5_39,54.2961985,2,2008,
5_40,55.5,0,2008,
5_41,56.5,0,2008,
5_42,57.48739463,1,2008,
5_43,58.2891903,1,2008,
5_44,59.96403613,1,2008,
5_45,60.35769304,3,2008,
5_46,61.64121554,8,2008,
5_47,62.39216884,4,2008,
5_48,63.28816364,2,2008,
5_49,64.37309181,4,2008,
5_50,65.51304557,1,2008,
5_51,66.41224357,4,2008,
5_52,67.54625777,9,2008,
5_53,68.38458308,5,2008,
5_54,69.6850809,6,2008,
5_55,70.59729286,14,2008,
5_56,71.72429312,11,2008,
5_57,72.55101758,12,2008,
5_58,73.58010755,10,2008,
5_59,74.44498955,11,2008,
5_60,75.52456309,12,2008,
5_61,76.49316126,15,2008,
5_62,77.5418862,19,2008,
5_63,78.49954391,17,2008,
5_64,79.55675012,23,2008,
5_65,80.49870404,17,2008,
5_66,81.47966188,22,2008,
5_67,82.42442222,22,2008,
5_68,83.52918726,18,2008,
5_69,84.50976937,16,2008,
5_70,85.53163593,19,2008,
5_71,86.46063638,15,2008,
5_72,87.49234408,21,2008,
5_73,88.60412639,19,2008,
5_74,89.36232525,20,2008,
5_75,90.45081269,19,2008,
5_76,91.52705194,25,2008,
5_77,92.53469871,23,2008,
5_78,93.45130953,25,2008,
5_79,94.45924616,25,2008,
5_80,95.52729404,13,2008,
5_81,96.55249119,20,2008,
5_82,97.49081199,15,2008,
5_83,98.48366979,20,2008,
5_84,99.51698023,25,2008,
5_85,100.5120882,20,2008,
5_86,101.4662992,23,2008,
5_87,102.4361136,23,2008,
5_88,103.4607351,25,2008,
5_89,104.6346897,11,2008,
5_90,105.5993953,17,2008,
5_91,106.5316307,6,2008,
5_92,107.3648912,18,2008,
5_93,108.441128,13,2008,
5_94,109.5738542,8,2008,
5_95,110.4835237,19,2008,
5_96,111.5783954,11,2008,
5_97,112.5445921,8,2008,
5_98,113.4767957,13,2008,
5_99,114.5409629,12,2008,
5_100,115.4072247,13,2008,
5_101,116.3582851,13,2008,
5_102,117.3427577,7,2008,
5_103,118.6434665,12,2008,
5_104,119.4816289,8,2008,
5_105,120.3895016,5,2008,
5_106,121.6011437,6,2008,
5_107,122.2159133,2,2008,
5_108,123.9944097,1,2008,
5_109,124.305675,4,2008,
5_110,125.5,0,2008,
5_111,126.4790126,3,2008,
5_112,127.630745,4,2008,
5_113,128.5,0,2008,
5_114,129.8777928,1,2008,
5_115,130.2628985,2,2008,
5_116,131.5201329,3,2008,
5_117,132.3764511,2,2008,
5_118,133.5,0,2008,
5_119,134.7479593,1,2008,
5_120,135.5,0,2008,
5_121,136.5,0,2008,
5_122,137.5,0,2008,
5_123,138.5,0,2008,
5_124,139.5,0,2008,
5_125,140.5,0,2008,
5_126,141.5,0,2008,
5_127,142.5,0,2008,
5_128,143.5,0,2008,
5_129,144.5,0,2008,
5_130,145.5,0,2008,
5_131,146.5,0,2008,
5_132,147.5,0,2008,
5_133,148.5,0,2008,
5_134,149.5,0,2008,
5_135,150.5,0,2008,
5_136,151.5,0,2008,
5_137,152.5,0,2008,
5_138,153.5,0,2008,
5_139,154.5,0,2008,
5_140,155.5,0,2008,
5_141,156.0431862,1,2008,
5_142,157.5,0,2008,
5_143,158.0434977,1,2008,
5_144,159.5,0,2008,
5_145,160.5,0,2008,
5_146,161.5,0,2008,
5_147,162.5,0,2008,
5_148,163.5,0,2008,
5_149,164.5,0,2008,
5_150,165.5,0,2008,
5_151,166.5,0,2008,
5_152,167.5,0,2008,
5_153,168.2456544,1,2008,
6_0,7.166669121,2,2009,
6_1,8.5,0,2009,
6_2,9.5,0,2009,
6_3,10.5,0,2009,
6_4,11.5,0,2009,
6_5,12.5,0,2009,
6_6,13.5,0,2009,
6_7,14.5,0,2009,
6_8,15.5,0,2009,
6_9,16.5,0,2009,
6_10,17.87960225,1,2009,
6_11,18.5,0,2009,
6_12,19.5,0,2009,
6_13,20.5,0,2009,
6_14,21.5,0,2009,
6_15,22.5,0,2009,
6_16,23.5,0,2009,
6_17,24.5,0,2009,
6_18,25.5,0,2009,
6_19,26.9236836,1,2009,
6_20,27.5,0,2009,
6_21,28.5,0,2009,
6_22,29.60123019,1,2009,
6_23,30.09990335,1,2009,
6_24,31.5,0,2009,
6_25,32.5,0,2009,
6_26,33.5,0,2009,
6_27,34.5,0,2009,
6_28,35.5,0,2009,
6_29,36.5,0,2009,
6_30,37.35703379,3,2009,
6_31,38.44582467,2,2009,
6_32,39.5,0,2009,
6_33,40.2593992,3,2009,
6_34,41.5416754,1,2009,
6_35,42.62447933,2,2009,
6_36,43.34527659,4,2009,
6_37,44.47943974,4,2009,
6_38,45.19494609,3,2009,
6_39,46.40689268,3,2009,
6_40,47.3541506,6,2009,
6_41,48.49727616,4,2009,
6_42,49.71057827,8,2009,
6_43,50.86719748,1,2009,
6_44,51.37875663,3,2009,
6_45,52.60222004,6,2009,
6_46,53.63394237,15,2009,
6_47,54.51780564,3,2009,
6_48,55.39034741,5,2009,
6_49,56.68639721,9,2009,
6_50,57.65231151,7,2009,
6_51,58.42847059,4,2009,
6_52,59.51022755,6,2009,
6_53,60.25063524,9,2009,
6_54,61.62020213,6,2009,
6_55,62.30737729,7,2009,
6_56,63.30635269,6,2009,
6_57,64.48611966,5,2009,
6_58,65.30255292,4,2009,
6_59,66.55734841,9,2009,
6_60,67.5437792,4,2009,
6_61,68.58113007,9,2009,
6_62,69.36291289,5,2009,
6_63,70.49182762,9,2009,
6_64,71.53223407,5,2009,
6_65,72.65899109,11,2009,
6_66,73.48968729,12,2009,
6_67,74.46224009,10,2009,
6_68,75.46516206,11,2009,
6_69,76.48750331,11,2009,
6_70,77.53778178,14,2009,
6_71,78.48819079,11,2009,
6_72,79.4021638,12,2009,
6_73,80.51224191,14,2009,
6_74,81.51196463,34,2009,
6_75,82.44028727,26,2009,
6_76,83.46422681,35,2009,
6_77,84.46441497,20,2009,
6_78,85.54286172,31,2009,
6_79,86.53620826,32,2009,
6_80,87.514647,29,2009,
6_81,88.56894587,21,2009,
6_82,89.51863778,23,2009,
6_83,90.55222102,26,2009,
6_84,91.54048127,24,2009,
6_85,92.4109163,16,2009,
6_86,93.45846574,20,2009,
6_87,94.37606369,18,2009,
6_88,95.43725516,18,2009,
6_89,96.59523642,15,2009,
6_90,97.45888217,12,2009,
6_91,98.45657089,13,2009,
6_92,99.46096629,14,2009,
6_93,100.6293974,12,2009,
6_94,101.5729431,16,2009,
6_95,102.555512,15,2009,
6_96,103.755571,13,2009,
6_97,104.4946333,8,2009,
6_98,105.7034202,12,2009,
6_99,106.7272288,9,2009,
6_100,107.6358741,10,2009,
6_101,108.4406448,10,2009,
6_102,109.3889313,13,2009,
6_103,110.4323994,12,2009,
6_104,111.5279454,11,2009,
6_105,112.3400226,14,2009,
6_106,113.4980203,11,2009,
6_107,114.4560473,8,2009,
6_108,115.4726243,5,2009,
6_109,116.6463557,4,2009,
6_110,117.6213483,7,2009,
6_111,118.4404077,3,2009,
6_112,119.5355969,5,2009,
6_113,120.6956542,3,2009,
6_114,121.4842669,3,2009,
6_115,122.4043025,2,2009,
6_116,123.1979095,4,2009,
6_117,124.5716812,2,2009,
6_118,125.3781595,2,2009,
6_119,126.3418644,1,2009,
6_120,127.1476375,1,2009,
6_121,128.9324329,1,2009,
6_122,129.4870184,2,2009,
6_123,130.418084,1,2009,
6_124,131.2487958,2,2009,
6_125,132.5,0,2009,
6_126,133.4257519,2,2009,
6_127,134.5,0,2009,
6_128,135.5,0,2009,
6_129,136.5,0,2009,
6_130,137.4964108,2,2009,
6_131,138.5,0,2009,
6_132,139.5,0,2009,
6_133,140.7145269,1,2009,
7_0,6.693236359,2,2010,
7_1,7.5,0,2010,
7_2,8.502251202,1,2010,
7_3,9.5,0,2010,
7_4,10.5,0,2010,
7_5,11.5,0,2010,
7_6,12.5,0,2010,
7_7,13.5,0,2010,
7_8,14.5,0,2010,
7_9,15.17833796,1,2010,
7_10,16.5,0,2010,
7_11,17.5,0,2010,
7_12,18.5,0,2010,
7_13,19.5,0,2010,
7_14,20.5,0,2010,
7_15,21.5,0,2010,
7_16,22.5,0,2010,
7_17,23.5,0,2010,
7_18,24.5,0,2010,
7_19,25.14334375,2,2010,
7_20,26.5,0,2010,
7_21,27.89515893,2,2010,
7_22,28.22442064,2,2010,
7_23,29.71443904,1,2010,
7_24,30.5,0,2010,
7_25,31.43908154,1,2010,
7_26,32.84941607,1,2010,
7_27,33.5,0,2010,
7_28,34.5,0,2010,
7_29,35.5,0,2010,
7_30,36.5,0,2010,
7_31,37.89473492,1,2010,
7_32,38.28436861,1,2010,
7_33,39.5,0,2010,
7_34,40.39149173,1,2010,
7_35,41.59980229,2,2010,
7_36,42.5,0,2010,
7_37,43.30619399,2,2010,
7_38,44.45224818,2,2010,
7_39,45.46904843,4,2010,
7_40,46.72747484,2,2010,
7_41,47.5,0,2010,
7_42,48.25431965,3,2010,
7_43,49.71949161,2,2010,
7_44,50.5,0,2010,
7_45,51.11511573,1,2010,
7_46,52.5,0,2010,
7_47,53.41537717,2,2010,
7_48,54.5,0,2010,
7_49,55.38914097,9,2010,
7_50,56.52718964,6,2010,
7_51,57.70203361,6,2010,
7_52,58.63633912,3,2010,
7_53,59.51372346,11,2010,
7_54,60.44165426,4,2010,
7_55,61.61462194,6,2010,
7_56,62.62538058,5,2010,
7_57,63.62681396,6,2010,
7_58,64.52973879,10,2010,
7_59,65.63219016,14,2010,
7_60,66.56679251,19,2010,
7_61,67.50359685,16,2010,
7_62,68.3729483,10,2010,
7_63,69.50963011,16,2010,
7_64,70.47792151,26,2010,
7_65,71.53626192,24,2010,
7_66,72.47890083,30,2010,
7_67,73.4896504,24,2010,
7_68,74.51262923,32,2010,
7_69,75.52612143,31,2010,
7_70,76.5165479,39,2010,
7_71,77.5484261,38,2010,
7_72,78.50130169,43,2010,
7_73,79.48903602,31,2010,
7_74,80.4736322,29,2010,
7_75,81.50055346,21,2010,
7_76,82.54076936,27,2010,
7_77,83.4532663,26,2010,
7_78,84.49090894,29,2010,
7_79,85.49506849,21,2010,
7_80,86.42718144,27,2010,
7_81,87.61428056,20,2010,
7_82,88.46893798,14,2010,
7_83,89.39750865,23,2010,
7_84,90.7664236,10,2010,
7_85,91.48497386,14,2010,
7_86,92.67217095,7,2010,
7_87,93.4087223,13,2010,
7_88,94.56388166,6,2010,
7_89,95.59224393,11,2010,
7_90,96.4674502,16,2010,
7_91,97.45949286,12,2010,
7_92,98.49273157,11,2010,
7_93,99.62220961,5,2010,
7_94,100.5126108,11,2010,
7_95,101.4876854,5,2010,
7_96,102.4868287,10,2010,
7_97,103.4826332,7,2010,
7_98,104.3367753,2,2010,
7_99,105.4259892,5,2010,
7_100,106.5432294,1,2010,
7_101,107.3157352,2,2010,
7_102,108.4365997,4,2010,
7_103,109.1804153,3,2010,
7_104,110.5260002,5,2010,
7_105,111.5,0,2010,
7_106,112.3501526,3,2010,
7_107,113.5,0,2010,
7_108,114.3733581,2,2010,
7_109,115.7533294,3,2010,
7_110,116.5,0,2010,
7_111,117.6379277,2,2010,
7_112,118.2933635,2,2010,
7_113,119.066108,1,2010,
7_114,120.5375828,2,2010,
7_115,121.5,0,2010,
7_116,122.5,0,2010,
7_117,123.3490197,4,2010,
7_118,124.8063772,1,2010,
7_119,125.5,0,2010,
7_120,126.5,0,2010,
7_121,127.4139757,1,2010,
7_122,128.774335,1,2010,
7_123,129.9282747,1,2010,
7_124,130.5,0,2010,
7_125,131.5,0,2010,
7_126,132.5,0,2010,
7_127,133.3966283,1,2010,
7_128,134.5,0,2010,
7_129,135.5,0,2010,
7_130,136.5,0,2010,
7_131,137.5,0,2010,
7_132,138.2902958,1,2010,
7_133,139.1885923,1,2010,
7_134,140.5,0,2010,
7_135,141.5,0,2010,
7_136,142.5,0,2010,
7_137,143.5,0,2010,
7_138,144.5,0,2010,
7_139,145.5,0,2010,
7_140,146.5,0,2010,
7_141,147.5,0,2010,
7_142,148.5,0,2010,
7_143,149.5,0,2010,
7_144,150.5,0,2010,
7_145,151.5,0,2010,
7_146,152.5,0,2010,
7_147,153.5,0,2010,
7_148,154.5,0,2010,
7_149,155.5,0,2010,
7_150,156.5,0,2010,
7_151,157.5,0,2010,
7_152,158.5,0,2010,
7_153,159.5,0,2010,
7_154,160.5,0,2010,
7_155,161.5,0,2010,
7_156,162.5,0,2010,
7_157,163.5,0,2010,
7_158,164.5,0,2010,
7_159,165.5,0,2010,
7_160,166.5,0,2010,
7_161,167.5,0,2010,
7_162,168.5,0,2010,
7_163,169.0113065,1,2010,
8_0,27.58378773,1,2011,
8_1,28.5,0,2011,
8_2,29.5,0,2011,
8_3,30.5,0,2011,
8_4,31.5,0,2011,
8_5,32.5,0,2011,
8_6,33.26321984,1,2011,
8_7,34.5,0,2011,
8_8,35.60638659,1,2011,
8_9,36.5,0,2011,
8_10,37.5,0,2011,
8_11,38.5,0,2011,
8_12,39.5,0,2011,
8_13,40.5,0,2011,
8_14,41.5,0,2011,
8_15,42.5,0,2011,
8_16,43.69622181,2,2011,
8_17,44.5,0,2011,
8_18,45.71679109,1,2011,
8_19,46.54851803,1,2011,
8_20,47.5,0,2011,
8_21,48.5,0,2011,
8_22,49.5,0,2011,
8_23,50.5,0,2011,
8_24,51.5,0,2011,
8_25,52.5,0,2011,
8_26,53.5,0,2011,
8_27,54.16241167,2,2011,
8_28,55.72241509,2,2011,
8_29,56.5,0,2011,
8_30,57.66357663,1,2011,
8_31,58.5,0,2011,
8_32,59.99907653,1,2011,
8_33,60.54156259,4,2011,
8_34,61.43670327,2,2011,
8_35,62.747623,3,2011,
8_36,63.37542869,6,2011,
8_37,64.40855942,1,2011,
8_38,65.49067838,2,2011,
8_39,66.81219116,1,2011,
8_40,67.45629853,6,2011,
8_41,68.36649154,3,2011,
8_42,69.5,0,2011,
8_43,70.5,0,2011,
8_44,71.5,0,2011,
8_45,72.17429704,3,2011,
8_46,73.67860745,7,2011,
8_47,74.45116713,6,2011,
8_48,75.58055584,2,2011,
8_49,76.47981718,4,2011,
8_50,77.60641891,8,2011,
8_51,78.46776575,6,2011,
8_52,79.67774808,4,2011,
8_53,80.63912987,17,2011,
8_54,81.51916759,7,2011,
8_55,82.41918886,8,2011,
8_56,83.57287581,9,2011,
8_57,84.50627119,7,2011,
8_58,85.47714223,10,2011,
8_59,86.50790379,18,2011,
8_60,87.56075546,17,2011,
8_61,88.48801001,28,2011,
8_62,89.55648159,21,2011,
8_63,90.49990598,44,2011,
8_64,91.39944736,20,2011,
8_65,92.49956916,23,2011,
8_66,93.4100826,37,2011,
8_67,94.49849075,40,2011,
8_68,95.45759833,36,2011,
8_69,96.55616554,26,2011,
8_70,97.59554867,24,2011,
8_71,98.53924543,29,2011,
8_72,99.52217986,32,2011,
8_73,100.4812816,39,2011,
8_74,101.4529328,33,2011,
8_75,102.5977096,30,2011,
8_76,103.5786819,31,2011,
8_77,104.4496503,30,2011,
8_78,105.4654364,32,2011,
8_79,106.4371152,24,2011,
8_80,107.4777003,24,2011,
8_81,108.5852699,26,2011,
8_82,109.4671997,23,2011,
8_83,110.4969815,12,2011,
8_84,111.5559071,23,2011,
8_85,112.4267112,12,2011,
8_86,113.4348234,13,2011,
8_87,114.4497606,11,2011,
8_88,115.4730528,9,2011,
8_89,116.6302923,4,2011,
8_90,117.4734404,4,2011,
8_91,118.7482055,5,2011,
8_92,119.6736388,2,2011,
8_93,120.6192872,4,2011,
8_94,121.5223352,9,2011,
8_95,122.5862602,5,2011,
8_96,123.3234136,4,2011,
8_97,124.6822188,2,2011,
8_98,125.3854579,2,2011,
8_99,126.0102278,1,2011,
8_100,127.5,0,2011,
8_101,128.5800889,4,2011,
8_102,129.5,0,2011,
8_103,130.2071081,3,2011,
8_104,131.5,0,2011,
8_105,132.5,0,2011,
8_106,133.5,0,2011,
8_107,134.5,0,2011,
8_108,135.5,0,2011,
8_109,136.5,0,2011,
8_110,137.5,0,2011,
8_111,138.5,0,2011,
8_112,139.5,0,2011,
8_113,140.5,0,2011,
8_114,141.5,0,2011,
8_115,142.5,0,2011,
8_116,143.5,0,2011,
8_117,144.5,0,2011,
8_118,145.5,0,2011,
8_119,146.5,0,2011,
8_120,147.5,0,2011,
8_121,148.5,0,2011,
8_122,149.5,0,2011,
8_123,150.5,0,2011,
8_124,151.475887,1,2011,
8_125,152.2264359,1,2011,
8_126,153.5,0,2011,
8_127,154.5,0,2011,
8_128,155.5,0,2011,
8_129,156.5,0,2011,
8_130,157.5,0,2011,
8_131,158.5,0,2011,
8_132,159.5,0,2011,
8_133,160.5,0,2011,
8_134,161.5,0,2011,
8_135,162.5,0,2011,
8_136,163.5,0,2011,
8_137,164.5,0,2011,
8_138,165.5,0,2011,
8_139,166.5,0,2011,
8_140,167.5,0,2011,
8_141,168.5,0,2011,
8_142,169.5,0,2011,
8_143,170.5,0,2011,
8_144,171.217365,2,2011,
8_145,172.5,0,2011,
8_146,173.5,0,2011,
8_147,174.5,0,2011,
8_148,175.5,0,2011,
8_149,176.5,0,2011,
8_150,177.5,0,2011,
8_151,178.5,0,2011,
8_152,179.5,0,2011,
8_153,180.5,0,2011,
8_154,181.5,0,2011,
8_155,182.5,0,2011,
8_156,183.8645604,1,2011,
9_0,10.29747904,1,2012,
9_1,11.5,0,2012,
9_2,12.5,0,2012,
9_3,13.5,0,2012,
9_4,14.5,0,2012,
9_5,15.5,0,2012,
9_6,16.5,0,2012,
9_7,17.5,0,2012,
9_8,18.5,0,2012,
9_9,19.5,0,2012,
9_10,20.5,0,2012,
9_11,21.5,0,2012,
9_12,22.5,0,2012,
9_13,23.92153054,2,2012,
9_14,24.5,0,2012,
9_15,25.5,0,2012,
9_16,26.5,0,2012,
9_17,27.5,0,2012,
9_18,28.5,0,2012,
9_19,29.34590222,1,2012,
9_20,30.41649255,1,2012,
9_21,31.5,0,2012,
9_22,32.5,0,2012,
9_23,33.5,0,2012,
9_24,34.5,0,2012,
9_25,35.5,0,2012,
9_26,36.5,0,2012,
9_27,37.5,0,2012,
9_28,38.0619345,1,2012,
9_29,39.40244143,1,2012,
9_30,40.97503322,1,2012,
9_31,41.5,0,2012,
9_32,42.13645441,1,2012,
9_33,43.5,0,2012,
9_34,44.89572944,2,2012,
9_35,45.5,0,2012,
9_36,46.19874682,1,2012,
9_37,47.31246335,3,2012,
9_38,48.5,0,2012,
9_39,49.4339241,1,2012,
9_40,50.75495113,3,2012,
9_41,51.5,0,2012,
9_42,52.44389855,1,2012,
9_43,53.06767077,1,2012,
9_44,54.5,0,2012,
9_45,55.22393503,1,2012,
9_46,56.8057584,2,2012,
9_47,57.56955242,2,2012,
9_48,58.12430642,1,2012,
9_49,59.24820358,2,2012,
9_50,60.4690303,1,2012,
9_51,61.97908566,1,2012,
9_52,62.46390515,7,2012,
9_53,63.31599504,4,2012,
9_54,64.51945887,1,2012,
9_55,65.17450864,2,2012,
9_56,66.24585881,2,2012,
9_57,67.45301997,5,2012,
9_58,68.66991916,3,2012,
9_59,69.36730366,5,2012,
9_60,70.38731282,7,2012,
9_61,71.42046867,7,2012,
9_62,72.44392347,8,2012,
9_63,73.55200284,15,2012,
9_64,74.44593421,13,2012,
9_65,75.50621341,14,2012,
9_66,76.49201587,25,2012,
9_67,77.49055205,31,2012,
9_68,78.45687539,25,2012,
9_69,79.46749907,33,2012,
9_70,80.5894057,20,2012,
9_71,81.39659382,44,2012,
9_72,82.45112012,51,2012,
9_73,83.53216573,40,2012,
9_74,84.54260828,43,2012,
9_75,85.5561507,48,2012,
9_76,86.50940662,38,2012,
9_77,87.55166106,51,2012,
9_78,88.46952648,41,2012,
9_79,89.46413294,37,2012,
9_80,90.46708226,37,2012,
9_81,91.53826347,35,2012,
9_82,92.4228667,27,2012,
9_83,93.47842883,29,2012,
9_84,94.42108424,31,2012,
9_85,95.37961768,16,2012,
9_86,96.3997332,20,2012,
9_87,97.5082586,20,2012,
9_88,98.46225174,10,2012,
9_89,99.35774463,8,2012,
9_90,100.3851002,6,2012,
9_91,101.8172607,5,2012,
9_92,102.5845886,9,2012,
9_93,103.7077555,7,2012,
9_94,104.4716274,7,2012,
9_95,105.7285067,6,2012,
9_96,106.4719239,6,2012,
9_97,107.5143439,8,2012,
9_98,108.4113488,3,2012,
9_99,109.112562,1,2012,
9_100,110.5,0,2012,
9_101,111.4662256,8,2012,
9_102,112.5766256,2,2012,
9_103,113.7108591,1,2012,
9_104,114.2964409,1,2012,
9_105,115.3429437,2,2012,
9_106,116.3348972,2,2012,
9_107,117.5,0,2012,
9_108,118.5,0,2012,
9_109,119.5,0,2012,
9_110,120.5,0,2012,
9_111,121.2481496,1,2012,
9_112,122.5,0,2012,
9_113,123.5,0,2012,
9_114,124.2771767,2,2012,
9_115,125.5,0,2012,
9_116,126.5,0,2012,
9_117,127.5,0,2012,
9_118,128.5,0,2012,
9_119,129.5,0,2012,
9_120,130.5,0,2012,
9_121,131.5,0,2012,
9_122,132.5,0,2012,
9_123,133.5,0,2012,
9_124,134.3199559,1,2012,
9_125,135.5,0,2012,
9_126,136.5,0,2012,
9_127,137.5,0,2012,
9_128,138.5,0,2012,
9_129,139.5,0,2012,
9_130,140.5,0,2012,
9_131,141.5,0,2012,
9_132,142.5,0,2012,
9_133,143.5,0,2012,
9_134,144.5,0,2012,
9_135,145.5,0,2012,
9_136,146.5,0,2012,
9_137,147.5,0,2012,
9_138,148.5,0,2012,
9_139,149.5,0,2012,
9_140,150.5,0,2012,
9_141,151.5,0,2012,
9_142,152.5,0,2012,
9_143,153.5,0,2012,
9_144,154.5,0,2012,
9_145,155.5,0,2012,
9_146,156.5,0,2012,
9_147,157.5,0,2012,
9_148,158.5,0,2012,
9_149,159.5,0,2012,
9_150,160.5,0,2012,
9_151,161.5,0,2012,
9_152,162.5,0,2012,
9_153,163.5,0,2012,
9_154,164.5,0,2012,
9_155,165.5,0,2012,
9_156,166.5,0,2012,
9_157,167.5,0,2012,
9_158,168.5,0,2012,
9_159,169.5,0,2012,
9_160,170.5,0,2012,
9_161,171.5,0,2012,
9_162,172.5,0,2012,
9_163,173.5,0,2012,
9_164,174.5,0,2012,
9_165,175.5,0,2012,
9_166,176.5,0,2012,
9_167,177.5,0,2012,
9_168,178.5,0,2012,
9_169,179.5,0,2012,
9_170,180.5,0,2012,
9_171,181.5,0,2012,
9_172,182.5,0,2012,
9_173,183.5,0,2012,
9_174,184.5,0,2012,
9_175,185.5,0,2012,
9_176,186.5,0,2012,
9_177,187.5,0,2012,
9_178,188.5,0,2012,
9_179,189.5,0,2012,
9_180,190.5,0,2012,
9_181,191.5,0,2012,
9_182,192.5,0,2012,
9_183,193.5,0,2012,
9_184,194.5,0,2012,
9_185,195.5,0,2012,
9_186,196.6620883,1,2012,
10_0,0.452474139,1,2013,
10_1,0.75,0,2013,
10_2,1.25,0,2013,
10_3,1.75,0,2013,
10_4,2.25,0,2013,
10_5,2.75,0,2013,
10_6,3.25,0,2013,
10_7,3.75,0,2013,
10_8,4.25,0,2013,
10_9,4.75,0,2013,
10_10,5.25,0,2013,
10_11,5.75,0,2013,
10_12,6.25,0,2013,
10_13,6.75,0,2013,
10_14,7.25,0,2013,
10_15,7.75,0,2013,
10_16,8.25,0,2013,
10_17,8.75,0,2013,
10_18,9.25,0,2013,
10_19,9.75,0,2013,
10_20,10.25,0,2013,
10_21,10.75,0,2013,
10_22,11.25,0,2013,
10_23,11.61559803,1,2013,
10_24,12.25,0,2013,
10_25,12.75,0,2013,
10_26,13.25,0,2013,
10_27,13.75,0,2013,
10_28,14.25,0,2013,
10_29,14.75,0,2013,
10_30,15.25,0,2013,
10_31,15.75,0,2013,
10_32,16.23998993,1,2013,
10_33,16.75,0,2013,
10_34,17.25,0,2013,
10_35,17.75,0,2013,
10_36,18.25,0,2013,
10_37,18.75,0,2013,
10_38,19.25,0,2013,
10_39,19.75,0,2013,
10_40,20.25,0,2013,
10_41,20.75,0,2013,
10_42,21.25,0,2013,
10_43,21.75,0,2013,
10_44,22.25,0,2013,
10_45,22.53596077,1,2013,
10_46,23.25,0,2013,
10_47,23.75,0,2013,
10_48,24.25,0,2013,
10_49,24.75,0,2013,
10_50,25.25,0,2013,
10_51,25.75,0,2013,
10_52,26.25,0,2013,
10_53,26.75,0,2013,
10_54,27.25,0,2013,
10_55,27.75,0,2013,
10_56,28.25,0,2013,
10_57,28.71387008,1,2013,
10_58,29.25,0,2013,
10_59,29.68224413,2,2013,
10_60,30.31493859,1,2013,
10_61,30.75,0,2013,
10_62,31.25,0,2013,
10_63,31.81112347,1,2013,
10_64,32.25,0,2013,
10_65,32.81754729,1,2013,
10_66,33.25,0,2013,
10_67,33.75,0,2013,
10_68,34.25,0,2013,
10_69,34.75,0,2013,
10_70,35.25,0,2013,
10_71,35.75,0,2013,
10_72,36.25,0,2013,
10_73,36.75,0,2013,
10_74,37.25,0,2013,
10_75,37.75,0,2013,
10_76,38.49370117,1,2013,
10_77,38.75,0,2013,
10_78,39.07807862,2,2013,
10_79,39.52385737,1,2013,
10_80,40.25,0,2013,
10_81,40.75,0,2013,
10_82,41.32009737,1,2013,
10_83,41.85883054,3,2013,
10_84,42.25,0,2013,
10_85,42.57133266,1,2013,
10_86,43.25,0,2013,
10_87,43.99527402,1,2013,
10_88,44.25,0,2013,
10_89,44.75,0,2013,
10_90,45.25,0,2013,
10_91,45.84434541,1,2013,
10_92,46.25,0,2013,
10_93,46.75,0,2013,
10_94,47.25,0,2013,
10_95,47.75,0,2013,
10_96,48.25,0,2013,
10_97,48.75,0,2013,
10_98,49.18314562,1,2013,
10_99,49.75,0,2013,
10_100,50.25590884,2,2013,
10_101,50.75,0,2013,
10_102,51.20645242,3,2013,
10_103,51.65985591,2,2013,
10_104,52.25,0,2013,
10_105,52.60556863,1,2013,
10_106,53.3215439,1,2013,
10_107,53.75,0,2013,
10_108,54.25,0,2013,
10_109,54.67689473,1,2013,
10_110,55.21017822,2,2013,
10_111,55.75,0,2013,
10_112,56.32079418,5,2013,
10_113,56.54101836,1,2013,
10_114,57.25,0,2013,
10_115,57.82209671,1,2013,
10_116,58.27123886,3,2013,
10_117,58.77685984,2,2013,
10_118,59.13228997,1,2013,
10_119,59.76372335,3,2013,
10_120,60.14372147,2,2013,
10_121,60.71622148,3,2013,
10_122,61.49576319,1,2013,
10_123,61.50708705,1,2013,
10_124,62.40350091,2,2013,
10_125,62.73229198,1,2013,
10_126,63.27979704,3,2013,
10_127,63.90018933,1,2013,
10_128,64.20249467,3,2013,
10_129,64.73335111,5,2013,
10_130,65.27399179,4,2013,
10_131,65.71986804,3,2013,
10_132,66.18826539,8,2013,
10_133,66.70687741,5,2013,
10_134,67.21905699,7,2013,
10_135,67.73840358,9,2013,
10_136,68.19422922,8,2013,
10_137,68.76479745,6,2013,
10_138,69.23539079,5,2013,
10_139,69.72529712,6,2013,
10_140,70.22073646,7,2013,
10_141,70.67267897,13,2013,
10_142,71.26224854,15,2013,
10_143,71.73729763,4,2013,
10_144,72.29070679,13,2013,
10_145,72.75724036,16,2013,
10_146,73.23081702,20,2013,
10_147,73.71057678,16,2013,
10_148,74.35735211,9,2013,
10_149,74.78940156,16,2013,
10_150,75.26419138,17,2013,
10_151,75.69694118,31,2013,
10_152,76.30289456,20,2013,
10_153,76.81819245,25,2013,
10_154,77.25237074,17,2013,
10_155,77.77685097,34,2013,
10_156,78.23938943,25,2013,
10_157,78.73702801,18,2013,
10_158,79.28731929,33,2013,
