bucketMean,count,year
80.90493913,50,2010
82.98840937,53,2010
84.91265595,50,2010
86.93233,47,2010
89.04615759,37,2010
91.18557792,24,2010
93.15092933,20,2010
95.22929254,17,2010
96.89261134,28,2010
98.84569345,16,2010
100.8173216,16,2010
102.8968658,17,2010
105.1147852,7,2010
107.0582332,3,2010
108.7553778,7,2010
110.5260002,5,2010
112.3501526,3,2010
115.2013409,5,2010
117.6379277,2,2010
118.550945,3,2010
120.5375828,2,2010
123.3490197,4,2010
124.8063772,1,2010
127.4139757,1,2010
129.3513049,2,2010
131,0,2010
133.3966283,1,2010
135,0,2010
137,0,2010
138.7394441,2,2010
141,0,2010
143,0,2010
145,0,2010
147,0,2010
149,0,2010
151,0,2010
153,0,2010
155,0,2010
157,0,2010
159,0,2010
161,0,2010
163,0,2010
165,0,2010
167,0,2010
169.0113065,1,2010
-38.20171265,1,2011
-37.5,0,2011
-36.5,0,2011
-35.5,0,2011
-34.5,0,2011
-33.5,0,2011
-32.5,0,2011
-31.5,0,2011
-30.5,0,2011
-29.5,0,2011
-28.5,0,2011
-27.5,0,2011
-26.5,0,2011
-25.5,0,2011
-24.5,0,2011
-23.5,0,2011
-22.5,0,2011
-21.5,0,2011
-20.5,0,2011
-19.5,0,2011
-18.5,0,2011
-17.5,0,2011
-16.5,0,2011
-15.5,0,2011
-14.5,0,2011
-13.5,0,2011
-12.5,0,2011
-11.2787412,1,2011
-10.5,0,2011
-9.5,0,2011
-8.5,0,2011
-7.686461439,1,2011
-6.5,0,2011
-5.564411543,1,2011
-4.5,0,2011
-3.154912042,1,2011
-2.5,0,2011
-1.5,0,2011
-0.5,0,2011
0.5,0,2011
1.5,0,2011
2.5,0,2011
3.5,0,2011
4.5,0,2011
5.5,0,2011
6.5,0,2011
7.5,0,2011
8.5,0,2011
9.5,0,2011
10.5,0,2011
11.5,0,2011
12.5,0,2011
13.5,0,2011
14.5,0,2011
15.5,0,2011
16.5,0,2011
17.5,0,2011
18.5,0,2011
19.5,0,2011
20.5,0,2011
21.5,0,2011
22.5,0,2011
23.5,0,2011
24.5,0,2011
25.5,0,2011
26.5,0,2011
27.58378773,1,2011
28.5,0,2011
29.5,0,2011
30.5,0,2011
31.5,0,2011
32.5,0,2011
33.26321984,1,2011
34.5,0,2011
35.60638659,1,2011
36.5,0,2011
37.5,0,2011
38.5,0,2011
39.5,0,2011
40.5,0,2011
41.5,0,2011
42.5,0,2011
43.69622181,2,2011
44.5,0,2011
45.71679109,1,2011
46.54851803,1,2011
47.5,0,2011
48.5,0,2011
49.5,0,2011
50.5,0,2011
51.5,0,2011
52.5,0,2011
53.5,0,2011
54.16241167,2,2011
55.72241509,2,2011
56.5,0,2011
57.66357663,1,2011
58.5,0,2011
59.99907653,1,2011
60.54156259,4,2011
61.43670327,2,2011
62.747623,3,2011
63.37542869,6,2011
64.40855942,1,2011
65.49067838,2,2011
66.81219116,1,2011
67.45629853,6,2011
68.36649154,3,2011
69.5,0,2011
70.5,0,2011
71.5,0,2011
72.17429704,3,2011
73.67860745,7,2011
74.45116713,6,2011
75.58055584,2,2011
76.47981718,4,2011
77.60641891,8,2011
78.46776575,6,2011
79.67774808,4,2011
80.63912987,17,2011
81.51916759,7,2011
82.41918886,8,2011
83.57287581,9,2011
84.50627119,7,2011
85.47714223,10,2011
86.50790379,18,2011
87.56075546,17,2011
88.48801001,28,2011
89.55648159,21,2011
90.49990598,44,2011
91.39944736,20,2011
92.49956916,23,2011
93.4100826,37,2011
94.49849075,40,2011
95.45759833,36,2011
96.55616554,26,2011
97.59554867,24,2011
98.53924543,29,2011
99.52217986,32,2011
100.4812816,39,2011
101.4529328,33,2011
102.5977096,30,2011
103.5786819,31,2011
104.4496503,30,2011
105.4654364,32,2011
106.4371152,24,2011
107.4777003,24,2011
108.5852699,26,2011
109.4671997,23,2011
110.4969815,12,2011
111.5559071,23,2011
112.4267112,12,2011
113.4348234,13,2011
114.4497606,11,2011
115.4730528,9,2011
116.6302923,4,2011
117.4734404,4,2011
118.7482055,5,2011
119.6736388,2,2011
120.6192872,4,2011
121.5223352,9,2011
122.5862602,5,2011
123.3234136,4,2011
124.6822188,2,2011
125.3854579,2,2011
126.0102278,1,2011
127.5,0,2011
128.5800889,4,2011
129.5,0,2011
130.2071081,3,2011
131.5,0,2011
132.5,0,2011
133.5,0,2011
134.5,0,2011
135.5,0,2011
136.5,0,2011
137.5,0,2011
138.5,0,2011
139.5,0,2011
140.5,0,2011
141.5,0,2011
142.5,0,2011
143.5,0,2011
144.5,0,2011
145.5,0,2011
146.5,0,2011
147.5,0,2011
148.5,0,2011
149.5,0,2011
150.5,0,2011
151.475887,1,2011
152.2264359,1,2011
153.5,0,2011
154.5,0,2011
155.5,0,2011
156.5,0,2011
157.5,0,2011
158.5,0,2011
159.5,0,2011
160.5,0,2011
161.5,0,2011
162.5,0,2011
163.5,0,2011
164.5,0,2011
165.5,0,2011
166.5,0,2011
167.5,0,2011
168.5,0,2011
169.5,0,2011
170.5,0,2011
171.217365,2,2011
172.5,0,2011
173.5,0,2011
174.5,0,2011
175.5,0,2011
176.5,0,2011
177.5,0,2011
178.5,0,2011
179.5,0,2011
180.5,0,2011
181.5,0,2011
182.5,0,2011
183.8645604,1,2011
-12.64034827,1,2012
-11.5,0,2012
-10.5,0,2012
-9.5,0,2012
-8.5,0,2012
-7.5,0,2012
-6.5,0,2012
-5.5,0,2012
-4.5,0,2012
-3.5,0,2012
-2.5,0,2012
-1.5,0,2012
-0.5,0,2012
0.5,0,2012
1.5,0,2012
2.5,0,2012
3.5,0,2012
4.5,0,2012
5.5,0,2012
6.5,0,2012
7.5,0,2012
8.5,0,2012
9.5,0,2012
10.29747904,1,2012
11.5,0,2012
12.5,0,2012
13.5,0,2012
14.5,0,2012
15.5,0,2012
16.5,0,2012
17.5,0,2012
18.5,0,2012
19.5,0,2012
20.5,0,2012
21.5,0,2012
22.5,0,2012
23.92153054,2,2012
24.5,0,2012
25.5,0,2012
26.5,0,2012
27.5,0,2012
28.5,0,2012
29.34590222,1,2012
30.41649255,1,2012
31.5,0,2012
32.5,0,2012
33.5,0,2012
34.5,0,2012
35.5,0,2012
36.5,0,2012
37.5,0,2012
38.0619345,1,2012
39.40244143,1,2012
40.97503322,1,2012
41.5,0,2012
42.13645441,1,2012
43.5,0,2012
44.89572944,2,2012
45.5,0,2012
46.19874682,1,2012
47.31246335,3,2012
48.5,0,2012
49.4339241,1,2012
50.75495113,3,2012
51.5,0,2012
52.44389855,1,2012
53.06767077,1,2012
54.5,0,2012
55.22393503,1,2012
56.8057584,2,2012
57.56955242,2,2012
58.12430642,1,2012
59.24820358,2,2012
60.4690303,1,2012
61.97908566,1,2012
62.46390515,7,2012
63.31599504,4,2012
64.51945887,1,2012
65.17450864,2,2012
66.24585881,2,2012
67.45301997,5,2012
68.66991916,3,2012
69.36730366,5,2012
70.38731282,7,2012
71.42046867,7,2012
72.44392347,8,2012
73.55200284,15,2012
74.44593421,13,2012
75.50621341,14,2012
76.49201587,25,2012
77.49055205,31,2012
78.45687539,25,2012
79.46749907,33,2012
80.5894057,20,2012
81.39659382,44,2012
82.45112012,51,2012
83.53216573,40,2012
84.54260828,43,2012
85.5561507,48,2012
86.50940662,38,2012
87.55166106,51,2012
88.46952648,41,2012
89.46413294,37,2012
90.46708226,37,2012
91.53826347,35,2012
92.4228667,27,2012
93.47842883,29,2012
94.42108424,31,2012
95.37961768,16,2012
96.3997332,20,2012
97.5082586,20,2012
98.46225174,10,2012
99.35774463,8,2012
100.3851002,6,2012
101.8172607,5,2012
102.5845886,9,2012
103.7077555,7,2012
104.4716274,7,2012
105.7285067,6,2012
106.4719239,6,2012
107.5143439,8,2012
108.4113488,3,2012
109.112562,1,2012
110.5,0,2012
111.4662256,8,2012
112.5766256,2,2012
113.7108591,1,2012
114.2964409,1,2012
115.3429437,2,2012
116.3348972,2,2012
117.5,0,2012
118.5,0,2012
119.5,0,2012
120.5,0,2012
121.2481496,1,2012
122.5,0,2012
123.5,0,2012
124.2771767,2,2012
125.5,0,2012
126.5,0,2012
127.5,0,2012
128.5,0,2012
129.5,0,2012
130.5,0,2012
131.5,0,2012
132.5,0,2012
133.5,0,2012
134.3199559,1,2012
135.5,0,2012
136.5,0,2012
137.5,0,2012
138.5,0,2012
139.5,0,2012
140.5,0,2012
141.5,0,2012
142.5,0,2012
143.5,0,2012
144.5,0,2012
145.5,0,2012
146.5,0,2012
147.5,0,2012
148.5,0,2012
149.5,0,2012
150.5,0,2012
151.5,0,2012
152.5,0,2012
153.5,0,2012
154.5,0,2012
155.5,0,2012
156.5,0,2012
157.5,0,2012
158.5,0,2012
159.5,0,2012
160.5,0,2012
161.5,0,2012
162.5,0,2012
163.5,0,2012
164.5,0,2012
165.5,0,2012
166.5,0,2012
167.5,0,2012
168.5,0,2012
169.5,0,2012
170.5,0,2012
171.5,0,2012
172.5,0,2012
173.5,0,2012
174.5,0,2012
175.5,0,2012
176.5,0,2012
177.5,0,2012
178.5,0,2012
179.5,0,2012
180.5,0,2012
181.5,0,2012
182.5,0,2012
183.5,0,2012
184.5,0,2012
185.5,0,2012
186.5,0,2012
187.5,0,2012
188.5,0,2012
189.5,0,2012
190.5,0,2012
191.5,0,2012
192.5,0,2012
193.5,0,2012
194.5,0,2012
195.5,0,2012
196.6620883,1,2012
-34.81610707,2,2013
-32.61932249,1,2013
-31,0,2013
-29,0,2013
-26.97960764,1,2013
-24.022726,1,2013
-23,0,2013
-21,0,2013
-19,0,2013
-17,0,2013
-15,0,2013
-13,0,2013
-11,0,2013
-9,0,2013
-7,0,2013
-5.014234927,2,2013
-3,0,2013
-1,0,2013
0.452474139,1,2013
3,0,2013
5,0,2013
7,0,2013
9,0,2013
11.61559803,1,2013
13,0,2013
15,0,2013
16.23998993,1,2013
19,0,2013
21,0,2013
22.53596077,1,2013
25,0,2013
27,0,2013
29.35945278,3,2013
31.06303103,2,2013
32.81754729,1,2013
35,0,2013
37,0,2013
39.04342894,4,2013
41.72414725,4,2013
43.28330334,2,2013
45.84434541,1,2013
47,0,2013
49.18314562,1,2013
51.06441239,7,2013
52.96355627,2,2013
55.03241706,3,2013
56.56672656,7,2013
58.97676625,9,2013
60.77699395,7,2013
63.03983918,7,2013
64.96865406,15,2013
67.00757039,29,2013
68.9068542,25,2013
70.92751027,39,2013
73.04431697,65,2013
75.23209622,73,2013
77.12724936,96,2013
79.01738811,98,2013
81.01482641,102,2013
82.91562712,59,2013
85.03299323,73,2013
86.89242472,59,2013
88.85118799,36,2013
90.83928313,29,2013
92.83878248,20,2013
95.14959361,20,2013
96.87601315,12,2013
98.91036947,8,2013
101.1119986,4,2013
102.1008418,8,2013
105.3440296,1,2013
106.9104025,2,2013
109.3805291,2,2013
111,0,2013
113,0,2013
115,0,2013
117,0,2013
119,0,2013
121,0,2013
123,0,2013
125,0,2013
127,0,2013
129,0,2013
131,0,2013
133,0,2013
135,0,2013
137,0,2013
139,0,2013
141,0,2013
143,0,2013
145,0,2013
147,0,2013
149,0,2013
151,0,2013
153,0,2013
155,0,2013
157,0,2013
159,0,2013
161,0,2013
163,0,2013
165,0,2013
167,0,2013
169,0,2013
171,0,2013
173,0,2013
175,0,2013
177,0,2013
179,0,2013
181,0,2013
183,0,2013
185,0,2013
187,0,2013
189,0,2013
191,0,2013
193,0,2013
195,0,2013
197,0,2013
199,0,2013
201,0,2013
203,0,2013
205,0,2013
207,0,2013
209,0,2013
211,0,2013
213,0,2013
215,0,2013
217,0,2013
219,0,2013
221,0,2013
222.4604907,1,2013
225,0,2013
227,0,2013
229,0,2013
231,0,2013
233.2524762,1,2013
-33.70156498,1,2014
-32.5,0,2014
-31.5,0,2014
-30.5,0,2014
-29.5,0,2014
-28.5,0,2014
-27.5,0,2014
-26.5,0,2014
-25.5,0,2014
-24.5,0,2014
-23.5,0,2014
-22.5,0,2014
-21.5,0,2014
-20.5,0,2014
-19.5,0,2014
-18.5,0,2014
-17.5,0,2014
-16.34590078,1,2014
-15.5,0,2014
-14.5,0,2014
-13.27482788,1,2014
-12.5,0,2014
-11.5,0,2014
-10.5,0,2014
-9.5,0,2014
-8.5,0,2014
-7.5,0,2014
-6.5,0,2014
-5.5,0,2014
-4.5,0,2014
-3.5,0,2014
-2.5,0,2014
-1.5,0,2014
-0.5,0,2014
0.5,0,2014
1.5,0,2014
2.5,0,2014
3.5,0,2014
4.815071484,1,2014
5.5,0,2014
6.5,0,2014
7.5,0,2014
8.5,0,2014
9.5,0,2014
10.5,0,2014
11.5,0,2014
12.5,0,2014
13.5,0,2014
14.5,0,2014
15.5,0,2014
16.5,0,2014
17.5,0,2014
18.5,0,2014
19.5,0,2014
20.5,0,2014
21.5,0,2014
22.5,0,2014
23.5,0,2014
24.5,0,2014
25.81166586,1,2014
26.5,0,2014
27.5,0,2014
28.5,0,2014
29.5,0,2014
30.5,0,2014
31.5,0,2014
32.5,0,2014
33.5,0,2014
34.5,0,2014
35.66825378,2,2014
36.5,0,2014
37.5,0,2014
38.5,0,2014
39.28197051,2,2014
40.5,0,2014
41.63791861,1,2014
42.80578202,7,2014
43.07682567,1,2014
44.3188674,1,2014
45.95724145,1,2014
46.00735583,1,2014
47.5,0,2014
48.5,0,2014
49.5,0,2014
50.29869489,2,2014
51.5,0,2014
52.5,0,2014
53.29064702,1,2014
54.5,0,2014
55.5885516,1,2014
56.5,0,2014
57.32604695,1,2014
58.5,0,2014
59.46069615,3,2014
60.81445083,2,2014
61.26416159,2,2014
62.5,0,2014
63.58056164,1,2014
64.5,0,2014
65.37855315,3,2014
66.98896512,1,2014
67.80460849,1,2014
68.30827527,1,2014
69.64255115,2,2014
70.74489898,1,2014
71.52311041,4,2014
72.58954542,5,2014
73.63194195,6,2014
74.62667055,15,2014
75.4668312,13,2014
76.65304847,11,2014
77.59278753,7,2014
78.5464641,21,2014
79.47794551,29,2014
80.61351755,27,2014
81.48879009,46,2014
82.55283195,41,2014
83.42430205,41,2014
84.52895523,47,2014
85.43887233,41,2014
86.50463525,46,2014
87.50552258,58,2014
88.48974525,61,2014
89.5067363,62,2014
90.55101973,55,2014
91.47991294,45,2014
92.52647786,45,2014
93.46426407,42,2014
94.53780991,26,2014
95.4709251,23,2014
96.44527677,17,2014
97.48851723,18,2014
98.46023809,10,2014
99.61000795,14,2014
100.507471,3,2014
101.3368838,5,2014
102.6642789,6,2014
103.3000759,2,2014
104.1423261,1,2014
105.0110947,2,2014
106.3976394,2,2014
107.0064552,1,2014
108.5,0,2014
109.5,0,2014
110.5,0,2014
111.5,0,2014
112.5,0,2014
113.5,0,2014
114.5,0,2014
115.5,0,2014
116.5,0,2014
117.5,0,2014
118.5,0,2014
119.5,0,2014
120.5,0,2014
121.5,0,2014
122.5,0,2014
123.5,0,2014
124.5,0,2014
125.5,0,2014
126.5325689,1,2014
127.5,0,2014
128.5,0,2014
129.5,0,2014
130.5,0,2014
131.5,0,2014
132.5,0,2014
133.5,0,2014
134.5,0,2014
135.306743,1,2014
136.5,0,2014
137.5,0,2014
138.5,0,2014
139.5,0,2014
140.5,0,2014
141.5,0,2014
142.5,0,2014
143.5,0,2014
144.5,0,2014
145.5,0,2014
146.5,0,2014
147.5,0,2014
148.5,0,2014
149.5,0,2014
150.5,0,2014
151.5,0,2014
152.5,0,2014
153.5,0,2014
154.5,0,2014
155.5,0,2014
156.5,0,2014
157.5,0,2014
158.5,0,2014
159.5,0,2014
160.5,0,2014
161.5,0,2014
162.5,0,2014
163.5,0,2014
164.5,0,2014
165.5,0,2014
166.5,0,2014
167.5,0,2014
168.5,0,2014
169.5,0,2014
170.5,0,2014
171.5,0,2014
172.5,0,2014
173.5,0,2014
174.5,0,2014
175.5,0,2014
176.5,0,2014
177.5,0,2014
178.5,0,2014
179.5,0,2014
180.5,0,2014
181.5,0,2014
182.5,0,2014
183.5,0,2014
184.5,0,2014
185.5,0,2014
186.5,0,2014
187.5,0,2014
188.5,0,2014
189.5,0,2014
190.5,0,2014
191.5,0,2014
192.5,0,2014
193.5,0,2014
194.5,0,2014
195.5,0,2014
196.5,0,2014
197.5,0,2014
198.5,0,2014
199.5,0,2014
200.5,0,2014
201.5,0,2014
202.5,0,2014
203.5,0,2014
204.5,0,2014
205.5,0,2014
206.6761694,2,2014
-79.43486039,1,2015
-78.5,0,2015
-77.5,0,2015
-76.5,0,2015
-75.5,0,2015
-74.5,0,2015
-73.5,0,2015
-72.5,0,2015
-71.5,0,2015
-70.5,0,2015
-69.5,0,2015
-68.5,0,2015
-67.5,0,2015
-66.5,0,2015
-65.5,0,2015
-64.5,0,2015
-63.5,0,2015
-62.5,0,2015
-61.5,0,2015
-60.5,0,2015
-59.5,0,2015
-58.5,0,2015
-57.5,0,2015
-56.5,0,2015
-55.5,0,2015
-54.5,0,2015
-53.5,0,2015
-52.5,0,2015
-51.5,0,2015
-50.5,0,2015
-49.5,0,2015
-48.3598115,1,2015
-47.5,0,2015
-46.5,0,2015
-45.81105712,1,2015
-44.5,0,2015
-43.5,0,2015
-42.5,0,2015
-41.5,0,2015
-40.5,0,2015
-39.5,0,2015
-38.65092458,1,2015
-37.5,0,2015
-36.87244314,1,2015
-35.5,0,2015
-34.5,0,2015
-33.75930511,1,2015
-32.5,0,2015
-31.5,0,2015
-30.5,0,2015
-29.5,0,2015
-28.5,0,2015
-27.16111773,1,2015
-26.5,0,2015
-25.5,0,2015
-24.5,0,2015
-23.5,0,2015
-22.5,0,2015
-21.83371458,1,2015
-20.44313858,1,2015
-19.5,0,2015
-18.5,0,2015
-17.28978231,1,2015
-16.5,0,2015
-15.5,0,2015
-14.5,0,2015
-13.5,0,2015
-12.5,0,2015
-11.5,0,2015
-10.5,0,2015
-9.5,0,2015
-8.541026734,1,2015
-7.5,0,2015
-6.5,0,2015
-5.5,0,2015
-4.5,0,2015
-3.00371861,1,2015
-2.5,0,2015
-1.5,0,2015
-0.5,0,2015
0.294574681,1,2015
1.801246959,1,2015
2.5,0,2015
3.5,0,2015
4.5,0,2015
5.655776209,1,2015
6.5,0,2015
7.832053939,2,2015
8.5,0,2015
9.5,0,2015
10.5,0,2015
11.5,0,2015
12.5,0,2015
13.5,0,2015
14.5,0,2015
15.5,0,2015
16.5,0,2015
17.5,0,2015
18.5,0,2015
19.5,0,2015
20.09381344,1,2015
21.5,0,2015
22.5,0,2015
23.5,0,2015
24.5,0,2015
25.39257945,1,2015
26.5,0,2015
27.5,0,2015
28.5,0,2015
29.5,0,2015
30.71435978,1,2015
31.29145894,2,2015
32.0209634,1,2015
33.54270814,2,2015
34.57312056,1,2015
35.74255936,2,2015
36.1090048,1,2015
37.5,0,2015
38.50791419,2,2015
39.05009974,1,2015
40.5,0,2015
41.02912004,1,2015
42.5,0,2015
43.5,0,2015
44.5,0,2015
45.5,0,2015
46.12503732,1,2015
47.63439086,2,2015
48.00382746,1,2015
49.17586975,2,2015
50.09072835,1,2015
51.8024225,1,2015
52.85488061,1,2015
53.5,0,2015
54.5,0,2015
55.5,0,2015
56.43880763,2,2015
57.5,0,2015
58.51126745,4,2015
59.80632406,3,2015
60.70864982,2,2015
61.00910671,1,2015
62.41862083,2,2015
63.45534676,5,2015
64.51808373,5,2015
65.48269229,6,2015
66.74168509,3,2015
67.57690551,10,2015
68.40155596,10,2015
69.42208145,10,2015
70.45098262,9,2015
71.61659764,13,2015
72.5646983,16,2015
73.51550381,20,2015
74.4566338,19,2015
75.51022873,18,2015
76.33357177,7,2015
77.61113497,20,2015
78.56491131,23,2015
79.41793711,9,2015
80.39702602,15,2015
81.56153316,14,2015
82.54235769,24,2015
83.43879624,15,2015
84.54239402,20,2015
85.56433083,13,2015
86.4547184,25,2015
87.54468103,31,2015
88.4695923,29,2015
89.47210873,32,2015
90.45369535,26,2015
91.57729878,25,2015
92.54342373,42,2015
93.45478165,45,2015
94.5839808,38,2015
95.41617954,21,2015
96.45090593,35,2015
97.46048021,19,2015
98.43850774,18,2015
99.52543587,27,2015
100.4734402,23,2015
101.4286038,15,2015
102.5474564,34,2015
103.4662001,24,2015
104.5017832,18,2015
105.4987751,17,2015
106.4248031,14,2015
107.383873,7,2015
108.6256217,7,2015
109.4896366,8,2015
110.6583589,4,2015
111.5579626,5,2015
112.4568132,2,2015
113.4120068,2,2015
114.3570412,8,2015
115.7499994,1,2015
116.3368126,3,2015
117.5,0,2015
118.5,0,2015
119.5,0,2015
120.5,0,2015
121.3853024,5,2015
122.5,0,2015
123.5,0,2015
124.5,0,2015
125.442263,1,2015
126.5,0,2015
127.5,0,2015
128.5,0,2015
129.5,0,2015
130.7326926,1,2015
131.5,0,2015
132.5,0,2015
133.5,0,2015
134.5,0,2015
135.2945229,1,2015
136.5,0,2015
137.5,0,2015
138.5,0,2015
139.5,0,2015
140.5,0,2015
141.5,0,2015
142.5,0,2015
143.5,0,2015
144.5,0,2015
145.5,0,2015
146.5,0,2015
147.5,0,2015
148.5,0,2015
149.5,0,2015
150.5,0,2015
151.5,0,2015
152.5,0,2015
153.1778883,1,2015
154.5,0,2015
155.5,0,2015
156.5,0,2015
157.5,0,2015
158.5,0,2015
159.5,0,2015
160.5,0,2015
161.5,0,2015
162.5,0,2015
163.5,0,2015
164.8886136,1,2015
-91.20289018,1,2016
-89,0,2016
-87,0,2016
-85,0,2016
-83,0,2016
-81,0,2016
-79,0,2016
-77,0,2016
-74.08327966,1,2016
-73,0,2016
-71,0,2016
-69,0,2016
-67,0,2016
-65,0,2016
-63,0,2016
-61,0,2016
-59,0,2016
-57,0,2016
-55,0,2016
-53,0,2016
-51.19990177,1,2016
-49,0,2016
-47,0,2016
-45,0,2016
-43,0,2016
-41,0,2016
-39,0,2016
-36.97514561,2,2016
-35,0,2016
-33,0,2016
-30.98091494,6,2016
-29.11319374,4,2016
-26.95464751,4,2016
-25,0,2016
-22.48947963,1,2016
-20.52895702,5,2016
-19.20237824,3,2016
-17.56276126,9,2016
-14.85882805,4,2016
-13.69329201,1,2016
-11.177896,1,2016
-8.664545939,3,2016
-7.094618123,4,2016
-5.625439563,2,2016
-2.937839445,2,2016
-0.821797007,3,2016
1,0,2016
3.478558894,1,2016
5,0,2016
6.898567933,6,2016
9.1605911,1,2016
11.28736042,3,2016
12.5824144,1,2016
14.17771564,2,2016
17.14404989,2,2016
18.75503584,2,2016
20.9999772,2,2016
23.05386673,2,2016
24.57439921,4,2016
27,0,2016
29.42237706,3,2016
31.52706464,2,2016
33.45442527,4,2016
35.78737343,1,2016
37.23237494,3,2016
38.94207554,5,2016
40.173133,1,2016
42.36684783,3,2016
44.82635492,3,2016
46.74964866,5,2016
48.50460005,2,2016
51.40421161,4,2016
52.62563964,3,2016
55.68944619,2,2016
56.90016157,6,2016
58.88433469,2,2016
61.02784737,2,2016
63.82630791,1,2016
65.41907731,6,2016
67.38985162,3,2016
68.8992737,8,2016
70.28123793,5,2016
73.14216025,11,2016
74.82212037,17,2016
77.00353728,19,2016
79.19639438,25,2016
80.8926552,20,2016
83.07414912,24,2016
85.14322525,29,2016
86.98496234,22,2016
89.00626386,41,2016
91.00533852,25,2016
92.77516339,25,2016
95.30123817,28,2016
96.91006037,32,2016
98.99987426,38,2016
101.044895,46,2016
103.1184174,61,2016
105.0121152,65,2016
107.0872217,62,2016
109.053378,67,2016
110.8386204,47,2016
112.8672673,32,2016
114.7991059,36,2016
117.293824,17,2016
118.8834804,9,2016
120.8893815,8,2016
122.6839983,5,2016
124.9708977,3,2016
127,0,2016
128.8443395,4,2016
131.0922453,5,2016
133.9434312,1,2016
134.7806178,2,2016
136.2530698,1,2016
138.7441784,4,2016
140.8672544,1,2016
142.3573388,1,2016
145,0,2016
147,0,2016
149,0,2016
151,0,2016
153.5205498,1,2016
155,0,2016
157,0,2016
158.1384341,2,2016
161.5132603,1,2016
163,0,2016
165.4172569,1,2016
167,0,2016
169,0,2016
170.9223331,4,2016
173,0,2016
175,0,2016
177,0,2016
179.0944398,2,2016
181.4055026,1,2016
183.8787774,1,2016
185.6746881,1,2016
187,0,2016
189,0,2016
191,0,2016
193,0,2016
195,0,2016
197,0,2016
199.1157414,5,2016
200.640549,1,2016
203.8887323,1,2016
205,0,2016
207,0,2016
209.6445125,1,2016
211,0,2016
213.0060128,1,2016
-164.3865148,1,2017
-163,0,2017
-161,0,2017
-159,0,2017
-157,0,2017
-155,0,2017
-153,0,2017
-151,0,2017
-149,0,2017
-147,0,2017
-145,0,2017
-143,0,2017
-141,0,2017
-139,0,2017
-137,0,2017
-135,0,2017
-133,0,2017
-131,0,2017
-128.1973822,2,2017
-127,0,2017
-125,0,2017
-123,0,2017
-120.5570032,1,2017
-119,0,2017
-117,0,2017
-115,0,2017
-113,0,2017
-111,0,2017
-109,0,2017
-107,0,2017
-105,0,2017
-103,0,2017
-101,0,2017
-99,0,2017
-97,0,2017
-95,0,2017
-93,0,2017
-91,0,2017
-89,0,2017
-87,0,2017
-85,0,2017
-83,0,2017
-81,0,2017
-78.86666631,1,2017
-77,0,2017
-75,0,2017
-73,0,2017
-71,0,2017
-68.31111666,1,2017
-66.41955788,1,2017
-65,0,2017
-63,0,2017
-61,0,2017
-59.68684042,1,2017
-57.06339568,2,2017
-55,0,2017
-53,0,2017
-50.3041772,2,2017
-49.98056244,1,2017
-47.65226932,1,2017
-45.73936534,2,2017
-42.9348002,2,2017
-41.06960053,1,2017
-38.29197722,1,2017
-36.87031645,2,2017
-34.26005517,1,2017
-33,0,2017
-30.7506588,2,2017
-28.47506856,1,2017
-26.01553362,1,2017
-24.33934427,4,2017
-23,0,2017
-21,0,2017
-19.7945367,2,2017
-17.02882387,3,2017
-15.38121917,2,2017
-13.48779112,5,2017
-11.06704006,2,2017
-9.417469861,1,2017
-6.726230538,1,2017
-5.106587647,1,2017
-2.3932993,3,2017
-1.947831891,1,2017
0.266721942,1,2017
2.600737666,2,2017
4.638753015,3,2017
7,0,2017
9,0,2017
11.2165202,2,2017
12.39881318,2,2017
14.55334449,1,2017
16.81336898,4,2017
19.80822041,1,2017
21.99869426,1,2017
22.51005567,2,2017
24.23529336,4,2017
27,0,2017
28.40834607,2,2017
31,0,2017
32.63119483,1,2017
34.95907234,4,2017
37.37357897,1,2017
39.37193164,5,2017
40.83172338,5,2017
43.31666901,3,2017
45.08316205,3,2017
46.96292665,8,2017
48.97957681,6,2017
50.63229765,9,2017
53.18906529,6,2017
55.20729675,11,2017
56.84143717,21,2017
59.00111834,15,2017
60.79829694,12,2017
63.13866019,28,2017
65.05769512,31,2017
67.1780604,52,2017
69.17519888,59,2017
71.03549521,88,2017
73.01191295,89,2017
75.09820682,101,2017
76.96170358,85,2017
78.96298447,60,2017
81.041027,56,2017
83.07795517,39,2017
84.86211331,35,2017
86.68006787,21,2017
88.75828136,25,2017
90.84197246,14,2017
93.12074739,14,2017
94.82808939,10,2017
96.4964483,1,2017
98.89995386,9,2017
101.9079815,1,2017
103.5783937,3,2017
104.1737118,2,2017
107,0,2017
109,0,2017
110.6438824,1,2017
113,0,2017
115,0,2017
116.696619,1,2017
119,0,2017
121,0,2017
123.0372348,1,2017
125,0,2017
127,0,2017
129.2130975,1,2017
131,0,2017
133,0,2017
134.5037084,1,2017
137,0,2017
139,0,2017
141,0,2017
143,0,2017
145,0,2017
147,0,2017
149,0,2017
150.2489922,3,2017
153,0,2017
155,0,2017
157,0,2017
159,0,2017
161,0,2017
163,0,2017
165,0,2017
167,0,2017
169,0,2017
171.0936793,1,2017
173,0,2017
175,0,2017
177,0,2017
179,0,2017
181,0,2017
183,0,2017
185,0,2017
187,0,2017
189,0,2017
191,0,2017
193,0,2017
195,0,2017
197,0,2017
199,0,2017
200.281678,1,2017
203,0,2017
205.5661926,1,2017
207,0,2017
209,0,2017
211,0,2017
213,0,2017
215,0,2017
217,0,2017
219,0,2017
221,0,2017
