DayOfYear,class,lat,lon,old_class,point_id,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b04,sur_refl_b05,sur_refl_b06,sur_refl_b07,system:time_start,year
62,2,-13.38787716,-57.83588787,9,2710,877,2994,349,735,2744,,1557,1.33E+12,2012
62,2,-13.38572276,-57.84450546,9,2711,746,4399,465,865,3670,,1869,1.33E+12,2012
60,1,-13.27382872,-58.01232407,1,2712,1108,2140,449,761,2943,3217,2201,1.33E+12,2012
60,2,-13.26305674,-58.01447847,3,2713,476,5069,356,710,3403,2901,1554,1.33E+12,2012
60,2,-13.27598312,-58.02740486,3,2714,252,6134,145,628,4775,2528,820,1.33E+12,2012
60,1,-13.12104601,-57.98867058,1,2715,762,4501,281,764,4004,,1743,1.33E+12,2012
,1,-13.1296636,-57.99728817,1,2716,,,,,,,,,2012
60,1,-13.12320041,-57.96286269,1,2717,885,3090,361,848,3567,,1748,1.33E+12,2012
60,1,-13.1275092,-57.97789859,1,2718,1456,2430,573,968,3313,,2601,1.33E+12,2012
60,1,-13.11673721,-57.9735898,1,2719,816,3479,374,760,3299,,2182,1.33E+12,2012
60,1,-13.11242842,-57.95855389,1,2720,479,2234,218,507,2468,,877,1.33E+12,2012
60,1,-13.10811962,-57.9499363,1,2721,308,2529,147,443,2472,,581,1.33E+12,2012
,1,-11.48994241,-56.28220794,1,2722,,,,,,,,,2012
60,1,-11.535095,-56.23274655,1,2723,2572,4330,821,1717,5252,,4613,1.33E+12,2012
,2,-11.52436789,-56.21335697,3,2724,,,,,,,,,2012
64,0,-11.98056164,-55.9874145,2,2725,1154,2199,395,760,2774,,2269,1.33E+12,2012
64,1,-11.99344314,-55.97448811,1,2726,668,2906,304,721,3416,3075,1687,1.33E+12,2012
64,1,-11.99344314,-55.96160661,1,2727,604,2861,266,606,3225,,1623,1.33E+12,2012
,1,-11.98271604,-55.96160661,1,2728,,,,,,,,,2012
60,2,-11.98702483,-55.94652582,3,2729,1739,4732,1131,1661,5163,,2502,1.33E+12,2012
64,1,-11.99344314,-55.93575383,1,2730,1439,2569,733,1069,3541,,2847,1.33E+12,2012
,0,-12.01067833,-55.92071793,2,2731,,,,,,,,,2012
60,2,-12.04294941,-55.97879691,3,2732,1089,4770,448,1024,4850,4181,2372,1.33E+12,2012
60,2,-12.03864062,-55.9680698,3,2733,876,5387,444,932,5359,4121,1956,1.33E+12,2012
60,1,-12.02360471,-55.95083462,1,2734,1165,3961,464,1081,4884,,2633,1.33E+12,2012
,2,-12.01929592,-55.94221703,9,2735,,,,,,,,,2012
64,2,-11.99344314,-55.95083462,9,2736,1306,2579,450,903,3356,,2412,1.33E+12,2012
64,2,-12.00636953,-55.95083462,9,2737,678,3523,358,724,3420,3093,1826,1.33E+12,2012
64,2,-12.01067833,-55.95945221,9,2738,851,3262,398,822,3536,,1982,1.33E+12,2012
64,1,-12.00636953,-55.97448811,1,2739,458,3536,221,653,3484,2563,1185,1.33E+12,2012
,2,-12.02360471,-55.97664251,9,2740,,,,,,,,,2012
,2,-12.01929592,-55.96160661,9,2741,,,,,,,,,2012
,2,-12.02575911,-55.9702242,9,2742,,,,,,,,,2012
,2,-12.02791351,-55.9831057,3,2743,,,,,,,,,2012
,1,-12.03648622,-56.00249528,1,2744,,,,,,,,,2012
,1,-12.02360471,-56.00249528,1,2745,,,,,,,,,2012
60,2,-12.03864062,-55.9874145,3,2746,933,5095,427,1026,5126,3946,1990,1.33E+12,2012
,1,-12.53572304,-55.95729781,1,2747,,,,,,,,,2012
,1,-12.51637834,-55.94221703,1,2748,,,,,,,,,2012
64,1,-12.52499593,-55.95298902,1,2749,539,4503,240,819,3825,,1958,1.33E+12,2012
64,1,-12.38724912,-55.90348275,1,2750,1123,3228,690,989,2968,,1461,1.33E+12,2012
64,2,-12.38078593,-55.87767486,9,2751,702,2950,193,679,3605,,1852,1.33E+12,2012
,2,-12.37221322,-55.85617576,9,2752,,,,,,,,,2012
,2,-12.36144123,-55.85186697,9,2753,,,,,,,,,2012
64,2,-12.37005882,-55.88629245,9,2754,471,2859,204,553,3351,,1640,1.33E+12,2012
,1,-12.04510381,-55.53122075,1,2755,,,,,,,,,2012
,1,-11.89662989,-55.6129981,1,2756,,,,,,,,,2012
,2,-11.91386507,-55.6301884,9,2757,,,,,,,,,2012
,1,-11.98917923,-55.52691195,1,2758,,,,,,,,,2012
,2,-11.84712362,-55.58719021,9,2759,,,,,,,,,2012
71,1,-11.72019368,-55.41501791,1,2582,642,3069,337,686,3428,,1492,1.33E+12,2012
71,1,-11.74815597,-55.41286352,1,2583,957,2275,378,794,2991,,1919,1.33E+12,2012
71,1,-11.75031037,-55.41286352,1,2584,957,2275,378,794,2991,,1919,1.33E+12,2012
,1,-11.79766224,-55.38490123,1,2585,,,,,,,,,2012
71,0,-11.79981664,-55.34832135,2,2586,702,2566,400,733,2956,,1466,1.33E+12,2012
71,1,-11.80838934,-55.35693894,1,2587,1055,3956,618,1144,4165,3323,1774,1.33E+12,2012
71,1,-11.82131573,-55.33970376,1,2588,1010,2811,545,908,3158,2314,1219,1.33E+12,2012
,2,-11.81700694,-55.34401255,4,2589,,,,,,,,,2012
,2,-11.81269814,-55.34185815,4,2590,,,,,,,,,2012
71,1,-11.81485254,-55.33108616,1,2591,676,3143,360,789,3244,2112,904,1.33E+12,2012
71,1,-11.81916133,-55.33539496,1,2592,593,3031,300,687,3127,1978,813,1.33E+12,2012
71,1,-11.80838934,-55.33539496,1,2593,535,3096,292,665,3027,,1018,1.33E+12,2012
71,1,-11.75031037,-55.39567322,1,2594,1117,3528,589,1035,4261,,2106,1.33E+12,2012
71,1,-11.72661199,-55.40209153,1,2595,858,3992,397,881,4174,,1819,1.33E+12,2012
71,2,-11.89662989,-55.06856381,4,2596,1090,2856,369,847,3476,3320,2132,1.33E+12,2012
71,0,-11.90740188,-55.075027,2,2597,1222,2507,419,846,3379,,2226,1.33E+12,2012
71,1,-11.89878429,-55.0814902,1,2598,930,3178,457,942,3605,3717,2352,1.33E+12,2012
71,2,-11.91597459,-55.09010779,4,2599,618,3632,306,786,3704,2627,1196,1.33E+12,2012
71,0,-11.93105537,-55.0922173,2,2600,1136,2727,398,846,3320,,1982,1.33E+12,2012
67,2,-11.94398176,-55.10729809,4,2601,984,4555,422,1180,5014,,1708,1.33E+12,2012
71,2,-11.92890097,-55.10298929,3,2602,1265,2669,373,845,3696,,2359,1.33E+12,2012
71,0,-11.91812899,-55.11160688,2,2603,1064,2814,384,816,3208,2956,1830,1.33E+12,2012
71,1,-11.96978965,-55.13526038,1,2604,278,4507,153,495,3268,,559,1.33E+12,2012
71,1,-11.96763525,-55.19984743,1,2605,807,3143,291,763,3478,,1773,1.33E+12,2012
,1,-11.97840724,-55.18907544,1,2606,,,,,,,,,2012
,1,-11.98271604,-55.19769303,1,2607,,,,,,,,,2012
,1,-11.99344314,-55.19553863,1,2608,,,,,,,,,2012
,1,-11.98487044,-55.18907544,1,2609,,,,,,,,,2012
71,1,-11.99344314,-55.18907544,1,2610,1496,2958,772,1162,3255,,1594,1.33E+12,2012
,1,-12.01067833,-55.19338423,1,2611,,,,,,,,,2012
,1,-12.01067833,-55.17830345,1,2612,,,,,,,,,2012
,1,-12.00636953,-55.17184026,1,2613,,,,,,,,,2012
71,1,-12.00206074,-55.17184026,1,2614,575,3497,334,739,3604,2568,1200,1.33E+12,2012
67,1,-12.00421513,-55.16111315,1,2615,604,4214,291,754,4010,2377,933,1.33E+12,2012
67,1,-12.01498712,-55.16968586,1,2616,595,4104,251,748,4269,,2003,1.33E+12,2012
71,1,-12.01929592,-55.18045785,1,2617,675,3284,398,764,2837,2018,965,1.33E+12,2012
,0,-12.03006791,-55.17614905,2,2618,,,,,,,,,2012
,0,-12.02145032,-55.15034116,2,2619,,,,,,,,,2012
,0,-12.03006791,-55.15034116,2,2620,,,,,,,,,2012
67,1,-11.98917923,-55.14603236,1,2621,439,4476,219,675,4088,2399,880,1.33E+12,2012
67,1,-11.98056164,-55.13956917,1,2622,425,4689,190,679,4141,2333,868,1.33E+12,2012
67,1,-11.97840724,-55.14603236,1,2623,416,4759,211,720,4216,,897,1.33E+12,2012
71,1,-11.98487044,-55.15034116,1,2624,334,4439,159,555,3741,2099,716,1.33E+12,2012
71,1,-11.99133363,-55.15895875,1,2625,542,3801,340,687,3779,,977,1.33E+12,2012
71,1,-11.99559754,-55.15680435,1,2626,310,3900,118,448,3015,,562,1.33E+12,2012
71,1,-11.99775194,-55.16326755,1,2627,785,3969,476,910,3620,2193,1208,1.33E+12,2012
67,1,-11.97840724,-55.15249556,1,2628,602,4070,291,760,4189,,1150,1.33E+12,2012
71,1,-11.96763525,-55.13956917,1,2629,287,4495,163,517,3651,,613,1.33E+12,2012
71,1,-11.96548085,-55.14387797,1,2630,493,3686,224,589,3613,2087,777,1.33E+12,2012
71,1,-11.96117206,-55.18907544,1,2631,1348,2728,482,996,3512,,2363,1.33E+12,2012
71,1,-11.95259935,-55.20200183,1,2632,877,2826,315,750,3388,,1936,1.33E+12,2012
71,1,-11.94182736,-55.20415622,1,2633,905,2745,329,748,3172,2893,1796,1.33E+12,2012
71,1,-11.84066043,-55.33539496,1,2634,621,3206,436,758,2979,2087,954,1.33E+12,2012
,1,-11.83850603,-55.34616695,1,2635,,,,,,,,,2012
71,0,-12.44106418,-55.25361761,2,2636,1225,2448,512,882,3379,3856,2714,1.33E+12,2012
,1,-12.70358654,-55.46883298,1,2637,,,,,,,,,2012
,0,-12.70574094,-55.47956008,2,2638,,,,,,,,,2012
,0,-12.70789534,-55.48602328,2,2639,,,,,,,,,2012
,2,-12.72293124,-55.47956008,4,2640,,,,,,,,,2012
,1,-12.71651293,-55.45806099,1,2641,,,,,,,,,2012
,1,-12.72724003,-55.46452418,1,2642,,,,,,,,,2012
71,0,-12.52068714,-55.18907544,2,2643,997,2107,164,607,3524,,2684,1.33E+12,2012
66,0,-12.50345195,-55.23858171,2,2644,960,2416,400,727,3127,,1790,1.33E+12,2012
,0,-12.47764406,-55.24500002,2,2645,,,,,,,,,2012
,0,-12.47979846,-55.23427291,2,2646,,,,,,,,,2012
66,1,-12.49483436,-55.22134652,1,2647,689,3012,281,703,3461,,1198,1.33E+12,2012
69,1,-12.49052557,-55.20200183,1,2648,404,5429,198,761,4652,,958,1.33E+12,2012
,1,-12.54434063,-55.93790823,1,2649,,,,,,,,,2012
,1,-12.54864943,-55.95729781,1,2650,,,,,,,,,2012
,2,-12.7789007,-56.09284534,9,2651,,,,,,,,,2012
,1,-12.80255419,-56.03476637,1,2652,,,,,,,,,2012
67,2,-12.81978937,-56.03045757,9,2653,1151,4205,441,1099,4821,,2878,1.33E+12,2012
71,2,-12.91875703,-56.15958679,9,2654,755,3353,292,767,3585,,1888,1.33E+12,2012
,1,-12.90372112,-56.1574324,1,2655,,,,,,,,,2012
71,1,-12.92522022,-56.14235161,1,2656,1198,2494,372,809,3458,3755,2459,1.33E+12,2012
,2,-12.94030101,-56.1574324,9,2657,,,,,,,,,2012
66,2,-12.97041769,-56.1488148,9,2658,620,2836,294,597,2818,,979,1.33E+12,2012
66,2,-13.00053438,-56.08853655,9,2659,383,3169,208,534,3241,,1321,1.33E+12,2012
,2,-13.01992396,-56.09069095,9,2660,,,,,,,,,2012
,2,-13.00915197,-56.05626546,9,2661,,,,,,,,,2012
,2,-12.93814661,-56.09499974,9,2662,,,,,,,,,2012
,2,-12.92737462,-56.09930854,9,2663,,,,,,,,,2012
,2,-12.92522022,-56.09284534,9,2664,,,,,,,,,2012
71,1,-12.92306582,-56.08211824,1,2665,193,1792,81,303,2689,,613,1.33E+12,2012
,2,-12.91444823,-56.09930854,9,2666,,,,,,,,,2012
,2,-12.91660263,-56.10792613,9,2667,,,,,,,,,2012
71,1,-13.00915197,-55.95945221,1,2668,263,1760,128,277,1576,970,352,1.33E+12,2012
,1,-12.98765287,-55.97879691,1,2669,,,,,,,,,2012
,1,-12.96826329,-55.963761,1,2670,,,,,,,,,2012
,1,-13.04573185,-55.94868022,1,2671,,,,,,,,,2012
,0,-13.03280546,-55.95083462,2,2672,,,,,,,,,2012
,1,-13.02849667,-55.94652582,1,2673,,,,,,,,,2012
,1,-13.54927747,-57.92628281,1,2674,,,,,,,,,2012
,2,-13.47611771,-57.83588787,9,2675,,,,,,,,,2012
,2,-13.47827211,-57.85096865,9,2676,,,,,,,,,2012
,2,-13.52346958,-57.84235106,9,2677,,,,,,,,,2012
,2,-13.52131518,-57.83373347,9,2678,,,,,,,,,2012
72,2,-13.53635108,-57.83804226,9,2679,922,3996,561,986,4344,,1873,1.33E+12,2012
72,2,-13.55358626,-57.83157907,3,2680,821,6526,677,1044,5331,,1176,1.33E+12,2012
,1,-13.58801175,-57.91981962,1,2681,,,,,,,,,2012
,1,-13.59016614,-57.93485552,1,2682,,,,,,,,,2012
,1,-13.57508536,-57.92412841,1,2683,,,,,,,,,2012
,1,-13.56220386,-57.92628281,1,2684,,,,,,,,,2012
,1,-13.55143187,-57.93485552,1,2685,,,,,,,,,2012
,1,-13.56646777,-57.94347311,1,2686,,,,,,,,,2012
,1,-13.55358626,-57.94562751,1,2687,,,,,,,,,2012
,1,-13.55789506,-57.95855389,1,2688,,,,,,,,,2012
,1,-13.57077656,-57.96070829,1,2689,,,,,,,,,2012
,1,-13.57939415,-57.94347311,1,2690,,,,,,,,,2012
,1,-13.59232054,-57.9477819,1,2691,,,,,,,,,2012
,1,-13.59447494,-57.96501709,1,2692,,,,,,,,,2012
67,1,-13.58370295,-57.96501709,1,2693,1236,3182,395,847,4821,,2904,1.33E+12,2012
67,2,-13.57293096,-57.98220739,4,2694,1038,4195,492,1121,5491,,2051,1.33E+12,2012
72,2,-13.54065988,-57.81865268,9,2695,596,5411,263,703,5069,3286,1515,1.33E+12,2012
72,0,-13.52346958,-57.80792558,2,2696,1191,3213,485,949,3948,3265,1946,1.33E+12,2012
,1,-13.52988789,-57.81223437,1,2697,,,,,,,,,2012
,2,-13.52346958,-57.81649828,9,2698,,,,,,,,,2012
,2,-13.52346958,-57.82511588,9,2699,,,,,,,,,2012
67,2,-13.47396331,-57.82296148,9,2700,1604,3439,620,1134,4460,,3142,1.33E+12,2012
,2,-13.38356837,-57.82296148,9,2701,,,,,,,,,2012
69,2,-13.26090234,-58.00375137,9,2702,627,1166,453,537,1095,,514,1.33E+12,2012
,2,-13.27167433,-58.00159697,9,2703,,,,,,,,,2012
69,1,-13.26090234,-57.99513377,1,2704,769,1297,519,639,1275,,558,1.33E+12,2012
67,2,-13.36637807,-57.83157907,9,2705,596,5131,338,790,4422,,1782,1.33E+12,2012
67,2,-13.37279638,-57.84881425,9,2706,1105,4975,470,1143,4993,,2708,1.33E+12,2012
67,2,-13.37925957,-57.86600455,9,2707,738,5068,383,876,4722,4003,2574,1.33E+12,2012
67,2,-13.39003156,-57.86169576,9,2708,1306,4293,749,1164,5223,3937,2163,1.33E+12,2012
67,2,-13.38787716,-57.85523256,9,2709,736,6045,623,1038,5181,3261,1513,1.33E+12,2012
67,2,-13.38787716,-57.83588787,9,2710,1152,4128,510,1039,4237,4225,2853,1.33E+12,2012
67,2,-13.38572276,-57.84450546,9,2711,1323,5759,671,1167,4107,2872,1521,1.33E+12,2012
,1,-13.27382872,-58.01232407,1,2712,,,,,,,,,2012
,2,-13.26305674,-58.01447847,3,2713,,,,,,,,,2012
,2,-13.27598312,-58.02740486,3,2714,,,,,,,,,2012
69,1,-13.12104601,-57.98867058,1,2715,472,5190,272,679,4068,3077,1694,1.33E+12,2012
69,1,-13.1296636,-57.99728817,1,2716,347,3966,150,564,3562,2390,1038,1.33E+12,2012
,1,-13.12320041,-57.96286269,1,2717,,,,,,,,,2012
69,1,-13.1275092,-57.97789859,1,2718,1411,2397,521,890,3237,,2742,1.33E+12,2012
69,1,-13.11673721,-57.9735898,1,2719,734,3453,415,748,3284,3192,2151,1.33E+12,2012
69,1,-13.11242842,-57.95855389,1,2720,457,3509,270,496,2654,,546,1.33E+12,2012
69,1,-13.10811962,-57.9499363,1,2721,311,4628,149,569,3660,,746,1.33E+12,2012
,1,-11.48994241,-56.28220794,1,2722,,,,,,,,,2012
67,1,-11.535095,-56.23274655,1,2723,1551,3293,537,1147,4586,5193,3530,1.33E+12,2012
67,2,-11.52436789,-56.21335697,3,2724,754,4419,363,902,3920,2517,1247,1.33E+12,2012
,0,-11.98056164,-55.9874145,2,2725,,,,,,,,,2012
67,1,-11.99344314,-55.97448811,1,2726,898,3610,383,989,4351,3880,2092,1.33E+12,2012
69,1,-11.99344314,-55.96160661,1,2727,1010,3831,429,995,4010,,2386,1.33E+12,2012
69,1,-11.98271604,-55.96160661,1,2728,635,4376,327,855,4275,3119,1397,1.33E+12,2012
69,2,-11.98702483,-55.94652582,3,2729,1007,5154,388,997,4871,3551,1854,1.33E+12,2012
,1,-11.99344314,-55.93575383,1,2730,,,,,,,,,2012
,0,-12.01067833,-55.92071793,2,2731,,,,,,,,,2012
71,2,-12.04294941,-55.97879691,3,2732,421,4037,196,531,3954,,1122,1.33E+12,2012
71,2,-12.03864062,-55.9680698,3,2733,360,4985,185,548,4616,2743,1066,1.33E+12,2012
71,1,-12.02360471,-55.95083462,1,2734,798,4252,297,825,4298,3391,1780,1.33E+12,2012
71,2,-12.01929592,-55.94221703,9,2735,902,4367,368,920,4518,3976,2348,1.33E+12,2012
69,2,-11.99344314,-55.95083462,9,2736,1338,2698,531,1014,3402,,2278,1.33E+12,2012
71,2,-12.00636953,-55.95083462,9,2737,780,4197,349,803,3730,,1940,1.33E+12,2012
71,2,-12.01067833,-55.95945221,9,2738,513,3546,260,675,3828,,1459,1.33E+12,2012
71,1,-12.00636953,-55.97448811,1,2739,335,2961,142,468,2284,1308,512,1.33E+12,2012
71,2,-12.02360471,-55.97664251,9,2740,488,3013,212,579,3603,2921,1438,1.33E+12,2012
71,2,-12.01929592,-55.96160661,9,2741,732,4197,342,828,4209,3526,1965,1.33E+12,2012
71,2,-12.02575911,-55.9702242,9,2742,801,4065,338,832,4812,3612,1742,1.33E+12,2012
71,2,-12.02791351,-55.9831057,3,2743,384,4072,185,550,4238,2702,1123,1.33E+12,2012
69,1,-12.03648622,-56.00249528,1,2744,1184,3284,405,946,4219,,2697,1.33E+12,2012
67,1,-12.02360471,-56.00249528,1,2745,1106,3613,490,1031,4605,,3407,1.33E+12,2012
71,2,-12.03864062,-55.9874145,3,2746,459,5141,250,640,3982,,957,1.33E+12,2012
,1,-12.53572304,-55.95729781,1,2747,,,,,,,,,2012
,1,-12.51637834,-55.94221703,1,2748,,,,,,,,,2012
,1,-12.52499593,-55.95298902,1,2749,,,,,,,,,2012
65,1,-12.38724912,-55.90348275,1,2750,694,4031,354,863,4576,,1772,1.33E+12,2012
,2,-12.38078593,-55.87767486,9,2751,,,,,,,,,2012
66,2,-12.37221322,-55.85617576,9,2752,724,2740,384,752,2945,,1271,1.33E+12,2012
66,2,-12.36144123,-55.85186697,9,2753,570,1705,273,531,2578,1954,920,1.33E+12,2012
65,2,-12.37005882,-55.88629245,9,2754,823,4585,425,1068,5217,,2610,1.33E+12,2012
67,1,-12.04510381,-55.53122075,1,2755,824,3794,369,890,4095,3281,1763,1.33E+12,2012
,1,-11.89662989,-55.6129981,1,2756,,,,,,,,,2012
67,2,-11.91386507,-55.6301884,9,2757,1298,3511,551,1111,4509,,2666,1.33E+12,2012
,1,-11.98917923,-55.52691195,1,2758,,,,,,,,,2012
,2,-11.84712362,-55.58719021,9,2759,,,,,,,,,2012
,1,-11.72019368,-55.41501791,1,2582,,,,,,,,,2012
76,1,-11.74815597,-55.41286352,1,2583,1362,4044,677,1307,4751,,2550,1.33E+12,2012
,1,-11.75031037,-55.41286352,1,2584,,,,,,,,,2012
76,1,-11.79766224,-55.38490123,1,2585,1573,4141,689,1404,4849,,2864,1.33E+12,2012
76,0,-11.79981664,-55.34832135,2,2586,490,3878,316,694,3970,,1109,1.33E+12,2012
,1,-11.80838934,-55.35693894,1,2587,,,,,,,,,2012
,1,-11.82131573,-55.33970376,1,2588,,,,,,,,,2012
,2,-11.81700694,-55.34401255,4,2589,,,,,,,,,2012
,2,-11.81269814,-55.34185815,4,2590,,,,,,,,,2012
76,1,-11.81485254,-55.33108616,1,2591,1018,3266,580,948,3742,2250,941,1.33E+12,2012
76,1,-11.81916133,-55.33539496,1,2592,1289,3507,587,1148,4519,3472,1796,1.33E+12,2012
74,1,-11.80838934,-55.33539496,1,2593,835,4902,514,1157,4849,3506,1707,1.33E+12,2012
76,1,-11.75031037,-55.39567322,1,2594,1041,4291,546,1129,4842,,2115,1.33E+12,2012
76,1,-11.72661199,-55.40209153,1,2595,932,4546,473,1012,4427,,1565,1.33E+12,2012
76,2,-11.89662989,-55.06856381,4,2596,1387,3715,562,1119,4740,,2587,1.33E+12,2012
,0,-11.90740188,-55.075027,2,2597,,,,,,,,,2012
,1,-11.89878429,-55.0814902,1,2598,,,,,,,,,2012
,2,-11.91597459,-55.09010779,4,2599,,,,,,,,,2012
,0,-11.93105537,-55.0922173,2,2600,,,,,,,,,2012
,2,-11.94398176,-55.10729809,4,2601,,,,,,,,,2012
80,2,-11.92890097,-55.10298929,3,2602,918,2170,218,609,3381,,1750,1.33E+12,2012
,0,-11.91812899,-55.11160688,2,2603,,,,,,,,,2012
80,1,-11.96978965,-55.13526038,1,2604,144,4435,76,345,2642,,613,1.33E+12,2012
76,1,-11.96763525,-55.19984743,1,2605,807,4295,480,962,4576,3496,1638,1.33E+12,2012
80,1,-11.97840724,-55.18907544,1,2606,801,2788,250,585,3030,,1102,1.33E+12,2012
,1,-11.98271604,-55.19769303,1,2607,,,,,,,,,2012
76,1,-11.99344314,-55.19553863,1,2608,1911,3927,1082,1668,4906,,3396,1.33E+12,2012
76,1,-11.98487044,-55.18907544,1,2609,1409,3728,423,994,4120,3045,1708,1.33E+12,2012
80,1,-11.99344314,-55.18907544,1,2610,1081,2474,598,870,3115,2489,1445,1.33E+12,2012
76,1,-12.01067833,-55.19338423,1,2611,1832,3868,795,1358,4171,,2749,1.33E+12,2012
,1,-12.01067833,-55.17830345,1,2612,,,,,,,,,2012
80,1,-12.00636953,-55.17184026,1,2613,260,4650,118,448,3502,,614,1.33E+12,2012
80,1,-12.00206074,-55.17184026,1,2614,228,4257,124,469,3707,2037,685,1.33E+12,2012
,1,-12.00421513,-55.16111315,1,2615,,,,,,,,,2012
76,1,-12.01498712,-55.16968586,1,2616,684,5246,609,1022,4121,2887,1555,1.33E+12,2012
76,1,-12.01929592,-55.18045785,1,2617,405,5180,148,679,4763,,1089,1.33E+12,2012
76,0,-12.03006791,-55.17614905,2,2618,2109,3648,748,1466,4962,,3820,1.33E+12,2012
,0,-12.02145032,-55.15034116,2,2619,,,,,,,,,2012
,0,-12.03006791,-55.15034116,2,2620,,,,,,,,,2012
76,1,-11.98917923,-55.14603236,1,2621,383,5476,241,716,4312,,1053,1.33E+12,2012
76,1,-11.98056164,-55.13956917,1,2622,278,5557,121,592,4281,,795,1.33E+12,2012
76,1,-11.97840724,-55.14603236,1,2623,247,4548,134,551,4405,2397,755,1.33E+12,2012
76,1,-11.98487044,-55.15034116,1,2624,300,4512,79,550,4193,,802,1.33E+12,2012
80,1,-11.99133363,-55.15895875,1,2625,187,4014,86,368,3572,1837,570,1.33E+12,2012
80,1,-11.99559754,-55.15680435,1,2626,176,4351,77,339,3107,1555,511,1.33E+12,2012
76,1,-11.99775194,-55.16326755,1,2627,2282,4773,1934,2302,4057,3058,2236,1.33E+12,2012
,1,-11.97840724,-55.15249556,1,2628,,,,,,,,,2012
80,1,-11.96763525,-55.13956917,1,2629,241,5166,88,433,3625,,555,1.33E+12,2012
80,1,-11.96548085,-55.14387797,1,2630,283,4186,182,446,3458,,529,1.33E+12,2012
80,1,-11.96117206,-55.18907544,1,2631,2693,4115,2332,2530,3055,,1532,1.33E+12,2012
,1,-11.95259935,-55.20200183,1,2632,,,,,,,,,2012
,1,-11.94182736,-55.20415622,1,2633,,,,,,,,,2012
,1,-11.84066043,-55.33539496,1,2634,,,,,,,,,2012
76,1,-11.83850603,-55.34616695,1,2635,724,4478,369,946,4287,3053,1499,1.33E+12,2012
,0,-12.44106418,-55.25361761,2,2636,,,,,,,,,2012
,1,-12.70358654,-55.46883298,1,2637,,,,,,,,,2012
,0,-12.70574094,-55.47956008,2,2638,,,,,,,,,2012
,0,-12.70789534,-55.48602328,2,2639,,,,,,,,,2012
,2,-12.72293124,-55.47956008,4,2640,,,,,,,,,2012
,1,-12.71651293,-55.45806099,1,2641,,,,,,,,,2012
,1,-12.72724003,-55.46452418,1,2642,,,,,,,,,2012
,0,-12.52068714,-55.18907544,2,2643,,,,,,,,,2012
,0,-12.50345195,-55.23858171,2,2644,,,,,,,,,2012
,0,-12.47764406,-55.24500002,2,2645,,,,,,,,,2012
,0,-12.47979846,-55.23427291,2,2646,,,,,,,,,2012
,1,-12.49483436,-55.22134652,1,2647,,,,,,,,,2012
,1,-12.49052557,-55.20200183,1,2648,,,,,,,,,2012
,1,-12.54434063,-55.93790823,1,2649,,,,,,,,,2012
,1,-12.54864943,-55.95729781,1,2650,,,,,,,,,2012
,2,-12.7789007,-56.09284534,9,2651,,,,,,,,,2012
,1,-12.80255419,-56.03476637,1,2652,,,,,,,,,2012
,2,-12.81978937,-56.03045757,9,2653,,,,,,,,,2012
,2,-12.91875703,-56.15958679,9,2654,,,,,,,,,2012
,1,-12.90372112,-56.1574324,1,2655,,,,,,,,,2012
,1,-12.92522022,-56.14235161,1,2656,,,,,,,,,2012
76,2,-12.94030101,-56.1574324,9,2657,312,2018,160,420,3382,2362,1102,1.33E+12,2012
76,2,-12.97041769,-56.1488148,9,2658,863,4676,397,917,4872,,1487,1.33E+12,2012
76,2,-13.00053438,-56.08853655,9,2659,592,5425,307,910,5116,,1777,1.33E+12,2012
76,2,-13.01992396,-56.09069095,9,2660,1328,3665,613,1209,4281,,2421,1.33E+12,2012
76,2,-13.00915197,-56.05626546,9,2661,1381,3907,754,1410,4700,,2579,1.33E+12,2012
76,2,-12.93814661,-56.09499974,9,2662,591,5059,24,696,4676,,1657,1.33E+12,2012
76,2,-12.92737462,-56.09930854,9,2663,989,4069,511,941,4330,,1564,1.33E+12,2012
76,2,-12.92522022,-56.09284534,9,2664,860,4078,400,866,4871,,2010,1.33E+12,2012
,1,-12.92306582,-56.08211824,1,2665,,,,,,,,,2012
76,2,-12.91444823,-56.09930854,9,2666,1030,4275,471,1096,4609,,2240,1.33E+12,2012
76,2,-12.91660263,-56.10792613,9,2667,968,4156,436,988,4528,,1975,1.33E+12,2012
,1,-13.00915197,-55.95945221,1,2668,,,,,,,,,2012
,1,-12.98765287,-55.97879691,1,2669,,,,,,,,,2012
,1,-12.96826329,-55.963761,1,2670,,,,,,,,,2012
,1,-13.04573185,-55.94868022,1,2671,,,,,,,,,2012
,0,-13.03280546,-55.95083462,2,2672,,,,,,,,,2012
,1,-13.02849667,-55.94652582,1,2673,,,,,,,,,2012
80,1,-13.54927747,-57.92628281,1,2674,303,4320,130,483,3481,,734,1.33E+12,2012
,2,-13.47611771,-57.83588787,9,2675,,,,,,,,,2012
,2,-13.47827211,-57.85096865,9,2676,,,,,,,,,2012
79,2,-13.52346958,-57.84235106,9,2677,490,5156,348,822,4649,3248,1648,1.33E+12,2012
79,2,-13.52131518,-57.83373347,9,2678,920,5260,893,1235,4922,3378,1628,1.33E+12,2012
79,2,-13.53635108,-57.83804226,9,2679,529,5484,237,783,5069,3200,1291,1.33E+12,2012
79,2,-13.55358626,-57.83157907,3,2680,480,6440,259,812,4746,2843,1153,1.33E+12,2012
80,1,-13.58801175,-57.91981962,1,2681,321,4202,159,555,3499,2049,786,1.33E+12,2012
