DayOfYear,class,lat,lon,old_class,point_id,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b04,sur_refl_b05,sur_refl_b06,sur_refl_b07,system:time_start,year
220,1,-13.47827211,-57.85096865,1,2500,2185,3711,802,1418,5123,4841,3182,1.28E+12,2011
220,2,-13.52346958,-57.84235106,9,2501,1379,2793,620,936,3725,3557,2105,1.28E+12,2011
220,2,-13.52131518,-57.83373347,9,2502,1372,2775,508,826,3933,4113,2714,1.28E+12,2011
220,2,-13.53635108,-57.83804226,9,2503,1539,3063,564,911,4603,4282,2942,1.28E+12,2011
220,1,-13.55358626,-57.83157907,1,2504,1627,2904,600,1080,4096,4407,2875,1.28E+12,2011
220,2,-13.58801175,-57.91981962,9,2505,1586,2380,505,894,3369,3775,2887,1.28E+12,2011
220,1,-13.59016614,-57.93485552,1,2506,1530,2282,461,845,3274,3831,3099,1.28E+12,2011
220,2,-13.56646777,-57.94347311,9,2507,1549,2356,499,875,3406,3795,2885,1.28E+12,2011
220,2,-13.57077656,-57.96070829,3,2508,1498,2561,534,949,3881,4495,3034,1.28E+12,2011
220,2,-13.57939415,-57.94347311,9,2509,1567,2281,475,856,3448,3679,3235,1.28E+12,2011
220,2,-13.59232054,-57.9477819,9,2510,1510,2317,460,816,3355,3756,2987,1.28E+12,2011
220,2,-13.57293096,-57.98220739,4,2511,1287,2588,514,899,3893,4036,2367,1.28E+12,2011
220,1,-13.54065988,-57.81865268,1,2512,831,2800,419,723,3362,2762,1726,1.28E+12,2011
220,1,-13.52346958,-57.80792558,1,2513,1232,2654,474,845,3963,3588,2492,1.28E+12,2011
220,2,-13.52988789,-57.81223437,9,2514,1009,2705,444,776,3745,3054,1957,1.28E+12,2011
220,0,-13.52346958,-57.81649828,2,2515,1336,2792,589,885,4172,3879,2574,1.28E+12,2011
220,2,-13.52346958,-57.82511588,9,2516,1675,3129,619,1000,4632,4384,3009,1.28E+12,2011
220,1,-13.47396331,-57.82296148,1,2517,1784,2858,657,1123,4224,4323,2988,1.28E+12,2011
220,1,-13.38356837,-57.82296148,1,2518,2213,3875,737,1384,4955,5087,3208,1.28E+12,2011
220,2,-13.26090234,-58.00375137,3,2519,1939,3398,792,1312,4718,4898,3042,1.28E+12,2011
220,2,-13.27167433,-58.00159697,9,2520,1693,3033,663,1115,4624,4739,3203,1.28E+12,2011
220,2,-13.26090234,-57.99513377,9,2521,1736,3091,660,1146,4365,4717,3061,1.28E+12,2011
220,2,-13.36637807,-57.83157907,9,2522,1651,2436,582,959,3620,3767,2975,1.28E+12,2011
220,0,-13.37279638,-57.84881425,2,2523,1582,2372,600,1018,3479,4048,3772,1.28E+12,2011
220,1,-13.37925957,-57.86600455,1,2524,1635,2568,618,1056,3645,4126,3768,1.28E+12,2011
220,0,-13.39003156,-57.86169576,2,2525,1261,2718,494,889,3662,3469,2661,1.28E+12,2011
220,1,-13.38787716,-57.85523256,1,2526,1836,3194,629,1136,4296,4406,3116,1.28E+12,2011
220,2,-13.38787716,-57.83588787,9,2527,1370,2630,507,885,3616,3437,2298,1.28E+12,2011
220,2,-13.38572276,-57.84450546,9,2528,1318,2646,487,883,3636,3539,2630,1.28E+12,2011
220,2,-13.27382872,-58.01232407,9,2529,1849,3107,696,1183,4681,4665,3234,1.28E+12,2011
220,2,-13.26305674,-58.01447847,3,2530,1886,3212,716,1254,4545,4949,3093,1.28E+12,2011
220,2,-13.27598312,-58.02740486,3,2531,1917,3326,693,1232,4592,4892,3094,1.28E+12,2011
220,2,-13.12104601,-57.98867058,3,2532,1846,3120,757,1226,4713,4667,3149,1.28E+12,2011
220,2,-13.1296636,-57.99728817,3,2533,1519,2891,543,946,4440,4243,2951,1.28E+12,2011
220,1,-13.12320041,-57.96286269,1,2534,1757,3139,716,1177,4328,4683,3021,1.28E+12,2011
220,1,-13.1275092,-57.97789859,1,2535,1965,3301,727,1273,4483,4781,3050,1.28E+12,2011
220,2,-13.11673721,-57.9735898,3,2536,1667,2770,690,1067,4254,4145,3003,1.28E+12,2011
220,1,-13.11242842,-57.95855389,1,2537,1573,2755,648,1028,4040,4300,2903,1.28E+12,2011
220,1,-13.10811962,-57.9499363,1,2538,1053,2777,478,827,3736,3452,1902,1.28E+12,2011
220,0,-11.48994241,-56.28220794,2,2539,1758,3521,577,1146,4512,4533,2941,1.28E+12,2011
220,1,-11.535095,-56.23274655,1,2540,1718,2995,613,1163,4173,4708,3035,1.28E+12,2011
220,0,-11.99344314,-56.02830317,2,2541,1505,2715,499,915,3726,3891,2745,1.28E+12,2011
220,0,-11.99775194,-56.04122956,2,2542,1342,2668,423,864,3881,3726,2416,1.28E+12,2011
220,0,-11.99775194,-56.00249528,2,2543,1999,3505,661,1262,4063,4458,2940,1.28E+12,2011
220,1,-11.99344314,-55.97448811,1,2544,1902,3348,708,1291,4207,4237,2833,1.28E+12,2011
220,1,-11.99344314,-55.96160661,1,2545,1696,3009,621,1087,4269,4544,2906,1.28E+12,2011
220,2,-11.98271604,-55.96160661,9,2546,1646,3053,622,1051,4160,4204,2876,1.28E+12,2011
220,2,-11.98702483,-55.94652582,9,2547,1822,3205,660,1153,4367,4449,3036,1.28E+12,2011
220,1,-11.99344314,-55.93575383,1,2548,2010,3515,726,1288,4689,4799,3023,1.28E+12,2011
220,0,-12.01067833,-55.92071793,2,2549,1540,2457,569,964,3767,3913,3105,1.28E+12,2011
220,1,-12.04294941,-55.97879691,1,2550,1798,3152,691,1182,4341,4548,2792,1.28E+12,2011
220,1,-12.03864062,-55.9680698,1,2551,1828,3120,710,1200,4601,4393,2920,1.28E+12,2011
220,1,-12.02360471,-55.95083462,1,2552,1693,3044,643,1124,4284,4455,2764,1.28E+12,2011
220,1,-12.01929592,-55.94221703,1,2553,1866,3176,703,1233,4606,4467,2963,1.28E+12,2011
220,1,-11.99344314,-55.95083462,1,2554,1812,3136,673,1180,4339,4568,2913,1.28E+12,2011
220,1,-12.00636953,-55.95083462,1,2555,1669,3077,602,1074,4607,4550,2885,1.28E+12,2011
220,2,-12.01067833,-55.95945221,9,2556,1694,2946,657,1148,4423,4286,2855,1.28E+12,2011
220,1,-12.00636953,-55.97448811,1,2557,1130,2711,425,774,4019,3690,2241,1.28E+12,2011
220,1,-12.02360471,-55.97664251,1,2558,1855,3142,700,1176,4427,4599,2966,1.28E+12,2011
220,2,-12.01929592,-55.96160661,9,2559,1743,3233,710,1146,4718,4469,3109,1.28E+12,2011
220,2,-12.02575911,-55.9702242,9,2560,1803,3220,710,1127,4721,4462,3030,1.28E+12,2011
220,1,-12.02791351,-55.9831057,1,2561,1873,3412,666,1124,4938,4528,3080,1.28E+12,2011
220,1,-12.03648622,-56.00249528,1,2562,1908,3397,639,1237,4836,4484,2946,1.28E+12,2011
220,1,-12.02360471,-56.00249528,1,2563,1329,3281,479,968,4137,3259,1874,1.28E+12,2011
220,1,-12.00852393,-55.99387769,1,2564,2112,3536,806,1414,4604,4776,3131,1.28E+12,2011
220,1,-12.01498712,-55.99603209,1,2565,2086,3496,783,1382,4657,4798,3085,1.28E+12,2011
220,0,-12.00852393,-56.00464968,2,2566,1845,3294,613,1182,4474,4520,2795,1.28E+12,2011
220,1,-12.03864062,-55.9874145,1,2567,1641,2938,657,1119,4077,4383,2729,1.28E+12,2011
220,2,-12.53572304,-55.95729781,9,2568,1243,2024,487,879,3128,3236,2154,1.28E+12,2011
220,2,-12.51637834,-55.94221703,9,2569,1173,2704,621,921,3681,3045,1700,1.28E+12,2011
220,2,-12.52499593,-55.95298902,9,2570,781,3044,361,637,3627,2546,1271,1.28E+12,2011
220,1,-12.38724912,-55.90348275,1,2571,1800,3326,642,1178,4952,4676,2940,1.28E+12,2011
220,2,-12.38078593,-55.87767486,9,2572,1841,3046,704,1251,4211,4571,3424,1.28E+12,2011
218,2,-12.37221322,-55.85617576,9,2573,1598,2479,658,1201,3517,3643,2868,1.28E+12,2011
220,1,-12.36144123,-55.85186697,1,2574,1344,2703,433,889,4295,4228,2692,1.28E+12,2011
220,1,-12.37005882,-55.88629245,1,2575,1322,2986,594,973,4118,3574,2207,1.28E+12,2011
220,1,-12.04510381,-55.53122075,1,2576,1890,3315,616,1194,4610,4682,2997,1.28E+12,2011
220,1,-11.89662989,-55.6129981,1,2577,1276,2483,489,856,3856,3524,2137,1.28E+12,2011
220,2,-11.91386507,-55.6301884,9,2578,1973,3094,737,1273,4131,4363,3050,1.28E+12,2011
220,1,-11.98917923,-55.52691195,1,2579,1561,2393,556,1042,3422,3771,2794,1.28E+12,2011
220,2,-11.84712362,-55.58719021,9,2580,1494,2981,529,934,4319,4477,2864,1.28E+12,2011
220,2,-11.90093869,-56.06703745,9,2581,2045,3635,746,1336,4798,4856,2949,1.28E+12,2011
227,1,-11.72019368,-55.41501791,1,2406,1548,3087,689,1185,3512,3592,2599,1.28E+12,2011
232,1,-11.74815597,-55.41286352,1,2407,1280,2410,513,907,3592,3996,2491,1.28E+12,2011
232,1,-11.75031037,-55.41286352,1,2408,1285,2366,523,930,3568,4165,2629,1.28E+12,2011
231,1,-11.79766224,-55.38490123,1,2409,1639,3225,663,1149,4931,4684,3005,1.28E+12,2011
231,0,-11.79981664,-55.34832135,2,2410,1836,3336,803,1348,4434,4036,3001,1.28E+12,2011
231,1,-11.80838934,-55.35693894,1,2411,1598,3016,647,1114,4219,4581,2930,1.28E+12,2011
229,1,-11.82131573,-55.33970376,1,2412,1619,3037,630,1083,4677,4427,3114,1.28E+12,2011
231,1,-11.81700694,-55.34401255,1,2413,1601,3237,659,1113,4399,4536,2861,1.28E+12,2011
229,2,-11.81269814,-55.34185815,4,2414,1433,2989,595,989,4024,4124,2509,1.28E+12,2011
229,1,-11.81485254,-55.33108616,1,2415,1239,2957,547,895,3941,3720,2206,1.28E+12,2011
229,1,-11.81916133,-55.33539496,1,2416,1556,3120,611,1038,4251,4535,2847,1.28E+12,2011
231,1,-11.80838934,-55.33539496,1,2417,1492,2923,605,1031,4147,4375,2622,1.28E+12,2011
231,1,-11.75031037,-55.39567322,1,2418,1434,3134,650,1110,4087,4184,2663,1.28E+12,2011
231,1,-11.72661199,-55.40209153,1,2419,2110,3182,936,1500,4204,4708,3422,1.28E+12,2011
229,2,-11.89662989,-55.06856381,4,2420,1436,2854,499,913,4072,4377,2693,1.28E+12,2011
231,0,-11.90740188,-55.075027,2,2421,1390,2842,467,905,4140,4461,2957,1.28E+12,2011
231,0,-11.89878429,-55.0814902,2,2422,1799,3243,627,1217,4398,4693,3174,1.28E+12,2011
231,2,-11.91597459,-55.09010779,4,2423,1641,3326,580,1103,4798,4289,2780,1.28E+12,2011
231,0,-11.93105537,-55.0922173,2,2424,1708,3138,530,1085,4771,4481,3039,1.28E+12,2011
229,2,-11.94398176,-55.10729809,4,2425,1451,3008,476,939,4657,4248,2665,1.28E+12,2011
231,2,-11.92890097,-55.10298929,4,2426,1761,3248,577,1139,4901,4530,2964,1.28E+12,2011
229,0,-11.91812899,-55.11160688,2,2427,1712,2794,587,1098,3685,3824,2700,1.28E+12,2011
232,0,-11.96978965,-55.13526038,2,2428,1107,2363,373,759,3563,3490,2115,1.28E+12,2011
231,1,-11.96763525,-55.19984743,1,2429,1384,2733,541,916,4049,4183,2547,1.28E+12,2011
231,1,-11.97840724,-55.18907544,1,2430,1381,2913,388,897,3713,3694,2717,1.28E+12,2011
231,1,-11.98271604,-55.19769303,1,2431,1471,2776,551,993,4125,3975,2722,1.28E+12,2011
231,1,-11.99344314,-55.19553863,1,2432,1542,2728,600,1022,3910,4371,2990,1.28E+12,2011
231,1,-11.98487044,-55.18907544,1,2433,1432,2914,390,908,3786,3828,2668,1.28E+12,2011
231,1,-11.99344314,-55.18907544,1,2434,1542,2728,600,1022,3910,4371,2990,1.28E+12,2011
231,0,-12.01067833,-55.19338423,2,2435,1543,2973,510,960,4202,4463,2807,1.28E+12,2011
231,0,-12.01067833,-55.17830345,2,2436,1591,2720,570,1016,4403,4394,3149,1.28E+12,2011
231,0,-12.00636953,-55.17184026,2,2437,1616,3116,578,1062,4225,4564,2861,1.28E+12,2011
231,1,-12.00206074,-55.17184026,1,2438,1594,2998,560,1031,4246,4471,2782,1.28E+12,2011
231,0,-12.00421513,-55.16111315,2,2439,949,3390,392,777,4147,3051,1777,1.28E+12,2011
231,0,-12.01498712,-55.16968586,2,2440,1685,2984,565,1034,4015,4309,2910,1.28E+12,2011
231,0,-12.01929592,-55.18045785,2,2441,1622,2669,608,1036,4321,4429,3228,1.28E+12,2011
231,0,-12.03006791,-55.17614905,2,2442,1840,3317,615,1173,4981,4957,3307,1.28E+12,2011
231,0,-12.02145032,-55.15034116,2,2443,1956,2964,545,1034,3852,4408,3646,1.28E+12,2011
231,0,-12.03006791,-55.15034116,2,2444,1979,3097,673,1198,4387,4421,3402,1.28E+12,2011
231,0,-11.98917923,-55.14603236,2,2445,1718,3498,485,1092,5141,4752,3049,1.28E+12,2011
232,0,-11.98056164,-55.13956917,2,2446,887,2537,308,663,3342,2773,1585,1.28E+12,2011
231,1,-11.97840724,-55.14603236,1,2447,1696,3232,514,1081,4841,4643,3026,1.28E+12,2011
231,0,-11.98487044,-55.15034116,2,2448,1765,3338,520,1101,4615,4763,2991,1.28E+12,2011
231,1,-11.99133363,-55.15895875,1,2449,1202,3178,438,830,4285,3490,2123,1.28E+12,2011
231,0,-11.99559754,-55.15680435,2,2450,1302,3436,405,909,4331,4048,2391,1.28E+12,2011
231,1,-11.99775194,-55.16326755,1,2451,1652,3188,576,1067,4738,4493,2945,1.28E+12,2011
231,1,-11.97840724,-55.15249556,1,2452,1595,3281,460,1014,4442,4468,2887,1.28E+12,2011
231,1,-11.96763525,-55.13956917,1,2453,1603,3169,557,1040,4508,4600,2848,1.28E+12,2011
231,0,-11.96548085,-55.14387797,2,2454,1639,3262,514,1068,4772,4474,2945,1.28E+12,2011
231,1,-11.96117206,-55.18907544,1,2455,1103,3159,387,879,3734,3210,1824,1.28E+12,2011
231,0,-11.95259935,-55.20200183,2,2456,1411,3038,509,945,4019,3535,2410,1.28E+12,2011
231,0,-11.94182736,-55.20415622,2,2457,1583,3125,630,1079,4127,4311,2499,1.28E+12,2011
231,1,-11.84066043,-55.33539496,1,2458,1539,3050,639,1107,4489,4278,2918,1.28E+12,2011
232,1,-11.83850603,-55.34616695,1,2459,1175,2526,494,841,3667,3480,2102,1.28E+12,2011
232,1,-12.44106418,-55.25361761,1,2460,1070,2119,419,765,3340,3517,2336,1.28E+12,2011
229,1,-12.70358654,-55.46883298,1,2461,1624,2963,601,1063,4788,4586,2988,1.28E+12,2011
229,0,-12.70574094,-55.47956008,2,2462,1592,2699,585,1006,3726,4027,2850,1.28E+12,2011
229,0,-12.70789534,-55.48602328,2,2463,1685,2720,556,994,4011,3884,3018,1.28E+12,2011
229,2,-12.72293124,-55.47956008,4,2464,1141,2776,396,806,4077,3592,2089,1.28E+12,2011
229,1,-12.71651293,-55.45806099,1,2465,1670,3091,565,1076,4507,4793,2982,1.28E+12,2011
229,1,-12.72724003,-55.46452418,1,2466,1945,3604,637,1260,5414,5039,3157,1.28E+12,2011
232,0,-12.52068714,-55.18907544,2,2467,973,2015,382,701,3356,3600,2263,1.28E+12,2011
232,0,-12.50345195,-55.23858171,2,2468,997,2167,381,707,3272,3161,2013,1.28E+12,2011
231,0,-12.47764406,-55.24500002,2,2469,1253,2733,479,874,4084,3906,2461,1.28E+12,2011
232,1,-12.47979846,-55.23427291,1,2470,1166,2243,397,801,3542,3752,2449,1.28E+12,2011
232,1,-12.49483436,-55.22134652,1,2471,1112,2315,396,786,3218,3534,2178,1.28E+12,2011
232,1,-12.49052557,-55.20200183,1,2472,1468,2654,524,1013,3777,4140,2498,1.28E+12,2011
232,2,-12.54434063,-55.93790823,9,2473,1310,2286,480,938,3250,3463,2168,1.28E+12,2011
232,2,-12.54864943,-55.95729781,9,2474,1069,2254,471,876,2982,2937,1990,1.28E+12,2011
229,2,-12.7789007,-56.09284534,9,2475,2256,3890,800,1461,5257,5190,3184,1.28E+12,2011
229,1,-12.80255419,-56.03476637,1,2476,2357,4137,841,1517,5594,5442,3258,1.28E+12,2011
229,1,-12.81978937,-56.03045757,1,2477,1983,3534,762,1294,5592,5171,3338,1.28E+12,2011
229,2,-12.91875703,-56.15958679,9,2478,1905,3269,648,1210,4619,5083,3253,1.28E+12,2011
229,1,-12.90372112,-56.1574324,1,2479,967,2645,385,688,3850,3183,1702,1.28E+12,2011
229,1,-12.92522022,-56.14235161,1,2480,2181,3832,769,1398,5246,5305,3259,1.28E+12,2011
229,2,-12.94030101,-56.1574324,9,2481,2368,4080,878,1545,5465,5445,3230,1.28E+12,2011
229,2,-12.97041769,-56.1488148,9,2482,1910,2746,548,1111,3978,4081,3316,1.28E+12,2011
229,2,-13.00053438,-56.08853655,9,2483,2076,3308,667,1344,4891,4965,3970,1.28E+12,2011
229,2,-13.01992396,-56.09069095,9,2484,1915,3397,749,1284,4996,4935,3303,1.28E+12,2011
229,2,-13.00915197,-56.05626546,9,2485,1502,3222,667,1059,4101,3721,2285,1.28E+12,2011
229,2,-12.93814661,-56.09499974,3,2486,1755,3366,641,1061,4470,4695,3042,1.28E+12,2011
229,2,-12.92952902,-56.10792613,9,2487,1728,2759,564,1053,4141,4318,3384,1.28E+12,2011
229,2,-12.92737462,-56.09930854,9,2488,1660,3155,535,948,4749,4436,3201,1.28E+12,2011
229,2,-12.92522022,-56.09284534,9,2489,1699,3307,613,1016,4655,4632,2982,1.28E+12,2011
229,2,-12.92306582,-56.08211824,3,2490,1799,2724,582,1052,3827,4118,3184,1.28E+12,2011
229,2,-12.91444823,-56.09930854,9,2491,2235,3899,842,1457,5685,5149,3373,1.28E+12,2011
229,2,-12.91660263,-56.10792613,9,2492,1550,3361,660,1002,4885,4120,2518,1.28E+12,2011
229,1,-13.00915197,-55.95945221,1,2493,1851,3199,659,1167,4838,4756,3140,1.28E+12,2011
229,1,-12.98765287,-55.97879691,1,2494,2144,3765,786,1397,5172,5333,3254,1.28E+12,2011
229,1,-12.96826329,-55.963761,1,2495,1747,3043,623,1142,4743,4822,3182,1.28E+12,2011
229,1,-13.04573185,-55.94868022,1,2496,1637,2890,580,1053,4491,4438,3014,1.28E+12,2011
229,0,-13.03280546,-55.95083462,2,2497,1712,3153,588,1121,4693,4739,2998,1.28E+12,2011
229,0,-13.02849667,-55.94652582,2,2498,1775,3087,652,1148,4404,4904,3077,1.28E+12,2011
229,1,-13.47611771,-57.83588787,1,2499,2347,4042,917,1513,5814,5117,3322,1.28E+12,2011
229,1,-13.47827211,-57.85096865,1,2500,2279,3852,853,1459,5162,5171,3329,1.28E+12,2011
229,2,-13.52346958,-57.84235106,9,2501,1658,3195,606,980,4527,4578,3022,1.28E+12,2011
229,2,-13.52131518,-57.83373347,9,2502,1651,3198,614,986,4771,4513,3055,1.28E+12,2011
229,2,-13.53635108,-57.83804226,9,2503,1703,3058,601,986,4624,4514,3424,1.28E+12,2011
229,1,-13.55358626,-57.83157907,1,2504,1579,3141,641,1053,4230,4421,2740,1.28E+12,2011
229,2,-13.58801175,-57.91981962,9,2505,1692,2610,541,973,3932,3995,3201,1.28E+12,2011
229,1,-13.59016614,-57.93485552,1,2506,1669,2470,518,921,3522,4005,3218,1.28E+12,2011
229,2,-13.56646777,-57.94347311,9,2507,1634,2458,513,904,3795,3949,3360,1.28E+12,2011
229,2,-13.57077656,-57.96070829,3,2508,1604,2722,574,1001,4144,4752,3211,1.28E+12,2011
229,2,-13.57939415,-57.94347311,9,2509,1681,2463,504,919,3721,3880,3373,1.28E+12,2011
229,2,-13.59232054,-57.9477819,9,2510,1667,2508,548,924,3773,3902,3255,1.28E+12,2011
229,2,-13.57293096,-57.98220739,4,2511,1562,2984,594,1067,4329,4510,2667,1.28E+12,2011
229,1,-13.54065988,-57.81865268,1,2512,1042,2867,482,813,3935,3284,2193,1.28E+12,2011
229,1,-13.52346958,-57.80792558,1,2513,1359,2901,540,955,4044,3920,2704,1.28E+12,2011
229,2,-13.52988789,-57.81223437,9,2514,1149,2883,506,838,3882,3521,2236,1.28E+12,2011
229,0,-13.52346958,-57.81649828,2,2515,1500,3077,585,960,4387,4396,2881,1.28E+12,2011
229,2,-13.52346958,-57.82511588,9,2516,1755,3274,619,1044,4770,4585,3165,1.28E+12,2011
229,1,-13.47396331,-57.82296148,1,2517,1953,3142,810,1260,4680,4597,3244,1.28E+12,2011
229,1,-13.38356837,-57.82296148,1,2518,2280,4006,756,1405,5720,5245,3492,1.28E+12,2011
227,2,-13.26090234,-58.00375137,3,2519,1915,3312,776,1301,4856,4519,2925,1.28E+12,2011
227,2,-13.27167433,-58.00159697,9,2520,1681,2997,680,1140,4052,4471,2767,1.28E+12,2011
227,2,-13.26090234,-57.99513377,9,2521,1716,3073,677,1159,4508,4309,2865,1.28E+12,2011
229,2,-13.36637807,-57.83157907,9,2522,1738,2607,612,1019,3866,4017,3296,1.28E+12,2011
229,0,-13.37279638,-57.84881425,2,2523,1643,2534,607,1067,3636,4315,3754,1.28E+12,2011
229,1,-13.37925957,-57.86600455,1,2524,1741,2731,654,1121,3773,4396,3915,1.28E+12,2011
229,0,-13.39003156,-57.86169576,2,2525,1346,2863,514,943,3824,3669,2835,1.28E+12,2011
229,1,-13.38787716,-57.85523256,1,2526,1841,3250,615,1143,4690,4386,3188,1.28E+12,2011
229,2,-13.38787716,-57.83588787,9,2527,1375,2861,542,930,4003,3453,2337,1.28E+12,2011
229,2,-13.38572276,-57.84450546,9,2528,1468,2795,586,976,3982,3651,2730,1.28E+12,2011
227,2,-13.27382872,-58.01232407,9,2529,1860,3030,732,1225,4117,4502,2911,1.28E+12,2011
227,2,-13.26305674,-58.01447847,3,2530,1762,2942,703,1202,4051,4540,2790,1.28E+12,2011
227,2,-13.27598312,-58.02740486,3,2531,1903,3218,757,1260,4277,4540,2837,1.28E+12,2011
227,2,-13.12104601,-57.98867058,3,2532,1818,3037,769,1244,4476,4343,2826,1.28E+12,2011
227,2,-13.1296636,-57.99728817,3,2533,1570,2810,647,1057,4136,3890,2633,1.28E+12,2011
227,1,-13.12320041,-57.96286269,1,2534,1779,3108,763,1224,4137,4306,2699,1.28E+12,2011
227,1,-13.1275092,-57.97789859,1,2535,1812,2988,783,1227,4383,4111,2756,1.28E+12,2011
227,2,-13.11673721,-57.9735898,3,2536,1727,2821,736,1167,3842,3972,2688,1.28E+12,2011
227,1,-13.11242842,-57.95855389,1,2537,1540,2700,649,1051,4023,3860,2635,1.28E+12,2011
229,1,-13.10811962,-57.9499363,1,2538,1197,2916,569,919,4133,3631,2095,1.28E+12,2011
227,0,-11.48994241,-56.28220794,2,2539,1789,3348,710,1215,4293,4310,2682,1.28E+12,2011
227,1,-11.535095,-56.23274655,1,2540,1667,2816,962,1289,4179,4175,2747,1.28E+12,2011
227,0,-11.99344314,-56.02830317,2,2541,1488,2661,568,965,3497,3827,2625,1.28E+12,2011
232,0,-11.99775194,-56.04122956,2,2542,1007,2476,432,768,3247,2847,1768,1.28E+12,2011
227,0,-11.99775194,-56.00249528,2,2543,1762,3263,606,1145,4056,4071,2572,1.28E+12,2011
231,1,-11.99344314,-55.97448811,1,2544,2223,3831,807,1448,5231,4967,3515,1.28E+12,2011
231,1,-11.99344314,-55.96160661,1,2545,1973,3481,742,1268,5158,4980,3353,1.28E+12,2011
231,2,-11.98271604,-55.96160661,9,2546,1881,3484,692,1196,4575,4828,3220,1.28E+12,2011
227,2,-11.98702483,-55.94652582,9,2547,1788,3049,905,1277,4089,4304,2802,1.28E+12,2011
227,1,-11.99344314,-55.93575383,1,2548,1891,3280,908,1327,4698,4330,2831,1.28E+12,2011
227,0,-12.01067833,-55.92071793,2,2549,1527,2487,607,1023,3356,3876,2898,1.28E+12,2011
227,1,-12.04294941,-55.97879691,1,2550,1305,3006,541,955,3745,3560,2104,1.28E+12,2011
227,1,-12.03864062,-55.9680698,1,2551,1750,3021,650,1154,4195,4175,2695,1.28E+12,2011
231,1,-12.02360471,-55.95083462,1,2552,1885,3351,754,1264,4687,4884,3081,1.28E+12,2011
232,1,-12.01929592,-55.94221703,1,2553,1568,2774,531,1030,3854,3755,2458,1.28E+12,2011
231,1,-11.99344314,-55.95083462,1,2554,2005,3526,745,1300,5215,4972,3346,1.28E+12,2011
231,1,-12.00636953,-55.95083462,1,2555,1943,3477,766,1289,4818,5155,3250,1.28E+12,2011
232,2,-12.01067833,-55.95945221,9,2556,1531,2683,568,1037,3962,3970,2549,1.28E+12,2011
232,1,-12.00636953,-55.97448811,1,2557,1208,2437,469,839,3493,3597,2115,1.28E+12,2011
227,1,-12.02360471,-55.97664251,1,2558,1787,3008,675,1154,4356,4113,2779,1.28E+12,2011
231,2,-12.01929592,-55.96160661,9,2559,2011,3647,765,1285,4876,4988,3310,1.28E+12,2011
227,2,-12.02575911,-55.9702242,9,2560,1727,3108,657,1129,4181,4305,2770,1.28E+12,2011
227,1,-12.02791351,-55.9831057,1,2561,1828,3201,687,1160,4281,4363,2792,1.28E+12,2011
231,1,-12.03648622,-56.00249528,1,2562,2081,3791,700,1342,5370,5064,3317,1.28E+12,2011
227,1,-12.02360471,-56.00249528,1,2563,1829,3229,714,1258,4215,4381,2650,1.28E+12,2011
227,1,-12.00852393,-55.99387769,1,2564,1954,3369,676,1281,4838,4455,2996,1.28E+12,2011
232,1,-12.01498712,-55.99603209,1,2565,1746,3040,649,1169,3986,4209,2570,1.28E+12,2011
231,0,-12.00852393,-56.00464968,2,2566,2205,3891,759,1420,5030,5266,3322,1.28E+12,2011
227,1,-12.03864062,-55.9874145,1,2567,1563,2838,593,1067,4196,4063,2619,1.28E+12,2011
232,2,-12.53572304,-55.95729781,9,2568,1144,2060,468,906,2827,3082,2084,1.28E+12,2011
232,2,-12.51637834,-55.94221703,9,2569,1148,2586,556,929,3198,2759,1545,1.28E+12,2011
232,2,-12.52499593,-55.95298902,9,2570,1267,2723,626,988,3701,3062,1752,1.28E+12,2011
227,1,-12.38724912,-55.90348275,1,2571,1649,3080,590,1099,4679,4269,2626,1.28E+12,2011
232,2,-12.38078593,-55.87767486,9,2572,1698,2686,565,1159,3545,4099,3018,1.28E+12,2011
232,2,-12.37221322,-55.85617576,9,2573,1622,2565,612,1199,3383,3730,2702,1.28E+12,2011
232,1,-12.36144123,-55.85186697,1,2574,1129,2707,432,860,3434,3463,2009,1.28E+12,2011
232,1,-12.37005882,-55.88629245,1,2575,1014,2893,425,793,3587,2903,1773,1.28E+12,2011
227,1,-12.04510381,-55.53122075,1,2576,1814,3252,665,1202,4416,4514,2735,1.28E+12,2011
231,1,-11.89662989,-55.6129981,1,2577,1600,3307,586,1024,4701,4724,3016,1.28E+12,2011
227,2,-11.91386507,-55.6301884,9,2578,1846,2965,677,1201,4094,3921,2840,1.28E+12,2011
227,1,-11.98917923,-55.52691195,1,2579,1487,2368,542,989,3317,3617,2645,1.28E+12,2011
232,2,-11.84712362,-55.58719021,9,2580,1617,3075,564,1046,4139,4164,2490,1.28E+12,2011
227,2,-11.90093869,-56.06703745,9,2581,1986,3479,793,1337,5018,4499,2935,1.28E+12,2011
233,1,-11.72019368,-55.41501791,1,2406,1727,3784,733,1292,4483,3721,2603,1.28E+12,2011
236,1,-11.74815597,-55.41286352,1,2407,1470,2771,584,1063,4302,4350,2969,1.28E+12,2011
236,1,-11.75031037,-55.41286352,1,2408,1567,3129,634,1119,4813,4831,3287,1.28E+12,2011
233,1,-11.79766224,-55.38490123,1,2409,1740,3348,740,1212,4660,4956,3016,1.28E+12,2011
233,0,-11.79981664,-55.34832135,2,2410,1055,3579,536,940,3881,2891,1486,1.28E+12,2011
233,1,-11.80838934,-55.35693894,1,2411,1629,3203,640,1101,4760,4671,3072,1.28E+12,2011
